label_str,ltable_id,rtable_id,label,id_x,title_x,authors_x,venue_x,year_x,id_y,title_y,authors_y,venue_y,year_y
No,2346,63010,0,2346,object normal forms and dependency constraints for object-oriented schemata,"z tari , j stokes , s spaccapietra",acm trans . database syst .,1997,63010,", spaccapietra stefano : object normal forms and dependency constraints for object-oriented schemata",t zahir,acm transactions on database,
No,512,25463,0,512,proxy-based acceleration of dynamically generated content on the world wide web : an approach and implementation,"a datta , k dutta , h thomas , d vandermeer , s suresha , k ramamritham",sigmod conference,2002,25463,"e. , suresha , and ramamritham , krithi ( 2002 ) . proxy-based acceleration of dynamically generated","a datta , k dutta , hm thomas , d vandermeer","proceedings of 2002 acm sigmod conference , madison , & hellip ; ,",
No,505,41972,0,505,on views and xml,s abiteboul,sigmod record,1999,41972,on views and xml .,acms anthology,"sigmod record ,",1999.0
No,2425,42501,0,2425,fast image retrieval using color-spatial information,"b ooi , k tan , t chua , w hsu",vldb j.,1998,42501,fast signature-based color-spatial image retrieval,"ts chua , kl tan , bc ooi",,
No,982,41489,0,982,datablitz storage manager : main memory database performance for critical applications,"j baulier , p bohannon , s gogate , c gupta , s haldar , s joshi , a khivesera , h korth , p mcilroy , j miller , p narayan , m nemeth , r rastogi , s seshadri , a silberschatz , s sudarshan , m wilder , c wei",sigmod conference,1999,41489,datablitz : a high performance main-memory storage manager,j baulier,,
No,2451,40790,0,2451,indexing of now-relative spatio-bitemporal data,"s saltenis , c jensen",vldb j.,2002,40790,andg . slivinskas . r-treebasedindexing ofnow-relative bitemporal data,"r bliujflute , cs jensen , s saltenis","the proc . of the 24th vldb conf ,",
No,2266,6467,0,2266,polymorphism and type inference in database programming,"p buneman , a ohori",acm trans . database syst .,1996,6467,databaseprogramminginmachiavelliâ ?? apolymorphiclanguagewithstatictypeinference,"a ohori , p buneman , v breazu-tannen","acm sigmod intl. conf . on management of data , pages46â ?? 57 ,",
No,1161,34781,0,1161,approximate query translation across heterogeneous information sources,"k chang , h garcia-molina",vldb,2000,34781,approximate query mapping : accounting for translation closeness,"kcc chang , h garcãa - molina","the vldb journal the international journal on very large & hellip ; ,",2001.0
No,580,339,0,580,chair 's message,,,1998,339,sigcas chair 's message,cd martin,"computers and society ,",
No,583,24364,0,583,roadrunner : automatic data extraction from data-intensive web sites,"v crescenzi , g mecca , p merialdo",sigmod conference,2002,24364,roadrunner : towards automatic data extraction from large web sites,"g mecca , v crescenzi , p merialdo","proceedings of the 27th very large databases conference , & hellip ; ,",
No,18,17960,0,18,advances in databases and information systems ( adbis ),"a caplinskas , j eder , o vasilecas",sigmod record,2002,17960,of the sixth east-european conference on advances in databases and information systems adbis ' 2002,"sa stupnikov , la kalinichenko , d jin song",,2002.0
No,418,34045,0,418,reminiscences on influential papers,,,1999,34045,reminiscences on influential papers,r snodgrass,"acm transactions on database systems ,",1976.0
No,2466,39902,0,2466,guest editorial,,,2002,39902,gaps in perception ( guest editorial ),ma heller,"perception ,",
No,2295,33542,0,2295,guest editorial,,,2003,33542,editorial,p smyth,"bt technology journal ,",2003.0
No,1375,12732,0,1375,strudel : a web-site management system,"m fernandez , d florescu , j kang , a levy , d suciu",sigmod conference,1997,12732,catc hingthe boat with strudel : experiences with aw eb-sitemanagement system,"m fernandez , d florescu , j kang , a levy",proceedings of,
No,1771,33213,0,1771,on parallel execution of multiple pipelined hash joins,"h hsiao , m chen , p yu",sigmod conference,1994,33213,optimization of parallel execution for multi-join queries,"ms chen , ps yu , kl wu",,
No,1901,14605,0,1901,guest editor 's introduction,,,2003,14605,guest editorâ ?? s introduction,tnd independence,"sigmod record ,",2003.0
No,1633,28132,0,1633,keynote address,,,1995,28132,keynote address,p burns,"proceedings 17th isba sheffield conference ,",
No,253,39606,0,253,investigation of algebraic query optimisation techniques for database programming languages,"a poulovassilis , c small",vldb,1994,39606,algebraic query optimisation for database programming languages,"a poulovassilis , c small","the vldb journal the international journal on very large & hellip ; ,",1996.0
No,2360,45165,0,2360,information gathering in the world-wide web : the w3ql query language and the w3qs system,"d konopnicki , o shmueli",acm trans . database syst .,1998,45165,w3qs : a query system for the world-wide web,"o shmueli , d konopnicki",proc . of the internat . conf . on very large data,
No,88,41242,0,88,hector garcia-molina speaks out,m winslett,,2002,41242,"hector garcia-molina speaks out regarding startups , how life is getting harder , delta papers , cs in",m winslett,"sigmod record ,",2002.0
No,1937,20566,0,1937,in-context peer-to-peer information filtering on the web,a ouksel,sigmod record,2003,20566,semantics and in-context peer-to-peer information filtering and model calibration on the web,am ouksel,"workshop on semantic web technologies for searching and & hellip ; ,",
No,422,52029,0,422,timber : a native system for querying xml,"s paparizos , s al-khalifa , a chapman , h jagadish , l lakshmanan , a nierman , j patel , d srivastava , n wiwatwattana , y wu , c yu",sigmod conference,2003,52029,timber : a native xml database,"hv jagadish , s al-khalifa , a chapman , lvs","the vldb journal the international journal on very large & hellip ; ,",2002.0
No,637,39339,0,637,reminiscences on influential papers,,,1998,39339,reminiscences on influential papers .,acms anthology,sigmod,1998.0
No,568,16311,0,568,editor 's notes,,,1997,16311,editor 's notes,tw banta,"implementing outcomes assessment : promise and perils . new & hellip ; ,",
No,1498,60630,0,1498,state of the art in workflow management research and products,,,1996,60630,workflow management : state of the art vs. state of the products,"w du , a elmagarmid",,
No,1873,33379,0,1873,the case for enhanced abstract data types,"p seshadri , m livny , r ramakrishnan",vldb,1997,33379,enhanced abstract data types in object-relational databases,p seshadri,"the vldb journal the international journal on very large & hellip ; ,",1998.0
No,2456,18910,0,2456,psoup : a system for streaming queries over streaming data,"s chandrasekaran , m franklin",vldb j.,2003,18910,streaming queries over streaming data,"s chandrasekaran , mj franklin","vldb ,",2002.0
No,2365,35264,0,2365,an access control model supporting periodicity constraints and temporal reasoning,"e bertino , c bettini , e ferrari , p samarati",acm trans . database syst .,1998,35264,reasoning with temporall authorizations and periodicity constraints in database access control,"e bertino , c bettini , e ferrari , p samarati","acm trans . on database systems ,",
No,19,51361,0,19,mining generalized association rules,"r srikant , r agrawal",vldb,1995,51361,"fast algorithms for mining association rules , proc","r agrawal , r srikant",vldb,
No,1632,30538,0,1632,the mirror mmdbms architecture,"a vries , m doorn , h blanken , p apers",vldb,1999,30538,"de vries , mark g. lm van doorn , henk m. blanken , & peter mg apers , the mirror mmdbms architecture",p arjen,proceedings of the international conference on very large,
No,1034,38780,0,1034,the need for distributed asynchronous transactions,"l do , p ram , p drew",sigmod conference,1999,38780,distributed transactions in practice,"p ram , l do , p drew","sigmod record ,",1999.0
No,2298,29078,0,2298,on completeness of historical relational query languages,"j clifford , a croker , a tuzhilin",acm trans . database syst .,1994,29078,on completeness query languages,"j clifford , a croker , a tuzhilin","acm transactions on database systems ,",1994.0
No,2588,5805,0,2588,guest editor 's introduction,,,2002,5805,guest editorial,p aplin,,
No,2600,42325,0,2600,supporting periodic authorizations and temporal reasoning in database access control,"e bertino , c bettini , e ferrari , p samarati",vldb,1996,42325,p. an access control mechanism supporting periodicity constraints and temporal reasoning,"e bertino , c bettini , es ferrari",acm trans . on database,
No,2588,58131,0,2588,guest editor 's introduction,,,2002,58131,guest editorial,ay halevy,"the vldb journal the international journal on very large & hellip ; ,",2002.0
No,357,50601,0,357,a vision of management of complex models,"p bernstein , a halevy , r pottinger",sigmod record,2000,50601,model management : managing complex information structures,"pa bernstein , ay halevy , ra pottinger","sigmod record ,",
No,2113,36935,0,2113,processing sliding window multi-joins in continuous queries over data streams,"l golab , m жzsu",vldb,2003,36935,querying sliding windows over on-line data streams,l golab,,
No,2022,17076,0,2022,efficient query processing for multi-dimensionally clustered tables in db2,"b bhattacharjee , s padmanabhan , t malkemus , t lai , l cranston , m huras",vldb,2003,17076,query processing using multidimensional clustering in db2,"b bhattacharjee , s padmanabhan , t malkemus , l",proceedings of vldb,
No,1364,6850,0,1364,user-adaptive exploration of multidimensional data,s sarawagi,vldb,2000,6850,user adaptive exploration of olap data cubes,s sarawagi,proc . vldb,
No,1679,43199,0,1679,the query by image content ( qbic ) system,"j ashley , m flickner , j hafner , d lee , w niblack , d petkovic",sigmod conference,1995,43199,"andj . ashley , queryby imageand video content : theqbic system , ''","m flickner , h sawhney , w niblack","ieee computer ,",
No,1552,40839,0,1552,dtl 's dataspot : database exploration using plain language,"s dar , g entin , s geva , e palmon",vldb,1998,40839,dtl 's dataspot : database exploration as easy as browsing the web,"s dar , g entin , s geva , e palmon","sigmod conference ,",1998.0
No,760,17230,0,760,"domains , relations and religious wars",r camps,sigmod record,1996,17230,"'' domains , relations and religious wars","r wars , s record","sigmod record ,",1996.0
No,1090,57774,0,1090,catching the boat with strudel : experiences with a web-site management system,"m fernandez , d florescu , j kang , a levy , d suciu",sigmod conference,1998,57774,strudel-a web-site management system,"a levy , d florescu , d suciu , j kang , m fernandez","proceedings acm sigmod international conference on & hellip ; ,",
No,1229,11605,0,1229,microsoft index tuning wizard for sql server 7.0,"s chaudhuri , v narasayya",sigmod conference,1998,11605,"an efficient , cost-driven index tuning wizard for microsoft sql server","s chaudhuri , v narasayya","23rd international conference on very large data bases , & hellip ; ,",
No,1828,53123,0,1828,optimization of queries with user-defined predicates,"s chaudhuri , k shim",vldb,1996,53123,optimization in the presence of user-defined predicates,"s chaudhuri , k shim","proceedings of the 22nd international conference on very & hellip ; ,",
No,299,48430,0,299,dbcache : middle-tier database caching for highly scalable e-business architectures,"c bornhіvd , m altinel , s krishnamurthy , c mohan , h pirahesh , b reinwald",sigmod conference,2003,48430,middle-tier database caching for e-business,"q luo , s krishnamurthy , c mohan , h pirahesh , h woo",,
No,507,62491,0,507,reminiscences on influential papers,,,1999,62491,reminiscences on influential papers,hgm stanlbrd,"sigmod record ,",1998.0
No,657,16624,0,657,unisql 's next-generation object-relational database management system,"a d'andrea , p janus",sigmod record,1996,16624,unisql 's next-generation object-relational,o foundation,"sigmod record ,",1996.0
No,433,34382,0,433,pix : exact and approximate phrase matching in xml,"s amer-yahia , m fernandez , d srivastava , y xu",sigmod conference,2003,34382,phrase matching in xml,"s amer-yahia , m fernandez , d srivastava , y xu","proceedings of the international conference on very large & hellip ; ,",2003.0
No,570,2161,0,570,lore : a database management system for semistructured data,"j mchugh , s abiteboul , r goldman , d quass , j widom",sigmod record,1997,2161,lore : a lightweight object repository for semistructured data .,"acms anthology , p edition",,
No,155,33904,0,155,editor 's notes,,,2001,33904,editor 's notes,"dj rog , d fournier","new directions for program evaluation ,",
No,1936,16304,0,1936,generalizing gloss to vector-space databases and broker hierarchies,"l gravano , h garcia-molina",vldb,1995,16304,gloss to vectorspace databases and broker hierarchies,glgmh generalizing,"proc . of very large database conference , zurich . switzerland ,",
No,1703,32825,0,1703,a region splitting strategy for physical database design of multidimensional file organizations,"j lee , y lee , k whang , i song",vldb,1997,32825,a physical database design method for multidimensional file organizations,"jh lee , yk lee , ky whang",,
No,997,17313,0,997,join synopses for approximate query answering,"s acharya , p gibbons , v poosala , s ramaswamy",sigmod conference,1999,17313,the aqua approximate query answering system . sigmod 1999,"s acharya , pb gibbons , v poosala , s ramaswamy","proceedings acm sigmod international conference on & hellip ; ,",
No,1954,30264,0,1954,discovery of multiple-level association rules from large databases,"j han , y fu",vldb,1995,30264,mining association rules between sets of items in large database,ra may,"proc . acm sigmod intâ ?? l conf . management of data , & hellip ; ,",
No,1611,47359,0,1611,"pm3 : an orthogonal persistent systems programming language - design , implementation , performance","a hosking , j chen",vldb,1999,47359,"review - pm3 : an orthogonal persistent systems programming language - design , implementation ,",rt snodgrass,"acm sigmod digital review ,",
No,398,39339,0,398,reminiscences on influential papers,,,1998,39339,reminiscences on influential papers .,acms anthology,sigmod,1998.0
No,494,9491,0,494,"a distributed scientific data archive using the web , xml and sql/med","m papiani , j wason , a dunlop , d nicole",sigmod record,1999,9491,"for archiving and post-processing large , distributed , scientific data using sql/med and xml","m papiani , jl wason , da nicole",,
No,1735,9731,0,1735,wavecluster : a multi-resolution clustering approach for very large spatial databases,"g sheikholeslami , s chatterjee , a zhang",vldb,1998,9731,wavecluster : a wavelet-based clustering approach for spatial data in very large databases,"g sheikholeslami , s chatterjee , a zhang","the vldb journal the international journal on very large & hellip ; ,",2000.0
No,1663,46967,0,1663,"design , implementation , and performance of the lham log-structured history data access method","p muth , p o'neil , a pick , g weikum",vldb,1998,46967,a log-structured history data access method ( lham ),", g weikum",,
No,554,57675,0,554,a query language for a web-site management system,"m fernandez , d florescu , a levy , d suciu",sigmod record,1997,57675,strudel : a web-site management system .,"acms anthology , p edition",,
No,927,5079,0,927,serfing the web : web site management made easy,"e rundensteiner , k claypool , l chen , h su , k oenoki",sigmod conference,2000,5079,serfing the web : a comprehensive approach for web site management,"ea rundensteiner , kt claypool , l chen , h su , k","demo session proceedings of sigmodâ ?? 00 ,",
No,460,27009,0,460,chair 's message,,,1999,27009,fact division chair 's message,"ak gupta , d mahr",,
No,1979,51743,0,1979,eager aggregation and lazy aggregation,"w yan , p larson",vldb,1995,51743,lazy aggregation,"wp yan , paea larson",international conference on very large data bases ( vldbâ ?? 95,
No,1332,8517,0,1332,devise : integrated querying and visualization of large datasets,"m livny , r ramakrishnan , k beyer , g chen , d donjerkovic , s lawande , j myllymaki , r wenger",sigmod conference,1997,8517,devise : integrated querying and visual exploration of large datasets ( demo abstract ),"m livny , r ramakrishnan , ks beyer , g chen , d","sigmod conference ,",1997.0
No,19,34662,0,19,mining generalized association rules,"r srikant , r agrawal",vldb,1995,34662,rsrikant . fast algorithms for mining association rules,ra rr941,"proceedings of the 20th international conference on very & hellip ; ,",41.0
No,422,9802,0,422,timber : a native system for querying xml,"s paparizos , s al-khalifa , a chapman , h jagadish , l lakshmanan , a nierman , j patel , d srivastava , n wiwatwattana , y wu , c yu",sigmod conference,2003,9802,timber : a native xml database,h jagdishâ ? ¦,acm,
No,578,35097,0,578,webdb ' 98 : international workshop on the web and databases,,,1998,35097,international workshop on web and databases,c san diego,,
No,19,9393,0,19,mining generalized association rules,"r srikant , r agrawal",vldb,1995,9393,fast algorithems for association rules,"r agrawal , r srikant","proc . of 20th vldb conference ,",
No,1802,7510,0,1802,answering queries with aggregation using views,"d srivastava , s dar , h jagadish , a levy",vldb,1996,7510,answering sql queries using views,"s dar , hv jagadish , ay levy , d srivastava","proc . of vldb ,",
No,1421,28214,0,1421,query caching and optimization in distributed mediator systems,"s adali , k candan , y papakonstantinou , v subrahmanian",sigmod conference,1996,28214,query processing in distributed mediated systems,"s adali , ks candan , y papakonstantinou , vs","proc . 1996 acm sigmod conf. , montreal , canada , june ,",
No,2588,11202,0,2588,guest editor 's introduction,,,2002,11202,guest editorial : introduction,"ld dierking , lmw martin","science education ,",
No,334,17076,0,334,multi-dimensional clustering : a new data layout scheme in db2,"s padmanabhan , b bhattacharjee , t malkemus , l cranston , m huras",sigmod conference,2003,17076,query processing using multidimensional clustering in db2,"b bhattacharjee , s padmanabhan , t malkemus , l",proceedings of vldb,
No,506,30817,0,506,efficient algorithms for minimizing tree pattern queries,p ramanan,sigmod conference,2002,30817,minimization of tree pattern queries,"s amer-yahia , s cho , lvs lakshmanan , d srivastava",,
No,960,18900,0,960,description logics for semantic query optimization in object-oriented database systems,"d beneventano , s bergamaschi , c sartori",acm trans . database syst .,2003,18900,: a description logics based tool for schema validation and semantic query optimization in object,"s bergamaschi , c sartori , d beneventano , m vincini",,
No,2533,57445,0,2533,sleepers and workaholics : caching strategies in mobile environments,"d barbarс , t imielinski",vldb j.,1995,57445,sleepers and workoholics-cache invalidation strategies for mobile and wireless environments,"d barbara , t imielinski","acm sigmod ,",
No,1724,24004,0,1724,the microsoft repository,"p bernstein , b harry , p sanders , d shutt , j zander",vldb,1997,24004,versions and workspaces in microsoft repository,"tbpab shankar , pd shutt",,
No,1479,15319,0,1479,"data-driven , one-to-one web site generation for data-intensive applications","s ceri , p fraternali , s paraboschi",vldb,1999,15319,one-to-one web site generation for data-intensive applications,fp cs,proceedings of the 25th international conference on very,
No,1773,37108,0,1773,multi-step processing of spatial joins,"t brinkhoff , h kriegel , r schneider , b seeger",sigmod conference,1994,37108,efficient processing of spatial joins using r-trees,"t brinkho , hp kriegel , b seeger","proc . of acm sigmod ,",
No,2343,22282,0,2343,schemasql : an extension to sql for multidatabase interoperability,"l lakshmanan , f sadri , s subramanian",acm trans . database syst .,2001,22282,schemasql-a language for interoperability in relational multi-database systems,lvs lakshmanan,"vldb ,",1996.0
No,995,54474,0,995,ripple joins for online aggregation,"p haas , j hellerstein",sigmod conference,1999,54474,join algorithms for online aggregation,"pj haas , jm hellerstein",,1998.0
No,944,11482,0,944,dynamat : a dynamic view management system for data warehouses,"y kotidis , n roussopoulos",sigmod conference,1999,11482,a case for dynamic view management,"y kotidis , n roussopoulos","acm transactions on database systems ,",2001.0
No,1968,47937,0,1968,research issues for data communication in mobile ad-hoc network database systems,"l fife , l gruenwald",sigmod record,2003,47937,"le gruenwald , research issues for data communication in mobile ad-hoc network database system",df leslie,"sigmod record ,",
No,155,31216,0,155,editor 's notes,,,2001,31216,editor 's notes,wmk trochim,"new directions for program evaluation ,",
No,2279,42612,0,2279,an axiomatic model of dynamic schema evolution in objectbase systems,"r peters , m жzsu",acm trans . database syst .,1997,42612,change propagation in an axiomatic model of schema evolution for objectbase management systems,"rj peters , k barker",,
No,2345,12696,0,2345,disjunctive datalog,"t eiter , g gottlob , h mannila",acm trans . database syst .,1997,12696,adding disjunction to datalog,"t eiter , g gottlob , h mannila",,
No,1459,58772,0,1459,aqua : a fast decision support systems using approximate query answers,"s acharya , p gibbons , v poosala",vldb,1999,58772,the aqua approximate query answering system,"s acharya , pb gibbons , v poosala , s ramaswamy","proceedings of the 1999 acm sigmod international conference & hellip ; ,",1999.0
No,2579,63839,0,2579,schemasql - a language for interoperability in relational multi-database systems,"l lakshmanan , f sadri , i subramanian",vldb,1996,63839,schemasql : an extension to sql for multidatabase interoperability,"lvs lakshmanan , f sadri , sn subramanian","acm transactions on database systems ,",2001.0
No,367,31469,0,367,the design of an acquisitional query processor for sensor networks,"s madden , m franklin , j hellerstein , w hong",sigmod conference,2003,31469,tinydb : an acquisitional query processing system for sensor networks,"sr madden , mj franklin , jm hellerstein , w hong","acm transactions on database systems ,",2005.0
No,1901,30332,0,1901,guest editor 's introduction,,,2003,30332,guest editor 's introduction : imaging in medical education,p dev,,
No,2549,15716,0,2549,realm-based spatial data types : the rose algebra,"r gќting , m schneider",vldb j.,1995,15716,", implementation of the rose algebra : efficient algorithms for realm-based spatial data types",rh gã 1/4 ting,"& hellip ; intl. symposium on large spatial databases ( portland , august",
No,2098,24090,0,2098,maximizing the output rate of multi-way join queries over streaming information sources,"s viglas , j naughton , j burger",vldb,2003,24090,rate-basedqueryoptimizationfor streaming information sources,njf viglase,"proceedings of acm sigmod , madison , wi ,",
No,1469,49249,0,1469,histogram-based approximation of set-valued query-answers,"y ioannidis , v poosala",vldb,1999,49249,approximate query answering using histograms,"v poosala , v ganti , ye ioannidis",,
No,402,18433,0,402,a componentized architecture for dynamic electronic markets,"b reich , i ben-shaul",sigmod record,1998,18433,a componentized architecture for scalable market exchange,"b reich , i ben-shaul",,
No,615,50575,0,615,materialized views and data warehouses,n roussopoulos,sigmod record,1998,50575,materialized views in data warehouses,dw quass,,1998.0
No,406,28088,0,406,xquery : a query language for xml,,,2003,28088,xquery 1.0 : an xml query language,"d chamberlin , j clark , d florescu , j robie , j",,
No,722,17230,0,722,"a response to r. camps ' article `` domains , relations and religious wars ''",c date,sigmod record,1996,17230,"'' domains , relations and religious wars","r wars , s record","sigmod record ,",1996.0
No,1727,2364,0,1727,adaptive selectivity estimation using query feedback,"c chen , n roussopoulos",sigmod conference,1994,2364,roussoploulos . adaptiveselectivity estimation using query feedback,cm chenandn,"proc . of the acm sigmod conference ,",
No,2335,17835,0,2335,flexible support for multiple access control policies,"s jajodia , p samarati , m sapino , v subrahmanian",acm trans . database syst .,2001,17835,supporting multiple access control policies in database systems,"e bertino , s jajodia , p samarati",,
No,2592,41470,0,2592,emergent semantics and the multimedia semantic web,"w grosky , d sreenath , f fotouhi",sigmod record,2002,41470,section on semantic web and data management : emergent semantics and the multimedia semantic web,"wi grotsky , dv sreenath , f fotouhi",,2002.0
No,2275,40913,0,2275,"lh * - a scalable , distributed data structure","w litwin , m neimat , d schneider",acm trans . database syst .,1996,40913,"rp * : a family of order-preserving scalable distributed data structures , 20 thintl","w litwin , ma neimat , d schneider","conf . on very large databases ( vldbâ ?? 94 ) ,",
No,1411,4311,0,1411,"physical data independence , constraints , and optimization with universal plans","a deutsch , l popa , v tannen",vldb,1999,4311,optimization for physical independence in information integration components,"a deutsch , l popa , v tannen","proceedings of the international conference on very large & hellip ; ,",
No,1573,39901,0,1573,a quantitative analysis and performance study for similarity-search methods in high-dimensional spaces,"r weber , h schek , s blott",vldb,1998,39901,performance study for similarity-search methods in high-dimensional spaces,"r weber , hj schek , s blott , aq analysis",proceedings of the 24rd international conference on very,
No,1469,52155,0,1469,histogram-based approximation of set-valued query-answers,"y ioannidis , v poosala",vldb,1999,52155,histogram-based techniques for approximating set-valued query-answers,"y ioannidis , v poosala","proc . 25th international conf . on very large databases ,",
No,336,18328,0,336,theory of answering queries using views,a halevy,sigmod record,2000,18328,alon levy . a scalable algorithm for answering queries using views,r pottinger,"proc of the 26th int &#39; l conf on very large data bases ( vldb ) . & hellip ; ,",
No,1439,13903,0,1439,mining quantitative association rules in large relational tables,"r srikant , r agrawal",sigmod conference,1996,13903,fast algorithms for mining association rules in databases,"r agrawal , r srikant","the 20th int &#39; l conf . on vldb , chile ,",
No,554,61808,0,554,a query language for a web-site management system,"m fernandez , d florescu , a levy , d suciu",sigmod record,1997,61808,overview of strudel - a web-site management system,"mf fernandez , d florescu , j kang , ay levy , d suciu",,
No,63,39695,0,63,book review column,k aberer,sigmod record,2002,39695,book review column,sm databases,"sigmod record ,",2002.0
No,1481,29456,0,1481,the garlic project,"m roth , m arya , l haas , m carey , w cody , r fagin , p schwarz , j ii , e wimmers",sigmod conference,1996,29456,the garlic project .,"acms anthology , p edition",,
No,506,35470,0,506,efficient algorithms for minimizing tree pattern queries,p ramanan,sigmod conference,2002,35470,minimization of tree pattem queries,"sa yahia , s cho , lvs lakshmananâ ? ¦",proc of the acm sigmod,
No,2086,11508,0,2086,on the minimization of xpath queries,"s flesca , f furfaro , e masciari",vldb,2003,11508,minimization of tree patterns queries,"s flesca , f furfaro , e masciari","proceedings of the 29th vldb conf ,",
No,270,62491,0,270,reminiscences on influential papers,,,2000,62491,reminiscences on influential papers,hgm stanlbrd,"sigmod record ,",1998.0
No,408,11202,0,408,guest editor 's introduction,,,1998,11202,guest editorial : introduction,"ld dierking , lmw martin","science education ,",
No,155,50887,0,155,editor 's notes,,,2001,50887,editor 's notes,rh silkman,"new directions for program evaluation ,",
No,1439,30264,0,1439,mining quantitative association rules in large relational tables,"r srikant , r agrawal",sigmod conference,1996,30264,mining association rules between sets of items in large database,ra may,"proc . acm sigmod intâ ?? l conf . management of data , & hellip ; ,",
No,1342,21309,0,1342,the a-tree : an index structure for high-dimensional spaces using relative approximation,"y sakurai , m yoshikawa , s uemura , h kojima",vldb,2000,21309,spatial indexing of high-dimensional data based on relative approximation,"y sakurai , m yoshikawa , s uemura , h kojima","the vldb journal the international journal on very large & hellip ; ,",2002.0
No,930,37231,0,930,efficient geometry-based similarity search of 3d spatial databases,d keim,sigmod conference,1999,37231,keim . ( 1999 ) efficient geometry-based similarity search of 3d spatial databases,a daniel,sigmodâ ?? 99 philadelphia pa copyright acm 1999 1-58113-084-8,
No,2059,59951,0,2059,cacheportal ii : acceleration of very large scale data center-hosted database-driven web applications,"w li , o po , w hsiung , k candan , d agrawal , y akca , k taniguchi",vldb,2003,59951,center-hosted database-driven web applications,"ws li , o po , wp hsiung , ks candan , d agrawal , y",,
No,2457,32041,0,2457,"watermarking relational data : framework , algorithms and analysis","r agrawal , p haas , j kiernan",vldb j.,2003,32041,a system for watermarking relational databases,"r agrawal , pj haas , j kiernan",,
No,2297,15034,0,2297,altruistic locking,"k salem , h garcia-molina , j shands",acm trans . database syst .,1994,15034,altruistic locking [ j ],s kenneth,"acm transactions on database systems ,",
No,1307,927,0,1307,xperanto : middleware for publishing object-relational data as xml documents,"m carey , j kiernan , j shanmugasundaram , e shekita , s subramanian",vldb,2000,927,efficiently publishing relational data as xml documents,"j shanmungasundaram , e shekita , r barr , m carey , b","& hellip ; . of the int . conf . on very large data bases ( vldb ) , cairo , & hellip ; ,",
No,2514,14964,0,2514,"the hb-pi-tree : a multi-attribute index supporting concurrency , recovery and node consolidation","g evangelidis , d lomet , b salzberg",vldb j.,1997,14964,the hb ( pi ) - tree : a concurrent and recoverable multi-attribute access method,"g evangelidis , d lomet , b salzberg",,
No,2496,60512,0,2496,designing wrapper components for e-services in integrating heterogeneous systems,"m mecella , b pernici",vldb j.,2001,60512,designing components for e-services,"m mecella , b pernici",proceedings of the first vldb workshop on technologies for e,
No,2280,5805,0,2280,guest editorial,,,2003,5805,guest editorial,p aplin,,
No,2306,45029,0,2306,formal aspects of concurrency control in long-duration transaction systems using the nt/pv model,"h korth , g speegle",acm trans . database syst .,1994,45029,the nt/pv model : a new representation for long-duration transaction systems,gd speegle,,
No,363,52956,0,363,xpath queries on streaming data,"f peng , s chawathe",sigmod conference,2003,52956,xsq : streaming xpath queries,"f peng , ss chawathe",,
No,606,39339,0,606,reminiscences on influential papers,,,1998,39339,reminiscences on influential papers .,acms anthology,sigmod,1998.0
