label_str,ltable_id,rtable_id,label,id_x,title_x,authors_x,venue_x,year_x,id_y,title_y,authors_y,venue_y,year_y
No,19,57159,0,19,mining generalized association rules,"r srikant , r agrawal",vldb,1995,57159,a new sql-like operator for mining association rules,"s ceri , r meo , g psaila",proc . of the 22nd intâ ?? l conference on very large data,
No,558,2895,0,558,asserting beliefs in mls relational models,"n jukic , s vrbsky",sigmod record,1997,2895,learning probabilistic relational models,l getoorâ ? ¦,"lecture notes in computer science ,",2000.0
No,665,3408,0,665,exploiting main memory dbms features to improve real-time concurrency control protocols,"ж ulusoy , a buchmann",sigmod record,1996,3408,index concurrency control in firm real-time dbms,"b goyal , j haritsa , s seshadri , v srinivasan","proceedings of the international conference on very large & hellip ; ,",1995.0
No,1207,1852,0,1207,hierarchical compact cube for range-max queries,"s lee , t ling , h li",vldb,2000,1852,hierarchical prefix cubes for range-sum queries,"cy chan , ye ioannidis","proceedings of the 25th international conference on very & hellip ; ,",1999.0
No,1953,42525,0,1953,an efficient algorithm for mining association rules in large databases,"a savasere , e omiecinski , s navathe",vldb,1995,42525,parallel algorithm for mining outliers in large database,e hung,,
No,612,5130,0,612,mining fuzzy association rules in databases,"c kuok , a fu , m wong",sigmod record,1998,5130,mining association rules between sets of items in large databases . 1993,"r agrawal , t imielinski , a swami",proc . acm sigmod international conference on management of,
No,1612,21786,0,1612,view maintenance in a warehousing environment,"y zhuge , h garcia-molina , j hammer , j widom",sigmod conference,1995,21786,incremental cluster for mining in a data warehousing environment,"m ester , h kriegel , j sander , m wimmer , x xu","proc . of 24 thintâ ?? l conf . of vldb ,",
No,2281,2887,0,2281,re-tree : an efficient index structure for regular expressions,"c chan , m garofalakis , r rastogi",vldb j.,2003,2887,the tv-tree : an index structure forhigh-dimensional data,"ki lin , h jagadish , c faloutsos","the vldb journal ,",
No,1399,29840,0,1399,picodmbs : scaling down database techniques for the smartcard,"c bobineau , l bouganim , p pucheral , p valduriez",vldb,2000,29840,database techniques for the world-wide web : a survey,"d florescu , a levy , a mendelzon","sigmod record ,",1998.0
No,1829,13738,0,1829,open object database management systems,,,1994,13738,case for output management systems .,k schwaber,"computerworld. ,",1981.0
No,2001,45908,0,2001,query processing in spatial network databases,"d papadias , j zhang , n mamoulis , y tao",vldb,2003,45908,redundancy in spatial databases,ja orenstein,,
No,2212,57630,0,2212,streaming queries over streaming data,"s chandrasekaran , m franklin",vldb,2002,57630,processing complex aggregate queries over data streams,"a dobra , mn garofalakis , j gehrke , r rastogi","sigmod conference ,",2002.0
No,1640,11823,0,1640,algorithms for mining association rules for binary segmentations of huge categorical databases,"y morimoto , t fukuda , h matsuzawa , t tokuyama , k yoda",vldb,1998,11823,algorithms for mining association rules in bag databases,"py hsu , yl chen , cc ling","information sciencesâ ?? informatics and computer science : an & hellip ; ,",2004.0
No,1342,2113,0,1342,the a-tree : an index structure for high-dimensional spaces using relative approximation,"y sakurai , m yoshikawa , s uemura , h kojima",vldb,2000,2113,the ssã · - tree : an improved index structure for similarity searches in a high-dimensional feature,"r kurniawati , js jin , ja shepherd",,
No,528,43088,0,528,foreword : management of semistructured data,,,1997,43088,lore : a database management system for semistructued data,"j mchugh , s abiteboul , r goldmanâ ? ¦","acm sigmod ,",
No,1920,1560,0,1920,optimizing queries with universal quantification in object-oriented and object-relational databases,"j clauпen , a kemper , g moerkotte , k peithner",vldb,1997,1560,maximal objects and the semantics of universal relation databases,"d maier , jd ullman","acm transactions on database systems ,",1983.0
No,2506,52821,0,2506,index nesting - an efficient approach to indexing in object-oriented databases,"b ooi , j han , h lu , k tan",vldb j.,1996,52821,spatial query processing in an object-oriented database system,ja orenstein,proceedings of the 1986 acm sigmod international conference,
No,2151,35798,0,2151,an efficient method for performing record deletions and updates using index scans,c mohan,vldb,2002,35798,an efficient indexing method for partitioned data,"d choy , c mohan","ibm research report , ibm almaden research center , january ,",
No,1637,1596,0,1637,keynote address,,,1995,1596,keynote address,t bailey,"women in aviation international conference , reno , nv , march ,",
No,563,59808,0,563,extraction of object-oriented structures from existing relational databases,"s ramanathan , j hodges",sigmod record,1997,59808,cost-based selection of path expression processing algorithms in object-oriented databases,"g gardarin , jr gruser , zh tang","proceedings of the international conference on very large & hellip ; ,",1996.0
No,254,6397,0,254,join index hierarchies for supporting efficient navigations in object-oriented databases,"z xie , j han",vldb,1994,6397,"support for polylingual persistence , interoperability and naming in object-oriented databases","a kaplan , jcp wileden","technical report tr-96-4 , university of massachusetts , computer",
No,2272,6326,0,2272,semantics for update rule programs and implementations in a relational database management system,"l raschid , j lobo",acm trans . database syst .,1996,6326,performance analysis of a relational data base management system,"p hawthorn , m stonebraker",proceedings of the 1979 acm sigmod international conference,
No,1326,23335,0,1326,meaningful change detection in structured data,"s chawathe , h garcia-molina",sigmod conference,1997,23335,j. widom change detection in hierarchically structured information,"s chawathe , a rajaraman , h garcia-molina",proc . of the acm sigmod int . conf . on management of,
No,2342,35760,0,2342,editorial,,,2001,35760,eic editorial,ps yu,"ieee transactions on knowledge and data engineering ,",2004.0
No,874,24044,0,874,data management research at the mitre corporation,"a rosenthal , l seligman , c mccollum , b blaustein , b thuraisingham , e lafferty",sigmod record,1995,24044,the management transition,l goff,"computerworld ,",
No,1872,44931,0,1872,energy and rate based mac protocol for wireless sensor networks,"r kannan , r kalidindi , s iyengar , v kumar",sigmod record,2003,44931,implementation and research issues in query processing for wireless sensor networks,"w hong , s madden",,
No,1842,12676,0,1842,dwms : data warehouse management system,n mohan,vldb,1996,12676,the active database management systems manifesto,"kr dittrich , s gatziu , a geppert","sigmod record ,",
No,933,59279,0,933,information management for genome level bioinformatics,,,2001,59279,implementing information management strategies .,cet rohm,"new directions for higher education ,",1986.0
No,1131,49781,0,1131,efficiently mining long patterns from databases,r jr.,sigmod conference,1998,49781,efficient timestamping in databases,"k torp , cs jensen , rt snodgrass","vldb journal , to",
No,1922,57406,0,1922,editor 's notes,l liu,sigmod record,2003,57406,editors ' notes,"r picciotto , rc rist","new directions for program evaluation ,",1995.0
No,280,25877,0,280,aurora : a data stream management system,"d abadi , d carney , u чetintemel , m cherniack , c convey , c erwin , e galvez , m hatoun , a maskey , a rasin , a singer , m stonebraker , n tatbul , y xing , r yan , s zdonik",sigmod conference,2003,25877,bayan : an arabic text database management system,"r king , a morfeq","proceedings of the 1990 acm sigmod international conference & hellip ; ,",1990.0
No,2483,10507,0,2483,guest editorial,,,2000,10507,guest editor 's introduction,k aberer,"acm sigmod record ,",2003.0
No,207,3882,0,207,special issue on data mining for intrusion detection and threat analysis - guest editor 's introduction,,,2001,3882,guest editors ' introduction : special section on mining and searching the web,"b liu , s chakrabarti","ieee transactions on knowledge and data engineering ,",2004.0
No,2330,7916,0,2330,editorial,,,2001,7916,guest editorial,c allocchio,"computer networks ,",2000.0
No,1419,58713,0,1419,birch : an efficient data clustering method for very large databases,"t zhang , r ramakrishnan , m livny",sigmod conference,1996,58713,efficient and effective clustering methods for spatial data mining,"tn raymond , j han","proc . of vldb conf ,",
No,1365,18229,0,1365,infomaster : an information integration system,"m genesereth , a keller , o duschka",sigmod conference,1997,18229,peersdi : a peer-to-peer information dissemination system,"k zhao , s zhou , l xu , w cai , a zhou",,
No,42,2235,0,42,editor 's notes,l liu,sigmod record,2002,2235,editor 's notes,r goldstein,"the american statistician ,",1996.0
No,659,17331,0,659,"olap , relational , and multidimensional database systems",g colliat,sigmod record,1996,17331,management of multidimensional discrete data in database systems,pasb furtado,,
No,1913,31541,0,1913,optimizing queries across diverse data sources,"l haas , d kossmann , e wimmers , j yang",vldb,1997,31541,optimizing existential queries,"r ramakrishnan , c beeri , r krishnamurthy","& hellip ; . sigact-sigmod principles of database systems conference ( & hellip ; ,",
No,1701,26265,0,1701,groupwise processing of relational queries,"d chatziantoniou , k ross",vldb,1997,26265,on line processing of compacted relations,"f bancilhon , p richard , m scholl","vldb ,",1982.0
No,797,52892,0,797,a data model and data structures for moving objects databases,"l forlizzi , r gќting , e nardelli , m schneider",sigmod conference,2000,52892,1548 classic : a structural data model for objects . 1549 in,"a borgida , rj brachman , dl mcguinness , la resnick",proceedings of the 1989 acm sigmod international conference,
No,6,42009,0,6,procedures in object-oriented query languages,"k subieta , y kambayashi , j leszczylowski",vldb,1995,42009,semantics and implementation of schema evolution in object-oriented languages,"j banerjee , w kim , hj kim , hk forth",proceedings of the acm sigmod annual,
No,1407,3251,0,1407,secure transaction processing in firm real-time database systems,"b george , j haritsa",sigmod conference,1997,3251,data abstraction and transaction processing in the database programming language rapp,"jg hughes , m connolly","acm press frontier series ,",1990.0
No,1712,63795,0,1712,the ecrc multi database system,"w jonker , h schќtz",sigmod conference,1995,63795,the ores temporal database system,"b theodolidis , ga ait-braham , j chaudhary , g","proc . acm sigmod conf . on the management of data ,",
No,1442,54315,0,1442,databases and visualization,d keim,sigmod conference,1996,54315,delaunay : a database visualization system,"wt lucas , if cruz , m radzyminski , m averbuch , k","sigmod rec ,",1997.0
No,606,34045,0,606,reminiscences on influential papers,,,1998,34045,reminiscences on influential papers,r snodgrass,"acm transactions on database systems ,",1976.0
No,1407,37260,0,1407,secure transaction processing in firm real-time database systems,"b george , j haritsa",sigmod conference,1997,37260,scheduling real-time transactions,"rk abbott , h garcia-molina","sigmod record ,",1988.0
No,1611,38141,0,1611,"pm3 : an orthogonal persistent systems programming language - design , implementation , performance","a hosking , j chen",vldb,1999,38141,hydice system : implementation and performance,"rw basedow , me anderson","proc . spie ,",1995.0
No,563,40722,0,563,extraction of object-oriented structures from existing relational databases,"s ramanathan , j hodges",sigmod record,1997,40722,translating update operations from relational to object-oriented databases,"pm reppert , fd morgan , mn toksoz , x zhang , j fong","information and software technology ,",2000.0
No,1944,26880,0,1944,relational data sharing in peer-based data management systems,"b ooi , y shu , k tan",sigmod record,2003,26880,access pathselectionina relationaldatabase management system,"p selinger , mm astrahan , dd chamberlin , ra lorie ,","proceedings of the acm-sigmod international conference on & hellip ; ,",
No,1152,21028,0,1152,automated selection of materialized views and indexes in sql databases,"s agrawal , s chaudhuri , v narasayya",vldb,2000,21028,materialized view selection for multidimensional database,"a shukla , p deshpande","proceedings of 24 international conference on very large & hellip ; ,",
No,2232,16106,0,2232,optimizing the secure evaluation of twig queries,"s cho , s amer-yahia , l lakshmanan , d srivastava",vldb,2002,16106,on the minimization of xpath queries,s bottcher,,
No,2437,45096,0,2437,data partitioning and load balancing in parallel disk systems,"p scheuermann , g weikum , p zabback",vldb j.,1998,45096,dynamic multi-resource load balancing in parallel db systems,"e rahm , r marek","international conf . on very large data bases ( vldb ) ,",
No,1840,43474,0,1840,the ores temporal database management system,"b theodoulidis , a ait-braham , g andrianopoulos , j chaudhary , g karvelis , s sou",sigmod conference,1994,43474,lore : a database management system for semistructured data,"j mchugh , s abiteboul , r goldman , d quass , j widom","sigmod record ,",1997.0
No,1633,33625,0,1633,keynote address,,,1995,33625,keynote address,r reich,"& hellip ; labor , bureau of international labor affairs , international & hellip ; ,",
No,352,50155,0,352,processing set expressions over continuous update streams,"s ganguly , m garofalakis , r rastogi",sigmod conference,2003,50155,processing of continuous queries over unlimited data streams,"e vossough , jr getta",,
No,176,15535,0,176,introduction to the career forum column,a labrinidis,sigmod record,2001,15535,introduction,p alston,"see ref ,",1990.0
No,2220,8129,0,2220,foundations of preferences in database systems,w kieпling,vldb,2002,8129,designing relational database systems,r riordan,,1999.0
No,713,31328,0,713,on supporting containment queries in relational database management systems,"c zhang , j naughton , d dewitt , q luo , g lohman",sigmod conference,2001,31328,buer managementin relational database systems,"gm sacco , m schkolnick","acm transactions on database systems ,",
No,2125,6343,0,2125,discover : keyword search in relational databases,"v hristidis , y papakonstantinou",vldb,2002,6343,the theory of joins in relational databases,"av ario , c beer , jd ullman","acm trans . database syst ,",
No,140,52025,0,140,some issues in design of distributed deductive databases,"m mohania , n sarda",vldb,1994,52025,reactive consistency control in deductive databases,"g moerkotte , pc lockemann","acm transactions on database systems ,",1991.0
No,1841,26355,0,1841,database management systems and the internet,s malaika,vldb,1996,26355,relational data-base management systems,dd chamberlin,"acm computing surveys ( csur ) ,",1976.0
No,2483,14876,0,2483,guest editorial,,,2000,14876,guest editorial,rc holte,"machine learning ,",2001.0
No,950,63151,0,950,spatial queries in dynamic environments,"y tao , d papadias",acm trans . database syst .,2003,63151,location-based spatial queries with data sharing in mobile environment,"ws ku , r zimmermann , cn wan",,
No,1965,26315,0,1965,a scalable architecture for autonomous heterogeneous database interactions,"s milliner , a bouguettaya , m papazoglou",vldb,1995,26315,graphical interaction with heterogeneous databases,"t catarci , g santucci , j cardiff","the vldb journal the international journal on very large & hellip ; ,",1997.0
No,1272,36669,0,1272,warehousing workflow data : challenges and opportunities,"a bonifati , f casati , u dayal , m shan",vldb,2001,36669,expressing cultural identity in the learning community : opportunities and challenges,am ortiz,"new directions for teaching and learning ,",2000.0
No,563,43933,0,563,extraction of object-oriented structures from existing relational databases,"s ramanathan , j hodges",sigmod record,1997,43933,semanticmodelling of object-oriented databases,mbe m & de,"hoe . vldb ,",
No,1703,13262,0,1703,a region splitting strategy for physical database design of multidimensional file organizations,"j lee , y lee , k whang , i song",vldb,1997,13262,a fondationfor multidimensional databases,"m gyssens , l lakshmanan",proceedings of the 23rd vldb,
No,95,7046,0,95,fast algorithms for mining association rules in large databases,"r agrawal , r srikant",vldb,1994,7046,sql-like operator for mining association rules,"r meo , g psaila , s ceri , a new","proceedings of international conference on very large & hellip ; ,",
No,1749,14336,0,1749,implementation of magic-sets in a relational database system,"i mumick , h pirahesh",sigmod conference,1994,14336,decomposition and composition of a relational database,"y tanaka , t tsuda","vldb ,",1977.0
No,203,51065,0,203,integrating a structured-text retrieval system with an object-oriented database system,"t yan , j annevelink",vldb,1994,51065,event specification in an object-oriented database system,"nh gehani , hv jagadish , o shmueli",proc . acm sigmod international conference on management of,
No,175,28116,0,175,cache conscious algorithms for relational query processing,"a shatdal , c kant , j naughton",vldb,1994,28116,efficient algorithms for processing xpath queries,"g koch , c koch , r pichler","28th vldb conference ,",
No,670,37765,0,670,deeds towards a distributed and active real-time database system,"s andler , j hansson , j eriksson , j mellin , m berndtsson , b eftring",sigmod record,1996,37765,ditse : an experimental distributed database system,"n cheng-yao , y shyan-ming","information and software technology ,",1996.0
No,2310,51126,0,2310,formal query languages for secure relational databases,"m winslett , k smith , x qian",acm trans . database syst .,1994,51126,implementation of logiclal query languages for databases ( abstract only ),jd ullman,"proceedings of the 1985 acm sigmod international conference & hellip ; ,",1985.0
No,2396,17331,0,2396,view management in multimedia databases,"k candan , e lemar , v subrahmanian",vldb j.,2000,17331,management of multidimensional discrete data in database systems,pasb furtado,,
No,1368,47099,0,1368,s3 : similarity search in cad database systems,"s berchtold , h kriegel",sigmod conference,1997,47099,arun swami . efficient similarity search in sequence databases,cf rakeshagrawal,"procs . of the fourth international conference on foundations & hellip ; ,",
No,716,59482,0,716,materialized view and index selection tool for microsoft sql server 2000,"s agrawal , s chaudhuri , v narasayya",sigmod conference,2001,59482,materialized view selection for multidimensional datasets,"a shukla , p deshpande , jf naughton","vldb ,",1998.0
No,713,19205,0,713,on supporting containment queries in relational database management systems,"c zhang , j naughton , d dewitt , q luo , g lohman",sigmod conference,2001,19205,xquery implementation in a relational database system,"s pal , i cseri , o seeliger , m rys , g schaller , w",submitted for,
No,595,42343,0,595,applications of the java programming language to database management,"b burton , v marek",sigmod record,1998,42343,behaviour management in database applications,"jy lingat , p nobecourt , c rolland",,
No,2538,1869,0,2538,an introduction to spatial database systems,r gќting,vldb j.,1994,1869,logical introduction to databases,j grant,,1987.0
No,612,8771,0,612,mining fuzzy association rules in databases,"c kuok , a fu , m wong",sigmod record,1998,8771,efficient parallel data mining for association rules,"js park , ms chen , ps yuâ ? ¦",,
No,2538,16881,0,2538,an introduction to spatial database systems,r gќting,vldb j.,1994,16881,research issues in spatial database systems,"o guenther , a buchmann","sigmod-record , acm ,",
No,2455,6596,0,2455,answering queries using views : a survey,a halevy,vldb j.,2001,6596,an algorithm for answering queries efficiently using views,p mitra,,
No,2385,32585,0,2385,introduction ( special issue on multimedia databases ),"m жzsu , s christodoulakis",vldb j.,1998,32585,special issue on spatial database systems,hj schek,"the vldb journalâ ?? the international journal on very large & hellip ; ,",1994.0
No,2142,8018,0,2142,business process cockpit,"m sayal , f casati , u dayal , m shan",vldb,2002,8018,business process coordination : state of the art,"u dayal , m hsu , r ladin","trends and open issues . ( 2001 ) at proceedings of the 27th & hellip ; ,",
No,270,11014,0,270,reminiscences on influential papers,,,2000,11014,reminiscences of an indian official,o cavenagh,,1884.0
No,1949,47930,0,1949,the structured information manager : a database system for sgml documents,r sacks-davis,vldb,1996,47930,lore : a database management system for semistructured data,"s abiteboul , j mchugh , d quass , j widom , r goldman","sigmod record ,",
No,1969,57383,0,1969,coloring away communication in parallel query optimization,"w hasan , r motwani",vldb,1995,57383,parallel databases : structured query optimization,"n biscondi , a flory , l brunie",,
No,703,47913,0,703,query optimization in compressed database systems,"z chen , j gehrke , f korn",sigmod conference,2001,47913,distributed query processing in database systems,"r epstein , m stonebraker , e wong","proc . acm sigmod , austin . tx . june ,",
No,1159,51185,0,1159,simultaneous optimization and evaluation of multiple dimensional queries,"y zhao , p deshpande , j naughton , a shukla",sigmod conference,1998,51185,optimization of query evaluation algorithms,sb yao,"acm transactions on database systems ,",1979.0
No,336,31743,0,336,theory of answering queries using views,a halevy,sigmod record,2000,31743,a scalable algorithm for answering queries using views,ay levy,,
No,570,50379,0,570,lore : a database management system for semistructured data,"j mchugh , s abiteboul , r goldman , d quass , j widom",sigmod record,1997,50379,u-dbms : a database system for managing constantly-evolving data,"r cheng , s singh , s prabhakar","proceedings of the 31st international conference on very & hellip ; ,",2005.0
No,1925,59481,0,1925,report on the 4th international conference on mobile data management,,,2003,59481,"shoring up persistent applications , acm sigmod international conference on management of data","mj carey , dj dewitt , mj franklinâ ? ¦","minneapolis , minnesota . may ,",
No,2539,10256,0,2539,ordered shared locks for real-time databases,"d agrawal , a abbadi , r jeffers , l lin",vldb j.,1995,10256,current research on real-time databases,o ulusoy,"sigmod record ,",1992.0
No,1518,27863,0,1518,static detection of security flaws in object-oriented databases,k tajima,sigmod conference,1996,27863,structures for manipulating proposed updates in object-oriented databases,"m doherty , r hull , m rupawalla","sigmod conference ,",1996.0
No,1684,5867,0,1684,concurrent garbage collection in o2,"m skubiszewski , p valduriez",vldb,1997,5867,opportunistic garbage collection,pr wilson,"acm sigplan notices ,",1988.0
No,574,44982,0,574,data management for earth system science,"j frew , j dozier",sigmod record,1997,44982,secure score management for p2p systems,"b yang , sd kamvar , h garcia-molina","technical report , stanford university ,",
No,1788,35588,0,1788,optimizing disjunctive queries with expensive predicates,"a kemper , g moerkotte , k peithner , m steinbrunn",sigmod conference,1994,35588,optimizing real conjunctive queries,"s chaudhuri , m vardi","proc . of the acm sigact-sigmod-sigart symposium on & hellip ; ,",
No,809,64166,0,809,a new join algorithm,"d shin , a meltzer",sigmod record,1994,64166,a new algorithm for floorplan desip,"df wong , cl liu",proceedings of the 23rd acm/ieee design automation,
No,1395,21960,0,1395,supporting multiple view maintenance policies,"l colby , a kawaguchi , d lieuwen , i mumick , k ross",sigmod conference,1997,21960,supporting multiple access control policies in database systems,"f rabitti , e bertino , w kim , d woelk","acm transactions on database systems ,",
No,151,31322,0,151,odefs : a file system interface to an object-oriented database,"n gehani , h jagadish , w roome",vldb,1994,31322,tutorial on object-oriented databases,ms jackson,"information and software technology ,",1991.0
No,2166,28650,0,2166,database technologies for electronic commerce,"r agrawal , r srikant , y xu",vldb,2002,28650,frontiers of electronic commerce,"r kalakota , ab whinston",,1996.0
No,936,1410,0,936,automatic discovery of language models for text databases,"j callan , m connell , a du",sigmod conference,1999,1410,the effective of gloss for the text database discovery problem,"hgoms luisgravano , a tomasic","proc . of the acm sigmod conference , acm sigmod record ,",
No,2284,63486,0,2284,incremental computation and maintenance of temporal aggregates,"j yang , j widom",vldb j.,2003,63486,incremental maintenance for non-distributive aggregate functions,"t palpanas , r sidle , r cochrane , h pirahesh","vldb ,",2002.0
No,604,46596,0,604,the trigs active object-oriented database system - an overview,"g kappel , w retschitzegger",sigmod record,1998,46596,mga : rule-based specification of active object-oriented database applications,"p sawyer , i sommerville","information and software technology ,",1995.0
No,1316,54028,0,1316,model-based information integration in a neuroscience mediator system,"b ludфscher , a gupta , m martone",vldb,2000,54028,infomaster : an information integration system,"mr genesereth , am keller , om duschka",,
No,19,23531,0,19,mining generalized association rules,"r srikant , r agrawal",vldb,1995,23531,mining multi-dimensional association rules using data cubes,"j han , m kamber , j chiang",,
No,2564,24092,0,2564,index configuration in object-oriented databases,e bertino,vldb j.,1994,24092,a cost model for clustered object-oriented databases,"zh tangot , stg france",,
No,555,2561,0,555,an extended entity-relationship model for geographic applications,"t hadzilacos , n tryfona",sigmod record,1997,2561,towards a semantic view of an extended entity-relationship model,"u hohenstein , m gogolla","acm transactions on database systems ,",
No,1219,6317,0,1219,tavant system architecture for sell-side channel management,"s narayanan , s subramanian",vldb,2001,6317,architectures for object data management,ja orenstein,,
No,527,38561,0,527,qursed : querying and reporting semistructured data,"y papakonstantinou , m petropoulos , v vassalos",sigmod conference,2002,38561,querying structured text in an xml database,"s al-khalifa , c yu , hv jagadish",,
No,1313,42426,0,1313,association rules over interval data,"r miller , y yang",sigmod conference,1997,42426,mining optimized association rules for numeric data,"t fukuda , y morimoto , s morishita , t tokuyama","proceedings of the acm sigmod international conference on & hellip ; ,",
No,1981,19860,0,1981,a cost model for clustered object-oriented databases,"g gardarin , j gruser , z tang",vldb,1995,19860,querying object-oriented datab = es,"m kifer , w kim , y sagiv","proceedings of the acm sigmod ,",
No,2498,57461,0,2498,minicon : a scalable algorithm for answering queries using views,"r pottinger , a halevy",vldb j.,2001,57461,answering queries with aggragates using views,"d srivastava , s dar , h jagadish , a levy","proceedings of the international conference on very large & hellip ; ,",
No,329,31216,0,329,editor 's notes,m franklin,sigmod record,2000,31216,editor 's notes,wmk trochim,"new directions for program evaluation ,",
No,1391,18656,0,1391,local dimensionality reduction : a new approach to indexing high dimensional spaces,"k chakrabarti , s mehrotra",vldb,2000,18656,semantics-preserving dimensionality reduction : rough and fuzzy-rough-based approaches,"r jensen , q shen","ieee transactions on knowledge and data engineering ,",2004.0
No,2400,61690,0,2400,secure bufering in firm real-time database systems,"b george , j haritsa",vldb j.,2000,61690,special section on advances in realtime database systems,a bestavros,"sigmod record ,",
No,2553,60423,0,2553,the coral deductive system,"r ramakrishnan , d srivastava , s sudarshan , p seshadri",vldb j.,1994,60423,the fact system,i horrocks,"lecture notes in computer science ,",1998.0
No,184,409,0,184,advanced xml data processing - guest editor 's introduction,k aberer,sigmod record,2001,409,guest editor 's introduction,f dehne,"algorithmica ,",1999.0
No,1244,61006,0,1244,vxmlr : a visual xml-relational database system,"a zhou , h lu , s zheng , y liang , l zhang , w ji , z tian",vldb,2001,61006,sap r/3 : a database application system,"a kemper , d kossmann","sigmod record ,",1998.0
No,1792,29184,0,1792,a foundation for multi-dimensional databases,"m gyssens , l lakshmanan",vldb,1997,29184,"olap , relational , and multidimensional database systems",g colliat,"sigmod record ,",1996.0
No,1341,53417,0,1341,efficient view maintenance at data warehouses,"d agrawal , a abbadi , a singh , t yurek",sigmod conference,1997,53417,posse : a framework for optimizing incremental view maintenance at data warehouses,ko abbadi,,1999.0
No,2113,25084,0,2113,processing sliding window multi-joins in continuous queries over data streams,"l golab , m жzsu",vldb,2003,25084,continuously adaptive continuous queries over streams,"s madden , ma shah , jm hellerstein",,
No,832,2186,0,832,lh * rs : a high-availability scalable distributed data structure using reed solomon codes,"w litwin , t schwarz",sigmod conference,2000,2186,"lh * - a scalable , distributed data store","w litwin , ma neimat , da schneider","acm transactions on database systems ( tods ) ,",
No,1859,59825,0,1859,using probabilistic information in data integration,"d florescu , d koller , a levy",vldb,1997,59825,selectivity estimation using probabilistic models,"l getoor , b taskar , d koller",,
No,1418,60458,0,1418,optimal grid-clustering : towards breaking the curse of dimensionality in high-dimensional clustering,"a hinneburg , d keim",vldb,1999,60458,the pyramid-technique : towards indexing beyond the curse of dimensionality,"s berchtold , c bã ¶ hm , hp kriegel","proc . acm sigmod int . conf . on management of data , seattle ,",
No,2538,19045,0,2538,an introduction to spatial database systems,r gќting,vldb j.,1994,19045,an introduction to structured modeling,am geoffrion,"management science ,",1987.0
