label_str,ltable_id,rtable_id,label,title_x,authors_x,venue_x,year_x,title_y,authors_y,venue_y,year_y
No,17,11745,0,"managing intra-operator parallelism in parallel database systems m mehta , d dewitt vldb",,,1995.0,"minimizing the i/o-operations for undo-logging in database systems a reuter very large data bases , 1979 . fifth international conference & hellip ; ,",,,1979.0
No,17,33657,0,"managing intra-operator parallelism in parallel database systems m mehta , d dewitt vldb",,,1995.0,"special issue in parallelism in database systems m carey , p valduriez 1993.0",,"the vldb journalâ ?? the international journal on very large & hellip ; ,",
No,17,52811,0,"managing intra-operator parallelism in parallel database systems m mehta , d dewitt vldb",,,1995.0,"database buffer paging in virtual storage systems t lang , c wood , eb fernandez acm transactions on database systems , 1977.0",,,
No,18,23473,0,"advances in databases and information systems ( adbis ) a caplinskas , j eder , o vasilecas",,sigmod record,2002.0,"optimising query evaluation with quotient databases . advances in databases and information systems s link , tt jm",,"7th east european conference , adbis ,",
No,18,41738,0,"advances in databases and information systems ( adbis ) a caplinskas , j eder , o vasilecas",,sigmod record,2002.0,"data engineering and information systems rl shuey , g wiederhold",,"ieee computer ,",
No,19,6261,0,mining generalized association rules vldb,"r srikant , r agrawal",,1995.0,"beyond market : generalizing association rules to correlations s brin , r motwani , c silverstein",,"processing of the acm sigmod conference ,",
No,19,7046,0,mining generalized association rules vldb,"r srikant , r agrawal",,1995.0,sql-like operator for mining association rules,"r meo , g psaila , s ceri , a new","proceedings of international conference on very large & hellip ; ,",
No,19,7572,0,mining generalized association rules vldb,"r srikant , r agrawal",,1995.0,privacy-preserving mining of association rules,"v krishnan , i mumbai , s agrawal , i bangalore , j",,
No,19,11409,0,mining generalized association rules vldb,"r srikant , r agrawal",,1995.0,mining fuzzy association rules : an overview,"m delgado , n marä ± n , mj martä ± n-bautista , d",,
No,19,22071,0,mining generalized association rules vldb,"r srikant , r agrawal",,1995.0,"query flocks : a generalization of association-rule mining s abitboul , c clifton , r motwani , s nestorov , d",,& hellip ; of the acm international conference on management of data (,
No,19,24667,0,mining generalized association rules vldb,"r srikant , r agrawal",,1995.0,"a new algorithm for faster mining of generalized association rules j hipp , a myka , r wirth",,,
No,19,30895,0,mining generalized association rules vldb,"r srikant , r agrawal",,1995.0,a fast distributed algorithm for mining association rules,"dw cheung , j han , vt ng , aw fu , y fu","proceedings of the fourth international conference on on & hellip ; ,",1996.0
No,19,42336,0,mining generalized association rules vldb,"r srikant , r agrawal",,1995.0,"association rule mining over interval data r miller , y yang",,,
No,19,43415,0,mining generalized association rules vldb,"r srikant , r agrawal",,1995.0,"mining association rules between sets of items in large databases ra pi , t imielinski , a swami",,"proc . acm sigmod intâ ?? l conj : management of data ,",
No,19,45452,0,mining generalized association rules vldb,"r srikant , r agrawal",,1995.0,mining generalized association rules with multiple minimum supports,"mc tseng , wy lin",,
No,19,48702,0,mining generalized association rules vldb,"r srikant , r agrawal",,1995.0,"an efficient hash based algorithm for mining association rules proc . acm sigmod intâ ?? l conf . on management of data ,","js park , ms chen , ps yu",,
No,19,53442,0,mining generalized association rules vldb,"r srikant , r agrawal",,1995.0,online association rule mining c hidber,,,
No,19,62091,0,mining generalized association rules vldb,"r srikant , r agrawal",,1995.0,"privacy-preserving association rule mining sj rizvi , jr haritsa",,"proc . of the 28th intâ ?? l conference on very large databases ,",
No,19,64215,0,mining generalized association rules vldb,"r srikant , r agrawal",,1995.0,mining implication-based fuzzy association rules in databases,e hullermeier,"intelligent systems for information processing : from & hellip ; ,",
No,23,3251,0,databases and transaction processing : an application-oriented approach - book review sigmod record 2002,a kemper,,,data abstraction and transaction processing in the database programming language rapp 1990.0,"jg hughes , m connolly","acm press frontier series ,",
No,23,33742,0,databases and transaction processing : an application-oriented approach - book review sigmod record 2002,a kemper,,,merging application-centric and data-centric approaches to support transaction-oriented multi-system,"y breitbart , a deacon , hj schek , ap sheth , g","sigmod record ,",1993.0
No,26,3907,0,"neurorule : a connectionist approach to data mining h lu , r setiono , h liu vldb 1995",,,,a connectionist approach to continuous speech recognition,jp martens,procs forwiss/crim esprit,
No,26,37139,0,"neurorule : a connectionist approach to data mining h lu , r setiono , h liu vldb 1995",,,,"sting : a statistical information grid approach to spatial data mining w wang , j yang , r muntz",,"vldb ,",1997.0
No,28,37773,0,"improving performance in replicated databases through relaxed coherency r gallersdіrfer , m nicola 1995",,vldb,,improving hash join performance through prefetching,"s chen , a ailamaki , pb gibbons , tc mowry",,
No,28,40146,0,"improving performance in replicated databases through relaxed coherency r gallersdіrfer , m nicola 1995",,vldb,,improving the performance of cgi compliant database gateways 1997.0,"s hadjiefthymiades , d martakos","www6 / computer networks ,",
No,28,41396,0,"improving performance in replicated databases through relaxed coherency r gallersdіrfer , m nicola 1995",,vldb,,"improving index performance through prefetching acm sigmod ,","c shimim , pb gibbons , tc mowny",,
No,28,60479,0,"improving performance in replicated databases through relaxed coherency r gallersdіrfer , m nicola 1995",,vldb,,"improving performance through object fusion n hardavellas , s chen",,,
No,33,21119,0,david dewitt speaks out m winslett 2002,,ecord,,c. mohan speaks out,m winslett,"sigmod record ,",2004.0
No,36,39088,0,database de-centralization - a practical approach vldb 1995,"t didriksen , c galindo-legaria , e dahle",,,"providing database migration tools-a practicioner 's approach proceedings of the 21th international conference on very & hellip ; , 1995.0",a meier,,
No,36,49272,0,database de-centralization - a practical approach vldb 1995,"t didriksen , c galindo-legaria , e dahle",,,"distributed database design : a practical approach and example sigmod record , 1989.0",tj teorey,,
No,39,48392,0,"benchmarking spatial join operations with spatial output e hoel , h samet vldb",,,1995.0,"benchmarking simple database operations d bitton , d dewitt , c turbyfill proc . 9th int . conf . on very large databases ,",,,
No,40,10535,0,bringing order to query optimization sigmod record,"g slivinskas , c jensen , r snodgrass",,2002.0,outerjoin simplification and reordering for query optimization 1997.0,"c galindo-legaria , a rosenthal","acm transactions on database systems ,",
No,40,22913,0,bringing order to query optimization sigmod record,"g slivinskas , c jensen , r snodgrass",,2002.0,parametric query optimization,j madhavan,,
No,40,30776,0,bringing order to query optimization sigmod record,"g slivinskas , c jensen , r snodgrass",,2002.0,query optimization for parallel execution proceedings of the acm sigmod international conference on,"sg ghk , w hasan , r krishnamurthy",,
No,40,34372,0,bringing order to query optimization sigmod record,"g slivinskas , c jensen , r snodgrass",,2002.0,"an architecture for query optimization a rosenthal , d reiner",,"proceedings of the 1982 acm sigmod international conference & hellip ; ,",1982.0
No,40,35979,0,bringing order to query optimization sigmod record,"g slivinskas , c jensen , r snodgrass",,2002.0,"multiple-query optimization acm transactions on database systems ( tods ) ,",ks timos,,
No,40,45113,0,bringing order to query optimization sigmod record,"g slivinskas , c jensen , r snodgrass",,2002.0,continous query optimization acm sigmod,"r avnur , j hellerstien",,
No,40,48283,0,bringing order to query optimization sigmod record,"g slivinskas , c jensen , r snodgrass",,2002.0,"mesh optimization t de rose , t duchamp , h hoppe , j mc-donald , w proc . of acm siggraph ,",,,
No,40,51552,0,bringing order to query optimization sigmod record,"g slivinskas , c jensen , r snodgrass",,2002.0,including group-by in query optimization s chaudhuri 1994.0,,"vldb ,",
No,40,52549,0,bringing order to query optimization sigmod record,"g slivinskas , c jensen , r snodgrass",,2002.0,multiple queries optimization t sellis,,"acm trans . database syst ,",
No,40,57384,0,bringing order to query optimization sigmod record,"g slivinskas , c jensen , r snodgrass",,2002.0,"rate-based query optimization acm sigmod ,","s viglas , j naughton",,
No,41,7945,0,"bigsur : a system for the management of earth science data p brown , m stonebraker vldb 1995",,,,"data management for earth system science j frew , j dozier 1997.0",,"sigmod record ,",
No,41,43474,0,"bigsur : a system for the management of earth science data p brown , m stonebraker vldb 1995",,,,"lore : a database management system for semistructured data j mchugh , s abiteboul , r goldman , d quass , j widom 1997.0",,"sigmod record ,",
No,42,31216,0,editor 's notes sigmod record 2002,l liu,,,editor 's notes,wmk trochim,"new directions for program evaluation ,",
No,42,57406,0,editor 's notes sigmod record 2002,l liu,,,"editors ' notes r picciotto , rc rist 1995.0",,"new directions for program evaluation ,",
No,44,16604,0,research activities in database management and information retrieval at the university of illinois at chicago sigmod record 2002,"i cruz , a khokhar , b liu , a sistla , o wolfson , c yu",,,"research in information managment at dublin city university m roantree , af smeaton acm sigmod record , 2002.0",,,
No,44,51641,0,research activities in database management and information retrieval at the university of illinois at chicago sigmod record 2002,"i cruz , a khokhar , b liu , a sistla , o wolfson , c yu",,,database research at the university of illinois at urbana-champaign,"m winslett , kcc chang , ah doan , j han , c zhai , y","sigmod record ,",2002.0
No,45,1043,0,accessing a relational database through an object-oriented database interface,"j orenstein , d kamber",vldb,1995.0,converting relational to object-oriented databases 1997.0,j fong,"sigmod record ,",
No,45,7529,0,accessing a relational database through an object-oriented database interface,"j orenstein , d kamber",vldb,1995.0,index configuration in object-oriented databases e bertino,,"the vldb journal the international journal on very large & hellip ; ,",1994.0
No,45,12349,0,accessing a relational database through an object-oriented database interface,"j orenstein , d kamber",vldb,1995.0,0 . shmueli . event specification in an object-oriented database,"nh gehani , hv jagadish","proceedings , international conference on management of",
No,45,13025,0,accessing a relational database through an object-oriented database interface,"j orenstein , d kamber",vldb,1995.0,"database management systems : relational , object-relational , and object-oriented data models",ood models,,
No,45,19423,0,accessing a relational database through an object-oriented database interface,"j orenstein , d kamber",vldb,1995.0,event specification in an object-oriented database proceedings international conference on management of,"nh gehani , hv jagadish , o shmueli",,
No,45,26155,0,accessing a relational database through an object-oriented database interface,"j orenstein , d kamber",vldb,1995.0,managing intervals efficiently in object-relational databases 2000.0,"hp kriegel , m poetke , t seidl","vldb ,",
No,45,36653,0,accessing a relational database through an object-oriented database interface,"j orenstein , d kamber",vldb,1995.0,"an evaluation of vertical class partitioning for query processing in object-oriented databases ieee transactions on knowledge and data engineering ,","c fung , k karlapalem , q li",,2002.0
No,45,39474,0,accessing a relational database through an object-oriented database interface,"j orenstein , d kamber",vldb,1995.0,efficiency in instantiating objects from relational databases through views,bs lee,,
No,45,41942,0,accessing a relational database through an object-oriented database interface,"j orenstein , d kamber",vldb,1995.0,"functional completeness in object-oriented databases p mishra , m eich acm sigmod record ,",,,1992.0
No,45,43919,0,accessing a relational database through an object-oriented database interface,"j orenstein , d kamber",vldb,1995.0,queries and query processing in object-oriented database systems 1990.0,"dd straube , mt ã?zsu","acm transactions on information systems ( tois ) ,",
No,45,50416,0,accessing a relational database through an object-oriented database interface,"j orenstein , d kamber",vldb,1995.0,"view definition in an object-oriented database information and software technology ,",s monk,,
No,45,58147,0,accessing a relational database through an object-oriented database interface,"j orenstein , d kamber",vldb,1995.0,spatial query procesing in an object oriented database system ao jack,,acm proceedings,
No,45,63938,0,accessing a relational database through an object-oriented database interface,"j orenstein , d kamber",vldb,1995.0,storage reclamation in object-oriented database systems,mh butler,proceedings of the acm sigmod international conference on,
No,52,45743,0,chair 's message,,,2002.0,treasurer 's message j hammer sigmod,,,2000.0
No,56,825,0,index concurrency control in firm real-time database systems,"b goyal , j haritsa , s seshadri , v srinivasan",vldb,1995.0,concurrency control in database systems b bhargava,,,
No,56,4742,0,index concurrency control in firm real-time database systems,"b goyal , j haritsa , s seshadri , v srinivasan",vldb,1995.0,logical concurrency control for large objects in a multidatabase system,gk attaluri,,
No,56,7115,0,index concurrency control in firm real-time database systems,"b goyal , j haritsa , s seshadri , v srinivasan",vldb,1995.0,"a study of concurrency control in real-time , active database systems ieee transactions on knowledge and data engineering ,","a datta , sh son",,2002.0
No,56,8069,0,index concurrency control in firm real-time database systems,"b goyal , j haritsa , s seshadri , v srinivasan",vldb,1995.0,optimistic methods for concurrency control in distributed database systems g schlageter,,"vldb ,",
No,56,8795,0,index concurrency control in firm real-time database systems,"b goyal , j haritsa , s seshadri , v srinivasan",vldb,1995.0,special issue on real-time database systems a bestavros,,"sigmod record ,",
No,56,11365,0,index concurrency control in firm real-time database systems,"b goyal , j haritsa , s seshadri , v srinivasan",vldb,1995.0,"gibbs . concurrency control in groupware systems ca ellis , j simon",,"sigmod conference ,",
No,56,23109,0,index concurrency control in firm real-time database systems,"b goyal , j haritsa , s seshadri , v srinivasan",vldb,1995.0,"concurrency control in a system for distributed databases acm tods ,","bb pa , dw shipman , jb rothnr jr",,
No,56,37918,0,index concurrency control in firm real-time database systems,"b goyal , j haritsa , s seshadri , v srinivasan",vldb,1995.0,"value-cognizant speculative concurrency control for real-time databases a bestavros , s braoudakis 1996.0",,"information systems ,",
No,56,45111,0,index concurrency control in firm real-time database systems,"b goyal , j haritsa , s seshadri , v srinivasan",vldb,1995.0,"value-based scheduling in real-time database systems jr haritsa , mj canrey , m livny the vldb journal the international journal on very large & hellip ; ,",,,1993.0
No,56,62379,0,index concurrency control in firm real-time database systems,"b goyal , j haritsa , s seshadri , v srinivasan",vldb,1995.0,mixed concurrency control : dealing with heterogeneity in distributed database systems,"jf pons , jf vilarem","vldb ,",1988.0
No,58,21667,0,value-cognizant speculative concurrency control 1995,"a bestavros , s braoudakis",vldb,,concurrency control,hjrr index,"ieee transactions on knowledge and data engineering ,",
No,61,48405,0,a performance study of workfile disk management for concurrent mergesorts in a multiprocessor database system vldb 1995,"k wu , p yu , j chung , j teng",,,"the performance of concurrency control algorithms for database management systems mj carey , m stonebraker vldb ,",,,1984.0
No,67,36693,0,dalэ : a high performance main memory storage manager 1994,"h jagadish , d lieuwen , r rastogi , a silberschatz , s sudarshan",vldb,,quickstore : a high performance mapped object store 1995.0,"sj white , dj dewitt","the vldb journal the international journal on very large & hellip ; ,",
No,68,26251,0,introduction to constraint databases - book review,,,2002.0,aggregation in constraint databases gm kuper,,,
No,68,43422,0,introduction to constraint databases - book review,,,2002.0,introduction to database integrity,tr cs,,
No,72,31545,0,"efficient and effective clustering methods for spatial data mining r ng , j han vldb 1994",,,,"birch : an efficient clustering method for very large databases t zhang , r ramakrishnan , m livny",,"& hellip ; workshop on research issues on data mining and knowledge & hellip ; ,",
No,72,37940,0,"efficient and effective clustering methods for spatial data mining r ng , j han vldb 1994",,,,birch : an efficient data clustering method for very large databases 1996.0,"t zhang , r ramakrishnan , m livny","sigmod conference ,",
No,72,41109,0,"efficient and effective clustering methods for spatial data mining r ng , j han vldb 1994",,,,birch : an efficient data clustering method for very large databases 1998.0,tzrrm livny,,
No,72,63302,0,"efficient and effective clustering methods for spatial data mining r ng , j han vldb 1994",,,,birch : an efficient data clustering methodfor very large databases,"t zhang , r ramakrishnan , m livny","proc . acm sigmod intl. conf . on managementof data , pages103 & hellip ; ,",
No,74,7548,0,"database research at the university of illinois at urbana-champaign m winslett , k chang , a doan , j han , c zhai , y zhou sigmod record 2002",,,,database research at arizona state university 1996.0,"sd urban , sw dietrich , f golshani","sigmod record ,",
No,74,16274,0,"database research at the university of illinois at urbana-champaign m winslett , k chang , a doan , j han , c zhai , y zhou sigmod record 2002",,,,database research at bilkent university ã ? ulusoy 2005.0,,"sigmod record ,",
No,74,33318,0,"database research at the university of illinois at urbana-champaign m winslett , k chang , a doan , j han , c zhai , y zhou sigmod record 2002",,,,"database research activities at the university of vienna mptmg pernul , m polaschek , am tjoa , g vinek",,"sigmod record ,",1992.0
No,74,40649,0,"database research at the university of illinois at urbana-champaign m winslett , k chang , a doan , j han , c zhai , y zhou sigmod record 2002",,,,"university of illinois , urbana ms bsee",,"ph. d. , university of california , santa",
No,74,53129,0,"database research at the university of illinois at urbana-champaign m winslett , k chang , a doan , j han , c zhai , y zhou sigmod record 2002",,,,database research at columbia university 1998.0,"sf chang , l gravano , ge kaiser , ka ross , sj stolfo","sigmod record ,",
No,74,58429,0,"database research at the university of illinois at urbana-champaign m winslett , k chang , a doan , j han , c zhai , y zhou sigmod record 2002",,,,"the database group at university of hagen g schlageter , t berkel , e heuel , s mittrach , a",,"acm sigmod record ,",1995.0
No,75,247,0,fast incremental indexing for full-text information retrieval 1994,"e brown , j callan , w croft",vldb,,soft-link hypertext for information retrieval,"md ` inverno , p howells , mj hu , m luck","information & software technology ,",2002.0
No,75,2327,0,fast incremental indexing for full-text information retrieval 1994,"e brown , j callan , w croft",vldb,,"polynomial filtering in latent semantic indexing for information retrieval proceedings of acm sigir ,","e kokiopoulou , y saad",,2004.0
No,75,30240,0,fast incremental indexing for full-text information retrieval 1994,"e brown , j callan , w croft",vldb,,"private information retrieval j acm , 1998.0","b chor , o goldreich , e kushilevitz , m sudan",,
No,75,47112,0,fast incremental indexing for full-text information retrieval 1994,"e brown , j callan , w croft",vldb,,"information retrieval in databases b. tech . project , iit-bombay ,",b aditya,,
No,76,44226,0,chair 's message,,,2002.0,"director 's message ofe announcements , webb learning , f commons",,,
No,82,37373,0,graphdb : modeling and querying graphs in databases r gќting,,vldb,1994.0,modeling and querying video databases,"c decleir , ms hacid",,
No,90,10343,0,an effective deductive object-oriented database through language integration vldb,"m barja , n paton , a fernandes , m williams , a dinn",,1994.0,"0 . shmueli . event specification in an active object-oriented database nh gehani , hv jagadish",,proc . of the 1992 acm sigmod intl. conf on the management of,
No,90,18082,0,an effective deductive object-oriented database through language integration vldb,"m barja , n paton , a fernandes , m williams , a dinn",,1994.0,"a query language for manipulating object-oriented databases , ''","am alashqur , syw su , h lam","proceedings of the fifth international conference on vldb , & hellip ; ,",
No,90,18727,0,an effective deductive object-oriented database through language integration vldb,"m barja , n paton , a fernandes , m williams , a dinn",,1994.0,"a logical foundation for deductive object-oriented databases acm transactions on database systems ,","m liu , g dobbie , tw ling",,2002.0
No,90,42212,0,an effective deductive object-oriented database through language integration vldb,"m barja , n paton , a fernandes , m williams , a dinn",,1994.0,specific features of a deductive object-oriented database language ã?ã?ã ? ã?ã ?,"k yokota , h tsuda , y morita",proc . acm sigmod workshop on combining declarative and,
No,90,59202,0,an effective deductive object-oriented database through language integration vldb,"m barja , n paton , a fernandes , m williams , a dinn",,1994.0,"query language approach based on the deductive object-oriented database paradigm t niemi , m christensen",,,
No,93,31083,0,"an algebraic approach to rule analysis in expert database systems e baralis , j widom 1994",,vldb,,"database design tools : an expert system approach m bouzeghoub , g gardarin , e metais",,"vldb ,",
No,95,1903,0,fast algorithms for mining association rules in large databases 1994,"r agrawal , r srikant",vldb,,discovery of multiple-level association rules from large databases in proc . 1995 int,"j han , y fu","conf . very large data bases , zurich , switzerland , sept ,",
No,95,8771,0,fast algorithms for mining association rules in large databases 1994,"r agrawal , r srikant",vldb,,efficient parallel data mining for association rules,"js park , ms chen , ps yuâ ? ¦",,
No,95,9970,0,fast algorithms for mining association rules in large databases 1994,"r agrawal , r srikant",vldb,,"sampling large databases for association mining proc . 22nd int &#39; l conf . very large databases ,",h toivonen,,
No,95,15038,0,fast algorithms for mining association rules in large databases 1994,"r agrawal , r srikant",vldb,,"efficient mining for fuzzy implication-based association rules in quantitative databases international journal of general systems ,","g chen , p yan , ee kerre",,2004.0
No,95,18122,0,fast algorithms for mining association rules in large databases 1994,"r agrawal , r srikant",vldb,,"relational computation for mining association rules from xml data hc liu , j zeleznikow proceedings of the 14th acm international conference on & hellip ; ,",,,2005.0
No,95,22635,0,fast algorithms for mining association rules in large databases 1994,"r agrawal , r srikant",vldb,,"integrating association rule mining algorithms with relational database systems j hipp , u grimmer",,,
No,95,25353,0,fast algorithms for mining association rules in large databases 1994,"r agrawal , r srikant",vldb,,"sampling large databases for association rules h toivonen vldb , 1996.0",,,
No,95,26305,0,fast algorithms for mining association rules in large databases 1994,"r agrawal , r srikant",vldb,,algorithms for loading object databases jl wiener,,,1995.0
No,95,27181,0,fast algorithms for mining association rules in large databases 1994,"r agrawal , r srikant",vldb,,anew sql-like operator formining association rules,"r meo , g psaila , s ceri",,
No,95,33858,0,fast algorithms for mining association rules in large databases 1994,"r agrawal , r srikant",vldb,,"fast algorithms for universal quantification in large databases g graefe , rl cole acm transactions on database systems ,",,,1995.0
No,95,38426,0,fast algorithms for mining association rules in large databases 1994,"r agrawal , r srikant",vldb,,efficient algorithms for mining outliers from large data sets 2000.0,s ramaswamy,"sigmod conference ,",
No,95,40688,0,fast algorithms for mining association rules in large databases 1994,"r agrawal , r srikant",vldb,,"an efficient algorithm for the incremental updation of association rules in large databases s thomas , s bodagala , k alsabti , s ranka",,,
No,95,42525,0,fast algorithms for mining association rules in large databases 1994,"r agrawal , r srikant",vldb,,parallel algorithm for mining outliers in large database,e hung,,
No,95,46078,0,fast algorithms for mining association rules in large databases 1994,"r agrawal , r srikant",vldb,,an efficient distributed algorithm for computing association rules,"y li , x lin , cp tsang",,
No,95,48702,0,fast algorithms for mining association rules in large databases 1994,"r agrawal , r srikant",vldb,,"an efficient hash based algorithm for mining association rules proc . acm sigmod intâ ?? l conf . on management of data ,","js park , ms chen , ps yu",,
No,95,57396,0,fast algorithms for mining association rules in large databases 1994,"r agrawal , r srikant",vldb,,algorithms for mining association rules for binary segmentations of huge categorical databases,"y morimoto , t fukuda , h matsuzawa , t tokuyama , k","proceedings of the international conference on very large & hellip ; ,",1998.0
No,95,57533,0,fast algorithms for mining association rules in large databases 1994,"r agrawal , r srikant",vldb,,sample large databases for association rules,h toivonen,proceedings of the 22nd international conference on very,
No,95,61022,0,fast algorithms for mining association rules in large databases 1994,"r agrawal , r srikant",vldb,,"mining association rules in multiple relations lecture notes in computer science ,","l dehaspe , l de raedt",,1997.0
No,98,44365,0,"the grid : an application of the semantic web c goble , d roure",,sigmod record,2002.0,"trust networks on the semantic web j golbeck , b parsia , j hendler lecture notes in computer science ,",,,2003.0
No,99,58830,0,"querying shapes of histories r agrawal , g psaila , e wimmers , m zaяt vldb 1995",,,,"querying network directories hv jagadish , d srivastava , d vista",,,
No,100,5608,0,interview with david maier 2002,,,,interview,n myhrvold,"pc magazine ,",
No,100,63899,0,interview with david maier 2002,,,,interview with authors m melish,,"san diego ,",
No,104,22693,0,query processing in tertiary memory databases s sarawagi,,vldb,1995.0,"fast search in main memory databases a analyti , s pramanik",,proc . of the acm sigmod intâ ?? l. conf . on management of,
No,104,33508,0,query processing in tertiary memory databases s sarawagi,,vldb,1995.0,join processing in large database systems with large main memory ld shapiro acm,,,
No,104,46640,0,query processing in tertiary memory databases s sarawagi,,vldb,1995.0,"query processing in a relational database management system vldb ,","k youssefi , e wong",,1979.0
No,104,57488,0,query processing in tertiary memory databases s sarawagi,,vldb,1995.0,"query processing in a distributed relational database system r epstein , m stonebraker , e wong proceedings of the acm sigmod conference on management of & hellip ; ,",,,
No,107,24084,0,near neighbor search in large metric spaces vldb,s brin,,1995.0,"fast nearest neighbor search in medical image databases f korn , c faloutsos , e siegel , z protopapas vldb ,",,,1996.0
No,115,5278,0,editor 's notes 2002,l liu,sigmod record,,"editor 's notes new directions for program evaluation ,",nl smith,,1981.0
No,115,16311,0,editor 's notes 2002,l liu,sigmod record,,"editor 's notes tw banta implementing outcomes assessment : promise and perils . new & hellip ; ,",,,
No,115,25469,0,editor 's notes 2002,l liu,sigmod record,,editor 's notes sm richardson 1999.0,,"new directions for teaching and learning ,",
No,115,29717,0,editor 's notes 2002,l liu,sigmod record,,"editor 's notes social studies and the young learner ,",r diem,,
No,115,29979,0,editor 's notes 2002,l liu,sigmod record,,"editors ' notes pj gray , tw banta",,"new directions for higher education ,",
No,115,31216,0,editor 's notes 2002,l liu,sigmod record,,editor 's notes,wmk trochim,"new directions for program evaluation ,",
No,115,32584,0,editor 's notes 2002,l liu,sigmod record,,editorâ ?? s notes gr maughan,,"new directions for higher education ,",2001.0
No,115,50887,0,editor 's notes 2002,l liu,sigmod record,,editor 's notes rh silkman,,"new directions for program evaluation ,",
No,120,4938,0,"promises and realities of active database systems e simon , a dittrich vldb 1995",,,,"1996 . deeds | towards a distributed active and real-time database system sf andler , j hanson , j eriksson , j mellin , m",,acm sigmod,
No,120,17562,0,"promises and realities of active database systems e simon , a dittrich vldb 1995",,,,"the architecture of an active database system dr mccarthy , u dayal",,"proc . 1989 acm-sigmod conference on management of data , & hellip ; ,",
No,120,20876,0,"promises and realities of active database systems e simon , a dittrich vldb 1995",,,,real-time database systems : issues and approaches,sh son,acm sigmod,
No,120,45879,0,"promises and realities of active database systems e simon , a dittrich vldb 1995",,,,principles of distributed database systems prentice,", p valduriez",,
No,120,60594,0,"promises and realities of active database systems e simon , a dittrich vldb 1995",,,,"parallelism and recovery in database systems r bayer , h heller , a reiser",,"acm transactions on database systems ,",1980.0
No,120,61650,0,"promises and realities of active database systems e simon , a dittrich vldb 1995",,,,"problems of basic and applied research in database systems wt hardgrave , eh sibley acm sigmod record , 1976.0",,,
No,123,8319,0,parameterized complexity for the database theorist,m grohe,sigmod record,2002.0,parameterized complexity for the skeptic r downey,,,
