label_str,ltable_id,rtable_id,label,id_x,title_x,manufacturer_x,price_x,id_y,title_y,manufacturer_y,price_y
Yes,994,828,1,994,irispen express translator,iris,149.99,828,iris inc irispen express translator,,142.29
Yes,1312,665,1,1312,sales skills 2.0 ages 10 +,victory multimedia,19.95,665,simply magazine sales skills,,3.1
Yes,1299,697,1,1299,snap ! spelling ( jewel case ),topics entertainment,19.95,697,spelling,,4.93
Yes,687,249,1,687,grisoft avg anti-virus & anti-spyware 2 year subscription,grisoft,39.95,249,grisoft avg anti-virus & anti-spyware,,32.29
Yes,1181,894,1,1181,the logo creator ( mac ),laughing bird,39.99,894,laughingbird the logo creator,,34.99
Yes,1284,1052,1,1284,punch ! master landscape & home design,punch ! software,99.99,1052,punch software 25100 punch ! master landscape & home design architectural 1 user ( s ) pc,,45.97
Yes,1207,538,1,1207,stuffit deluxe 11,aladdin systems,49.99,538,allume systems inc stuffit deluxe 11,,42.74
Yes,839,2607,1,839,adobe photoshop cs3 extended,adobe,999.0,2607,adobe photoshop cs3 extended software full version for windows,,969.0
Yes,354,2869,1,354,the universe ( win/mac ) ( jewel case ),fogware publishing,9.99,2869,elementary school space the universe ( pc/mac ) fogware,,9.99
Yes,1177,1496,1,1177,microsoft office student and teacher edition 2004 macintosh,microsoft,149.99,1496,office mac student/teach 04,,146.02
Yes,683,775,1,683,math advantage 2008,encore,39.99,775,encore software 12390 math advantage 2008 win 2000 xp vista,,34.97
Yes,1145,904,1,1145,microsoft office 2004 standard ( mac ),microsoft,399.99,904,microsoft office 2004 standard,,369.99
Yes,264,263,1,264,adobe photoshop cs3 extended [ mac ],adobe,999.0,263,adobe photoshop cs3 extended for mac,,935.99
Yes,1225,1086,1,1225,sony acid pro 6 professional music workstation,sony-pictures-digital-entertainment,499.95,1086,sony media software acid pro 6 software music production software,sony-pictures-digital-entertainment,299.95
Yes,1011,807,1,1011,logic pro 6 upgrade from logic platinum/gold 5 & 6,apple,199.99,807,apple software t9161ll/a logic platinum / gold 5 & 6 to logic pro 6 update,apple software,149.0
Yes,767,379,1,767,command and conquer generals deluxe dvd-rom ( mac ),aspyr media,59.99,379,aspyr command and conquer generals deluxe mac,,55.99
Yes,584,2818,1,584,microsoft windows vista business full version [ dvd ],microsoft,299.95,2818,microsoft windows vista business ( pc ),,299.99
Yes,1288,493,1,1288,city of heroes good vs. evil edition,nc soft,29.99,493,nc interactive inc city of heroes : good vs. evil edition,,29.84
Yes,378,2628,1,378,aquarium 3-in-one collection ( win/mac ),encore software,19.99,2628,aquarium 3-in-one limited edition ( win 95 98 me 2000 xp/mac 10.1 or higher ),,19.95
Yes,1306,705,1,1306,emedia guitarpro 5 win/mac,emedia,59.99,705,emedia music corp guitar pro v 5.1 ( hybrid ),,51.92
Yes,1347,598,1,1347,phonics success essentials : grades 7-9,topics education,19.99,598,topics entertainment phonics success essentials,,17.55
Yes,383,2642,1,383,merriam-webster 's dictionary ( win/mac ) ( jewel case ),fogware publishing,9.99,2642,merriam-webster english dictionary ( win 2000 xp/mac 10.3.8 or later ),,9.99
Yes,934,173,1,934,panda antivirus 2007,panda software,29.95,173,sos aggregation company panda antivirus 2007,,23.72
Yes,654,314,1,654,acrobat professional 8 ( windows ),adobe,273.0,314,adobe systems inc adobe acrobat 8.0 professional upsell ( std-pro ),,157.36
Yes,995,383,1,995,apple remote desktop 3 unlim managed systems,apple,499.0,383,apple remote desktop 3 unlimited managed systems,,499.99
Yes,1084,2067,1,1084,riverdeep the print shop zoom dvd,riverdeep,,2067,encore software 11941 the print shop zoom,,17.97
Yes,955,851,1,955,turbocad mac 3d for mac,imsi,249.99,851,imsi design llc turbocad mac 3d,,204.67
Yes,858,2848,1,858,microsoft onenote 2007 upgrade,microsoft,79.95,2848,microsoft onenote 2007 upgrade ( pc ),,79.95
Yes,586,2530,1,586,quickbooks premier professional services edition 2007,intuit,399.95,2530,intuit quickbooks premier professional services edition 2007 software win tax & finance software,,349.95
Yes,773,2206,1,773,microsoft office mac 2004 english 3pk dsp 731-01163 ),microsoft corporation,,2206,microsoft office 2004 software suite oem mac apple & mac software,,239.95
Yes,660,235,1,660,usa/world extreme landscapes bundle,abacus,39.95,235,abacus usa/world extreme landscapes bundle,,38.43
Yes,1240,1090,1,1240,upgrade acid pro 6 boxed,sony-pictures-digital-entertainment,305.18,1090,sony media software acid pro 6 software upgrade from acid pro 5 music production software,sony-pictures-digital-entertainment,129.95
Yes,805,2580,1,805,hoyle texas hold 'em poker ( jewel case ),encore,9.99,2580,encore software 33027 hoyle texas holdem ( win 98 me 2000 xp ),,8.44
Yes,1234,2593,1,1234,logic express 6,apple,299.99,2593,apple software t9164ll/a logic express 6,apple software,219.0
Yes,95,1630,1,95,autocad 2007 courseware customizing the interface,autodesk psg,47.95,1630,autocad 2007 coursewarecustomizing the interface,,39.69
Yes,624,296,1,624,timbuktu remote control softwre 2 licenses for windows & mac,netopia,199.99,296,netopia timbuktu pro for mac and windows 2 pack,,207.99
Yes,1175,2158,1,1175,apple mac os x tiger 10.4.6 family pack ( mac ),apple computer,199.0,2158,apple mac os x v10 .4 tiger software family pack apple & mac software,,199.95
Yes,649,306,1,649,mcafee total protection 2007 3 users,mcafee,99.99,306,mcafee inc total protection 2007 3-user,,92.51
Yes,1158,912,1,1158,burning monkey solitaire 2005 edition,freeverse software,24.99,912,freeverse burning monkey solitaire 3d,,24.99
Yes,540,2323,1,540,ulead videostudio 11 plus,corel,129.99,2323,corel ulead videostudio 11 plus video editing and dvd authoring software win authoring software,,129.95
Yes,1112,949,1,1112,railroad tycoon 3 ( mac ),macsoft,19.99,949,destineer railroad tycoon 3,,21.99
Yes,449,2149,1,449,boomerang webpage designer gold,boomerang,,2149,web page designer gold,,36.9
Yes,1107,2016,1,1107,pitstop pro 7.0,enfocus software,699.0,2016,enfocus software pp7.0-sg-001 pitstop pro 7.0,,558.97
Yes,1116,952,1,1116,aquazone bass edition,smith-micro-software,19.99,952,allume aquazone bass edition,smith-micro-software,19.99
Yes,262,1122,1,262,hp sp linux we 50 lic/cd 3.0 c t3586a ),hewlett-packard - ( consumables ),,1122,sp linux we 50 lic/cd 3.0 c,hewlett-packard - ( consumables ),69216.95
Yes,348,1585,1,348,microsoft office & windows training,topics entertainment,29.99,1585,microsoft office and windows training ( win 98 me nt 2000 xp ),,29.95
Yes,180,1542,1,180,textbridge pro 11,nuance-communications-inc .,79.99,1542,scansoft textbridge pro v. 11,nuance-communications-inc .,68.99
Yes,1064,2057,1,1064,adventure workshop 4th-6th grade 7th ed sb cs by riverdeep,encore software,19.99,2057,encore software 10118 adventure workshop 4th-6th grade 7th ed sb cs by riverdeep,,17.97
Yes,883,921,1,883,adobe creative suite cs3 production premium,adobe,1699.0,921,adobe cs3 production premium,,1749.99
Yes,876,2473,1,876,adobe soundbooth cs3 [ mac ],adobe,199.0,2473,adobe soundbooth cs3 audio editing software mac music production software,,198.95
Yes,1330,639,1,1330,onone essentials for adobe photoshop elements version 2 full,onone software,59.95,639,onone software essentials for adobe photoshop elements version 2 full,,59.33
Yes,1325,677,1,1325,street atlas usa 2007 plus dvd,delorme,59.95,677,delorme mapping street atlas usa 2007 plus dvd xx,,53.37
Yes,795,2594,1,795,ca arcserve bkup r11 .5 win client vss software snap-shot - prod only,computer associates,,2594,computer associates babwbr1151s33 brightstor arcserve backup client for vss software snap-shot v. 11.5 for windows with service pack 1 add-on backup & recovery 1 server ( s ) complete product standard multilingual pc,,799.97
Yes,924,2553,1,924,hoyle casino ( 2007 ),encore,19.99,2553,encore software 10675 hoyle casino 2007 win 98 me 2000 xp,,18.97
Yes,271,1512,1,271,microsoft office small business 2007,microsoft software,735.33,1512,microsoft w87-02380 office sbe 2007 win32,,400.34
Yes,262,1125,1,262,hp sp linux we 50 lic/cd 3.0 c t3586a ),hewlett-packard - ( consumables ),,1125,sp linux we 50 lic/cd 3.0 c,,69216.95
Yes,309,3102,1,309,family tree maker version 16 deluxe,encore,69.95,3102,family tree maker version 16 deluxe ( 10870 ),,57.59
Yes,949,890,1,949,leave the lights on ( mac ),aspyr media,9.99,890,aspyr leave the lights on-bundle,,29.99
Yes,1163,909,1,1163,spring cleaning 9.0 for mac os 10.4 & above,aladdin systems,49.99,909,allume spring cleaning 9.0,,45.99
Yes,31,2006,1,31,dinosaurs,topics entertainment,19.99,2006,topics presents : dinosaurs,,12.9
Yes,40,2050,1,40,the print shop 22 deluxe,encore,49.99,2050,the printshop v22 deluxe,,29.9
Yes,128,1818,1,128,procurve vpn client software unlimited client licenses,hewlett packard,,1818,procurve vpn client software unlimited client licenses,,2598.96
Yes,92,1648,1,92,computrace lojack for laptops 4 year subscription,absolute software,119.99,1648,absolute software lfl-n2-48 computrace lojack for laptops 4 year license,,105.68
Yes,199,1717,1,199,netmanage upg rumba unix-hp edition level 902453-007-c ),netmanage,,1717,902453-007-e rumba unix-hp edition upgrade license 1 user volume level e 1000-1999,,106.48
Yes,751,347,1,751,project x project management software,marware,199.95,347,marware project x project management software,,179.99
Yes,1316,659,1,1316,aircraft collector 's second edition,abacus,19.95,659,abacus aircraft collectors second edition,,17.55
Yes,1283,496,1,1283,namo webeditor 2006,namo,99.99,496,csdc namo webeditor suite 2006,,83.92
Yes,903,989,1,903,mavis beacon teaches typing 17 standard,encore software,19.99,989,broderbund mavis beacon teaches typing standard17,,22.99
Yes,987,825,1,987,casual games pack,egames,19.99,825,egames . inc casual games pack,,16.62
Yes,798,1690,1,798,hoyle solitaire ( jewel case ),encore,9.99,1690,hoyle solitaire,,9.99
Yes,851,2447,1,851,punch ! professional home design platinum v10,punch ! software,99.0,2447,punch software 86100 prof home design platinum v10 sb win 98 me nt 2000 xp,,84.97
Yes,56,2099,1,56,kids power fun for little ones,topics entertainment,19.99,2099,kids power fun for little ones,,15.9
Yes,780,2579,1,780,hoyle backgammon jc,encore,7.99,2579,encore software 10669 hoyle backgammon win 98 me 2000 xp,,7.69
Yes,604,1512,1,604,microsoft office small business 2007 full version,microsoft,449.95,1512,microsoft w87-02380 office sbe 2007 win32,,400.34
Yes,1275,2338,1,1275,punch ! super home suite,punch ! software,49.99,2338,punch software 38100 punch ! super home suite ( small box ),punch software,45.99
Yes,382,2193,1,382,adobe production studio premium,adobe,1699.0,2193,adobe production studio premium software suite video software bundles,,1698.95
Yes,778,2574,1,778,hoyle casino 2007,encore,19.95,2574,encore software 10673 hoyle casino 2007 win 98 me 2000 xp,,18.97
Yes,725,440,1,725,omniweb 5.0,omni group,29.99,440,omni web 5.0,,23.99
Yes,1141,929,1,1141,appleworks 6.2.9,apple,79.0,929,appleworks 6.2 for mac,,75.99
Yes,311,3104,1,311,axis network camera 213 ptz digital video camera 0220-004 ),axis-communication-inc .,,3104,axis network camera 213 ptz digital video camera 0220-004 ( 0220-004 ),axis-communication-inc .,1420.79
Yes,496,1643,1,496,microsoft windows vista business 32-bit for system builders,microsoft,179.99,1643,microsoft windows vista business 32-bit oem,,149.99
Yes,489,2422,1,489,flyboys squadron mac,ientertainment,29.99,2422,flyboys squadron mac,,24.99
Yes,983,821,1,983,cook 'n low fat,dvo enterprises,19.99,821,dvo enterprises inc. cookn low fat,,17.55
Yes,1103,1440,1,1103,genuine fractals print pro 5 1u,onone software,299.95,1440,onone software inc. gpp-55211 genuine fractals print pro 5 1u,,274.97
Yes,1042,2352,1,1042,genuine fractals print pro 4.1 sharpener pro 2.0,onone software,,2352,onone software inc. gfn-42001 genuine fractals print pro v. 4.1 with nik sharpener pro 2.0 license standard license pc mac,,320.97
Yes,1203,590,1,1203,corefx three level,core learning,59.95,590,sos aggregation company corefx three level-core learning ltd.,,51.09
Yes,1338,650,1,1338,weekly reader mastering high school 2008,fogware publishing,29.99,650,fogware publishing weekly reader ls mastering high school 2008,,24.91
Yes,740,930,1,740,chessmaster 9000 ( mac ),feral interactive,39.99,930,chessmaster 9000 : feral interactive,,38.99
Yes,494,810,1,494,webobjects 5.2,apple,699.95,810,apple software m8789z/a webobjects 5.2,apple software,648.99
Yes,513,2055,1,513,mavis beacon typing 17 ( win/mac ),encore software,19.99,2055,encore software 10076 mavis beacon typing 17 standardby broderbund,,17.97
Yes,45,2060,1,45,elementary school success deluxe 2006,topics entertainment,49.99,2060,elementary school success deluxe 2006,,15.9
Yes,126,1820,1,126,oxford spanish dictionary,oxford-university-press,19.95,1820,pop up oxford spanish / english dict,oxford-university-press,13.95
Yes,688,250,1,688,phase one capture one le,phase one,,250,phase one capture one le,,76.99
Yes,916,2557,1,916,professor fuji 's sudoku ( jewel case ),encore software,9.99,2557,encore software 10313 professor fujis sudoku ( win 98 me 2000 xp ),,8.27
Yes,591,265,1,591,apple iwork '06 family pack ( mac dvd ) [ older version ],apple,99.0,265,apple iwork '06 family pack,,99.99
Yes,107,1696,1,107,photoshop elements 5 and premiere elements 3 bundle win minibox ( 29180248 ),adobe,242.62,1696,adobe systems inc 29180248 adobe photoshop elements 5.0 / premiere elements 3.0,,139.51
Yes,441,2163,1,441,sony acid music studio,sony-pictures-digital-entertainment,69.99,2163,acid music studio 6,sony-pictures-digital-entertainment,59.95
Yes,776,376,1,776,micromat techtool pro 4 ( mac ),micromat,99.99,376,micromat tech tool pro 4.5,,82.99
Yes,780,1502,1,780,hoyle backgammon jc,encore,7.99,1502,encore inc 10669 hoyle backgammon,,7.17
Yes,287,3024,1,287,sibelius 5 professional edition,sibelius-software-ltd .,599.0,3024,sibelius sibelius 5 software music production software,sibelius-software-ltd .,449.95
Yes,91,1644,1,91,iriscard pro business card scanner,iris,199.99,1644,iriscard pro,,174.99
Yes,175,1485,1,175,diskeeper 2007 professional single lic pack,diskeeper corporation,79.21,1485,diskeeper 2007 professional,,46.95
Yes,164,1487,1,164,sea scene : living underwater worlds ( jewel case ),valusoft,9.99,1487,sea scene : living underwater worlds,,19.55
Yes,860,2236,1,860,apple ilife '06 family pack ( mac dvd ) [ older version ],apple computer,99.0,2236,apple ilife '06 family pack software av production software,,99.0
Yes,620,798,1,620,adobe premiere pro cs3,adobe,799.0,798,adobe premiere pro cs3 software with encore cs3 and onlocation cs3 ( windows only ) full version for macintosh,,723.95
Yes,905,166,1,905,efrontier anime studio pro ( win/mac ),efrontier,199.99,166,allume anime studio pro,,179.99
Yes,414,2875,1,414,web radio recorder,magix entertainment,,2875,magix webradio recorder ( pc ) magix entertainment,,24.99
Yes,641,545,1,641,sims 2 nightlife expansion pack,aspyr media,34.99,545,aspyr media inc sims 2 nightlife,,33.21
Yes,829,2766,1,829,avid liquid vs 7 software,avid technology,888.75,2766,avid liquid 7.0 professional video editing software for windows professional editing software,,439.95
Yes,75,1594,1,75,epson storyteller photo book creator 8 x 10 ( 20 pages ),epson,29.99,1594,epson s041886 story teller 8 x 10 20 pages,,32.91
Yes,621,289,1,621,entertainment partners budgeting ( mac ),entertainment partners,699.0,289,entertainment partners ep budgeting for film,,415.99
Yes,1309,662,1,1309,academy award winners,yamaha,31.95,662,bobby walters academy award winners,,23.59
Yes,837,902,1,837,adobe photoshop cs3 extended upgrade [ mac ],adobe,349.0,902,adobe photoshop cs3 extended for mac upgrade,,329.99
Yes,935,613,1,935,corel dvd moviefactory 6.0 plus,corel,79.99,613,corel corporation dvd movie factory 6 plus retial ( english ),,74.08
Yes,495,2246,1,495,serious magic ultra2 master sets library 2 windows ),serious magic,276.5,2246,serious magic ultra master sets library 1 effects software,,339.95
Yes,662,3117,1,662,microsoft windows terminal server 2003 client additional license for users - 5 user,microsoft,669.0,3117,microsoft windows terminal server 2003 client additional license for users - 5 user ( 824048 ),,719.04
Yes,383,3099,1,383,merriam-webster 's dictionary ( win/mac ) ( jewel case ),fogware publishing,9.99,3099,merriam-webster 's dictionary ( win/mac ) ( jewel case ) ( 10462 ),,9.59
Yes,320,2329,1,320,quicken 2007 premier,intuit,79.95,2329,intuit quicken premier 2007 software for windows tax & finance software,,73.95
Yes,1127,2182,1,1127,steinberg sequel ( pc or mac ) music creation & performance software,steinberg,129.0,2182,steinberg sequel music software music production software,,99.99
Yes,748,351,1,748,rollercoaster tycoon 3 : soaked,aspyr media,19.99,351,rollercoaster tycoon 3 soaked,,23.99
Yes,1361,605,1,1361,mediarecover,aladdin systems,29.99,605,allume systems inc mediarecover,,26.14
Yes,1314,654,1,1314,return to castle wolfenstein ( mac ),aspyr media,29.99,654,aspyr media inc return to castle wolfenstein,,19.07
Yes,973,2214,1,973,computrace lojack for laptops : 1 year subscription,absolute software,49.99,2214,absolute software lfl-n2-12 computrace lojack for laptops 1 year license ( win 2000 xp ),,41.97
Yes,810,2586,1,810,monopoly here & now,encore,19.95,2586,encore software 11180 monopoly here & now win 98 me 2000 xp,,18.97
Yes,942,878,1,942,my guitar,emedia,29.95,878,emedia music corp my guitar,,24.81
Yes,353,2871,1,353,sony vegas 6 + dvd [ old version ],sony-pictures-digital-entertainment,899.95,2871,vegas + dvd sony,sony-pictures-digital-entertainment,899.99
Yes,597,369,1,597,adobe creative suite cs3 design premium [ mac ],adobe,1799.0,369,adobe cs3 design premium upsell,,1639.99
Yes,80,1579,1,80,kaplan sat/act/psat express,topics entertainment,9.99,1579,kaplan sat/act/psat express,,9.99
Yes,957,857,1,957,peachtree by sage premium accounting 2007 accountants ' edition,sage software,499.99,857,sage ( ptree ) premium accounting accountants edition 2007,,492.01
Yes,959,861,1,959,stompsoft digital file shredder pro,stompsoft inc.,24.99,861,migo software digital file shredder 2005,,24.58
Yes,1024,2421,1,1024,punch super home suite 3.0,punch ! software,49.99,2421,punch software 17100 punch ! super home suite,punch software,45.99
Yes,1186,566,1,1186,adobe creative suite cs3 web standard [ mac ],adobe,999.0,566,adobe cs3 web standard,,1035.99
Yes,592,257,1,592,adobe after effects cs3 upgrade,adobe,299.0,257,adobe cs3 after effects upgrade,,306.99
Yes,902,2605,1,902,sony sound effects series vol 1 through 10,sony-pictures-digital-entertainment,,2605,madison media software ssda3000 sony sound effects series vol 1 through 10,sony-pictures-digital-entertainment,370.97
Yes,1272,2744,1,1272,punch ! home design architectural series 18,punch ! software,129.99,2744,punch software 42100 punch ! home design architectural series 18 ( small box ),punch software,119.99
Yes,642,352,1,642,adobe flash pro cs3 [ mac ],adobe,699.0,352,adobe cs3 flash professional,,724.99
Yes,1286,2935,1,1286,webroot desktop firewall,webroot software,29.99,2935,webroot software 54210 desktop firewall,webroot software,26.99
Yes,544,286,1,544,microsoft windows xp home edition full version with sp2,microsoft,199.0,286,microsoft windows xp home edition sp2 retail box,,199.99
Yes,759,393,1,759,humorous greeting card factory,nova development,29.99,393,nova development corp humorous greeting card factory,,28.3
Yes,1139,2197,1,1139,cakewalk sonar 6 producer ed,cakewalk,799.0,2197,cakewalk sonar 6 producers edition software music production software,,459.95
Yes,1265,470,1,1265,3 great games for guys,dreamcatcher interactive,29.99,470,dreamcatcher interactive 3 great games for guys,,26.14
Yes,636,2153,1,636,mavis beacon teaches typing deluxe v17,encore software,39.99,2153,mavis beacon teaches typing v17 deluxe pc/mac,,29.9
Yes,1293,700,1,1293,systemsuite 8 professional,individual software,49.99,700,individual software inc systemsuite 8 professional ( us pos ),,46.42
Yes,948,2282,1,948,creating keepsakes scrapbook platinum v. 3 sb cs by riverdeep,encore software,39.99,2282,encore software 10610 encore creating keepsakes scrapbook designer platinum complete product creativity application 1 user complete product standard pc,,33.97
Yes,528,2843,1,528,quickbooks simple start 2007,intuit,99.95,2843,quickbooks simple start 2007 intuit,,99.99
Yes,1156,2124,1,1156,pro digital frame bundle 1u,onone software,99.95,2124,onone software inc. pfb-10211 pro digital frame bundle 1u,,92.97
Yes,166,1505,1,166,equilibrium debabelizer pro 6.0 1 user,equilibrium,599.99,1505,equilibrium debabelizer pro 6 0 win 1 u windows xp,,382.9
Yes,1051,2360,1,1051,tlc clue finders math learning system sb by riverdeep,encore software,19.99,2360,encore software 10593 encore tlc clue finders math learning system 2007 complete product educational 1 user complete product standard pc mac,,17.97
Yes,1086,2077,1,1086,calendar creator platinum sb cs by riverdeep,encore software,29.99,2077,encore software 11031 calendar creator platinum sb csby riverdeep,,25.97
Yes,723,441,1,723,learn2 training for microsoft excel,topics-entertainment-software - ( consignment ),9.99,441,topics entertainment learn2 training for microsoft excel,topics-entertainment-software - ( consignment ),6.56
Yes,69,1576,1,69,eastwest bsendorfer 290 grand piano virtual instrument,eastwest,199.95,1576,east west bosendorfer 290,,175.97
Yes,89,1616,1,89,everquest : titanium,sony-creative-software,19.95,1616,sony online entertainment inc 41032 everquest : titanium win 2000 xp,sony-creative-software,23.09
Yes,684,244,1,684,route 66 route canada ( french ),csdc,,244,csdc route 66 route canada ( french ),,35.98
Yes,612,2299,1,612,corel ventura 10 dvd,corel,699.0,2299,ventura 10 dvd,,662.5
Yes,119,1774,1,119,sierra hallmark card studio special edition windows ),nova development,,1774,sierrahome hse hallmark card studio special edition win 98 me 2000 xp,sierrahome,19.26
Yes,1344,644,1,1344,sportsman 's double play,masque publishing,19.95,644,masque publishing sportsmans double play,,17.55
Yes,747,353,1,747,lego star wars ii : the original trilogy for mac,feral interactive,39.99,353,aspyr lego star wars ii,,44.95
Yes,644,330,1,644,microspot macdraft pe ( mac ),microspot ltd.,99.95,330,microspot macdraft pe personal edition,,85.99
Yes,1073,990,1,1073,backyard sports backyard basketball and backyard football,humongous entertainment,19.99,990,brighter minds backyard sports,,19.99
Yes,491,2427,1,491,hollywood volume 1,yamaha,31.95,2427,phillip keveren 501056 hollywood volume 1,,23.59
Yes,421,2382,1,421,3mds network operations manager diy annual subscptn 101 500u,3m,,2382,3mds network operations managerdiy annual subscptn 101 500u,,144.63
Yes,1228,500,1,1228,learn to play chess with fritz and chesster ( mac ),viva media,29.99,500,viva media llc learn to play chess with fritz & chesster,,26.14
Yes,811,2582,1,811,chicken hunter wanted jc,encore,9.99,2582,encore software 10760 chicken hunter wanted win 98 me 2000 xp,,7.69
Yes,1047,747,1,1047,game of life jc,encore,9.99,747,encore software 11750 game of life win 95 98,,7.69
Yes,789,2493,1,789,hoyle mahjongg ( jewel case ),encore,9.99,2493,encore 10023 hoyle mahjongg for pc,encore,6.99
Yes,1327,643,1,1327,great invasions,strategy first,39.99,643,strategy first inc. great invasions,,34.07
Yes,671,223,1,671,sonic mega collection plus,sega-of-america-inc .,19.99,223,sega of america inc sonic mega collection,sega-of-america-inc .,17.55
Yes,420,2388,1,420,student home learning system for pc/mac,fogware publishing,139.99,2388,student home learning system,,109.99
Yes,1167,907,1,1167,micromat techtool protege with firewire device,micromat,,907,micromat techtool protege utility with 1gb firewire flash drive,,219.99
Yes,189,1508,1,189,upgrade delphi 2006 pro named fr delphi v3-2005 pro cd,borland international,,1508,borland hdb0006wwcs180 upg delphi 2006 prof nmd f/del v3 2005 pro cd,,453.71
Yes,1236,1347,1,1236,pc cakewalk guitar tracks pro 3,cakewalk,149.99,1347,cakewalk guitar tracks pro 3 music production software,,99.0
Yes,923,176,1,923,adobe illustrator cs3 upgrade [ mac ],adobe,199.0,176,adobe illustrator cs3 upgrade for mac,,206.99
Yes,1175,926,1,1175,apple mac os x tiger 10.4.6 family pack ( mac ),apple computer,199.0,926,apple mac os x 10.4.6 tiger family pack,,185.99
