label_str,label,id_x,title_x,manufacturer_x,price_x,id_y,title_y,manufacturer_y,price_y
No,0,1244,peachtree by sage pro accounting 2007,sage software,169.99,1319,laser checks for peachtree ( r ) accounting for windows 8.0-2005,,106.29
No,0,883,adobe creative suite cs3 production premium,adobe,1699.0,911,adobe cs3 production premium academic,,569.99
No,0,1068,the print shop elements : labels & logos sb cs by the print shop,encore software,,2018,encore software 10731 the print shop 22 pro publisherdeluxe sb cs by the print shop,,81.97
No,0,356,ringtone media studio 2,laplink,19.95,3105,media studio for psp standard editon ( 800060 ),,47.99
No,0,1257,total 3d home & landscape design suite version 9,individual software,39.99,782,punch software 26100 punch ! master landscape and home design ( small box ),punch software,45.99
No,0,614,microsoft works suite 2006,microsoft,99.0,3029,microsoft mappoint 2006 with gps locator ( pc ),,349.99
No,0,620,adobe premiere pro cs3,adobe,799.0,326,adobe dreamweaver cs3,,415.99
No,0,135,microsoft crm professional cal 3.0 product upgrade license pack user cal,microsoft software,9980.0,99,19500220 adobe creative suite 3 design premium product upgrade package 1 user upgra,,1687.48
No,0,956,apple logic pro 7.2 retail,apple,999.0,2222,apple/emagic logic express 7.2 software music production software,,299.0
No,0,605,microsoft word 2004 ( mac ),microsoft,229.99,1163,microsoft ( r ) office 2004 for mac student and teacher edition,,146.95
No,0,267,adobe photoshop elements 5.0 / premier elements 3.0 [ lb ],adobe,149.99,361,adobe photoshop lightroom,,264.99
No,0,175,diskeeper 2007 professional single lic pack,diskeeper corporation,79.21,2833,microsoft office accounting professional 2007 ( pc ),,229.95
No,0,642,adobe flash pro cs3 [ mac ],adobe,699.0,2308,adobe premiere pro cs3 video editing software for mac av production software,,798.95
No,0,1145,microsoft office 2004 standard ( mac ),microsoft,399.99,3187,microsoft office onenote 2007 complete package 1 pc cd win english,,78.99
No,0,615,adobe creative suite cs3 design standard upgrade,adobe,399.0,371,adobe photoshop cs3 for mac upgrade,,189.99
No,0,1262,adobe flash pro cs3 upgrade [ mac ],adobe,199.0,955,adobe pagemaker 7.0 for mac version upgrade,,79.99
No,0,606,microsoft office 2004 professional ( mac ),microsoft,499.99,1183,web easy ( r ) professional 6,,49.99
No,0,614,microsoft works suite 2006,microsoft,99.0,3091,microsoft ( r ) word 2007,,109.99
No,0,883,adobe creative suite cs3 production premium,adobe,1699.0,2372,adobe audition 2.0 audio production software music production software,,348.95
No,0,88,total training for adobe creative suite 3 : design premium bundle,total training,299.99,2112,adobe production premium cs3 software suite for windows professional editing software,,1698.95
No,0,1078,3d home architect home v. 8 by encore software,encore software,39.99,2435,punch software 17100 punch ! super home suite,punch software,45.99
No,0,452,adobe after effects cs3,adobe,999.0,953,adobe cs3 master collection,,2499.99
No,0,688,phase one capture one le,phase one,,280,phase one capture one pro,,415.99
No,0,686,lego star wars ( dvd ) ( mac ),aspyr media,29.99,1021,xbox : lego star wars,,19.95
No,0,1114,webroot spy sweeper antispyware 5.x,webroot software,29.95,2264,webroot software inc 31250 spy sweeper spanish win 2000 xp,,25.97
No,0,1021,resumemaker professional 12.0,individual software,29.99,1332,individual software prm-r12 resumemaker professional 12.0,individual software,29.99
No,0,924,hoyle casino ( 2007 ),encore,19.99,3039,hoyle card games,,9.95
No,0,93,microsoft office frontpage 2003 academic version windows ),microsoft,159.98,904,microsoft office 2004 standard,,369.99
No,0,93,microsoft office frontpage 2003 academic version windows ),microsoft,159.98,2847,microsoft office visio standard 2007 ( pc ),,249.95
No,0,443,microsoft windows small business server premium 2003 r2 upgrade cd/dvd 5 client,microsoft,709.0,1169,microsoft ( r ) windows vista ( tm ) home premium,,239.99
No,0,685,the sims 2 : open for business expansion pack,aspyr media,34.99,629,destineer inc age of empires iii : the warchiefs expansion pack,,26.14
No,0,544,microsoft windows xp home edition full version with sp2,microsoft,199.0,1497,microsoft office and windows training professional,,29.99
No,0,109,instant immersion french 2.0,topics entertainment,29.99,1666,instant immersion italian audio ( audio book ),,19.95
No,0,1232,sound forge 9.0,sony media,399.96,2452,sound studio 3 for mac,,79.99
No,0,589,quicken 2007 deluxe,intuit,59.95,3092,quickbooks ( r ) pro 2007,,179.99
No,0,313,backyard soccer ( mls edition ),humongous sports,,2888,backyard skateboarding,,7.95
No,0,271,microsoft office small business 2007,microsoft software,735.33,959,microsoft windows vista business retail no open box returns,,299.99
No,0,960,make music finale 2008 academic,emedia,350.0,377,filemaker pro 8.5 academic,,145.99
No,0,944,registry mechanic by encore software,encore software,46.52,774,encore software 10598 registry mechanic win 98 me 2000 xp,,26.97
No,0,858,microsoft onenote 2007 upgrade,microsoft,79.95,2195,microsoft microsoft office 2004 software suite mac apple & mac software,,399.95
No,0,113,microsoft licenses win svr 2003 ext conn lic ( r3900292 ),microsoft licenses,3371.85,1075,microsoft ( r ) excel 2007,,109.99
No,0,320,quicken 2007 premier,intuit,79.95,264,intuit inc quickbooks premier edition 2007 5 user,,1309.31
No,0,788,hoyle puzzle & board games,encore software,19.95,2742,freeverse software 4015 big bang board games,freeverse software,18.99
No,0,1169,print explosion deluxe 3.0 ( mac ),nova development,49.99,1917,print explosion deluxe 3.0 : mac,,49.99
No,0,654,acrobat professional 8 ( windows ),adobe,273.0,1142,resumemaker ( r ) professional ultimate,,39.99
No,0,773,microsoft office mac 2004 english 3pk dsp 731-01163 ),microsoft corporation,,998,microsoft word 2004,,209.99
No,0,654,acrobat professional 8 ( windows ),adobe,273.0,1148,adobe acrobat 7.0 professional ( education version ) for windows,,154.99
No,0,731,instant immersion italian platinum,topics entertainment,129.99,845,topics entertainment instant immersion italian 2.0,,17.55
No,0,593,adobe indesign cs3 upgrade [ mac ],adobe,199.0,521,adobe cs3 design premium,,1865.99
No,0,967,mavis beacon teaches typing 16,broderbund,19.99,2830,mavis beacon teaches typing 17 standard ( pc/mac ) encore,,19.99
No,0,827,m-audio pro tools m-powered 7.3 m-audio compatible world-class production software,m-audio,299.99,3024,sibelius sibelius 5 software music production software,sibelius-software-ltd .,449.95
No,0,161,gods : lands of infinity special edition,strategy first,29.99,2982,reader rabbit kindergarten special 2-cd edition,,12.95
No,0,72,midway arcade treasures ( jewel case ),encore software,9.99,3106,geometry ( win/mac ) ( jewel case ) ( 10158 ),,9.59
No,0,94,warlords 3 ( jewel case ),red-orb-entertainment,,3108,total 3d home deluxe ( jewel case ) ( jce-th6 ),,9.59
No,0,882,marine aquarium + sharks,encore software,9.95,402,encore marine aquarium 2.0,,19.99
No,0,396,quickbooks premier non-profit edition 2005,intuit inc.,499.95,1099,quickbooks ( r ) premier 2003,,499.99
No,0,211,microsoft entertainment pack ce,microsoft,49.5,2423,microsoft student with encarta premium 2008 complete package,,43.6
No,0,1318,treasure mountain ! ( jewel case ) ages 5-9 for win/mac,riverdeep,9.99,3106,geometry ( win/mac ) ( jewel case ) ( 10158 ),,9.59
No,0,532,quickbooks pro 2007 for mac ( mac ),intuit,199.95,1307,quickbooks ( r ),,103.99
No,0,512,microsoft windows xp professional upgrade with sp2,microsoft software,199.99,1514,microsoft windows vista home basic upgrade ( pc ),,99.99
No,0,781,microsoft excel 2004 ( mac ),microsoft,229.99,1162,microsoft ( r ) access 2007,,109.99
No,0,578,microsoft office excel 2007,microsoft,229.95,2850,microsoft office 2004 for students and teachers ( mac ),,134.99
No,0,620,adobe premiere pro cs3,adobe,799.0,893,adobe cs3 design premium upgrade,,619.99
No,0,203,lotus dev . mqseries link for r/3-v 1.2 cd sol 04l1671 ),lotus development corp,,60,04l1671 ibm websphere mq link for r/3 v. 1.2 complete package 1 server cd -,,12567.39
No,0,320,quicken 2007 premier,intuit,79.95,3034,quickbooks pro 2007 win,,192.26
No,0,270,adobe acrobat 7.0 professional,adobe,449.99,533,adobe acrobat v8 .0 professional for mac,,405.99
No,0,316,f-secure internet security 2007 3 pcs,global-marketing-partners,79.99,1907,pcnf0040 pc-cillin internet security 2007 complete package 3 users federal win,,29.02
No,0,678,instant immersion german v2 .0 ( pc & mac ),topics entertainment,29.99,3022,instant immersion 33 languages,,47.36
No,0,1115,punch ! master landscape professional & home design v 10.0,punch ! software,69.95,783,punch software 20100 punch ! 5 in 1 home design,punch software,35.99
No,0,415,bodyworks 6.0 25-user building site license,learning company,399.95,2879,bodyworks 6.0 25-user building site license,,89.95
No,0,1264,punch ! professional home design suite,punch ! software,69.99,3060,resume maker professional 12,,17.95
No,0,614,microsoft works suite 2006,microsoft,99.0,2480,microsoft b21-00806 ae mappoint 2006 cd,,50.39
No,0,1139,cakewalk sonar 6 producer ed,cakewalk,799.0,2167,cakewalk sonar 6 studio edition software music production software,,279.95
No,0,344,ubi soft star wars activity center windows ),ubi soft,29.99,1881,the beginners bible : noah 's ark activity center : activity center,,9.95
No,0,649,mcafee total protection 2007 3 users,mcafee,99.99,69,mtp07emb3rua mcafee total protection 2007 complete package 3 users cd mini-box wi,,86.94
No,0,1148,sibelius 4 professional edition,sibelius-software-ltd .,599.99,3024,sibelius sibelius 5 software music production software,sibelius-software-ltd .,449.95
No,0,858,microsoft onenote 2007 upgrade,microsoft,79.95,945,microsoft office 2004 student/teacher,,145.99
No,0,30,adobe fireworks cs3 [ mac ],adobe,299.0,568,adobe fireworks cs3 academic,,99.99
No,0,253,filemaker mobile 8 for palm os and pocket pc,filemaker,69.0,1781,td824ll/a filemaker mobile v. 8 complete package 1 user cd win mac palm os,,66.15
No,0,781,microsoft excel 2004 ( mac ),microsoft,229.99,2480,microsoft b21-00806 ae mappoint 2006 cd,,50.39
No,0,142,ca brightstor arcserve backup r11 .1 for netware tape library option service pack,computer associates,,1809,babnbr1111s05 brightstor arcserve backup tape library option for netware w/sp1 v. 11.1 -,,643.42
No,0,106,cisco security server agent for windows and solaris license 100 agents win solaris csa-b100-srvr-k9 ),cisco-systems-enterprise,,2469,cisco csa-b250-dtop-k9 cisco security desktop agent win + sol 250 agent bundle cisco security desktop agent license 250 agents 0746320832500,,10267.54
No,0,751,project x project management software,marware,199.95,2735,practical software maintenance : best practices for managing your software,,90.0
No,0,1290,punch ! home design architectural series 4000 v10,punch ! software,199.99,1048,punch software 42100 punch ! home design architectural series 18 complete product architectural 1 user ( s ) complete product standard english pc,,108.97
No,0,30,adobe fireworks cs3 [ mac ],adobe,299.0,331,adobe indesign cs3 for mac,,725.99
No,0,553,adobe indesign cs3 upgrade from pagemaker,adobe,199.0,521,adobe cs3 design premium,,1865.99
No,0,271,microsoft office small business 2007,microsoft software,735.33,36,t74-00004 microsoft windows small business server 2003 license 20 additional user cals,,1834.4
No,0,1349,adobe creative suite cs3 web standard upsell [ mac ],adobe,799.0,917,adobe cs3 design standard upsell,,934.99
No,0,452,adobe after effects cs3,adobe,999.0,932,adobe contribute cs3,,155.99
No,0,113,microsoft licenses win svr 2003 ext conn lic ( r3900292 ),microsoft licenses,3371.85,3117,microsoft windows terminal server 2003 client additional license for users - 5 user ( 824048 ),,719.04
No,0,654,acrobat professional 8 ( windows ),adobe,273.0,1083,punch software 14100 punch ! professional home design suite for windows,punch software,62.99
No,0,1158,burning monkey solitaire 2005 edition,freeverse software,24.99,920,freeverse burning monkey mahjong 3d,,24.99
No,0,284,sibelius 5 educational edition,sibelius-software-ltd .,329.0,208,steinberg software cubase se 3.0 educational edition,,145.73
No,0,1284,punch ! master landscape & home design,punch ! software,99.99,2510,punch software 26100 punch ! master landscape and home design ( small box ),punch software,45.99
No,0,327,world of wild cats,arc media inc.,19.95,3114,world of wild cats,,8.95
No,0,513,mavis beacon typing 17 ( win/mac ),encore software,19.99,1093,mavis beacon ( r ) teaches typing v. 17 deluxe,,37.99
No,0,516,adobe creative suite cs3 design premium upgrade [ mac ],adobe,599.0,911,adobe cs3 production premium academic,,569.99
No,0,412,adobe creative suite cs3 web premium upsell [ mac ],adobe,1399.0,426,adobe cs3 production premium upgrade,,822.99
No,0,772,adobe illustrator cs3 [ mac ],adobe,599.0,324,adobe cs3 web premium,,1659.99
No,0,722,steinberg nuendo 3 digital audio software,steinberg,2499.0,3167,software,,46.99
No,0,12,microsoft sql server standard edition 2005 64 bit cd/dvd 5 client,microsoft,1849.0,904,microsoft office 2004 standard,,369.99
No,0,348,microsoft office & windows training,topics entertainment,29.99,2165,microsoft microsoft office pro 2004 software suite mac apple & mac software,,498.95
No,0,772,adobe illustrator cs3 [ mac ],adobe,599.0,151,adobe indesign cs3 for mac upgrade,,205.99
No,0,1334,adobe creative suite cs3 web standard,adobe,999.0,71,29270055 adobe creative suite 3 web standard complete package 1 user cd win uni,,1056.98
No,0,536,adobe photoshop elements 4.0 ( mac ),adobe,89.99,1180,adobe ( r ) photoshop ( r ) 7.0 upgrade for pc,,679.99
No,0,1061,datawatch monarch v7 ntwk-starter cd most 8u fpm32c070-a08n ),datawatch,,2226,monarch std ( v9 .0 ) network starter 4-user rtl box datawatch fpm32c090-a04n,,1157.21
No,0,355,zonealarm internet security suite,zone labs,49.99,2489,symantec 10725608 norton internet security 2007 internet security 1 user ( s ) pc,,64.97
No,0,515,instant immersion spanish deluxe 2.0,topics entertainment,49.99,1666,instant immersion italian audio ( audio book ),,19.95
No,0,614,microsoft works suite 2006,microsoft,99.0,1686,word mac 2004 microsoft d48-00487,,157.18
No,0,1118,adobe creative suite cs3 master collection upsell,adobe,1999.0,3188,adobe creative suite 3 web standard complete package academic cd mac,,369.0
No,0,521,microsoft sql server developer edition 2005 cd/dvd,microsoft software,49.95,1864,124-00458 microsoft visual studio team edition 2005 for software developers complete pac,,5159.29
No,0,1262,adobe flash pro cs3 upgrade [ mac ],adobe,199.0,190,adobe premiere pro cs3,,825.99
No,0,558,instant immersion spanish 2.0,topics entertainment,29.99,845,topics entertainment instant immersion italian 2.0,,17.55
No,0,627,reader rabbit kindergarten version 1.1,the learning company,9.99,2946,reader rabbit learn to read with phonics ! preschool & kindergarten,,12.95
No,0,705,professional home design suite platinum,punch ! software,99.95,2447,punch software 86100 prof home design platinum v10 sb win 98 me nt 2000 xp,,84.97
No,0,615,adobe creative suite cs3 design standard upgrade,adobe,399.0,1842,29300183dm adobe creative suite 3 design standard media tlp tlp nonprofit download -,,20.97
No,0,505,norton internet security mac 3.0 [ antivirus firewall privacy controls iclean ],symantec,99.95,1762,norton internet security ( v3 .0 ) mac symantec 10069614-in,,83.43
No,0,572,adobe dreamweaver cs3 upgrade,adobe,199.0,151,adobe indesign cs3 for mac upgrade,,205.99
No,0,26,adobe premiere pro cs3 upgrade,adobe,299.0,371,adobe photoshop cs3 for mac upgrade,,189.99
No,0,689,family tree maker version 16 collectors edition,encore software,,2932,encore software 10881 family tree maker version 16 standard sb cs by family tree maker,,42.97
No,0,1282,adobe after effects cs3,adobe,999.0,1923,adobe software 22070152 after effects 6.5 pbupgrd,,507.0
No,0,382,adobe production studio premium,adobe,1699.0,4,production prem cs3 mac upgrad,adobe software,805.99
No,0,1001,printmaster 17 platinum by encore software,encore software,39.99,2339,encore software 10478 encore printmaster v. 17.0 gold complete product creativity application 1 user ( s ) complete product standard pc,,17.97
No,0,602,adobe creative suite cs3 design standard upgrade [ mac ],adobe,399.0,521,adobe cs3 design premium,,1865.99
No,0,588,adobe creative suite cs3 design standard [ mac ],adobe,1199.0,923,adobe indesign cs3 for mac upgrade from pagemaker,,205.99
No,0,522,microsoft visio standard 2007,microsoft,259.95,2959,microsoft windows vista business full version,,249.95
No,0,895,hoyle card games 2007,encore software,19.99,1118,hoyle ( r ) card games 2007,,19.99
No,0,951,microspot macdraft professional ( mac ),microspot ltd.,349.99,367,adobe acrobat v8 .0 professional for mac upgrade,,145.99
No,0,26,adobe premiere pro cs3 upgrade,adobe,299.0,2393,adobe production premium cs3 software suite for mac av production software,,1698.95
No,0,1001,printmaster 17 platinum by encore software,encore software,39.99,2067,encore software 11941 the print shop zoom,,17.97
No,0,218,microsoft upg win small business svr cal t74-01215 ),microsoft corporation,330.14,73,cabprenaen150 ca business protection suite for microsoft small business server premium edition,,666.65
No,0,890,instant immersion japanese deluxe 2.0,topics entertainment,39.99,196,topics entertainment instant immersion spanish advanced audio,,12.05
No,0,389,instant immersion japanese 2.0,topics entertainment,19.99,845,topics entertainment instant immersion italian 2.0,,17.55
No,0,1176,valuesoft tune transfer for ipod software for windows xp,valuesoft,29.95,2314,pinnacle mobile media organizer software for windows ipod software,,39.95
No,0,1078,3d home architect home v. 8 by encore software,encore software,39.99,2561,encore software 10393 network now ! pro by encore,,33.97
No,0,380,kaspersky anti-virus 6.0,kaspersky lab,59.95,1931,01-ssc-7544 sonicwall email anti-virus kaspersky and sonicwall time zero subscription lice,,9712.66
No,0,276,instant immersion 33 languages,topics entertainment,49.99,2062,instant immersion language lab deluxe edition,,14.9
No,0,531,microsoft windows server 2003 client additional license for users-5 pack,microsoft,809.0,36,t74-00004 microsoft windows small business server 2003 license 20 additional user cals,,1834.4
No,0,465,adobe creative suite cs3 web standard upgrade [ mac ],adobe,399.0,1842,29300183dm adobe creative suite 3 design standard media tlp tlp nonprofit download -,,20.97
No,0,731,instant immersion italian platinum,topics entertainment,129.99,423,topics entertainment instant immersion japanese crash course,,6.56
No,0,92,computrace lojack for laptops 4 year subscription,absolute software,119.99,2219,absolute software lfl-m2-12 computrace lojack for laptops 1 year license mac 10.2 or higher,,44.97
No,0,865,cakewalk sonar home studio 6,cakewalk,139.0,2205,cakewalk sonar 5 producer edition music production software,,379.95
No,0,578,microsoft office excel 2007,microsoft,229.95,1182,microsoft ( r ) office word 2004 for mac full version,,231.29
No,0,604,microsoft office small business 2007 full version,microsoft,449.95,2818,microsoft windows vista business ( pc ),,299.99
No,0,1186,adobe creative suite cs3 web standard [ mac ],adobe,999.0,3188,adobe creative suite 3 web standard complete package academic cd mac,,369.0
No,0,608,adobe creative suite cs3 web premium upgrade [ mac ],adobe,499.0,324,adobe cs3 web premium,,1659.99
No,0,516,adobe creative suite cs3 design premium upgrade [ mac ],adobe,599.0,921,adobe cs3 production premium,,1749.99
No,0,517,adobe photoshop cs3 [ mac ],adobe,649.0,1180,adobe ( r ) photoshop ( r ) 7.0 upgrade for pc,,679.99
No,0,946,the print shop 21 deluxe by broderbund,encore software,,2547,encore software 10072 mavis beacon typing 17 deluxe by broderbund,,33.97
No,0,1122,apple xsan ( mac ),apple,,442,apple mac os x 10.4.6 tiger,,119.99
No,0,223,symantec client security 3.1 with groupware protection business pack 50 user,symantec,3732.0,82,10517940 symantec client security with groupware protection business pack v. 3.1 -,,3323.92
No,0,229,vcomm system suite professional 7,avanquest,49.95,700,individual software inc systemsuite 8 professional ( us pos ),,46.42
No,0,602,adobe creative suite cs3 design standard upgrade [ mac ],adobe,399.0,257,adobe cs3 after effects upgrade,,306.99
No,0,250,adobe after effects professional 7.0,adobe,999.0,2792,adobe dv rack 2.0 hd software for windows professional editing software,,499.0
No,0,6,adobe after effects professional 6.5 upgrade from standard to professional,adobe,499.99,254,adobe cs3 web standard upsell,,819.99
No,0,211,microsoft entertainment pack ce,microsoft,49.5,998,microsoft word 2004,,209.99
No,0,511,microsoft publisher 2007 version upgrade,microsoft,99.95,1162,microsoft ( r ) access 2007,,109.99
No,0,897,adobe creative suite cs3 production premium upsell,adobe,1199.0,2112,adobe production premium cs3 software suite for windows professional editing software,,1698.95
No,0,519,microsoft student with encarta premium 2008 dvd,microsoft,49.95,1788,fb7-00576 microsoft encarta premium 2007 media volume cd win french,,23.53
No,0,76,adobe acrobat capture 3.0 22101258 ),adobe,299.99,3003,adobe acrobat professional 7,,350.0
No,0,512,microsoft windows xp professional upgrade with sp2,microsoft software,199.99,2688,sony vegas7 .0 + dvd editing software with sound forge 8 for windows professional editing software,,549.95
No,0,118,crystal reports xi professional edition,business objects,495.0,3160,microsoft ( r ) windows ( r ) xp professional edition with sp2,,199.99
