label_str,ltable_id,rtable_id,label,id_x,title_x,manufacturer_x,price_x,id_y,title_y,manufacturer_y,price_y
No,797,357,0,797,zero-g pro pack for garageband ( appleloops ),zero-g,169.95,357,apple garageband jam pack : symphony orchestra,,95.99
No,474,3091,0,474,microsoft asp net web matrix,microsoft,30.0,3091,microsoft ( r ) word 2007,,109.99
No,554,3009,0,554,instant immersion german deluxe 2.0,topics entertainment,39.99,3009,instant immersion japanese 2.0,,22.43
No,851,2765,0,851,punch ! professional home design platinum v10,punch ! software,99.0,2765,punch software 41100 punch ! home design architectural series 18,punch software,118.99
No,554,2501,0,554,instant immersion german deluxe 2.0,topics entertainment,39.99,2501,instant immers french dlx 2,,27.57
No,588,1865,0,588,adobe creative suite cs3 design standard [ mac ],adobe,1199.0,1865,19700045 adobe creative suite 3 web premium complete package 1 user cd mac univ,,1691.87
No,251,1715,0,251,microsoft crm small business ed cal 3.0 license pack user cal,microsoft software,9929.0,1715,r18-00144 microsoft windows server license & software assurance 1 cal open business,,41.58
No,804,2291,0,804,digidesign music production toolkit ( pro tools le ),digidesign,495.0,2291,apple/emagic logic pro 7.2 software music production software,,999.0
No,1118,355,0,1118,adobe creative suite cs3 master collection upsell,adobe,1999.0,355,adobe cs3 after effects,,1025.99
No,791,3039,0,791,hoyle kids ' games jc,encore,9.99,3039,hoyle card games,,9.95
No,1138,894,0,1138,net ad creator,laughing bird,39.99,894,laughingbird the logo creator,,34.99
No,1186,2393,0,1186,adobe creative suite cs3 web standard [ mac ],adobe,999.0,2393,adobe production premium cs3 software suite for mac av production software,,1698.95
No,139,1865,0,139,adobe creative suite cs3 design premium upsell [ mac ],adobe,1599.0,1865,19700045 adobe creative suite 3 web premium complete package 1 user cd mac univ,,1691.87
No,550,2959,0,550,windows vista business spanish full version [ dvd ],microsoft,329.95,2959,microsoft windows vista business full version,,249.95
No,114,1036,0,114,quickbooks pos : pro multistore 6.0,intuit inc.,1399.95,1036,quickbooks ( r ) pro 2007 edition 3-user,,499.99
No,773,1182,0,773,microsoft office mac 2004 english 3pk dsp 731-01163 ),microsoft corporation,,1182,microsoft ( r ) office word 2004 for mac full version,,231.29
No,515,3048,0,515,instant immersion spanish deluxe 2.0,topics entertainment,49.99,3048,instant immersion italian 2.0,topics entertainment,20.99
No,774,533,0,774,adobe software acrobat pro upgrd pro-pro mac ( adbcd01798mc ),adobe software,273.0,533,adobe acrobat v8 .0 professional for mac,,405.99
No,1111,2839,0,1111,apple final cut studio 2 ( mac ),apple,1299.0,2839,adobe flash cs3 professional ( mac ),,699.0
No,49,2045,0,49,reference success deluxe 2006,topics entertainment,49.95,2045,high school success deluxe 2006,,7.9
No,496,3093,0,496,microsoft windows vista business 32-bit for system builders,microsoft,179.99,3093,microsoft ( r ) windows vista ( tm ) home basic,,99.99
No,490,1075,0,490,microsoft visual studio professional 2005 upgrade,microsoft software,549.0,1075,microsoft ( r ) excel 2007,,109.99
No,1242,1879,0,1242,peachtree by sage premium accounting 2007,sage software,499.99,1879,sage ( ptree ) vernfp2007rt premium accounting for nonprofits 2007,,590.35
No,557,426,0,557,adobe creative suite cs3 production premium,adobe,1699.0,426,adobe cs3 production premium upgrade,,822.99
No,521,53,0,521,microsoft sql server developer edition 2005 cd/dvd,microsoft software,49.95,53,395-03824 microsoft exchange server 2007 enterprise edition complete package 1 server,,6594.2
No,1176,2759,0,1176,valuesoft tune transfer for ipod software for windows xp,valuesoft,29.95,2759,pinnacle mobile media converter software for windows ipod software,,29.95
No,1148,3024,0,1148,sibelius 4 professional edition,sibelius-software-ltd .,599.99,3024,sibelius sibelius 5 software music production software,sibelius-software-ltd .,449.95
No,211,289,0,211,microsoft entertainment pack ce,microsoft,49.5,289,entertainment partners ep budgeting for film,,415.99
No,322,3032,0,322,adobe premiere pro 2.0,adobe,849.0,3032,premiere pro cs3 mac upgrade,,320.25
No,271,959,0,271,microsoft office small business 2007,microsoft software,735.33,959,microsoft windows vista business retail no open box returns,,299.99
No,346,3095,0,346,mcafee internet security suite 2007 3 users,mcafee,89.99,3095,f-secure internet security 2007 3 pcs ( global marketing partners ),global-marketing-partners,63.35
No,138,1819,0,138,sonicwall gms standard edition 10 node license,sonicwall,,1819,01-ssc-7309 sonicwall cfs standard edition for sonicwall pro 1260/2040/3060 / 4060 subscript,,2124.92
No,523,1169,0,523,microsoft windows vista ultimate full version [ dvd ],microsoft,399.95,1169,microsoft ( r ) windows vista ( tm ) home premium,,239.99
No,518,3029,0,518,microsoft office 2004 standard upgrade ( mac ),microsoft,239.99,3029,microsoft mappoint 2006 with gps locator ( pc ),,349.99
No,553,1564,0,553,adobe indesign cs3 upgrade from pagemaker,adobe,199.0,1564,adobe dreamweaver cs3 upgrade windows,,236.74
No,225,3199,0,225,microsoft powerpoint 2004 ( mac ),microsoft,229.99,3199,microsoft ( r ) office ultimate 2007,,539.95
No,951,533,0,951,microspot macdraft professional ( mac ),microspot ltd.,349.99,533,adobe acrobat v8 .0 professional for mac,,405.99
No,157,1135,0,157,adobe photoshop elements 4.0 plus adobe premiere elements 2.0 complete package 1 user cd mini-box win canadian french 29180162 ),adobe systems inc,,1135,adobe photoshop cs3 extended complete package 1 user academic cd mac,,279.0
No,137,1758,0,137,netmanage rumba unix-hp edition v. 7.3 upgrade license 902453-006 ),netmanage,,1758,bhe3dus installanywhere enterprise edition v. 8 product upgrade license + 1 year,,4746.16
No,355,793,0,355,zonealarm internet security suite,zone labs,49.99,793,panda software panda internet security 2007,,69.99
No,1136,3185,0,1136,mediafour macdrive 6 for windows,mediafour corporation,49.99,3185,quark quarkxpress 7 upgrade for mac & windows,,244.99
No,320,3063,0,320,quicken 2007 premier,intuit,79.95,3063,quickbooks pro 2007 3 user,intuit,398.99
No,518,3091,0,518,microsoft office 2004 standard upgrade ( mac ),microsoft,239.99,3091,microsoft ( r ) word 2007,,109.99
No,1242,1385,0,1242,peachtree by sage premium accounting 2007,sage software,499.99,1385,laser checks for peachtree ( r ) accounting for windows 8.0-2005,,106.29
No,572,192,0,572,adobe dreamweaver cs3 upgrade,adobe,199.0,192,adobe cs3 flash professional upgrade,,205.99
No,40,2067,0,40,the print shop 22 deluxe,encore,49.99,2067,encore software 11941 the print shop zoom,,17.97
No,934,2999,0,934,panda antivirus 2007,panda software,29.95,2999,norton antivirus 2007 3 user pack,,49.95
No,736,367,0,736,adobe creative suite cs3 production premium upgrade,adobe,799.0,367,adobe acrobat v8 .0 professional for mac upgrade,,145.99
No,990,2172,0,990,power production storyboard artist 4,power production,,2172,power production storyboard quick 5 software for mac and windows animation software,,299.0
No,661,566,0,661,adobe cs3 design standard macosx dvd,adobe,399.0,566,adobe cs3 web standard,,1035.99
No,1242,1273,0,1242,peachtree by sage premium accounting 2007,sage software,499.99,1273,peachtree ( r ) compatible continuous checks-office accounting 12.0,,91.59
No,592,897,0,592,adobe after effects cs3 upgrade,adobe,299.0,897,adobe contribute cs3 upgrade,,82.99
No,551,1757,0,551,symc backup exec sbs aws 11d win sbs agent for windows systems,symantec,447.74,1757,10759328 symantec backup exec 11d for windows servers agent for db2 on windows servers -,,644.84
No,763,3116,0,763,station access collection,sony-creative-software,29.99,3116,ultimate puzzle collection,,9.95
No,371,1514,0,371,microsoft powerpoint 2004 upgrade ( mac ),microsoft,109.99,1514,microsoft windows vista home basic upgrade ( pc ),,99.99
No,1145,2816,0,1145,microsoft office 2004 standard ( mac ),microsoft,399.99,2816,microsoft word 2007 upgrade ( pc ),,109.95
No,105,3016,0,105,instant immersion spanish ( audio book ),topics entertainment,,3016,instant immers italian dlux 2 .,,36.11
No,1098,1248,0,1098,rollercoaster tycoon 3 ( mac ),aspyr media,49.99,1248,roller coaster tycoon 3 for pc,,29.99
No,1246,199,0,1246,peachtree by sage complete accounting 2007,sage software,269.99,199,sage ( ptree ) premium accounting for manufacturing 2007 multi-user,,1180.37
No,918,2602,0,918,recam remote monitoring software,mobi-technologies-inc .,129.0,2602,corel ulead dvd workshop 2 authoring software,,299.95
No,586,2112,0,586,quickbooks premier professional services edition 2007,intuit,399.95,2112,adobe production premium cs3 software suite for windows professional editing software,,1698.95
No,947,1685,0,947,britannica deluxe,avanquest software,29.95,1685,britannica deluxe 2008,,26.5
No,369,2089,0,369,tlc arthur 's kindergarten learning system 2008,encore,19.99,2089,encore software 13871 tlc reader rabbit 1st grade learning system 2008,,17.97
No,283,3106,0,283,tonka town ( jewel case ),atari,9.99,3106,geometry ( win/mac ) ( jewel case ) ( 10158 ),,9.59
No,1269,2926,0,1269,punch 5 in 1 home design,punch ! software,39.99,2926,punch software 41100 punch ! home design architectural series 18,punch software,118.99
No,412,950,0,412,adobe creative suite cs3 web premium upsell [ mac ],adobe,1399.0,950,adobe cs3 master collection upsell from cs1,,2054.99
No,925,2804,0,925,instant play guitar deluxe v2 .,topics entertainment,39.48,2804,instant immersion spanish deluxe 2.0 topics,,39.99
No,662,2513,0,662,microsoft windows terminal server 2003 client additional license for users - 5 user,microsoft,669.0,2513,microsoft r18-00908 windows server 2003 client access license 20-pack ( per user ),microsoft,688.99
No,1080,2011,0,1080,adventure workshop 4th-6th grade 7th edition,encore software,19.99,2011,encore software 10590 adventure workshop preschool 1st grade 7th ed sb cs by riverdeep,,17.97
No,1345,2757,0,1345,jumpstart advanced preschool v2 .0,knowledge adventure,19.99,2757,jumpstart advanced 3rd grade ( pc/mac ) knowledge adventure,,19.99
No,924,1118,0,924,hoyle casino ( 2007 ),encore,19.99,1118,hoyle ( r ) card games 2007,,19.99
No,522,2959,0,522,microsoft visio standard 2007,microsoft,259.95,2959,microsoft windows vista business full version,,249.95
No,26,3019,0,26,adobe premiere pro cs3 upgrade,adobe,299.0,3019,premiere pro cs3 mac,,808.15
No,128,1789,0,128,procurve vpn client software unlimited client licenses,hewlett packard,,1789,sr2116010 safenet softremote vpn client license 5 users win,,184.57
No,772,151,0,772,adobe illustrator cs3 [ mac ],adobe,599.0,151,adobe indesign cs3 for mac upgrade,,205.99
No,1272,1032,0,1272,punch ! home design architectural series 18,punch ! software,129.99,1032,punch software 38100 punch ! super home suite complete product architectural 1 user complete productcomplete productstandard english pc,,45.97
No,606,1183,0,606,microsoft office 2004 professional ( mac ),microsoft,499.99,1183,web easy ( r ) professional 6,,49.99
No,858,1159,0,858,microsoft onenote 2007 upgrade,microsoft,79.95,1159,microsoft ( r ) office 2004 for mac standard edition upgrade version,,234.95
No,412,426,0,412,adobe creative suite cs3 web premium upsell [ mac ],adobe,1399.0,426,adobe cs3 production premium upgrade,,822.99
No,333,2524,0,333,adobe after effects 7.0 professional ( mac ),adobe,999.0,2524,adobe after effects cs3 professional software for windows effects software,,998.95
No,371,1162,0,371,microsoft powerpoint 2004 upgrade ( mac ),microsoft,109.99,1162,microsoft ( r ) access 2007,,109.99
No,838,2209,0,838,computrace lojack for laptops 3 year license ( mac ),absolute software,99.95,2209,absolute software lfl-n2-36 computrace lojack for laptops 3 year license ( win 2000 xp ),,85.97
No,1287,1033,0,1287,punch ! 5 in 1 home design,punch ! software,39.99,1033,punch software 84100 punch ! home design architectural series 4000 v. 10.0 architectural pc,,168.97
No,635,403,0,635,family tree maker version 16 essentials,encore,29.95,403,encore inc family tree maker 2008 platinum,,85.07
No,1055,243,0,1055,high school advantage 2007,encore software,29.95,243,encore inc math advantage 2008,,33.89
No,157,2503,0,157,adobe photoshop elements 4.0 plus adobe premiere elements 2.0 complete package 1 user cd mini-box win canadian french 29180162 ),adobe systems inc,,2503,adobe premiere elements 3 and photoshop elements 5 software for windows consumer video editing software,,149.95
No,593,371,0,593,adobe indesign cs3 upgrade [ mac ],adobe,199.0,371,adobe photoshop cs3 for mac upgrade,,189.99
No,512,2154,0,512,microsoft windows xp professional upgrade with sp2,microsoft software,199.99,2154,adobe after effects professional 7 software for windows effects software,,999.0
No,320,264,0,320,quicken 2007 premier,intuit,79.95,264,intuit inc quickbooks premier edition 2007 5 user,,1309.31
No,753,2206,0,753,microsoft office & windows training professional,topics entertainment,49.95,2206,microsoft office 2004 software suite oem mac apple & mac software,,239.95
No,923,897,0,923,adobe illustrator cs3 upgrade [ mac ],adobe,199.0,897,adobe contribute cs3 upgrade,,82.99
No,93,1512,0,93,microsoft office frontpage 2003 academic version windows ),microsoft,159.98,1512,microsoft w87-02380 office sbe 2007 win32,,400.34
No,393,137,0,393,microsoft visual studio test agent 2005 cd 1 processor license,microsoft software,5099.0,137,f1q-00302 microsoft visual studio 2005 professional edition upgrade package + msdn profe,,757.74
No,541,2837,0,541,microsoft onenote 2007,microsoft,99.95,2837,microsoft money 2007 home and business ( pc ),,89.99
No,1246,1236,0,1246,peachtree by sage complete accounting 2007,sage software,269.99,1236,peachtree ( r ) complete iii for dos 5.0-10 .0 continuous checks,,144.59
No,613,3113,0,613,math missions : the amazing arcade adventure grades 3-5,scholastic,19.99,3113,math missions : the race to spectacle city arcade ( grades k-2 ),,8.49
No,654,367,0,654,acrobat professional 8 ( windows ),adobe,273.0,367,adobe acrobat v8 .0 professional for mac upgrade,,145.99
No,1176,2201,0,1176,valuesoft tune transfer for ipod software for windows xp,valuesoft,29.95,2201,adobe captivate 2 software for windows presentation software,,598.95
No,326,3,0,326,math missions : the race to spectacle city arcade ( grades k-2 ),scholastic,29.95,3,math missions : the amazing arcade adventure ( grades 3-5 ),,12.95
No,571,137,0,571,microsoft visio standard 2007 version upgrade,microsoft,129.95,137,f1q-00302 microsoft visual studio 2005 professional edition upgrade package + msdn profe,,757.74
No,362,3099,0,362,national geographic photo gallery ( jewel case ),topics entertainment,9.99,3099,merriam-webster 's dictionary ( win/mac ) ( jewel case ) ( 10462 ),,9.59
No,3,1256,0,3,peachtree by sage premium accounting for nonprofits 2007,sage software,599.99,1256,peachtree ( r ) compatible continuous forms-accounting for windows 8.0-2004 version,,199.99
No,804,2401,0,804,digidesign music production toolkit ( pro tools le ),digidesign,495.0,2401,make songwriter software music production software,,37.95
No,1284,3026,0,1284,punch ! master landscape & home design,punch ! software,99.99,3026,punch software 90500 home design studio mac,punch software,135.99
No,606,3160,0,606,microsoft office 2004 professional ( mac ),microsoft,499.99,3160,microsoft ( r ) windows ( r ) xp professional edition with sp2,,199.99
No,837,2606,0,837,adobe photoshop cs3 extended upgrade [ mac ],adobe,349.0,2606,adobe photoshop cs3 extended software full version for macintosh,,969.0
No,44,3022,0,44,instant immersion language lab deluxe edition,topics entertainment,,3022,instant immersion 33 languages,,47.36
No,1111,127,0,1111,apple final cut studio 2 ( mac ),apple,1299.0,127,ma888z/a final cut studio v. 2 version upgrade package 1 seat dvd mac,,460.7
No,1101,2889,0,1101,steinberg cubase studio 4,steinberg,499.99,2889,steinberg studio case 2 music production system educational discount music production software,,164.95
No,1105,2161,0,1105,punch ! master landscape & home design,punch ! software,59.99,2161,instant landscape design 3.0,,17.9
No,944,1117,0,944,registry mechanic by encore software,encore software,46.52,1117,software,,736.95
No,986,2130,0,986,cubase 4 competitive crossgrade,steinberg ( yamaha ),549.99,2130,steinberg wavelab studio 6 audio editing software competitive crossgrade music production software,,199.95
No,322,2308,0,322,adobe premiere pro 2.0,adobe,849.0,2308,adobe premiere pro cs3 video editing software for mac av production software,,798.95
No,146,2816,0,146,microsoft mappoint 2006 standard edition,microsoft,299.0,2816,microsoft word 2007 upgrade ( pc ),,109.95
No,256,1774,0,256,hallmark card studio 2005 deluxe,sierra home,49.99,1774,sierrahome hse hallmark card studio special edition win 98 me 2000 xp,sierrahome,19.26
No,274,3021,0,274,instant immersion italian 2.0,topics entertainment,29.99,3021,instant immers spanish dlux 2,,36.11
No,378,2993,0,378,aquarium 3-in-one collection ( win/mac ),encore software,19.99,2993,fallout collection ( dvd-rom ),,24.49
No,348,2165,0,348,microsoft office & windows training,topics entertainment,29.99,2165,microsoft microsoft office pro 2004 software suite mac apple & mac software,,498.95
No,1170,1085,0,1170,steinberg cubase 4 digital audio software,steinberg,999.99,1085,sony media software sound forge 9 digital audio production suite music production software,,299.95
No,737,955,0,737,adobe photoshop cs2 ( mac ) [ old version ],adobe,649.0,955,adobe pagemaker 7.0 for mac version upgrade,,79.99
No,175,2833,0,175,diskeeper 2007 professional single lic pack,diskeeper corporation,79.21,2833,microsoft office accounting professional 2007 ( pc ),,229.95
No,516,531,0,516,adobe creative suite cs3 design premium upgrade [ mac ],adobe,599.0,531,adobe cs3 web premium upgrade,,517.99
No,176,3022,0,176,instant immersion japanese ( audio book ),topics entertainment,,3022,instant immersion 33 languages,,47.36
No,1244,1319,0,1244,peachtree by sage pro accounting 2007,sage software,169.99,1319,laser checks for peachtree ( r ) accounting for windows 8.0-2005,,106.29
No,1095,952,0,1095,allume aquazone seven seas deluxe,allume,38.89,952,allume aquazone bass edition,smith-micro-software,19.99
No,1013,3192,0,1013,marine aquarium 2.0 ( pc & mac ),encore,29.99,3192,marine aquarium & goldfish aquarium,,19.99
No,572,485,0,572,adobe dreamweaver cs3 upgrade,adobe,199.0,485,adobe illustrator cs3 upgrade from freehand for mac,,206.99
No,597,3161,0,597,adobe creative suite cs3 design premium [ mac ],adobe,1799.0,3161,adobe creative suite 3 ( cs3 ) design suite standard upgrade ( upsell ) mac,,859.96
No,497,915,0,497,microsoft data analyzer 2002,microsoft,179.0,915,microsoft office 2004 std upgrade,,219.99
No,157,744,0,157,adobe photoshop elements 4.0 plus adobe premiere elements 2.0 complete package 1 user cd mini-box win canadian french 29180162 ),adobe systems inc,,744,prw photo explosion deluxe v. 3.0 complete package 1 user cd win,,47.6
No,250,362,0,250,adobe after effects professional 7.0,adobe,999.0,362,adobe acrobat v8 .0 professional for mac academic,adobe-education-box,159.99
No,1290,1048,0,1290,punch ! home design architectural series 4000 v10,punch ! software,199.99,1048,punch software 42100 punch ! home design architectural series 18 complete product architectural 1 user ( s ) complete product standard english pc,,108.97
No,827,2291,0,827,m-audio pro tools m-powered 7.3 m-audio compatible world-class production software,m-audio,299.99,2291,apple/emagic logic pro 7.2 software music production software,,999.0
No,731,1475,0,731,instant immersion italian platinum,topics entertainment,129.99,1475,instant immersion japanese ( audio book ) ( audio book ),,19.95
No,652,499,0,652,quickverse mac bible study 2007 white box,findex,59.95,499,findex.com inc quickverse mac bible study 2007 gold box,,215.42
No,827,2471,0,827,m-audio pro tools m-powered 7.3 m-audio compatible world-class production software,m-audio,299.99,2471,adobe soundbooth cs3 audio editing software windows music production software,,198.95
No,965,2759,0,965,pinnacle mobile media organizer,pinnacle,49.99,2759,pinnacle mobile media converter software for windows ipod software,,29.95
No,1145,2877,0,1145,microsoft office 2004 standard ( mac ),microsoft,399.99,2877,microsoft office outlook 2007,,109.95
No,516,369,0,516,adobe creative suite cs3 design premium upgrade [ mac ],adobe,599.0,369,adobe cs3 design premium upsell,,1639.99
No,79,3063,0,79,ca internet security suite 2007 3 user,computer associates,69.95,3063,quickbooks pro 2007 3 user,intuit,398.99
No,517,1180,0,517,adobe photoshop cs3 [ mac ],adobe,649.0,1180,adobe ( r ) photoshop ( r ) 7.0 upgrade for pc,,679.99
No,781,1207,0,781,microsoft excel 2004 ( mac ),microsoft,229.99,1207,microsoft ( r ) works suite 2006,,99.99
No,348,1643,0,348,microsoft office & windows training,topics entertainment,29.99,1643,microsoft windows vista business 32-bit oem,,149.99
No,823,2257,0,823,microsoft word 2004 upgrade ( mac ),microsoft,109.99,2257,microsoft excel 2004 spreadsheet software mac apple & mac software,,228.95
No,1289,983,0,1289,business card factory deluxe 3.0,nova development,29.99,983,nova greeting card factory for mac,,41.99
No,734,2862,0,734,middle school success essentials,topics entertainment,29.99,2862,middle school success deluxe 2008 ( pc/mac ) topics,,49.99
No,1293,312,0,1293,systemsuite 8 professional,individual software,49.99,312,sibelius sibelius photoscore professional 4,,145.7
No,114,1367,0,114,quickbooks pos : pro multistore 6.0,intuit inc.,1399.95,1367,quickbooks ( r ),,103.99
No,937,1708,0,937,symc backup exec sbs std 11d win small business server standard,symantec,811.21,1708,10759333 symantec backup exec 11d for windows servers central admin server option compl,,1219.72
No,531,1773,0,531,microsoft windows server 2003 client additional license for users-5 pack,microsoft,809.0,1773,f89-00346 microsoft internet security and acceleration server enterprise edition license,,537.72
No,1279,3134,0,1279,palo alto business plan pro premier 2007,palo-alto-software,199.0,3134,quicken ( r ) premier 2007,,79.99
No,781,2600,0,781,microsoft excel 2004 ( mac ),microsoft,229.99,2600,microsoft word 2004 upgrade for mac os x apple & mac software,,108.95
No,859,554,0,859,onone software intellihance pro 4.1,onone software,,554,onone software plug-in suite full,,393.68
No,616,3175,0,616,microsoft windows vista home basic upgrade [ dvd ],microsoft,99.95,3175,microsoft ( r ) powerpoint ( r ) 2002 upgrade,,108.87
No,1305,891,0,1305,microsoft visual studio professional w/msdn professional 2005 renewal,microsoft software,799.0,891,microspot macdraft professional edition,,249.99
No,1251,917,0,1251,adobe acrobat standard 8.0,adobe,449.99,917,adobe cs3 design standard upsell,,934.99
No,93,2867,0,93,microsoft office frontpage 2003 academic version windows ),microsoft,159.98,2867,microsoft onenote 2007 ( pc ),,99.95
No,511,3175,0,511,microsoft publisher 2007 version upgrade,microsoft,99.95,3175,microsoft ( r ) powerpoint ( r ) 2002 upgrade,,108.87
No,516,897,0,516,adobe creative suite cs3 design premium upgrade [ mac ],adobe,599.0,897,adobe contribute cs3 upgrade,,82.99
No,1262,955,0,1262,adobe flash pro cs3 upgrade [ mac ],adobe,199.0,955,adobe pagemaker 7.0 for mac version upgrade,,79.99
No,273,1253,0,273,quickbooks credit card processing kit 3.0,intuit,39.95,1253,quickbooks ( r ),,199.99
No,991,260,0,991,instant immersion spanish audio deluxe,topics entertainment,39.95,260,topics entertainment instant immersion german 2.0,,17.55
No,229,352,0,229,vcomm system suite professional 7,avanquest,49.95,352,adobe cs3 flash professional,,724.99
No,532,1099,0,532,quickbooks pro 2007 for mac ( mac ),intuit,199.95,1099,quickbooks ( r ) premier 2003,,499.99
No,1145,3027,0,1145,microsoft office 2004 standard ( mac ),microsoft,399.99,3027,microsoft office visio standard 2007 upgrade ( pc ),,129.95
No,1282,2177,0,1282,adobe after effects cs3,adobe,999.0,2177,adobe after effects professional 7.0 software effects software,,998.95
No,1334,1612,0,1334,adobe creative suite cs3 web standard,adobe,999.0,1612,total training for adobe creative suite 3 design premium,,279.95
No,781,2137,0,781,microsoft excel 2004 ( mac ),microsoft,229.99,2137,microsoft microsoft office 2004 software suite mac education apple & mac software,,148.95
No,586,1036,0,586,quickbooks premier professional services edition 2007,intuit,399.95,1036,quickbooks ( r ) pro 2007 edition 3-user,,499.99
No,490,1105,0,490,microsoft visual studio professional 2005 upgrade,microsoft software,549.0,1105,microsoft visual basic . net standard 2003,,108.95
No,592,1564,0,592,adobe after effects cs3 upgrade,adobe,299.0,1564,adobe dreamweaver cs3 upgrade windows,,236.74
No,258,2423,0,258,microsoft visual studio team edition for software architect 2005 with msdn premium,microsoft,5479.0,2423,microsoft student with encarta premium 2008 complete package,,43.6
No,615,1146,0,615,adobe creative suite cs3 design standard upgrade,adobe,399.0,1146,adobe creative suite 3 design standard complete package 1 user academic windows,,369.0
No,571,3183,0,571,microsoft visio standard 2007 version upgrade,microsoft,129.95,3183,microsoft ( r ) money 2004 standard,,29.99
No,1042,1440,0,1042,genuine fractals print pro 4.1 sharpener pro 2.0,onone software,,1440,onone software inc. gpp-55211 genuine fractals print pro 5 1u,,274.97
No,453,548,0,453,phonics success deluxe 2006 ( large box ),topics entertainment,49.99,548,topics entertainment math success deluxe 2008,,31.06
No,1111,1409,0,1111,apple final cut studio 2 ( mac ),apple,1299.0,1409,apple software m9372z/a final cut express 2.0 upgrade,apple software,79.99
No,1008,2162,0,1008,norton internet security 2008 10 user,symantec,199.99,2162,symantec norton internet security 3.0 software for macintosh apple & mac software,,89.95
No,599,836,0,599,instant immersion french deluxe 2.0,topics entertainment,49.99,836,topics entertainment instant immersion ingles audio deluxe,,17.55
