label_str,ltable_id,rtable_id,label,id_x,title_x,category_x,brand_x,modelno_x,price_x,id_y,title_y,category_y,brand_y,modelno_y,price_y
No,278,19779,0,278,da-lite hc cinema vision tensioned advantage electrol - av format 8 x 8 diagonal,electronics - general,da-lite,89939,2595.0,19779,hc cinema vision tensioned advantage deluxe electrol - av format size 50 x 50 projection screens da-lite,,,,
No,126,21663,0,126,audiovox sirius connect home dock for sp st sv 3-5 satellite radio audiovox schdoc1 55.13,,,,,21663,audiovox sirius schdoc1p siriusconnect pro home dock black schdoc1p 47.4,car electronics,directed electronics,,
No,2445,13066,0,2445,hello kitty sms text messenger toys - games sakar 79009,,,,19.11,13066,hello kitty 79009 sms text messenger red audio video accessories hello kitty 79009-tru-red 16.99,,,,
No,889,8764,0,889,logitech wireless mouse m310 bundle computers,,,,29.88,8764,logitech wireless mouse m310 dark aces 910-002087 mice,,logitech,910-002087,24.45
No,887,20428,0,887,da-lite dual vision tensioned advantage deluxe electrol - hdtv format 92 diagonal electronics - general da-lite,,,88285,4242.99,20428,da-lite tensioned advantage electrol dual vision - projection screen motorized - 106 in projection screens da-lite,,,advantage electrol dual vision,
No,204,2306,0,204,bic mark-it retractable permanent marker fine red 1-dozen,stationery & office machinery,bic,pmr11-red,12.49,2306,bicgpm11be - mark-it fine point permanent marker bic 10.31,,,,
No,932,802,0,932,da-lite dual vision tensioned cosmopolitan electrol - av format 10 x 10 diagonal,electronics - general,da-lite,84992,2735.99,802,da-lite tensioned cosmopolitan electrol - projection screen motorized - 1 1 - dual vision projection screens da-lite cosmopolitan electrol,,,,
No,545,9656,0,545,roocase multi-angle leather case for lg g-slate 8.9-inch 4g tablet electronics - general 222052,,roocase,,35.99,9656,roocase multi-angle magenta leather folio case cover for lg g-slate 8.9-inch 4g android tablet wi-fi 4g cases sleeves roocase,,,,29.93
No,1064,21924,0,1064,chief manufacturing projector ceiling mount kit stationery & office machinery 208.8,,chief manufacturing,,,21924,chief mfg cma450 projector ceiling mount plate projector mounts chief,,,cma450,116.72
No,1869,8591,0,1869,centon 16gb datastick pro usb flash drive 2-pack bundle computers 42.0,,,,,8591,centon 16 gb datastick pro usb 2.0 flash drive dsp16gb-009 computer components dsp16gb-009 21.4,,centon,,
No,1240,1303,0,1240,visioneer prw120-wu roadwarrior patriot sheetfed scanner electronics - general,,visioneer,prw120-wu,249.98,1303,visioneer roadwarrior mobile 600 dpi usb scanner rw120-wu rw120-wu,scanners,visioneer,,
No,1513,1591,0,1513,snapshield p2 polycarbonate case ipad 2 smoke mp3 accessories scosche ipd2pcbk,,,,20.88,1591,scosche snapshield p2 polycarbonate case ipad 2 - blue ipd2pcbl laptop netbook computer accessories ipd2pcbl,,scosche,,
No,2126,19124,0,2126,pny 4gb sdhc memory card class 4 pny p-sdhc4g4-ef 8.98,usb drives,,,,19124,pny 4gb class 4 gray sd card p-sdhc4g4-ef / gray 14.79,memory cards,pny,,
No,2201,13661,0,2201,pny 4gb micro swivel attache flash drive printers pny 9.84,,,,,13661,pny micro swivel attach 4 gb usb 2.0 flash drive p-fdu4gbsv-ef sil silver pny p-fdu4gbsv-ef / sil 11.2,usb flash drives,,,
No,1632,626,0,1632,case logic high zoom camera case mp3 accessories 152256 17.59,,case logic,,,626,case logic dcb-66 high zoom camera case black case logic 25.99,cases bags,,dcb-66,
No,497,3071,0,497,hon 310 series full-suspension file,storage,hon,315cpp,549.0,3071,hon 315cps - 310 series five-drawer full-suspension file legal 26-1 2d charcoal hon 458.6,,,,
No,585,19031,0,585,iluv ipod nano 6g clear glare-free screen film mp3 accessories iluv,,,icc1113clr,11.88,19031,iluv icc1112clr ipod nano 6g clear type protective film screen protectors apple 9.0,,,,
No,1527,5049,0,1527,bic great erase grip chisel dry erase marker black 12pk gdem11-blk,stationery & office machinery,bic,,16.08,5049,bic great erase bold whiteboard dry erase black markers with chisel tip 12 pack dec11bk unknown,computers accessories,,,15.64
No,2139,13830,0,2139,agf blackberry torch 9800 9810 endo grt case black black electronics - general ha0435-m005,,agf,,25.88,13830,agf grt shell case for blackberry torch 9800 cases grt g003776r00 19.99,,,,
No,889,10725,0,889,logitech wireless mouse m310 bundle computers,,,,29.88,10725,logitech wireless mouse m310 victorian wallpaper 910-002480 logitech 910-002480,mice,,,17.5
No,1298,19922,0,1298,lenovo thinkpad x60 tablet digitizer pen tether 3pk lenovo 13.67,electronics - general,,41u4820,,19922,thinkpad x60 tablet digitizer pen keyboards mice input devices,,lenovo,,52.99
No,1226,5477,0,1226,sony cyber-shot dsc-t110 16mp digital camera red w 4x optical zoom hd movie capture 3.0 touchscreen lcd w 50 bonus prints digital cameras 219.99,,sony,dsc-t110 / r,,5477,sony cyber-shot dsc-t110 16.1 mp digital still camera with carl zeiss vario-tessar 4x optical zoom lens and 3.0-inch touchscreen black point shoot digital cameras,,sony,dsct110/b,189.99
No,742,118,0,742,logitech m305 wireless mouse black,mice,logitech,910-001752,29.73,118,logitech wireless mouse m305 dark vine 910-002081 mice 23.65,,logitech,910-002081,
No,2235,7222,0,2235,xtrememac tuffshield for ipad 2 matte mp3 accessories memorex padsm203 22.99,,,,,7222,tuffshield for ipad matte screen protectors,,xtrememac,02216,23.35
No,2149,10786,0,2149,kodak easyshare m552 dark pink 14mp digital camera w 5x optical zoom 2.7 lcd display w 50 bonus prints kodak,digital cameras,,m552pink,94.54,10786,kodak easyshare m552 14mp digital camera with 5x optical zoom and 2.7-inch lcd in black 4gb accessory kit m552 119.95,digital slr camera bundles,kodak,,
No,742,6729,0,742,logitech m305 wireless mouse black,mice,logitech,910-001752,29.73,6729,logitech wireless mouse m305 dark fleur mice logitech 910-001898 24.17,,,,
No,1688,18967,0,1688,universal pressboard classification folder legal box of 10 red stationery & office machinery,,,82007,47.84,18967,new-pendaflex 2257r - pressboard classification folders legal six-section red 10 box - ess2257r 38.11,laminating supplies,pendaflex,,
No,1570,14952,0,1570,hon 10500 series curved return hon 479.0,furniture,,105817rnn,,14952,hon 105817rcc - 10500 series curved return right 42w x 18-24d x 29-1 2h harvest hon,,,,402.29
No,387,1160,0,387,evga 1gb geforce gt 520 ddr3 graphics card evga 01gp31521kr,electronics - general,,,68.99,1160,evga geforce gt 520 graphics card video card 01g-p3-1526-kr evga 50.09,graphics cards,,01g-p3-1526-kr,
No,2030,20736,0,2030,energizer er-p240 cordless phone battery 11.88,computers,energizer,,,20736,hqrp cordless phone battery compatible with energizer er-p240 erp240 replacement plus coaster hqrp,batteries,,,6.91
No,1117,17314,0,1117,quartet horizontal format planning system porcelain 36 x 24 white aluminum frame stationery & office machinery quartet 199.09,,,,,17314,quartet pp132 - horizontal format planning system porcelain 36 x 24 graphite quartet,networking products,,,
No,2019,17753,0,2019,hon metal bookcase 34-1 2w x 12-5 8d x 81-1 8h furniture hon s82abcp 369.0,,,,,17753,new-hon s82abcs - metal bookcase 6 shelves 34-1 2w x 12-5 8d x 81-1 8h charcoal - hons82abcs hon,laminating supplies,,,519.0
No,1745,16721,0,1745,duracell coppertop aa batteries 6pk 4133300407 0.0,electronics - general,duracell,,,16721,duracell coppertop batteries aa duracell,,,mn1500b20,12.19
No,2237,20493,0,2237,verbatim 4.7 gb 16x dvd-r whilte inkjet printable 50 packs spindle disc mp3 accessories verbatim 95079,,,,16.14,20493,verbatim dvd-r 16x 4.7 gb 120min white inkjet printable 50 pk blank media verbatim,,,,
No,248,1688,0,248,razer lachesis gaming mouse mice razer rz01-00170500-r3u1 77.5,,,,,1688,razer lachesis 4000 dpi gaming mouse wraith red gaming mice razer rz01-00170300,,,,72.39
No,545,11634,0,545,roocase multi-angle leather case for lg g-slate 8.9-inch 4g tablet electronics - general 222052,,roocase,,35.99,11634,roocase ultra slim magenta leather case cover with stand for lg g-slate 8.9-inch 4g android tablet wi-fi 4g roocase 32.93,cases sleeves,,,
No,814,2813,0,814,da-lite dual vision tensioned cosmopolitan electrol - av format 7 x 9 diagonal da-lite 84986,electronics - general,,,2346.99,2813,da-lite tensioned cosmopolitan electrol - projection screen motorized - 1 1 - dual vision projection screens da-lite cosmopolitan electrol,,,,
No,2236,3629,0,2236,roocase executive portfolio leather case w 2 screen protector for blackberry playbook electronics - general,,roocase,220761,35.99,3629,roocase 2n1 executive portfolio black leather case cover and 2-pack anti-glare screen protector for blackberry playbook tablet wi-fi 4g,cases sleeves,roocase,,39.54
No,889,8826,0,889,logitech wireless mouse m310 bundle computers,,,,29.88,8826,labtec logitech wireless mouse m310 - silver filament 910-002485 mice labtec 28.24,,,910-002485,
No,2436,760,0,2436,elite screens maxwhite vmax2 plus2 series ezelectric motorized screen - 135 diagonal in black case electronics - general vmax135uwv2 649.99,,elite screens,,,760,maxwhite vmax2 plus2 series 116.5 overall height ezelectric motorized screen - 135 diagonal in white case projection screens elite 594.0,,,,
No,2114,14704,0,2114,da-lite video spectra 1.5 advantage manual with csr - video format 84 diagonal,electronics - general,da-lite,85703,847.99,14704,da-lite advantage manual with csr - projection screen - 133 in - 16 9 - video spectra 1.5 home audio theater 789.95,,da-lite,,
No,925,21876,0,925,oki 43502001 type 9 black toner cartridge oki 4.3502001 e7 98.0,printers,,,,21876,oki type 9 - toner cartridge - 1 x black - 3000 pages laser printer toner oki 9,,,,38.28
No,2323,16958,0,2323,quartet prestige bulletin board graphite-blend cork maple frame stationery & office machinery b243ma,,quartet,,50.0,16958,quartet b244ma - prestige bulletin board graphite-blend cork 48 x 36 maple frame,printers,quartet,,
No,1413,6729,0,1413,logitech 910-002463 wireless mouse m305 silver filament mice 910-002463 28.88,,logitech,,,6729,logitech wireless mouse m305 dark fleur mice logitech 910-001898 24.17,,,,
No,891,3545,0,891,sabrent sata to ide ultra ata mini converter board electronics - general sabrent 10.88,,,sbt-scide,,3545,serial ata sata to sabrent ide ultra ata-100 133 port mini converter computers accessories sbt-stdb,,sabrent,,11.08
No,1228,5477,0,1228,sony cyber-shot dsc-t110 16mp digital camera violet w 4x optical zoom hd movie capture 3.0 touchscreen lcd w 50 bonus prints digital cameras dsc-t110 / v,,sony,,219.99,5477,sony cyber-shot dsc-t110 16.1 mp digital still camera with carl zeiss vario-tessar 4x optical zoom lens and 3.0-inch touchscreen black point shoot digital cameras,,sony,dsct110/b,189.99
No,2297,11014,0,2297,da-lite medium oak veneer model b manual screen with matte white fabric - 60 x 60 diagonal video format da-lite 73171,electronics - general,,,167.99,11014,heritage walnut veneer model b manual screen with matte white fabric - diagonal video format size 60 x 60 diagonal projection screens da-lite,,,,
No,2331,7294,0,2331,visual land v-motion pro 4gb mp3 player me9644gbblk,mp3,visual land,,39.88,7294,visual land v-motion pro 4 gb video music 2.4-inch mp3 player with camera blue 33.29,mp3 players,visual land,me-964-4gb-blu,
No,2305,4470,0,2305,clickfree c2 500gb usb 3.0 portable external hard drive clickfree,hard drives,,hd527b3,84.98,4470,clickfree automatic backup c2 500 gb usb 2.0 portable external hard drive hd527b piano black hd527b-1004-100,external hard drives,clickfree,,
No,1419,20145,0,1419,innovera softskin gel keyboard wrist rest black electronics - general 11.88,,innovera,51451,,20145,innovera softskin gel wrist rest black wrist rests innovera 13.17,,,,
No,736,17761,0,736,hammermill everyday copy and print paper 92 bright 20lb letter white 5000 sheets ctn hammermill,stationery & office machinery,,162008,46.47,17761,new-hammermill 105007 - copy plus copy paper 92 brightness 20lb 8-1 2 x 11 white 5000 sheets carton - ham105007 storage presentation materials hammermill 89.23,,,,
No,1242,20348,0,1242,gear head 2.4 ghz wireless optical nano mouse black gear head mp2800blk,mice,,,15.82,20348,2.4 ghz wireless optical nano mouse red usb mice mp2275red 12.0,,gear head,,
No,433,12366,0,433,apc professional surgearrest 8 outlet 2 pairs phone line protection 120v apc,electronics - general,,pro8t2,25.0,12366,apc pro8 8-outlet surgearrest professional surge protector apc,power strips,,apc pro8,21.98
No,986,4642,0,986,microsoft wireless desktop 800 for business 26.88,electronics - general,microsoft,5sh-00001,,4642,microsoft wireless desktop 800 keyboard and mouse combo keyboard mouse combos microsoft 2lf-00001 27.83,,,,
No,1413,4711,0,1413,logitech 910-002463 wireless mouse m305 silver filament mice 910-002463 28.88,,logitech,,,4711,logitech m305 wireless mouse silver mice logitech 910-000928 19.99,,,,
No,1702,17898,0,1702,pendaflex interior file folders top tab 100 box stationery & office machinery,,,421013bla,20.94,17898,pendaflex 421013 - interior file folders 1 3 cut top tab letter manila 100 box home audio theater pendaflex,,,,
No,40,15969,0,40,da-lite 93163 model b manual wall and ceiling projection screen 93163,electronics - general,da-lite,,149.88,15969,70inx70in model b manual screen wall ceiling matte white projection screens da-lite screen 54.54,,,40188,
No,1835,5151,0,1835,eco-products flat compostable cold drink cup lids 1000ct epflcc 81.97,house wares,,,,5151,eco-products epdlcc - compostable cold drink cup lids dome clear 1000 ctn eco-products 162.59,,,,
No,2531,4659,0,2531,night owl security products wired color security camera with 60 of cable night owl 49.71,garden - general,,cam-cm01-245,,4659,night owl security products cam-s420-245 ccd wired color security camera with 60 of cable surveillance cameras night owl optics cam-s420-245,,,,49.99
No,900,14887,0,900,ifrogz backbone case for ipad 2 black mp3 accessories ifrogz 34.99,,,ipad2bakblk,,14887,ifrogz ipad 2 backbone case - clear ipad2-bak-clr cases sleeves ifrogz,,,ipad2-bak-clr,34.14
No,1228,11499,0,1228,sony cyber-shot dsc-t110 16mp digital camera violet w 4x optical zoom hd movie capture 3.0 touchscreen lcd w 50 bonus prints digital cameras dsc-t110 / v,,sony,,219.99,11499,sony cyber-shot dsc-t110 16.1 mp digital still camera with carl zeiss vario-tessar 4x optical zoom lens and 3.0-inch touchscreen silver sony 189.95,point shoot digital cameras,,dsct110,
No,517,4079,0,517,targus 15.4 corporate traveler laptop case,electronics - general,targus,146417,79.99,4079,targus checkpoint-friendly corporate traveler case for 15.4 inch laptops cuct02ua15s black bags cases targus cuct02ua15s,,,,66.27
No,702,21933,0,702,da-lite mahogany veneer model b manual screen with high power fabric - 60 x 60 av format electronics - general 310.99,,da-lite,99735,,21933,medium oak veneer model b manual screen with high power fabric - av format size 60 x 60,projection screens,da-lite,,
No,1530,12831,0,1530,wausau paper astrobrights colored paper 24lb 8-1 2 x 11 planetary purple 500 sheets ream 10.27,stationery & office machinery,wausau paper,22621,,12831,astrobright paper 24lb 8-1 2 x11 planetary purple . printer ink toner wausau,,,,16.99
No,260,13745,0,260,oki 52102001 ribbon black oki 5.2102001 e7 14.0,printers,,,,13745,okidata 52102001 compatible black printer ribbon 6 pack impact dot matrix printer ribbons egpchecks,,,52102001,9.99
No,1153,7242,0,1153,filemate imagine series m2810 usb standard mouse 8.98,computers,,,,7242,wintec filemate imagine series m2810 usb standard mouse - white with light green 3fmnm2810ugn-r wintec 3fmnm2810ugn-r 11.99,mice,,,
No,162,18349,0,162,pacon rainbow duo-finish colored kraft paper 35 lbs . 36 x 1000 ft stationery & office machinery 63300 62.94,,pacon products,,,18349,new-pacon 63060 - rainbow duo-finish colored kraft paper 35 lbs . 36 x 1000 ft flame - pac63060 pacon 105.0,storage presentation materials,,,
No,2126,21494,0,2126,pny 4gb sdhc memory card class 4 pny p-sdhc4g4-ef 8.98,usb drives,,,,21494,pny 4gb class 4 purple sd card blank media p-sdhc4g4-ef / purple,,pny,,14.99
No,1570,19039,0,1570,hon 10500 series curved return hon 479.0,furniture,,105817rnn,,19039,hon 105818lcc - 10500 series curved return left 42w x 24-18d x 29-1 2h harvest,,hon,,402.29
No,1952,1770,0,1952,pc treasures clickit classic mouse black 07667 16.8,mice,pc treasures,,,1770,pc treasures clickit classic mouse - copper 07724 mice pc treasures 07724 16.8,,,,
No,1551,6893,0,1551,blue crane nbc121 introduction to the canon 50d volume 1 basic controls dvd camera and camcorder accessories nbc121 19.0,,norazza,,,6893,introduction to the canon 50d vol . 1 basic controls blue crane digital 20.33,,,zbc121,
No,1393,16924,0,1393,gbc design view presentation binding system covers clear 8-3 4 2514500,stationery & office machinery,,,19.94,16924,gbc 2020025 - clear view presentation binding system cover 11 x 8-1 2 clear 100 box storage presentation materials gbc,,,,
No,572,4643,0,572,microsoft wireless laser desktop 3000 keyboard and mouse combo,electronics - general,microsoft,nud-00001,29.82,4643,microsoft wireless desktop 3000 keyboard and mouse combo keyboard mouse combos mfc-00001,,microsoft,,33.0
No,129,18649,0,129,bushnell backtrack personal locator tech gray bushnell,handheld gps,,,49.99,18649,bushnell backtrack point-5 personal gps locator gray sports outdoor gps bushnell 60.09,,,360200,
No,2297,4739,0,2297,da-lite medium oak veneer model b manual screen with matte white fabric - 60 x 60 diagonal video format da-lite 73171,electronics - general,,,167.99,4739,light oak veneer model b manual screen with matte white fabric - diagonal video format size 60 x 60 diagonal projection screens da-lite,,,,
No,467,21605,0,467,universal quick set-up lift-off lid box ltr lgl fiberboard 12 x 10 x 15 blk we 12 ctn universal products,storage,,,30.59,21605,universal 95224 - quick set-up lift-off lid storage box letter legal fiberboard white 12 ctn,,universal,,63.0
No,2284,17234,0,2284,sharpie retractable fine point permanent markers sharpie 5.99,stationery & office machinery,,32760,,17234,sharpie 32701 - retractable permanent marker fine point black accessory kits 20.92,,sharpie,,
No,889,12769,0,889,logitech wireless mouse m310 bundle computers,,,,29.88,12769,logitech wireless mouse m310 indigo scroll 910-002482 mice logitech 910-002482,,,,20.05
No,2541,14698,0,2541,da-lite matte white designer model b with fabric case in fawn - 70 x 70 av format da-lite 73113,electronics - general,,,152.99,14698,da-lite designer model b - projection screen - 1 1 - matte white - fawn projection screens,,da-lite,,
No,570,9470,0,570,startech 70 coaxial high resolution monitor vga cable electronics - general mxt101mmhq70,,startech,,49.0,9470,startech 6-feet coax high resolution vga monitor cable - hd15 m m mxt101mmhq cables interconnects 4.99,,startech,mxt101mmhq,
No,820,7079,0,820,asus engt430 dc geforce gt430 1gb ddr3 graphics card electronics - general asus engt430 dc s/di/1gd3 84.88,,,,,7079,asus geforce gt430 1 gb ddr3 video card engt430 di 1gd3 lp engt430/di/1gd3 ( lp ),graphics cards,asus,,59.99
No,612,4733,0,612,da-lite video spectra 1.5 advantage manual with csr - wide format 113 diagonal electronics - general 34716,,da-lite,,888.99,4733,da-lite advantage manual with csr - projection screen - 4 3 - video spectra 1.5 - white projection screens 636.95,,da-lite,,
No,2149,12850,0,2149,kodak easyshare m552 dark pink 14mp digital camera w 5x optical zoom 2.7 lcd display w 50 bonus prints kodak,digital cameras,,m552pink,94.54,12850,kodak easyshare m552 14 mp digital camera with 5x optical zoom and 2.7-inch lcd - black new model point shoot digital cameras kodak,,,1836824,
No,459,20827,0,459,pentel quicker clicker automatic pencil,stationery & office machinery,pentel,pd347tc,5.0,20827,penpd345a - quicker clicker automatic pencil,,pentel,,8.05
No,889,19565,0,889,logitech wireless mouse m310 bundle computers,,,,29.88,19565,logitech wireless mouse m310 flame red 910-002486 mice logitech 17.95,,,910-002486,
