label_str,ltable_id,rtable_id,label,id_x,title_x,authors_x,venue_x,year_x,id_y,title_y,authors_y,venue_y,year_y
Yes,1358,2157,1,1358,using referential integrity to easily define consistent subset replicas,brad hammond,vldb,1996,2157,using referential integrity to easily define consistent subset replicas,brad hammond,very large data bases,1996
Yes,864,1222,1,864,update propagation strategies to improve freshness in lazy master replicated databases,"eric simon , esther pacitti",vldb j.,2000,1222,update propagation strategies to improve freshness in lazy master replicated databases,"esther pacitti , eric simon",the vldb journal -- the international journal on very large data bases,2000
Yes,1920,291,1,1920,efficient evaluation of xml middle-ware queries,"mary f. fernandez , dan suciu , atsuyuki morishima",sigmod conference,2001,291,efficient evaluation of xml middle-ware queries,"mary fernandez , atsuyuki morishima , dan suciu",international conference on management of data,2001
Yes,1992,227,1,1992,b-tree page size when caching is considered,david b. lomet,sigmod record,1998,227,b-tree page size when caching is considered,david lomet,acm sigmod record,1998
Yes,229,576,1,229,the aditi deductive database system,"kotagiri ramamohanarao , david b. kemp , jayen vaghani , tim s. leask , james harland , peter j. stuckey , zoltan somogyi",vldb j.,1994,576,the aditi deductive database system,"jayen vaghani , kotagiri ramamohanarao , david b. kemp , zoltan somogyi , peter j. stuckey , tim s. leask , james harland",the vldb journal -- the international journal on very large data bases,1994
Yes,1439,791,1,1439,implementation of two semantic query optimization techniques in db2 universal database,"k. bernhard schiefer , fred koo , t. y. cliff leung , linqi liu , jarek gryz , xiaoyan qian , qi cheng",vldb,1999,791,implementation of two semantic query optimization techniques in db2 universal database,"qi cheng , jarek gryz , fred koo , t. y. cliff leung , linqi liu , xiaoyan qian , k. bernhard schiefer",very large data bases,1999
Yes,487,801,1,487,optimization of run-time management of data intensive web-sites,"khaled yagoub , dan suciu , alon y. levy , daniela florescu",vldb,1999,801,optimization of run-time management of data intensive web-sites,"daniela florescu , alon y. levy , dan suciu , khaled yagoub",very large data bases,1999
Yes,935,1171,1,935,integrating symbolic images into a multimedia database system using classification and abstraction approaches,"hanan samet , aya soffer",vldb j.,1998,1171,integrating symbolic images into a multimedia database system using classification and abstraction approaches,"aya soffer , hanan samet",the vldb journal -- the international journal on very large data bases,1998
Yes,2007,1198,1,2007,efficient retrieval of similar shapes,"davood rafiei , alberto o. mendelzon",vldb j.,2002,1198,efficient retrieval of similar shapes,"davood rafiei , alberto o. mendelzon",the vldb journal -- the international journal on very large data bases,2002
Yes,280,2140,1,280,media360 workflow-implementing a workflow engine inside a database,carsten blecken,vldb,2000,2140,media360 workflow-implementing a workflow engine inside a database,carsten blecken,very large data bases,2000
Yes,1830,771,1,1830,materialized views in oracle,"randall g. bello , william d. norcott , mohamed ziauddin , harry sun , karl dias , alan downing , james j. feenan jr. , andrew witkowski , james l. finnerty",vldb,1998,771,materialized views in oracle,"randall g. bello , karl dias , alan downing , james j. feenan , jr. , james l. finnerty , william d. norcott , harry sun , andrew witkowski , mohamed ziauddin",very large data bases,1998
Yes,312,1699,1,312,a hypertext query language for images,li yang,sigmod record,1994,1699,a hypertext query language for images,li yang,acm sigmod record,1994
Yes,253,1106,1,253,processing object-oriented queries with invertible late bound functions,"tore risch , staffan flodin",vldb,1995,1106,processing object-oriented queries with invertible late bound functions,"staffan flodin , tore risch",very large data bases,1995
Yes,2042,333,1,2042,probabilistic object bases,"thomas eiter , v. s. subrahmanian , thomas lukasiewicz , james j. lu",acm trans . database syst .,2001,333,probabilistic object bases,"thomas eiter , james j. lu , thomas lukasiewicz , v. s. subrahmanian",acm transactions on database systems ( tods ),2001
Yes,1203,2158,1,1203,disnic-plan : a nicnet based distributed database for micro-level planning in india,m. moni,vldb,1996,2158,disnic-plan : a nicnet based distributed database for micro-level planning in india,m. moni,very large data bases,1996
Yes,1308,1301,1,1308,on completeness of historical relational query languages,"james clifford , albert croker , alexander tuzhilin",acm trans . database syst .,1994,1301,on completeness of historical relational query languages,"james clifford , albert croker , alexander tuzhilin",acm transactions on database systems ( tods ),1994
Yes,788,1111,1,788,high-concurrency locking in r-trees,"douglas banks , marcel kornacker",vldb,1995,1111,high-concurrency locking in r-trees,"marcel kornacker , douglas banks",very large data bases,1995
Yes,168,1821,1,168,online aggregation,"helen j. wang , peter j. haas , joseph m. hellerstein",sigmod conference,1997,1821,online aggregation,"joseph m. hellerstein , peter j. haas , helen j. wang",international conference on management of data,1997
Yes,1700,1725,1,1700,managing memory for real-time queries,"miron livny , michael j. carey , hweehwa pang",sigmod conference,1994,1725,managing memory for real-time queries,"hwee hwa pang , michael j. carey , miron livny",international conference on management of data,1994
Yes,1698,6,1,1698,the active multisync controller of the cubetree storage organization,"yannis sismanis , yannis kotidis , nick roussopoulos",sigmod conference,1999,6,the active multisync controller of the cubetree storage organization,"nick roussopoulos , yannis kotidis , yannis sismanis",international conference on management of data,1999
Yes,305,772,1,305,computing iceberg queries efficiently,"hector garcia-molina , narayanan shivakumar , jeffrey d. ullman , rajeev motwani , min fang",vldb,1998,772,computing iceberg queries efficiently,"min fang , narayanan shivakumar , hector garcia-molina , rajeev motwani , jeffrey d. ullman",very large data bases,1998
Yes,1812,1138,1,1812,querying heterogeneous information sources using source descriptions,"anand rajaraman , alon y. levy , joann j. ordille",vldb,1996,1138,querying heterogeneous information sources using source descriptions,"alon y. levy , anand rajaraman , joann j. ordille",very large data bases,1996
Yes,2609,1343,1,2609,user-optimizer communication using abstract plans in sybase ase,"patrick valduriez , mihnea andrei",vldb,2001,1343,user-optimizer communication using abstract plans in sybase ase,"mihnea andrei , patrick valduriez",very large data bases,2001
Yes,1766,1011,1,1766,design and analysis of parametric query optimization algorithms,sumit ganguly,vldb,1998,1011,design and analysis of parametric query optimization algorithms,sumit ganguly,very large data bases,1998
Yes,2053,1617,1,2053,object-oriented extensions in sql3 : a status report,krishna g. kulkarni,sigmod conference,1994,1617,object-oriented extensions in sql3 : a status report,krishna g. kulkarni,international conference on management of data,1994
Yes,986,626,1,986,interviso : dealing with the complexity of federated database access,"edward maros , darrel j. van buer , marjorie templeton , herbert henley",vldb j.,1995,626,interviso : dealing with the complexity of federated database access,"marjorie templeton , herbert henley , edward maros , darrel j. van buer",the vldb journal -- the international journal on very large data bases,1995
Yes,1939,449,1,1939,object database evolution using separation of concerns,"peter sawyer , awais rashid",sigmod record,2000,449,object database evolution using separation of concerns,"awais rashid , peter sawyer",acm sigmod record,2000
Yes,237,1972,1,237,partition based spatial-merge join,"david j. dewitt , jignesh m. patel",sigmod conference,1996,1972,partition based spatial-merge join,"jignesh m. patel , david j. dewitt",international conference on management of data,1996
Yes,1535,1589,1,1535,oodb indexing by class-division,"sridhar ramaswamy , paris c. kanellakis",sigmod conference,1995,1589,oodb indexing by class-division,"sridhar ramaswamy , paris c. kanellakis",international conference on management of data,1995
Yes,1894,2204,1,1894,reasoning on regular path queries,"giuseppe de giacomo , moshe y. vardi , maurizio lenzerini , diego calvanese",sigmod record,2003,2204,reasoning on regular path queries,"d. calvanese , g. de giacomo , m. lenzerini , m. y. vardi",acm sigmod record,2003
Yes,2550,1272,1,2550,guest editorial,malcolm p. atkinson,vldb j.,2000,1272,guest editorial,malcolm p. atkinson,the vldb journal -- the international journal on very large data bases,2000
Yes,594,2143,1,594,mapinfo spatialware : a spatial information server for rdbms,chebel mina,vldb,1998,2143,mapinfo spatialware : a spatial information server for rdbms,chebel mina,very large data bases,1998
Yes,1102,1669,1,1102,relaxed transaction processing,"darrell woelk , munindar p. singh , christine tomlinson",sigmod conference,1994,1669,relaxed transaction processing,"munindar p. singh , christine tomlinson , darrell woelk",international conference on management of data,1994
Yes,1029,970,1,1029,scalable techniques for mining causal structures,"sergey brin , craig silverstein , rajeev motwani , jeffrey d. ullman",vldb,1998,970,scalable techniques for mining causal structures,"craig silverstein , sergey brin , rajeev motwani , jeffrey d. ullman",very large data bases,1998
Yes,70,963,1,70,expiring data in a warehouse,"wilburt labio , jun yang , hector garcia-molina",vldb,1998,963,expiring data in a warehouse,"hector garcia-molina , wilburt labio , jun yang",very large data bases,1998
Yes,1309,2263,1,1309,the gmap : a versatile tool for physical data independence,"marvin h. solomon , yannis e. ioannidis , odysseas g. tsatalos",vldb,1994,2263,the gmap : a versatile tool for physical data independence,"odysseas g. tsatalos , marvin h. solomon , yannis e. ioannidis",very large data bases,1994
Yes,1727,1937,1,1727,ptool : a light weight persistent object manager,"david hanley , robert l. grossman , xiao qin",sigmod conference,1995,1937,ptool : a light weight persistent object manager,"r. l. grossman , d. hanley , x. qin",international conference on management of data,1995
Yes,154,1446,1,154,value-cognizant speculative concurrency control,"azer bestavros , spyridon braoudakis",vldb,1995,1446,value-cognizant speculative concurrency control,"azer bestavros , spyridon braoudakis",very large data bases,1995
Yes,2436,600,1,2436,a pattern-based object calculus,"stanley y. w. su , nabil kamel , ping wu",vldb j.,1994,600,a pattern-based object calculus,"nabil kamel , ping wu , stanley y. w. su",the vldb journal -- the international journal on very large data bases,1994
Yes,2539,416,1,2539,webview materialization,"nick roussopoulos , alexandros labrinidis",sigmod conference,2000,416,webview materialization,"alexandros labrinidis , nick roussopoulos",international conference on management of data,2000
Yes,817,196,1,817,query optimization in the presence of limited access patterns,"dan suciu , ioana manolescu , daniela florescu , alon y. levy",sigmod conference,1999,196,query optimization in the presence of limited access patterns,"daniela florescu , alon levy , ioana manolescu , dan suciu",international conference on management of data,1999
Yes,1108,1881,1,1108,semantics for update rule programs and implementations in a relational database management system,"louiqa raschid , jorge lobo",acm trans . database syst .,1996,1881,semantics for update rule programs and implementation in a relational database management system,"louiqa raschid , jorge lobo",acm transactions on database systems ( tods ),1996
Yes,118,1244,1,118,the persistent cache : improving oid indexing in temporal object-oriented database systems,kjetil nørvåg,vldb,1999,1244,the persistent cache : improving oid indexing in temporal object-oriented database systems,kjetil n &#248; rv &#229; g,very large data bases,1999
Yes,1407,148,1,1407,flowback : providing backward recovery for workflow systems,"maria e. orlowska , ralf mühlberger , bartek kiepuszewski",sigmod conference,1998,148,flowback : providing backward recovery for workflow management systems,"bartek kiepuszewski , ralf muhlberger , maria e. orlowska",international conference on management of data,1998
Yes,2606,1153,1,2606,heuristic and randomized optimization for the join ordering problem,"guido moerkotte , michael steinbrunn , alfons kemper",vldb j.,1997,1153,heuristic and randomized optimization for the join ordering problem,"michael steinbrunn , guido moerkotte , alfons kemper",the vldb journal -- the international journal on very large data bases,1997
Yes,2125,1235,1,2125,efficient schemes for managing multiversionxml documents,"shu-yao chien , carlo zaniolo , vassilis j. tsotras",vldb j.,2002,1235,efficient schemes for managing multiversionxml documents,"s.-y . chien , v. j. tsotras , c. zaniolo",the vldb journal -- the international journal on very large data bases,2002
Yes,2320,1250,1,2320,data partitioning and load balancing in parallel disk systems,"gerhard weikum , peter zabback , peter scheuermann",vldb j.,1998,1250,data partitioning and load balancing in parallel disk systems,"peter scheuermann , gerhard weikum , peter zabback",the vldb journal -- the international journal on very large data bases,1998
Yes,2241,2228,1,2241,energy and rate based mac protocol for wireless sensor networks,"ramaraju kalidindi , vijay kumar , rajgopal kannan , s. sitharama iyengar",sigmod record,2003,2228,energy and rate based mac protocol for wireless sensor networks,"rajgopal kannan , ram kalidindi , s. s. iyengar , vijay kumar",acm sigmod record,2003
Yes,1300,1722,1,1300,spatial joins using seeded trees,"chinya v. ravishankar , ming-ling lo",sigmod conference,1994,1722,spatial joins using seeded trees,"ming-ling lo , chinya v. ravishankar",international conference on management of data,1994
Yes,2104,831,1,2104,implementation of sql3 structured types with inheritance and value substitutability,"nelson mendonça mattos , serge rielau , bruce g. lindsay , stefan deßloch , you-chin fuh , brian t. tran , danko mannhaupt , linda demichel , weidong chen",vldb,1999,831,implementation of sql3 structured types with inheritance and value substitutability,"you-chin fuh , stefan de &#223; loch , weidong chen , nelson mendon &#231; a mattos , brian t. tran , bruce g. lindsay , linda demichel , serge rielau , danko mannhaupt",very large data bases,1999
Yes,2462,2107,1,2462,efficiently publishing relational data as xml documents,"bruce g. lindsay , hamid pirahesh , berthold reinwald , michael j. carey , rimon barr , jayavel shanmugasundaram , eugene j. shekita",vldb j.,2001,2107,efficiently publishing relational data as xml documents,"jayavel shanmugasundaram , eugene shekita , rimon barr , michael carey , bruce lindsay , hamid pirahesh , berthold reinwald",the vldb journal -- the international journal on very large data bases,2001
Yes,635,1902,1,635,applying database visualization to the world wide web,"alberto o. mendelzon , dimitra vista , masum z. hasan",sigmod record,1996,1902,applying database visualization to the world wide web,"masum z. hasan , alberto o. mendelzon , dimitra vista",acm sigmod record,1996
Yes,531,1089,1,531,information retrieval from an incomplete data cube,curtis e. dyreson,vldb,1996,1089,information retrieval from an incomplete data cube,curtis e. dyreson,very large data bases,1996
Yes,961,982,1,961,inferring function semantics to optimize queries,"mitch cherniack , stanley b. zdonik",vldb,1998,982,inferring function semantics to optimize queries,"mitch cherniack , stanley b. zdonik",very large data bases,1998
Yes,729,1021,1,729,selectivity estimation in extensible databases - a neural network approach,"shaoyu zhou , m. seetha lakshmi",vldb,1998,1021,selectivity estimation in extensible databases - a neural network approach,"m. seetha lakshmi , shaoyu zhou",very large data bases,1998
Yes,1460,75,1,1460,xtract : a system for extracting document type descriptors from xml documents,"rajeev rastogi , s. seshadri , minos n. garofalakis , aristides gionis , kyuseok shim",sigmod conference,2000,75,xtract : a system for extracting document type descriptors from xml documents,"minos garofalakis , aristides gionis , rajeev rastogi , s. seshadri , kyuseok shim",international conference on management of data,2000
Yes,1456,1172,1,1456,approximate similarity retrieval with m-trees,"fausto rabitti , giuseppe amato , pavel zezula , pasquale savino",vldb j.,1998,1172,approximate similarity retrieval with m-trees,"pavel zezula , pasquale savino , giuseppe amato , fausto rabitti",the vldb journal -- the international journal on very large data bases,1998
