label_str,ltable_id,rtable_id,label,id_x,title_x,authors_x,venue_x,year_x,id_y,title_y,authors_y,venue_y,year_y
No,1899,745,0,1899,book review column,karl aberer,sigmod record,2002,745,book reviews,karl aberer,acm sigmod record,2002
No,2497,1885,0,2497,unisql/x unified relational and object-oriented database system,won kim,sigmod conference,1994,1885,unisql 's next-generation object-relational database management system,"albert d'andrea , phil janus",acm sigmod record,1996
No,1178,613,0,1178,alphasort : a risc machine sort,"david b. lomet , jim gray , zarka cvetanovic , chris nyberg , tom barclay",sigmod conference,1994,613,alphasort : a cache-sensitive parallel external sort,"chris nyberg , tom barclay , zarka cvetanovic , jim gray , dave lomet",the vldb journal -- the international journal on very large data bases,1995
No,2271,1223,0,2271,wavecluster : a multi-resolution clustering approach for very large spatial databases,"surojit chatterjee , gholamhosein sheikholeslami , aidong zhang",vldb,1998,1223,wavecluster : a wavelet-based clustering approach for spatial data in very large databases,"gholamhosein sheikholeslami , surojit chatterjee , aidong zhang",the vldb journal -- the international journal on very large data bases,2000
No,718,889,0,718,approximate query processing using wavelets,"rajeev rastogi , minos n. garofalakis , kyuseok shim , kaushik chakrabarti",vldb j.,2001,889,approximate query processing using wavelets,"kaushik chakrabarti , minos n. garofalakis , rajeev rastogi , kyuseok shim",very large data bases,2000
No,309,879,0,309,xperanto : middleware for publishing object-relational data as xml documents,"michael j. carey , subbu n. subramanian , eugene j. shekita , jerry kiernan , jayavel shanmugasundaram",vldb,2000,879,efficiently publishing relational data as xml documents,"jayavel shanmugasundaram , eugene j. shekita , rimon barr , michael j. carey , bruce g. lindsay , hamid pirahesh , berthold reinwald",very large data bases,2000
No,1880,1814,0,1880,devise : integrated querying and visual exploration of large datasets ( demo abstract ),"jussi myllymaki , shilpa lawande , donko donjerkovic , raghu ramakrishnan , guangshun chen , kevin s. beyer , miron livny , r. kent wenger",sigmod conference,1997,1814,devise : integrated querying and visual exploration of large datasets,"m. livny , r. ramakrishnan , k. beyer , g. chen , d. donjerkovic , s. lawande , j. myllymaki , k. wenger",international conference on management of data,1997
No,865,1465,0,865,the sift information dissemination system,"tak w. yan , hector garcia-molina",acm trans . database syst .,1999,1465,duplicate removal in information system dissemination,"tak w. yan , hector garcia-molina",very large data bases,1995
No,942,668,0,942,book review column,karl aberer,sigmod record,2002,668,book reviews,karl aberer,acm sigmod record,2002
No,537,356,0,537,a comparative study of alternative middle tier caching solutions to support dynamic web content acceleration,"anindya datta , kaushik dutta , helen m. thomas , debra e. vandermeer , krithi ramamritham , dan fishman",vldb,2001,356,dynamic content acceleration : a caching solution to enable scalable dynamic web page generation,"anindya datta , kaushik dutta , krithi ramamritham , helen thomas , debra vandermeer",international conference on management of data,2001
No,339,390,0,339,an ultra highly available dbms,"svein-olaf hvasshovd , svein erik bratsberg , øystein torbjørnsen",vldb,2000,390,designing an ultra highly available dbms ( tutorial session ),"svein erik bratsberg , &#216; ystein torbj &#248; rnsen",international conference on management of data,2000
No,779,2002,0,779,efficacious data cube exploration by semantic summarization and compression,"jian pei , laks v. s. lakshmanan , yan zhao",vldb,2003,2002,socqet : semantic olap with compressed cube and summarization,"laks v. s. lakshmanan , jian pei , yan zhao",international conference on management of data,2003
No,62,2100,0,62,picodmbs : scaling down database techniques for the smartcard,"luc bouganim , patrick valduriez , philippe pucheral , christophe bobineau",vldb,2000,2100,picodbms : scaling down database techniques for the smartcard,"philippe pucheral , luc bouganim , patrick valduriez , christophe bobineau",the vldb journal -- the international journal on very large data bases,2001
No,1639,924,0,1639,reminiscences on influential papers,"mitch cherniack , kenneth a. ross , gottfried vossen",sigmod record,2003,924,influential papers,ken ross,acm sigmod record,2003
No,387,650,0,387,reminiscences on influential papers,"kenneth a. ross , kyuseok shim , mary f. fernandez",sigmod record,2002,650,influential papers,ken ross,acm sigmod record,2002
No,99,1209,0,99,investigation of algebraic query optimisation techniques for database programming languages,"alexandra poulovassilis , carol small",vldb,1994,1209,algebraic query optimisation for database programming languages,"alexandra poulovassilis , carol small",the vldb journal -- the international journal on very large data bases,1996
No,2508,2133,0,2508,tods reviewers,richard t. snodgrass,sigmod record,2003,2133,book reviews,,acm sigmod record,2003
No,2206,720,0,2206,middle-tier database caching for e-business,"hamid pirahesh , c. mohan , jeffrey f. naughton , sailesh krishnamurthy , honguk woo , qiong luo , bruce g. lindsay",sigmod conference,2002,720,dbcache : database caching for web application servers,"mehmet altinel , qiong luo , sailesh krishnamurthy , c. mohan , hamid pirahesh , bruce g. lindsay , honguk woo , larry brown",international conference on management of data,2002
No,2229,328,0,2229,"data mining using two-dimensional optimized accociation rules : scheme , algorithms , and visualization","shinichi morishita , yasuhiko morimoto , takeshi tokuyama , takeshi fukuda",sigmod conference,1996,328,data mining with optimized two-dimensional association rules,"takeshi fukuda , yasuhiko morimoto , shimichi morishita , takeshi tokuyama",acm transactions on database systems ( tods ),2001
No,431,1078,0,431,"scalable feature selection , classification and signature generation for organizing large text databases into hierarchical topic taxonomies","prabhakar raghavan , byron dom , rakesh agrawal , soumen chakrabarti",vldb j.,1998,1078,"using taxonomy , discriminants , and signatures for navigating in text databases","soumen chakrabarti , byron dom , rakesh agrawal , prabhakar raghavan",very large data bases,1997
No,1057,1724,0,1057,alphasort : a cache-sensitive parallel external sort,"jim gray , zarka cvetanovic , tom barclay , chris nyberg , david b. lomet",vldb j.,1995,1724,alphasort : a risc machine sort,"chris nyberg , tom barclay , zarka cvetanovic , jim gray , dave lomet",international conference on management of data,1994
No,705,745,0,705,book review column,karl aberer,sigmod record,2002,745,book reviews,karl aberer,acm sigmod record,2002
No,1153,1268,0,1153,database architecture optimized for the new bottleneck : memory access,"stefan manegold , peter a. boncz , martin l. kersten",vldb,1999,1268,optimizing database architecture for the new bottleneck : memory access,"stefan manegold , peter a. boncz , martin l. kersten",the vldb journal -- the international journal on very large data bases,2000
No,45,860,0,45,fact : a learning based web query processing system,"zengping tian , hongjun lu , yanlei diao , songting chen",sigmod conference,2000,860,toward learning based web query processing,"yanlei diao , hongjun lu , songting chen , zengping tian",very large data bases,2000
No,2371,342,0,2371,editorial,richard t. snodgrass,acm trans . database syst .,2001,342,editorial,richard snodgrass,acm transactions on database systems ( tods ),2001
No,1872,1113,0,1872,"the hb-pi-tree : a multi-attribute index supporting concurrency , recovery and node consolidation","betty salzberg , david b. lomet , georgios evangelidis",vldb j.,1997,1113,"the hbp-tree : a modified hb-tree supporting concurrency , recovery and node consolidation","georgios evangelidis , david b. lomet , betty salzberg",very large data bases,1995
No,44,77,0,44,mocha : a database middleware system featuring automatic deployment of application-specific functionality,"manuel rodriguez-martinez , joseph jájá , john m. mcgann , nick roussopoulos , zhexuan song , stephen kelley , vadim katz",sigmod conference,2000,77,mocha : a self-extensible database middleware system for distributed data sources,"manuel rodr &#237; guez-mart &#237; nez , nick roussopoulos",international conference on management of data,2000
No,49,1848,0,49,an overview of data warehousing and olap technology,"surajit chaudhuri , umeshwar dayal",sigmod record,1997,1848,data warehousing and olap for decision support,"surajit chaudhuri , umeshwar dayal",international conference on management of data,1997
No,665,2019,0,665,"watermarking relational data : framework , algorithms and analysis","peter j. haas , rakesh agrawal , jerry kiernan",vldb j.,2003,2019,a system for watermarking relational databases,"rakesh agrawal , peter j. haas , jerry kiernan",international conference on management of data,2003
No,386,745,0,386,book review column,karl aberer,sigmod record,2002,745,book reviews,karl aberer,acm sigmod record,2002
No,1713,980,0,1713,datablitz storage manager : main memory database performance for critical applications,"p. p. s. narayan , s. sudarshan , s. gogate , j. miller , abraham silberschatz , c. gupta , jerry baulier , m. wilder , henry f. korth , peter mcilroy , s. haldar , s. seshadri , philip bohannon , c. wei , a. khivesera , s. joshi , rajeev rastogi , m. nemeth",sigmod conference,1999,980,datablitz : a high performance main-memory storage manager,"jerry baulier , philip bohannon , s. gogate , s. joshi , c. gupta , a. khivesera , henry f. korth , peter mcilroy , j. miller , p. p. s. narayan , m. nemeth , rajeev rastogi , abraham silberschatz , s. sudarshan",very large data bases,1998
No,2601,526,0,2601,reminiscences on influential papers,"kaladhar voruganti , renée j. miller , kenneth a. ross , flip korn",sigmod record,2002,526,influential papers,ken ross,acm sigmod record,2002
No,688,189,0,688,strudel : a web-site management system,"alon y. levy , mary f. fernandez , jaewoo kang , daniela florescu , dan suciu",sigmod conference,1997,189,catching the boat with strudel : experiences with a web-site management system,"mary fern &#225; ndez , daniela florescu , jaewoo kang , alon levy , dan suciu",international conference on management of data,1998
No,2324,979,0,2324,an alternative storage organization for rolap aggregate views based on cubetrees,"yannis kotidis , nick roussopoulos",sigmod conference,1998,979,the cubetree storage organization,"nick roussopoulos , yannis kotidis",very large data bases,1998
No,1899,669,0,1899,book review column,karl aberer,sigmod record,2002,669,book review column,karl aberer,acm sigmod record,2002
No,1452,2129,0,1452,book review column,karl aberer,sigmod record,2003,2129,book reviews,,acm sigmod record,2003
No,2555,687,0,2555,structure and value synopses for xml data graphs,"neoklis polyzotis , minos n. garofalakis",vldb,2002,687,statistical synopses for graph-structured xml databases,"neoklis polyzotis , minos garofalakis",international conference on management of data,2002
No,726,546,0,726,reminiscences on influential papers,"kenneth a. ross , anastassia ailamaki , alfred v. aho",sigmod record,2002,546,influential papers,ken ross,acm sigmod record,2001
No,1452,2133,0,1452,book review column,karl aberer,sigmod record,2003,2133,book reviews,,acm sigmod record,2003
No,2351,933,0,2351,multi-dimensional resource scheduling for parallel queries,"yannis e. ioannidis , minos n. garofalakis",sigmod conference,1996,933,parallel query scheduling and optimization with time - and space-shared resources,"minos n. garofalakis , yannis e. ioannidis",very large data bases,1997
No,367,939,0,367,a database index to large biological sequences,"robert w. irving , ela hunt , malcolm p. atkinson",vldb,2001,939,database indexing for large dna and protein sequence collections,"ela hunt , malcolm p. atkinson , robert w. irving",the vldb journal -- the international journal on very large data bases,2002
No,726,927,0,726,reminiscences on influential papers,"kenneth a. ross , anastassia ailamaki , alfred v. aho",sigmod record,2002,927,reminiscences on influential papers,kenneth a. ross,acm sigmod record,2003
No,705,744,0,705,book review column,karl aberer,sigmod record,2002,744,book review column,karl aberer,acm sigmod record,2002
No,1899,744,0,1899,book review column,karl aberer,sigmod record,2002,744,book review column,karl aberer,acm sigmod record,2002
No,387,927,0,387,reminiscences on influential papers,"kenneth a. ross , kyuseok shim , mary f. fernandez",sigmod record,2002,927,reminiscences on influential papers,kenneth a. ross,acm sigmod record,2003
No,942,513,0,942,book review column,karl aberer,sigmod record,2002,513,book review column,karl aberer,acm sigmod record,2002
No,1362,2017,0,1362,timber : a native xml database,"andrew nierman , cong yu , jignesh m. patel , adriane chapman , nuwee wiwatwattana , h. v. jagadish , yuqing wu , laks v. s. lakshmanan , divesh srivastava , shurug al-khalifa , stelios paparizos",vldb j.,2002,2017,timber : a native system for querying xml,"stelios paparizos , shurug al-khalifa , adriane chapman , h. v. jagadish , laks v. s. lakshmanan , andrew nierman , jignesh m. patel , divesh srivastava , nuwee wiwatwattana , yuqing wu , cong yu",international conference on management of data,2003
No,1369,2125,0,1369,call for book reviews,karl aberer,sigmod record,2003,2125,book review column,karl aberer,acm sigmod record,2003
No,2570,1521,0,2570,semantic integration in heterogeneous databases using neural networks,"chris clifton , wen-syan li",vldb,1994,1521,semint : a system prototype for semantic integration in heterogeneous databases,"wen-syan li , chris clifton",international conference on management of data,1995
No,950,272,0,950,walking through a very large virtual environment in real-time,"yixin ruan , kian-lee tan , jason chionh , lidan shou , zhiyong huang",vldb,2001,272,review : a real-time virtual walkthrough system,"l. shou , c. h. chionh , z. huang , y. ruan , kian-lee tan",international conference on management of data,2001
No,705,668,0,705,book review column,karl aberer,sigmod record,2002,668,book reviews,karl aberer,acm sigmod record,2002
No,1380,2125,0,1380,book review column,karl aberer,sigmod record,2003,2125,book review column,karl aberer,acm sigmod record,2003
No,958,564,0,958,reminiscences on influential papers,"s. sudarshan , charu c. aggarwal , mihalis yannakakis , alfons kemper , kenneth a. ross , sunita sarawagi",sigmod record,2000,564,reminiscences on influential papers,kenneth a. ross,acm sigmod record,2000
No,614,88,0,614,the need for distributed asynchronous transactions,"lyman do , prabhu ram , pamela drew",sigmod conference,1999,88,distributed transactions in practice,"prabhu ram , lyman do , pamela drew",acm sigmod record,1999
No,2018,1476,0,2018,applying formal methods to semantic-based decomposition of transactions,"paul ammann , indrakshi ray , sushil jajodia",acm trans . database syst .,1997,1476,using formal methods to reason about semantics-based decompositions of transactions,"paul ammann , sushil jajodia , indrakshi ray",very large data bases,1995
No,726,924,0,726,reminiscences on influential papers,"kenneth a. ross , anastassia ailamaki , alfred v. aho",sigmod record,2002,924,influential papers,ken ross,acm sigmod record,2003
No,1963,2123,0,1963,xpath processing in a nutshell,"georg gottlob , christoph koch , reinhard pichler",sigmod record,2003,2123,xpath processing in a nutshell,"georg gottlob , christoph koch , reinhard pichler",acm sigmod record,2003
No,2525,615,0,2525,estimating page fetches for index scans with finite lru buffers,"arun n. swami , k. bernhard schiefer",sigmod conference,1994,615,estimating page fetches for index scans with finite lru buffers,"arun swami , k. bernhard schiefer",the vldb journal -- the international journal on very large data bases,1995
No,206,1565,0,206,metu interoperable database system,"sema mancuhan , ismailcem budak arpinar , fatma ozcan , pinar koksal , asuman dogac , gökhan özhan , cevdet dengi , ugur halici , cem evrendilek , sena nural , ebru kilic",sigmod conference,1996,1565,metu interoperable database system,"a. dogac , c. dengi , e. kilic , g. ozhan , f. ozcan , s. nural , c. evrendilek , u. halici , b. arpinar , p. koksal , n. kesim , s. mancuhan",acm sigmod record,1995
No,1177,1308,0,1177,supervised wrapper generation with lixto,"sergio flesca , robert baumgartner , georg gottlob",vldb,2001,1308,visual web information extraction with lixto,"robert baumgartner , sergio flesca , georg gottlob",very large data bases,2001
No,479,2263,0,479,the gmap : a versatile tool for physical data independence,"yannis e. ioannidis , marvin h. solomon , odysseas g. tsatalos",vldb j.,1996,2263,the gmap : a versatile tool for physical data independence,"odysseas g. tsatalos , marvin h. solomon , yannis e. ioannidis",very large data bases,1994
No,2391,924,0,2391,reminiscences on influential papers,"kenneth a. ross , beng chin ooi , frank neven",sigmod record,2003,924,influential papers,ken ross,acm sigmod record,2003
No,1452,2202,0,1452,book review column,karl aberer,sigmod record,2003,2202,book review column,karl aberer,acm sigmod record,2003
No,705,598,0,705,book review column,karl aberer,sigmod record,2002,598,book review column,karl aberer,acm sigmod record,2001
No,125,2183,0,125,review : a real time virtual walkthrough system,"yixin ruan , zhiyong huang , kian-lee tan , jason chionh , lidan shou",sigmod conference,2001,2183,walking through a very large virtual environment in real-time,"lidan shou , jason chionh , zhiyong huang , yixin ruan , kian-lee tan",very large data bases,2001
No,2391,927,0,2391,reminiscences on influential papers,"kenneth a. ross , beng chin ooi , frank neven",sigmod record,2003,927,reminiscences on influential papers,kenneth a. ross,acm sigmod record,2003
No,1196,1183,0,1196,integrating reliable memory in databases,"peter m. chen , wee teck ng",vldb,1997,1183,integrating reliable memory in databases,"wee teck ng , peter m. chen",the vldb journal -- the international journal on very large data bases,1998
No,1051,1227,0,1051,clustering categorical data : an approach based on dynamical systems,"prabhakar raghavan , david gibson , jon m. kleinberg",vldb,1998,1227,clustering categorical data : an approach based on dynamical systems,"david gibson , jon kleinberg , prabhakar raghavan",the vldb journal -- the international journal on very large data bases,2000
No,387,924,0,387,reminiscences on influential papers,"kenneth a. ross , kyuseok shim , mary f. fernandez",sigmod record,2002,924,influential papers,ken ross,acm sigmod record,2003
No,1648,1518,0,1648,quickstore : a high performance mapped object store,"seth j. white , david j. dewitt",vldb j.,1995,1518,implementing crash recovery in quickstore : a performance study,"seth j. white , david j. dewitt",international conference on management of data,1995
No,2009,809,0,2009,one-dimensional and multi-dimensional substring selectivity estimation,"raymond t. ng , divesh srivastava , h. v. jagadish , olga kapitskaia",vldb j.,2000,809,multi-dimensional substring selectivity estimation,"h. v. jagadish , olga kapitskaia , raymond t. ng , divesh srivastava",very large data bases,1999
No,279,2106,0,279,approximate query translation across heterogeneous information sources,"hector garcia-molina , kevin chen-chuan chang",vldb,2000,2106,approximate query mapping : accounting for translation closeness,"kevin chen-chuan chang , h &#233; ctor garc &#237; a-molina",the vldb journal -- the international journal on very large data bases,2001
No,2188,1226,0,2188,algorithms for mining distance-based outliers in large datasets,"raymond t. ng , edwin m. knorr",vldb,1998,1226,distance-based outliers : algorithms and applications,"edwin m. knorr , raymond t. ng , vladimir tucakov",the vldb journal -- the international journal on very large data bases,2000
No,617,829,0,617,"o-o , what 's happening to db2 ?","richard swagerman , nelson mendonça mattos , michael j. carey , srinivasa narayanan , bennet vance , doug doole , serge rielau , donald d. chamberlin",sigmod conference,1999,829,"o-o , what have they done to db2 ?","michael j. carey , donald d. chamberlin , srinivasa narayanan , bennet vance , doug doole , serge rielau , richard swagerman , nelson mendon &#231; a mattos",very large data bases,1999
No,386,904,0,386,book review column,karl aberer,sigmod record,2002,904,book review column,karl aberer,acm sigmod record,2002
No,726,526,0,726,reminiscences on influential papers,"kenneth a. ross , anastassia ailamaki , alfred v. aho",sigmod record,2002,526,influential papers,ken ross,acm sigmod record,2002
No,2022,195,0,2022,the aqua approximate query answering system,"sridhar ramaswamy , swarup acharya , phillip b. gibbons , viswanath poosala",sigmod conference,1999,195,join synopses for approximate query answering,"swarup acharya , phillip b. gibbons , viswanath poosala , sridhar ramaswamy",international conference on management of data,1999
No,1492,2288,0,1492,a case for fractured mirrors,"ravishankar ramamurthy , qi su , david j. dewitt",vldb,2002,2288,a case for fractured mirrors,"ravishankar ramamurthy , david j. dewitt , qi su",the vldb journal -- the international journal on very large data bases,2003
No,575,526,0,575,reminiscences on influential papers,"theodore johnson , amr el abbadi , richard t. snodgrass , kenneth a. ross",sigmod record,2002,526,influential papers,ken ross,acm sigmod record,2002
No,2385,1163,0,2385,erratum : a database model for object dynamics,"mike p. papazoglou , bernd j. krämer",vldb j.,1997,1163,a database model for object dynamics,"m. p. papazoglou , b. j. kr &#228; mer",the vldb journal -- the international journal on very large data bases,1997
No,1584,709,0,1584,roadrunner : towards automatic data extraction from large web sites,"giansalvatore mecca , valter crescenzi , paolo merialdo",vldb,2001,709,roadrunner : automatic data extraction from data-intensive web sites,"valter crescenzi , giansalvatore mecca , paolo merialdo",international conference on management of data,2002
No,942,904,0,942,book review column,karl aberer,sigmod record,2002,904,book review column,karl aberer,acm sigmod record,2002
No,1452,2124,0,1452,book review column,karl aberer,sigmod record,2003,2124,book reviews,karl aberer,acm sigmod record,2003
No,2151,998,0,2151,secure bufering in firm real-time database systems,"jayant r. haritsa , binto george",vldb j.,2000,998,secure buffering in firm real-time database systems,"binto george , jayant r. haritsa",very large data bases,1998
No,2158,614,0,2158,implementing crash recovery in quickstore : a performance study,"seth j. white , david j. dewitt",sigmod conference,1995,614,quickstore : a high performance mapped object store,"seth j. white , david j. dewitt",the vldb journal -- the international journal on very large data bases,1995
No,386,513,0,386,book review column,karl aberer,sigmod record,2002,513,book review column,karl aberer,acm sigmod record,2002
No,942,512,0,942,book review column,karl aberer,sigmod record,2002,512,book reviews,karl aberer,acm sigmod record,2002
No,2257,661,0,2257,industry perspectives,leonard j. seligman,sigmod record,1997,661,industry perspective,len seligman,acm sigmod record,2002
No,183,583,0,183,an introduction to deductive database languages and systems,"kotagiri ramamohanarao , james harland",vldb j.,1994,583,special issue on prototypes of deductive database systems,k. ramamohanarao,the vldb journal -- the international journal on very large data bases,1994
No,2224,243,0,2224,lore : a database management system for semistructured data,"roy goldman , serge abiteboul , jennifer widom , dallan quass , jason mchugh",sigmod record,1997,243,lore : a lightweight object repository for semistructured data,"dallan quass , jennifer widom , roy goldman , kevin haas , qingshan luo , jason mchugh , svetlozar nestorov , anand rajaraman , hugo rivero , serge abiteboul , jeff ullman , janet wiener",international conference on management of data,1996
No,387,547,0,387,reminiscences on influential papers,"kenneth a. ross , kyuseok shim , mary f. fernandez",sigmod record,2002,547,reminiscences on influential papers,kenneth a. ross,acm sigmod record,2001
No,388,135,0,388,w3qs : a query system for the world-wide web,"david konopnicki , oded shmueli",vldb,1995,135,information gathering in the world-wide web : the w3ql query language and the w3qs system,"david konopnicki , oded shmueli",acm transactions on database systems ( tods ),1998
No,1218,1019,0,1218,clustering categorical data : an approach based on dynamical systems,"david gibson , jon m. kleinberg , prabhakar raghavan",vldb j.,2000,1019,clustering categorical data : an approach based on dynamical systems,"david gibson , jon m. kleinberg , prabhakar raghavan",very large data bases,1998
No,1792,1296,0,1792,views in a large-scale xml repository,"vincent aguilera , dan vodislav , pierangelo veltri , sophie cluet , tova milo",vldb j.,2002,1296,views in a large scale xml repository,"sophie cluet , pierangelo veltri , dan vodislav",very large data bases,2001
No,387,649,0,387,reminiscences on influential papers,"kenneth a. ross , kyuseok shim , mary f. fernandez",sigmod record,2002,649,reminiscences on influential papers,kenneth a. ross,acm sigmod record,2002
No,1747,866,0,1747,minicon : a scalable algorithm for answering queries using views,"rachel pottinger , alon y. halevy",vldb j.,2001,866,a scalable algorithm for answering queries using views,"rachel pottinger , alon y. levy",very large data bases,2000
No,2114,2107,0,2114,efficiently publishing relational data as xml documents,"berthold reinwald , jayavel shanmugasundaram , michael j. carey , eugene j. shekita , hamid pirahesh , bruce g. lindsay , rimon barr",vldb,2000,2107,efficiently publishing relational data as xml documents,"jayavel shanmugasundaram , eugene shekita , rimon barr , michael carey , bruce lindsay , hamid pirahesh , berthold reinwald",the vldb journal -- the international journal on very large data bases,2001
No,2052,995,0,2052,the heterogeneity problem and middleware technology : experiences with and performance of database gateways,"klaudia hergula , fernando de ferreira rezende",vldb,1998,995,bridging heterogeneity : research and practice of database middleware technology,"fernando de ferreira rezende , g &#252; nter sauter",very large data bases,1998
No,942,745,0,942,book review column,karl aberer,sigmod record,2002,745,book reviews,karl aberer,acm sigmod record,2002
No,23,217,0,23,supporting periodic authorizations and temporal reasoning in database access control,"elena ferrari , pierangela samarati , claudio bettini , elisa bertino",vldb,1996,217,an access control model supporting periodicity constraints and temporal reasoning,"elisa bertino , claudio bettini , elena ferrari , pierangela samarati",acm transactions on database systems ( tods ),1998
No,1105,249,0,1105,pixel-oriented database visualizations,daniel a. keim,sigmod record,1996,249,databases and visualization,daniel a. keim,international conference on management of data,1996
No,386,512,0,386,book review column,karl aberer,sigmod record,2002,512,book reviews,karl aberer,acm sigmod record,2002
No,1899,619,0,1899,book review column,karl aberer,sigmod record,2002,619,book reviews,karl aberer,acm sigmod record,2002
No,2613,303,0,2613,locally adaptive dimensionality reduction for indexing large time series databases,"kaushik chakrabarti , eamonn j. keogh , michael j. pazzani , sharad mehrotra",acm trans . database syst .,2002,303,locally adaptive dimensionality reduction for indexing large time series databases,"eamonn keogh , kaushik chakrabarti , michael pazzani , sharad mehrotra",international conference on management of data,2001
No,805,2145,0,805,orthogonally persistent object systems,"malcolm p. atkinson , ronald morrison",vldb j.,1995,2145,special issue on persistent object systems,,the vldb journal -- the international journal on very large data bases,1995
No,1658,2286,0,1658,re-tree : an efficient index structure for regular expressions,"rajeev rastogi , minos n. garofalakis , chee yong chan",vldb,2002,2286,re-tree : an efficient index structure for regular expressions,"chee-yong chan , minos garofalakis , rajeev rastogi",the vldb journal -- the international journal on very large data bases,2003
No,1528,1930,0,1528,the cubetree storage organization,"yannis kotidis , nick roussopoulos",vldb,1998,1930,cubetree : organization of and bulk incremental updates on the data cube,"nick roussopoulos , yannis kotidis , mema roussopoulos",international conference on management of data,1997
No,2601,650,0,2601,reminiscences on influential papers,"kaladhar voruganti , renée j. miller , kenneth a. ross , flip korn",sigmod record,2002,650,influential papers,ken ross,acm sigmod record,2002
No,726,650,0,726,reminiscences on influential papers,"kenneth a. ross , anastassia ailamaki , alfred v. aho",sigmod record,2002,650,influential papers,ken ross,acm sigmod record,2002
No,1752,1030,0,1752,integrating reliable memory in databases,"peter m. chen , wee teck ng",vldb j.,1998,1030,integrating reliable memory in databases,"wee teck ng , peter m. chen",very large data bases,1997
No,824,979,0,824,cubetree : organization of and bulk updates on the data cube,"nick roussopoulos , mema roussopoulos , yannis kotidis",sigmod conference,1997,979,the cubetree storage organization,"nick roussopoulos , yannis kotidis",very large data bases,1998
No,1498,1898,0,1498,mariposa : a wide-area distributed database system,"carl staelin , paul m. aoki , witold litwin , michael stonebraker , adam sah , jeff sidell , andrew yu , avi pfeffer",vldb j.,1996,1898,the mariposa distributed database management system,jeff sidell,acm sigmod record,1996
No,1697,1361,0,1697,tutorial : designing an ultra highly available dbms,"øystein torbjørnsen , svein erik bratsberg",sigmod conference,2000,1361,an ultra highly available dbms,"svein-olaf hvasshovd , svein erik bratsberg , &#216; ystein torbj &#248; rnsen",very large data bases,2000
No,1899,598,0,1899,book review column,karl aberer,sigmod record,2002,598,book review column,karl aberer,acm sigmod record,2001
No,968,547,0,968,reminiscences on influential papers,"james r. hamilton , limsoon wong , kenneth a. ross , laks v. s. lakshmanan",sigmod record,2001,547,reminiscences on influential papers,kenneth a. ross,acm sigmod record,2001
