label_str,ltable_id,rtable_id,label,id_x,title_x,authors_x,venue_x,year_x,id_y,title_y,authors_y,venue_y,year_y
Yes,820,9595,1,820,anatomy of a real e-commerce system a jhingran sigmod conference 2000,,,,9595,anatomy of a real e-commerce system a jhingran,,,
Yes,1742,36645,1,1742,"a performance study of transitive closure algorithms s dar , r ramakrishnan 1994",,sigmod conference,,36645,"a performance study of transitive closure algorithms sigmod conference ,","s dar , r ramakrishnan",,1994.0
Yes,2017,52320,1,2017,the bea/xqrl streaming xquery processor vldb,"d florescu , c hillery , d kossmann , p lucas , f riccardi , t westmann , m carey , a sundararajan , g agrawal",,2003.0,52320,"the bea streaming xquery processor d florescu , c hillery , d kossmann , p lucas , f the vldb journal the international journal on very large & hellip ; , 2004.0",,,
Yes,584,43284,1,584,database techniques for the world-wide web : a survey 1998,"d florescu , a levy , a mendelzon",sigmod record,,43284,"mendelzon . database techniques for the world-w ide-wide : a survey d florescu , a levy",,"sigmod record ,",
Yes,1341,31949,1,1341,efficient view maintenance at data warehouses,"d agrawal , a abbadi , a singh , t yurek",sigmod conference,1997.0,31949,"efficient view maintenanceat data warehouse proceedings of the acm sigmod conference ,","d agrawal , a el abbadi , a singh , t yurek",,
Yes,689,12112,1,689,workshop report : the first international workshop on active and real-time database systems ( artdb-95 ) 1996,,,,12112,"workshop report : the first international workshop on active and real-time database systems m berndtsson , j hansson",,"sigmod record ,",
Yes,1678,25201,1,1678,"do n't scrap it , wrap it ! a wrapper architecture for legacy data sources vldb","m roth , p schwarz",,1997.0,25201,"donâ ?? t scrap it , wrap it ! a wrapper architecture for legacy sources proceedings of vldb conference ,","mt roth , p schwarz",,
Yes,1729,11850,1,1729,innovation in database management : computer science vs. engineering vldb,k jacobs,,1997.0,11850,"innovation in database management : computer science vs. engineering proceedings of the international conference on very large & hellip ; ,",kr jacobs,,1997.0
Yes,1030,27870,1,1030,"weaving relations for cache performance a ailamaki , d dewitt , m hill , m skounakis 2001",,vldb,,27870,"hill : weaving relations for cache performance a ailamaki , dj dewitt , d mark",,"submitted for publication , february ,",
Yes,1190,53516,1,1190,"efficient filtering of xml documents for selective dissemination of information m altinel , m franklin",,vldb,2000.0,53516,"xfilter : efficient filtering of xml documents for selective dissemination of information proceedings of the 26th vldb conference , egypt","m altinel , m franklin",,
Yes,2477,51583,1,2477,"indexing very high-dimensional sparse and quasi-sparse vectors for similarity searches c wang , x wang vldb j. 2001",,,,51583,"indexing very high-dimensional sparse and quasi-sparse vectors for similarity searches c wang , xs wang",,"the vldb journal the international journal on very large & hellip ; ,",2001.0
Yes,2481,53218,1,2481,"one-dimensional and multi-dimensional substring selectivity estimation h jagadish , o kapitskaia , r ng , d srivastava",,vldb j.,2000.0,53218,"one-dimensional and multi-dimensional substring selectivity estimation hv jagadish , o kapitskaia , rt ng , d srivastava 2000.0",,"the vldb journal the international journal on very large & hellip ; ,",
Yes,1479,63011,1,1479,"data-driven , one-to-one web site generation for data-intensive applications 1999","s ceri , p fraternali , s paraboschi",vldb,,63011,"data-driven , one-to-one web site generation for data-intensive applications s ceri , p fraternali , s paraboschi proceedings of the 25th international conference on very & hellip ; ,",,,1999.0
Yes,1176,21730,1,1176,nodose - a tool for semi-automatically extracting semi-structured data from text documents sigmod conference,b adelberg,,1998.0,21730,"nodose { a tool for semi-automatically extracting semi-structured data from text documents . in acm b adelberg seattle , washington ,",,,
Yes,2601,24165,1,2601,"data modelling versus ontology engineering p spyns , r meersman , m jarrar 2002",,sigmod record,,24165,"data modelling versus ontology engineering p spyns , r meersman sigmod record ,",,,2002.0
Yes,1970,29564,1,1970,bypassing joins in disjunctive queries,"m steinbrunn , k peithner , g moerkotte , a kemper",vldb,1995.0,29564,"bypassing joins in disjunctive queries vldb , 1995.0",acm.org,,
Yes,558,50167,1,558,"asserting beliefs in mls relational models n jukic , s vrbsky sigmod record 1997",,,,50167,"asserting beliefs in mls relational models sigmod record , 1997.0","na jukic , sv vrbsky",,
Yes,2522,36693,1,2522,quickstore : a high performance mapped object store vldb j. 1995,"s white , d dewitt",,,36693,quickstore : a high performance mapped object store 1995.0,"sj white , dj dewitt","the vldb journal the international journal on very large & hellip ; ,",
Yes,2030,18418,1,2030,locating data sources in large distributed systems vldb,"l galanis , y wang , s jeffery , d dewitt",,2003.0,18418,"locating data sources in large distributed systems l galanis , y wang , sr jeffery , dj dewitt vldb ,",,,2003.0
Yes,1048,16762,1,1048,"the aqua approximate query answering system s acharya , p gibbons , v poosala , s ramaswamy sigmod conference 1999",,,,16762,", s. ramaswamy , and t. suel . aqua : system and techniques for approximate query answering pb gibbons , v poosala , s acharya , y bartal",,"technical report , bell laboratories , murray hill , nj , feb. .",
Yes,1942,6738,1,1942,the hyperion project : from data integration to data coordination sigmod record 2003,"m arenas , v kantere , a kementsietsidis , i kiringa , r miller , j mylopoulos",,,6738,"the hyperion project : from data integration to data coordination sigmod record ,",m arenasâ ? ¦,,2003.0
Yes,1798,20350,1,1798,"disseminating updates on broadcast disks s acharya , m franklin , s zdonik 1996",,vldb,,20350,"disseminating updates on broadcast disks s acharya , mj franklin , s zdonik",,"proceedings of the international conference on very large & hellip ; ,",1996.0
Yes,1524,49333,1,1524,"an open storage system for abstract objects s blott , l relly , h schek sigmod conference",,,1996.0,49333,"an abstract-object storage manager s blott , l relly , hj schek & hellip ; 1996 acm sigmod int . conf . on management of data , acm sigmod",,,
Yes,1341,1832,1,1341,efficient view maintenance at data warehouses,"d agrawal , a abbadi , a singh , t yurek",sigmod conference,1997.0,1832,"efficient data view maintenance warehouses d agrawal , a el abbadi , a singh , t yurek",,"proc . acm sigmod ,",
Yes,991,28184,1,991,a database perspective on lotus domino/notes c mohan sigmod conference 1999,,,,28184,"a database perspective on lotus domino/notes c mohan sigmod conference , 1999.0",,,
Yes,1539,61590,1,1539,adapting materialized views after redefinitions sigmod conference,"a gupta , i mumick , k ross",,1995.0,61590,adapting materialized views after redefinitions a gupta,,"sigmod conference ,",1995.0
Yes,2497,10451,1,2497,active rules for xml : a new paradigm for e-services vldb j. 2001,"a bonifati , s ceri , s paraboschi",,,10451,active rules for xml : a new paradigm for e-services,"a bonifati , s ceri , s paraboschi","the vldb journal the international journal on very large & hellip ; ,",2001.0
Yes,2092,13143,1,2092,data bubbles for non-vector data : speeding-up hierarchical clustering in arbitrary metric spaces,"j zhou , j sander",vldb,2003.0,13143,"data bubbles for non-vector data : speeding-up hierarchical clustering in arbitrary metric spaces j zhou , j sander proceedings of the international conference on very large & hellip ; ,",,,2003.0
Yes,532,3765,1,532,workflow management with service quality guarantees 2002,"m gillmann , g weikum , w wonner",sigmod conference,,3765,workflow management with service quality guarantees,m gillmann,,
Yes,834,53543,1,834,"opportunities at arpa , nsf , and elsewhere",x qian,sigmod record,1995.0,53543,"opportunities at arpa , nsf , and elsewhere sigmod record ,",x qian,,1995.0
Yes,389,48402,1,389,xml and electronic commerce : enabling the network economy,"b meltzer , r glushko",sigmod record,1998.0,48402,xml and electronic commerce,"b meltzer , r glushko","acm sigmod ,",
Yes,2107,55363,1,2107,"composing mappings among data sources j madhavan , a halevy vldb 2003",,,,55363,composing mappings among data sources,"j madhavan , ay halevy","vldb ,",2003.0
Yes,160,29067,1,160,the impact of global clustering on spatial database systems,"t brinkhoff , h kriegel",vldb,1994.0,29067,"1994 . the impact of global clustering on spatial database systems t brinkho , hp kriegel",,proc . 20th int . conf . on very large data,
Yes,1651,18695,1,1651,computing iceberg queries efficiently 1998,"m fang , n shivakumar , h garcia-molina , r motwani , j ullman",vldb,,18695,"computing iceberg queries ecientlyproc . 1996 int m fang , n shivakumar , hg molina , r motwani , jd conf . very large data bases ,",,,
Yes,674,31393,1,674,"database research : achievements and opportunities into the 21st century a silberschatz , m stonebraker , j ullman 1996",,sigmod record,,31393,"database research : achievements and opportunities into the 1st century acm sigmod record ,","a silberschatz , m stonebraker , j ullman",,1996.0
Yes,1203,37005,1,1203,"caching strategies for data-intensive web sites k yagoub , d florescu , v issarny , p valduriez vldb 2000",,,,37005,"caching strategies for data-intensive web sites k yagoub , d florescu , v issarny , p valduriez vldb , 2000.0",,,
Yes,1816,4146,1,1816,parallel database systems in the 1990 's m carey 1994,,sigmod conference,,4146,parallel database systems in the 1990 's,mj carey,acm computing surveys,
Yes,1124,39107,1,1124,"world wide database - integrating the web , corba , and databases a bouguettaya , b benatallah , l hendra , j beard , k smith , m ouzzani",,sigmod conference,1999.0,39107,world wide database å ? integrating the web,a bouguettayaâ ? ¦,"corba and databases ,",
Yes,1660,39229,1,1660,an asynchronous avoidance-based cache consistency algorithm for client caching dbmss,"m жzsu , k voruganti , r unrau",vldb,1998.0,39229,"an asynchronous avoidance-based cache consistency algorithm for client caching dbmss , k voruganti , rc unrau vldb , 1998.0",,,
Yes,1498,46299,1,1498,state of the art in workflow management research and products 1996,,,,46299,"workflow management systems : state of the art on research and products , tutorial notes int . conf . on extending database technology , avignon ,",c mohan,,
Yes,1506,57875,1,1506,finding intensional knowledge of distance-based outliers vldb 1999,"e knorr , r ng",,,57875,"finding intensional knowledge of distance-based outliers vldb ,","em knorr , rt ng",,1999.0
Yes,148,38562,1,148,reminiscences on influential papers,,,2001.0,38562,reminiscences on influential papers ka ross 2002.0,,sigmod,
Yes,2098,20236,1,2098,"maximizing the output rate of multi-way join queries over streaming information sources s viglas , j naughton , j burger",,vldb,2003.0,20236,maximizing the output rate of multi-way join queries over streaming information sources,"s viglas , jf naughton , j burger","proceedings of the international conference on very large & hellip ; ,",2003.0
Yes,591,52045,1,591,"enhanced nearest neighbour search on the r-tree k cheung , a fu sigmod record 1998",,,,52045,"enhanced nearest neighbour search on the r-tree . sigmod record ,",acms anthology,,1998.0
Yes,2316,52986,1,2316,a model for compound type changes encountered in schema evolution acm trans . database syst . 2000,b lerner,,,52986,"a model for compound type changes encountered in schema evolution â ?? & hellip ; of massachusetts , amherst , acm transactions on database & hellip ; ,",b staudt,,
Yes,250,191,1,250,report on the 18th british national conference on databases ( bncod ),,,2002.0,191,report on the 18th british national conference on databases ( bncod ),"c goble , b read","sigmod record ,",2002.0
Yes,2295,33577,1,2295,guest editorial,,,2003.0,33577,"guest editorial v atluri , a joshi , y yesha 2003.0",,"the vldb journal the international journal on very large & hellip ; ,",
Yes,257,22575,1,257,why i like working in academia sigmod record 2002,r snodgrass,,,22575,"why i like working in academia rt snodgrass sigmod record ,",,,2002.0
Yes,590,51553,1,590,querying and mining data streams : you only get one look a tutorial,,,2002.0,51553,query and mining data streams : you only get one look,"m garofalakis , j gehrke , r rastogi",,
Yes,1330,54210,1,1330,"semantic access : semantic interface for querying databases n rishe , j yuan , r athauda , s chen , x lu , x ma , a vaschillo , a shaposhnikov , d vasilevsky",,vldb,2000.0,54210,"semantic access : semantic interface for querying databases n rishe , j yuan , r athauda , sc chen , x lu , x ma , a 2000.0",,"proceedings of the international conference on very large & hellip ; ,",
Yes,1714,22065,1,1714,efficient user-adaptable similarity search in large multimedia databases vldb 1997,"t seidl , h kriegel",,,22065,adaptable similarity search in large image databases,"t seidl , hp kriegel",,
Yes,485,48282,1,485,engineering federated information systems : report of efis '99 workshop,"s conrad , w hasselbring , u hohenstein , r kutsche , m roantree , g saake , f saltor",sigmod record,1999.0,48282,engineering federated information systems : report of eefis '99 workshop 1999.0,"s conrad , w hasselbring , u hohenstein , rd kutsche ,","acm sigmod record ,",
Yes,640,61686,1,640,"t2 : a customizable parallel database for multi-dimensional data c chang , a acharya , a sussman , j saltz 1998",,sigmod record,,61686,"t2 : a customizable parallel database for multi-dimensional data . acms anthology sigmod record , 1998.0",,,
Yes,919,24285,1,919,towards an infrastructure for temporal databases : report of an invitational arpa/nsf workshop 1994,,,,24285,"towards an infrastructure for temporal databases : report of an invitational arpa/nsf workshop a segev , b theodoulidis , ij dayal sigmod record , 1994.0",,,
Yes,1165,44881,1,1165,using schematically heterogeneous structures,r miller,sigmod conference,1998.0,44881,using schematically heterogeneous structures,rj miller,,
Yes,1515,35132,1,1515,towards effective and efficient free space management,"m mcauliffe , m carey , m solomon",sigmod conference,1996.0,35132,towards effective and efficient free space management,"ml mcaulie , mj carey , mh solomon",proceedings of the 1996 acm sigmod international conference,
Yes,1713,46144,1,1713,data replication for mobile computers sigmod conference,"y huang , a sistla , o wolfson",,1994.0,46144,"data replication for mobile computers sigmod conference ,","y huang , p sistla , o wolfson",,1994.0
Yes,2110,27273,1,2110,"supporting frequent updates in r-trees : a bottom-up approach m lee , w hsu , c jensen , b cui , k teo",,vldb,2003.0,27273,"supporting frequent updates in r-trees : a bottom-up approach ml lee , w hsu , cs jensen , b cui , kl teo vldb ,",,,2003.0
Yes,1735,22251,1,1735,wavecluster : a multi-resolution clustering approach for very large spatial databases vldb 1998,"g sheikholeslami , s chatterjee , a zhang",,,22251,"wavecluster : a multi-resolution clustering approach for very large spatial databases o shmueli , j widom , g sheikholeslami , s chatterjee & hellip ; - fourth international conference on very-large databases ,",,,
Yes,304,17108,1,304,gigascope : a stream database for network applications sigmod conference 2003,"c cranor , t johnson , o spatscheck , v shkapenyuk",,,17108,"bgigascope : a stream database for network applications , ^ in proceedings of the acm international","c cranor , t johnson , o spataschek , v shkapenyuk",,2003.0
Yes,1342,10867,1,1342,"the a-tree : an index structure for high-dimensional spaces using relative approximation y sakurai , m yoshikawa , s uemura , h kojima vldb 2000",,,,10867,"the a-tree : an index structure for high-dimensional spaces using relative approximation y sakurai , m yoshikawa , s uemura , h kojima 2000.0",,"vldb ,",
Yes,2467,2583,1,2467,"timber : a native xml database h jagadish , s al-khalifa , a chapman , l lakshmanan , a nierman , s paparizos , j patel , d srivastava , n wiwatwattana , y wu , c yu",,vldb j.,2002.0,2583,c. yu . ( 2002 ) . timber : a native xml database the vldb,"hv jagadish , s al-khalifa , a chapman , lvs",,
Yes,1122,40496,1,1122,"answering xml queries on heterogeneous data sources i manolescu , d florescu , d kossmann vldb",,,2001.0,40496,"answering xml queries over heterogeneous data sources , w : proc . of the 27 thinternational conference roma , italy","i manolescu , d florescu , d kossmann",,
Yes,1662,31411,1,1662,"workflow automation : applications , technology , and research ( tutorial )",,,1995.0,31411,"workflow automation : technology , applications , and research caise 95 tutorial",a sheth,,
Yes,1120,15368,1,1120,"exploratory mining and pruning optimizations of constrained association rules r ng , l lakshmanan , j han , a pang 1998",,sigmod conference,,15368,exploratory mining and pruning optimizations of constrained associations rules proceedings of the acm sigmod international conference on,"tn raymond , lvs lakshmanan , j han , a pang",,
Yes,2069,58239,1,2069,complex queries over web repositories vldb 2003,"s raghavan , h garcia-molina",,,58239,"complex queries over web repositories s raghavan , h garcia-molina proceedings of the international conference on very large & hellip ; ,",,,2003.0
Yes,1310,50323,1,1310,panel : is generic metadata management feasible ? vldb 2000,"p bernstein , l haas , m jarke , e rahm , g wiederhold",,,50323,panel : is generic metadata management feasible ?,pa bernstein,"vldb ,",2000.0
Yes,730,27013,1,730,"reconciling schemas of disparate data sources : a machine-learning approach a doan , p domingos , a halevy 2001",,sigmod conference,,27013,"reconciling schemas of disparate data sources : a machine-learning approach sigmod conference ,","a doan , p domingos , ay halevy",,2001.0
Yes,1876,27533,1,1876,"logical and physical versioning in main memory databases r rastogi , s seshadri , p bohannon , d leinbaugh , a silberschatz , s sudarshan 1997",,vldb,,27533,"logical and physical versioning in main memory databases p bohannon , d leinbaugh , r rastogi , s seshadri , a",,"proceedings of the international conference on very large & hellip ; ,",1997.0
Yes,1678,17346,1,1678,"do n't scrap it , wrap it ! a wrapper architecture for legacy data sources vldb","m roth , p schwarz",,1997.0,17346,"donâ ?? t scrap it , wrap it ! a wrapper architecture for data sources mt roth , p schwarz",,proceedings of the 23rd vldb,
Yes,994,8056,1,994,a consensus glossary of temporal database concepts sigmod record,"c jensen , j clifford , r elmasri , s gadia , p hayes , s jajodia",,1994.0,8056,", sk gadi p. hayes and s. jajodia ( e & ) : â ?? a consensus glossary of temporal database conceptsâ ?? a chf sig3fod","cs jensen , j cliftord",,
Yes,151,33230,1,151,odefs : a file system interface to an object-oriented database vldb 1994,"n gehani , h jagadish , w roome",,,33230,odefs : a file system interface to an object-oriented database nh gehani hv jagadish wd roome,,,
Yes,2484,22939,1,2484,dynamic vp-tree indexing for n-nearest neighbor search given pair-wise distances,"a fu , p chan , y cheung , y moon",vldb j.,2000.0,22939,"dynamic vp-tree indexing for n-nearest neighbor search given pair-wise distances aw fu , pm chan , yl cheung , ys moon the vldb journal the international journal on very large & hellip ; ,",,,2000.0
Yes,1724,18376,1,1724,the microsoft repository 1997,"p bernstein , b harry , p sanders , d shutt , j zander",vldb,,18376,"the microsoft repository , invited keynote address pa bernstein , b harry , pj sanders , d shutt , j",,"proceedings of the 23th intl. conf . on very large data bases & hellip ; ,",
Yes,2615,57559,1,2615,"report on the first international conference on ontologies , databases and applications of semantics 2003",,,,57559,"report on the first international conference on ontologies , databases and applications of semantics k aberer 2003.0",,"sigmod record ,",
Yes,2373,9959,1,2373,gloss : text-source discovery over the internet acm trans . database syst .,"l gravano , h garcia-molina , a tomasic",,1999.0,9959,gloss : text-source discovery over the internet,"l gravano , h garcia-molina , a tomasic","acm transactions on database systems ,",1999.0
Yes,2386,13435,1,2386,"optimal clip ordering for multi-clip queries r ng , p shum 1998",,vldb j.,,13435,"optimal clip ordering for multi-clip queries rt ng , p shum 1998.0",,"the vldb journal the international journal on very large & hellip ; ,",
Yes,1987,24344,1,1987,performing jobs without decompression in a compressed database system,"s o'connell , n winterbottom",sigmod record,2003.0,24344,"performing joins without decompression in a compressed database system sigmod record ,",", n winterbottom",,2003.0
Yes,240,63577,1,240,supply chain infrastructures : system integration and information sharing 2002,"m ball , m ma , l raschid , z zhao",sigmod record,,63577,"supply chain infrastructures : system integration and information sharing mo ball , m ma , l raschid , z zhao sigmod record ,",,,2002.0
Yes,2344,53752,1,2344,transactional client-server cache consistency : alternatives and performance acm trans . database syst . 1997,"m franklin , m carey , m livny",,,53752,"mj , and livny , m. 1997 . transactional client-server cache consistency : alternatives and performance n frankli , c mj acm transactions on database",,,
Yes,566,39722,1,566,an overview of data warehousing and olap technology sigmod record,"s chaudhuri , u dayal",,1997.0,39722,"s. , dayal , u. : an overview of datawarehousing and olap technology cd chaudhuri",,"acm sigmod record ,",
Yes,531,52292,1,531,"the five-minute rule ten years later , and other computer storage rules of thumb j gray , g graefe",,sigmod record,1997.0,52292,"the 5-minute rule revisited and other storage rules of thumb acm sigmod record ,","j gray , g graefe",,
Yes,66,14340,1,66,the cougar approach to in-network query processing in sensor networks sigmod record 2002,"y yao , j gehrke",,,14340,the cougar approach to in-network query processing in sensor networks 2002.0,"y yao , j gehrke","sigmod record ,",
Yes,2206,38030,1,2206,chip-secured data access : confidential data on untrusted servers,"l bouganim , p pucheral",vldb,2002.0,38030,chip-secured data access : confidential data on untrusted servers,"l bouganim , p pucheral","vldb ,",2002.0
Yes,2101,26860,1,2101,"aquery : query language for ordered data , optimization techniques , and experiments 2003","a lerner , d shasha",vldb,,26860,"aquery : query language for ordered data a lerner , d shasha optimization techniques , and experiments , in vldb ,",,,
Yes,517,32680,1,517,intelligent access to heterogeneous information sources : report on the 4th workshop on knowledge representation meets databases,,,1997.0,32680,"intelligent access to heterogeneous information sources report on the 4th workshop on knowledge sigmod record , 1997.0",ma jeusfeld,,
Yes,233,9053,1,233,"memory-contention responsive hash joins d davison , g graefe vldb",,,1994.0,9053,"memory-contention responsive hash joins dl davison , g graefe proceedings of the international conference on very large & hellip ; ,",,,1994.0
Yes,1329,48252,1,1329,beyond market baskets : generalizing association rules to correlations 1997,"s brin , r motwani , c silverstein",sigmod conference,,48252,beyond market basket : generaliing association rules to correlations,"s brin , r motwani , c silverstein",proceedings of the 1997 acm-sigmod conference on management,
Yes,132,46004,1,132,"naos - efficient and modular reactive capabilities in an object-oriented database system c collet , t coupaye , t svensen vldb 1994",,,,46004,"modular reactive capabilities in an object-oriented database system proceedings of the 20th international conference on very & hellip ; ,","c collet , t coupaye , ts naos-e-cient",,
Yes,750,14753,1,750,on computing correlated aggregates over continual data streams 2001,"j gehrke , f korn , d srivastava",sigmod conference,,14753,on computing correlated aggregates over continual data streams 2001.0,"j gehrke , f korn , d srivastava","sigmod conference ,",
Yes,1311,25091,1,1311,the bucky object-relational benchmark ( experience paper ) 1997,"m carey , d dewitt , j naughton , m asgarian , p brown , j gehrke , d shah",sigmod conference,,25091,"the bucky object-relational benchmark mj carey sigmod rec ,",,,1997.0
Yes,773,4443,1,773,implementation aspects of an object-oriented dbms sigmod record 1995,"a dogac , m altinel , c ozkan , i durusoy",,,4443,implementation aspects of an object-oriented dbms,"a dogac , m altinel , c ozkan , i durusoy","sigmod record ,",1995.0
Yes,1698,37800,1,1698,visdb : a system for visualizing large databases sigmod conference,"d keim , h kriegel",,1995.0,37800,visdb : a system for visualizing large databases - group of 2 & raquo ;,"da keim , hp kriegel","proceedings of the 1995 acm sigmod international conference & hellip ; ,",1995.0
Yes,304,23632,1,304,gigascope : a stream database for network applications sigmod conference 2003,"c cranor , t johnson , o spatscheck , v shkapenyuk",,,23632,gigascope : a stream database for network applications 2003.0,"cd cranor , t johnson , v shkapenyuk","sigmod conference ,",
Yes,1814,56428,1,1814,"xsb as an efficient deductive database engine k sagonas , t swift , d warren",,sigmod conference,1994.0,56428,"xsb as an efficient deductive database engine kst swift , ds warren 1994.0",,,
Yes,949,46043,1,949,an adaptive query execution system for data integration 1999,"z ives , d florescu , m friedman , a levy , d weld",sigmod conference,,46043,"d. florescu , m. friedmain , a. levy , ds weld , an adaptive query execution system for data integration proc . of the/999 acm",zg ives,,
Yes,417,8098,1,417,videoanywhere : a system for searching and managing distributed video assets sigmod record 1999,"a sheth , c bertram , k shah",,,8098,"video anywhere : a system for searching and managing distributed heterogeneous video assets a sheth , c bertram , k shah acm sigmod record , 1999.0",,,
Yes,1214,8939,1,1214,query flocks : a generalization of association-rule mining 1998,"s tsur , j ullman , s abiteboul , c clifton , r motwani , s nestorov , a rosenthal",sigmod conference,,8939,"query flocks : an extension to association-rule mining s tsur , jd ullman , s abiteboul , c clifton , r 1998.0",,,
Yes,1321,16132,1,1321,devise : integrated querying and visual exploration of large datasets ( demo abstract ) sigmod conference 1997,"m livny , r ramakrishnan , k beyer , g chen , d donjerkovic , s lawande , j myllymaki , r wenger",,,16132,"devise : integrated querying and visual exploration of large datasets sigmod rec , 1997.0","m livny , r ramakrishnan , k beyer , g chen , d",,
Yes,1712,27270,1,1712,"the ecrc multi database system w jonker , h schќtz sigmod conference 1995",,,,27270,"the ecrc multi database system w jonker , h schã 1/4 tz 1995.0",,"proceedings of the 1995 acm sigmod international conference & hellip ; ,",
Yes,5,12443,1,5,"schema and database evolution in the o2 object database system f ferrandina , t meyer , r zicari , g ferran , j madec 1995",,vldb,,12443,"others , schema and database evolution in the o 2 object database system f ferrandina , t meyer , r zicari",,proc . vldb ( sep. .,
