label_str,ltable_id,rtable_id,label,title_x,authors_x,venue_x,year_x,title_y,authors_y,venue_y,year_y
Yes,24,44994,1,"the clustra telecom database : high availability , high throughput , and real-time response s hvasshovd , и torbjјrnsen , s bratsberg , p holager 1995",,vldb,,"the clustra telecom database : high availability , high throughput , and real-time response s delab",,,
Yes,26,52175,1,"neurorule : a connectionist approach to data mining h lu , r setiono , h liu vldb 1995",,,,"a connectionist approach to data mining h lu , r setiono , hn liu",,"proceedings of the 21st vldb conference , zurish , swizerland ,",
Yes,26,54864,1,"neurorule : a connectionist approach to data mining h lu , r setiono , h liu vldb 1995",,,,"r. & liu , h. : neurorule : a connectionist approach to data mining h lu , r setiono & hellip ; conference on very large data bases , zurich , switzer-land ,",,,
Yes,31,28931,1,redo recovery after system crashes vldb 1995,"d lomet , m tuttle",,,"redo recovery after system crashes db lomet , mr tuttle vldb , 1995.0",,,
Yes,31,47584,1,redo recovery after system crashes vldb 1995,"d lomet , m tuttle",,,redo recovery from system crashes vldb,"d lomet , m tuttle",,
Yes,31,60744,1,redo recovery after system crashes vldb 1995,"d lomet , m tuttle",,,"redorecovery aftersystem crashes proc . of the 21st intâ ?? l conf . on very large data bases ,",dlmr tuttle,,
Yes,32,61220,1,db2 query parallelism : staging and implementation y wang vldb,,,1995.0,"db2 query parallelism : staging and implementation y wang proceedings of the 21th international conference on very & hellip ; , 1995.0",,,
Yes,40,38927,1,bringing order to query optimization sigmod record,"g slivinskas , c jensen , r snodgrass",,2002.0,"bringing order to query optimization gscs jensenl , rt snodgrass 2002.0",,"sigmod record ,",
Yes,40,43607,1,bringing order to query optimization sigmod record,"g slivinskas , c jensen , r snodgrass",,2002.0,"bringing order to query optimization g slivinskas , cs jensen , rt snodgrass acm sigmod record , 2002.0",,,
Yes,45,19262,1,accessing a relational database through an object-oriented database interface,"j orenstein , d kamber",vldb,1995.0,"accessing a relational database through an object-oriented database interface proceedings of the international conference on very large & hellip ; ,",j orenstein,,1995.0
Yes,46,9485,1,interviewing during a tight job market,,,2002.0,interviewing during a tight job market q luo 2002.0,,"sigmod record ,",
Yes,49,19397,1,w3qs : a query system for the world-wide web vldb,"d konopnicki , o shmueli",,1995.0,w3qs : a querysystem fortheworld-wide web,dko shmueli,intl. conference on very large data bases,
Yes,49,50019,1,w3qs : a query system for the world-wide web vldb,"d konopnicki , o shmueli",,1995.0,"w3qs : a query system for the world-wide webâ '' in proceedings of the 21st international conference on d konopnicki , o shmueli",,"zurich , switzerland , september ,",
Yes,51,10872,1,oodb bulk loading revisited : the partitioned-list approach vldb,"j wiener , j naughton",,1995.0,the partitioned-list approach,"jl wiener , jf naughton , obl revisited",proceedings of the 21th international conference on very,
Yes,54,51448,1,combining fuzzy information : an overview r fagin,,sigmod record,2002.0,"combining fuzzy information : an overview r fagin sigmod record , 2002.0",,,
Yes,56,19504,1,index concurrency control in firm real-time database systems,"b goyal , j haritsa , s seshadri , v srinivasan",vldb,1995.0,index concurrency control in firm real-time databases sr narayanan 1997.0,,,
Yes,57,48058,1,a brief survey of web data extraction tools 2002,"a laender , b ribeiro-neto , a silva , j teixeira",sigmod record,,"march 2002 , â ?? a brief survey of web data extraction tools , â ?? a laender , b ribeiro-neto , a dasilva , j teixeira",,sigmod record web,
Yes,58,39881,1,value-cognizant speculative concurrency control 1995,"a bestavros , s braoudakis",vldb,,"value-cognizant speculative concurrency control proceedings of the international conference on very large & hellip ; , 1995.0","a bestavros , s braoudakis",,
Yes,65,41516,1,"an approach for building secure database federations d jonscher , k dittrich vldb",,,1994.0,"an approach for building secure database federations in jorge b. bocca and matthias jarke and carlo proceedings of 20th international conference on very large & hellip ; ,","d jonscher , kr dittrich",,
Yes,75,25703,1,fast incremental indexing for full-text information retrieval 1994,"e brown , j callan , w croft",vldb,,"fast incremental indexing for full-text information retrieval ew brown , jp callan , wb croft",,"proceedings of the international conference on very large & hellip ; ,",1994.0
Yes,86,44630,1,dual-buffering strategies in object bases,"a kemper , d kossmann",vldb,1994.0,"d. 1994 . dual-buffering strategies in object bases jb bocca , m. jarke , and c. zaniol o eds. ,","a kemper , ann kossm",,
Yes,89,55462,1,2q : a low overhead high performance buffer management replacement algorithm vldb,"t johnson , d shasha",,1994.0,"x3 : a low overhead high performance buffer management replacement algorithm t johnson , d shasha , i novell",,,
Yes,95,17325,1,fast algorithms for mining association rules in large databases 1994,"r agrawal , r srikant",vldb,,"fastalgorithmsformining association rules rar srikant proc . of the vldb conference , santiago , chile , september ,",,,
Yes,95,50310,1,fast algorithms for mining association rules in large databases 1994,"r agrawal , r srikant",vldb,,"fast algorithms for mining association rules in large databases , ibm research report rj9839 [ r ] r agrawal , r skirant",,"san jose , california : ibm almaden research center ,",
Yes,98,58349,1,"the grid : an application of the semantic web c goble , d roure",,sigmod record,2002.0,"the grid : an application of the semantic web c goble sigmod record , 2002.0",,,
Yes,102,52195,1,small worlds : the dynamics of networks between order and randomness - book review,,,2002.0,small worlds : the dynamics of networks between order and randomness,dj watts,,1999.0
Yes,104,45850,1,query processing in tertiary memory databases s sarawagi,,vldb,1995.0,query processing in tertiary memory databases 1996.0,s sarawagi,,
Yes,107,29313,1,near neighbor search in large metric spaces vldb,s brin,,1995.0,near neighbor search in large metric spaces,s brin,"vldb ,",1995.0
Yes,107,33199,1,near neighbor search in large metric spaces vldb,s brin,,1995.0,ã cents â ? ¬ near neighbor search in large metric spacesã cents â ? ¬ â ? cents,s brin,"proc . 21st conference on very large databases ( vldbã cents â ? ¬ â ? cents & hellip ; ,",
Yes,107,41647,1,near neighbor search in large metric spaces vldb,s brin,,1995.0,near neighbor search in large metric spaces . 21st vldb,s brin,"zurich , switzerland , sept ,",
Yes,108,23226,1,scientific journals : extinction or explosion ? ( panel ) vldb 1995,"r ramakrishnan , h garcia-molina , g rossbach , a silberschatz , g wiederhold , j zijlstra",,,"scientific journals : extinction or explosion ? ( panel ) r ramakrishnan , h garcia-molina , g rossbach , a proceedings of the 21th international conference on very & hellip ; ,",,,1995.0
Yes,108,23449,1,scientific journals : extinction or explosion ? ( panel ) vldb 1995,"r ramakrishnan , h garcia-molina , g rossbach , a silberschatz , g wiederhold , j zijlstra",,,"scientific journals : extinction or explosion ? proceedings of the international conference on very large & hellip ; , 1995.0",r ramakrishnan,,
Yes,111,6020,1,"the p operator : discovering and ranking associations on the semantic web k anyanwu , a sheth 2002",,sigmod record,,"the p operator : discovering and ranking on the semantic web k anyanwu , a sheth 2002.0",,"sigmod record ,",
Yes,116,34199,1,metrics for accessing heterogeneous data : is there any hope ? ( panel ) vldb 1995,"l seligman , n belkin , e neuhold , m stonebraker , g wiederhold",,,metrics for accessing heterogeneous data : is there any hope ? l seligman 1995.0,,"proceedings of the international conference on very large & hellip ; ,",
Yes,128,24343,1,report on the edbt '02 panel on scientific data integration 2002,,,,"report on the edbt '02 panel on scientific data integration sigmod record ,","o boucelma , s castano , c goble , v josifovski , z",,2002.0
Yes,136,25415,1,query optimization by predicate move-around vldb 1994,"a levy , i mumick , y sagiv",,,query optimization by predicate move-around,"aylis mumick , y sagiv",,
Yes,137,24673,1,the evolution of effective b-tree : page organization and techniques : a personal account d lomet sigmod record,,,2001.0,the evolution of effective b-tree : page organization and techniques : a personal account d lomet 2001.0,,"sigmod record ,",
Yes,139,41345,1,"the ecobase project : database and web technologies for environmental information systems a tanaka , p valduriez sigmod record",,,2001.0,"the ecobase project : database and web technologies for environmental information systems ' acm sigmod record , september ,",l bouganim,,2001.0
Yes,143,28064,1,"providing dynamic security control in a federated database n idris , w gray , r churchhouse 1994",,vldb,,"wa gray and rf churchhouse . ( 1994 ) providing dynamic security control in a federated database proc . 1994 intl. conf . on very large databases ,",nb idris,,
Yes,147,17682,1,"towards event-driven modelling for database design m teisseire , p poncelet , r cicchetti vldb 1994",,,,"towards event-driven modelling for database design m teisseirdl , p poncelew , r cicchettw",,,
Yes,164,62770,1,from nested-loop to join queries in oodb vldb,"h steenhagen , p apers , h blanken , r by",,1994.0,"ã cents â ? ¬ å?from nested-loop to join queries in oodb , ''","hj steenhagen , pmg apers , hm blanken , ra de by","proceedings of twentieth international conference on very & hellip ; ,",
Yes,166,52163,1,"composite events for active databases : semantics , contexts and detection 1994","s chakravarthy , v krishnaprasad , e anwar , s kim",vldb,,composite events for active databases : semantics,"s chakravarthy , v krishnaprasad , e anwar , sk kim","contexts , and detection , procs . of the 20th intâ ?? l conf . on & hellip ; ,",
Yes,170,15532,1,content-based image indexing t chiueh 1994,,vldb,,"content-based image indexing vldb , 1994.0",t chiueh,,
Yes,171,49002,1,client-server paradise,"d dewitt , n kabra , j luo , j patel , j yu",vldb,1994.0,client-server paradise,"dj dewitt , n kabra , j luo , jm patel , jb yu","vldb ,",1994.0
Yes,178,4298,1,"continuous queries over data streams s babu , j widom sigmod record",,,2001.0,continuous queries over data streams,"s balu , j widom",,
Yes,184,49763,1,advanced xml data processing - guest editor 's introduction sigmod record,k aberer,,2001.0,"advanced xml data processing : k aberer sigmod record , 2001.0",,,
Yes,188,19241,1,an empirical performance study of the ingres search accelerator for a large property management database system,"s anand , d bell , j hughes",vldb,1994.0,"an empirical performance study of the ingres search accelerator for a large property management ss anand , da bell",,"proceedings of the international conference on very large & hellip ; ,",1994.0
Yes,199,48998,1,detection and classification of intrusions and faults using sequences of system calls 2001,"j cabrera , l lewis , r mehra",sigmod record,,"detection and classification of intrusions and faults using sequences of system calls jbd cabrera , l lewis , rk mehra sigmod record , 2001.0",,,
Yes,202,6703,1,book review column sigmod record,k aberer,,2001.0,book review column k aberer sigmod,,,2002.0
Yes,203,12466,1,integrating a structured-text retrieval system with an object-oriented database system 1994,"t yan , j annevelink",vldb,,"integrating a structured-text retrieval system with an object-oriented database system tw yantt , j annevelinkt",,,
Yes,209,35962,1,"mining system audit data : opportunities and challenges w lee , w fan 2001",,sigmod record,,"mining system audit data : opportunities and challenges sigmod record , 2001.0","w lee , w fan",,
Yes,210,33696,1,efficient similarity search and classification via rank aggregation,"r fagin , r kumar , d sivakumar",sigmod conference,2003.0,efficient similarity search and classification via rank aggregation,"r fagin , r kumar , d sivakumar","sigmod conference ,",2003.0
Yes,212,42916,1,"extracting structured data from web pages a arasu , h garcia-molina sigmod conference 2003",,,,s. university . extracting structured data from web pages,"a arasu , h garcia-molina",proceedings of the 2003 acm sigmod international conference,
Yes,221,38412,1,"chain : operator scheduling for memory minimization in data stream systems b babcock , s babu , m datar , r motwani sigmod conference",,,2003.0,chain : operator scheduling for memory minimization in stream systems,"b babcock , s babu , m datar , r motwani","proceedings of the international sigmod conference , san & hellip ; ,",
Yes,226,11556,1,"the gmap : a versatile tool for physical data independence o tsatalos , m solomon , y ioannidis 1994",,vldb,,the gmap : a versatile tool for physical data independence,"g odysseas , mh solomon , ye ioannidist",,
Yes,227,36901,1,the design and performance evaluation of alternative xml storage strategies 2002,"f tian , d dewitt , j chen , c zhang",sigmod record,,"the design and performance evaluation of alternative xml storage strategies f tian , dj dewitt , j chen , c zhang 2002.0",,"sigmod record ,",
Yes,227,40509,1,the design and performance evaluation of alternative xml storage strategies 2002,"f tian , d dewitt , j chen , c zhang",sigmod record,,"the design and performance evaluation of altervative xml storage strategies f tian , dj dewitt , j chen , c zhang",,,2000.0
Yes,229,58948,1,including group-by in query optimization vldb,"s chaudhuri , k shim",,1994.0,"including group-by in query optimization s chaudhari , k shim 1994.0",,,
Yes,251,53359,1,maximizing buffer and disk utilizations for news on-demand vldb,"r ng , j yang",,1994.0,"maximizing buffer and disk utilization for news ondemand rt ng , j yang",,"proc . int &#39; l conf . very large databases ,",
Yes,254,3284,1,"join index hierarchies for supporting efficient navigations in object-oriented databases z xie , j han 1994",,vldb,,"join index hierarchies for supporting efficient navigation in object-oriented databases z xie , j han proc . int . conf . on very large data bases ( vldb ) ,",,,
Yes,259,7033,1,qc-trees : an efficient summary structure for semantic olap sigmod conference 2003,"l lakshmanan , j pei , y zhao",,,quotient cube and qc-tree : efficient summarizations for semantic olap y zhao 2003.0,,,
Yes,262,42585,1,"xrank : ranked keyword search over xml documents l guo , f shao , c botev , j shanmugasundaram sigmod conference",,,2003.0,"xrank : ranked keyword search over xml documents l guo , f shao , c botev , j shanmugasundaram",,,
Yes,288,20657,1,"data grid management systems a jagatheesan , a rajasekar 2003",,sigmod conference,,"grid data management systems & services a jagatheesan , r moore proceedings of the international conference on very large & hellip ; ,",,,2003.0
Yes,294,42513,1,"dynamic xml documents with distribution and replication s abiteboul , a bonifati , g cobena , i manolescu , t milo sigmod conference 2003",,,,"dynamic xml documents with distribution and replication s abiteboul , a bonifati , g cobena , i manolescu , t",,"sigmod conference ,",2003.0
Yes,294,59546,1,"dynamic xml documents with distribution and replication s abiteboul , a bonifati , g cobena , i manolescu , t milo sigmod conference 2003",,,,"active xml documents with distribution and replication acm sigmod ,","s abiteboul , a bonifati , g cobena , i manolescu , t",,
Yes,298,2914,1,the implementation and performance of compressed databases,"t westmann , d kossmann , s helmer , g moerkotte",sigmod record,2000.0,the implementation and performance of compressed databases . acms anthology,,"sigmod record ,",2000.0
Yes,300,26481,1,"metadata standards for data warehousing : open information model vs. common warehouse metamodel t vetterli , a vaduva , m staudt",,sigmod record,2000.0,metadata standards for data warehousing : open information model vs. common warehouse metadata,"t vetterli , a vaduva , m staudt","acm sigmod record ,",2000.0
Yes,312,16017,1,report in isdo ' 00 : the caise * 00 workshop on infrastructures for dynamic business-to-business service outsourcinga 2000,,,,report on isdo ' 00 : the caise * 00 workshop on â ?? infrastructures for dynamic business-to-business,"h ludwig , p grefen","acm sigmod record ,",2000.0
Yes,332,56096,1,"integration of electronic tickets and personal guide system for public transport using mobile terminals k goto , y kambayashi sigmod conference 2003",,,,"integration of electronic tickets and personal guide system for public transport using mobile k goto , y kambayashi",,,
Yes,337,32480,1,"using sets of feature vectors for similarity search on voxelized cad objects h kriegel , s brecheisen , p krіger , m pfeifle , m schubert 2003",,sigmod conference,,"using sets of feature vectors for similarity search on voxelized cad objects proc . acm sigmod int . conf . on management of data ( sigmodâ ?? & hellip ; , 2003.0","s brecheisen , hp kriegel , p kroger",,
Yes,343,33096,1,"qcluster : relevance feedback using adaptive clustering for content-based image retrieval d kim , c chung sigmod conference",,,2003.0,"qcluster : relevance feedback using adaptive clustering for content-based image retrieval sigmod conference , 2003.0","dh kim , cw chung",,
Yes,345,12896,1,vldb workshop on technologies in e-services ( tes ),,,2000.0,"report on the vldb workshop on technologies for e-services ( tes ) f casati , u dayal , mc shan acm sigmod record , 2000.0",,,
Yes,345,54693,1,vldb workshop on technologies in e-services ( tes ),,,2000.0,"report on the vldb workshop on technologies for e-services ( tes ) cairo , egypt september 14 and 15 , sigmod record , 2000.0",f casati,,
Yes,355,37114,1,"robust and efficient fuzzy match for online data cleaning s chaudhuri , k ganjam , v ganti , r motwani sigmod conference 2003",,,,robust and efficient fuzzy match for online data cleaning,"s chaudhuri , k ganjam , v ganti , r motwani","sigmod conference ,",2003.0
Yes,356,61754,1,mapping data in peer-to-peer systems : semantics and algorithmic issues,"a kementsietsidis , m arenas , r miller",sigmod conference,2003.0,mapping data in peer-to-peer systems : semantics and algorithmic,"a kementsietsidis , m arenas , r miller","issues . sigmod ,",
Yes,360,10265,1,"stream processing of xpath queries with predicates a gupta , d suciu sigmod conference 2003",,,,dan suciu stream processing xpath quedes with predicates 2003.0,ak gupta,,
Yes,365,24268,1,"sql and management of external data j melton , j michels , v josifovski , k kulkarni , p schwarz , k zeidenstein 2001",,sigmod record,,sql and management of external data,"j melton , je michels , v josifovski , k kulkarni , p","acm sigmod record ,",2001.0
Yes,366,60843,1,the clio project : managing heterogeneity sigmod record,"r miller , m hernсndez , l haas , l yan , c ho , r fagin , l popa",,2001.0,the clio project : managing heterogeneity l yan,,"sigmod record ,",2001.0
Yes,377,27297,1,"rondo : a programming platform for generic model management s melnik , e rahm , p bernstein sigmod conference 2003",,,,"rondo : a programming platform for generic model management ( extended version ) s melnik , e rahm , pa bernstein technical report , leipzig university , 2003 . available at http : / /",,,
Yes,384,56300,1,the asilomar report on database research,"p bernstein , m brodie , s ceri , d dewitt , m franklin , h garcia-molina , j gray , g held , j hellerstein , h jagadish , m lesk , d maier , j naughton , h pirahesh , m stonebraker , j ullman",sigmod record,1998.0,the asilomar report on database [ j ],"p bernstein , m brodie , s ceriâ ? ¦","acm sigmod record ,",
Yes,387,9000,1,"electronic market : the roadmap for university libraries and members to survive in the information jungle m christoffel , s pulkowski , b schmitt , p lockemann sigmod record 1998",,,,electronic markets : the roadmap for university libraries and their members to survive in the,"m christoffel , s pulkowski , b schmitt , p lockemann","sigmod record special ,",
Yes,390,47280,1,apex : an adaptive path index for xml data sigmod conference 2002,"c chung , j min , k shim",,,"apex : an adaptive path index for xml data k shim , c chung , j min proc . of acm sigmod",,,
Yes,394,6480,1,"efficient evaluation of queries in a mediator for websources v zadorozhny , l raschid , m vidal , t urhan , l bright sigmod conference",,,2002.0,"efficient evaluation of queries in a mediator for websources v zadorozhny , l raschid , me vidal",,"sigmod conference ,",2002.0
Yes,414,19479,1,"discovering internet marketing intelligence through online analytical web usage mining a bќchner , m mulvenna sigmod record 1998",,,,discovering marketing intelligence through online analytical web usage mining sigmod,"a buchner , m mulvenna",,
Yes,414,61986,1,"discovering internet marketing intelligence through online analytical web usage mining a bќchner , m mulvenna sigmod record 1998",,,,"discovering internet marketing intelligence through online analytical web usage mining gb alex , md mulvenna",,,
Yes,423,49104,1,the oasis multidatabase prototype sigmod record,"m roantree , j murphy , w hasselbring",,1999.0,the oasis multidatabase prototype . acms anthology,,"sigmod record ,",1999.0
Yes,423,60866,1,the oasis multidatabase prototype sigmod record,"m roantree , j murphy , w hasselbring",,1999.0,the oasis multidatabase prototype w hasselbring,,"sigmod record ,",1999.0
Yes,426,44899,1,building database-driven electronic catalogs sigmod record,s danish,,1998.0,building database-driven electronic catalogs 1998.0,s danish,"sigmod record ,",
Yes,430,35208,1,"sql : 1999 , formerly known as sql 3 1999","a eisenberg , j melton",sigmod record,,"formerly known as sql3 acm sigmod record ,","a eisenberg , sql jim melton",,
Yes,430,40579,1,"sql : 1999 , formerly known as sql 3 1999","a eisenberg , j melton",sigmod record,,"formerly known as sql3 j melton , sql andrew eisenberg sigmod record , feb ,",,,
Yes,433,9343,1,pix : exact and approximate phrase matching in xml 2003,"s amer-yahia , m fernandez , d srivastava , y xu",sigmod conference,,"exact and approximate phrase matching in xml s amer-yahia , m fernandez , d srivastava , yx pix acm [ acm03a ] ,",,,
Yes,433,17320,1,pix : exact and approximate phrase matching in xml 2003,"s amer-yahia , m fernandez , d srivastava , y xu",sigmod conference,,pix : exact and approximate phrase matching in xml .,"s amer-yahia , mf fernandez , d srivastava , y xu",,
Yes,441,28619,1,semantic integration of semistructured and structured data sources,"s bergamaschi , s castano , m vincini",sigmod record,1999.0,andm . vincini . semanticintegration of semistructured and structured data sources,"s bergamaschi , s castano","sigmod record 28 ,",
Yes,444,3342,1,unpacking the semantics of source and usage to perform semantic reconciliation in large-scale information systems sigmod record,"k smith , l obrst",,1999.0,unpacking the semantics of source and usage to perform semantic reconciliation in large-scale,"k smith , l obrst","sigmod record ,",1999.0
Yes,448,28005,1,"database tuning : principles , experiments , and troubleshooting techniques ( part ii )","d shasha , p bonnet",sigmod conference,2002.0,"d. sha sha : database tuning : principles , experiments , and troubleshooting techniques 2002.0",p bonnet,,
Yes,449,33238,1,dynamic service matchmaking among agents in open information environments sigmod record 1999,"k sycara , m klusch , s widoff , j lu",,,"dynamic service matchmaking among agents in open information systems k sycara , m klusch , s widoff , j lu",,"acm sigmod record . special issue on semantic & hellip ; ,",
Yes,449,35387,1,dynamic service matchmaking among agents in open information environments sigmod record 1999,"k sycara , m klusch , s widoff , j lu",,,"dynamic service matchmaking among agents in open information environments . sigmod record , 1999.0",acms anthology,,
Yes,451,31696,1,contextualizing the information space in federated digital libraries 1999,"m papazoglou , j hoppenbrouwers",sigmod record,,"contextualizing the information space in federated digital libraries . sigmod record , 1999.0",acms anthology,,
Yes,452,23825,1,efficient materialization and use of views in data warehouses 1999,"m souza , m sampaio",sigmod record,,"efficient materialization and use of views in data warehouses . sigmod record , 1999.0",acms anthology,,
Yes,455,46905,1,"agent-based semantic interoperability in infosleuth j fowler , b perry , m nodine , b bargmeyer sigmod record",,,1999.0,agent-based semantic interoperability in infosleuth,"j fowler , b bargmeyer","sigmod record ,",1999.0
Yes,457,56739,1,"hd-eye : visual clustering of high dimensional data a hinneburg , d keim , m wawryniuk sigmod conference",,,2002.0,"hd-eye : visual clustering of high dimensional data a hinneburg , da keim , m wawryniuk",,"sigmod conference ,",2002.0
Yes,472,38401,1,acdn : a content delivery network for applications 2002,"p karbhari , m rabinovich , z xiao , f douglis",sigmod conference,,acdn : a content delivery network for applications,"p karbhari , m rabinovich , z xiao , f douglis",,
Yes,478,56694,1,"commix : towards effective web information extraction , integration and query answering sigmod conference","t wang , s tang , d yang , j gao , y wu , j pei",,2002.0,"commix : towards effective web information extraction , integration and query answering w teng-jiao , t shi-wei , y dong-qing , g jun , w yu - proceedings of the 2002 acm sigmod international conference",,,
Yes,484,62102,1,efficient execution of joins in a star schema sigmod conference,a weininger,,2002.0,efficient execution of joins in a star schema a weininger,,,
Yes,485,40597,1,engineering federated information systems : report of efis '99 workshop,"s conrad , w hasselbring , u hohenstein , r kutsche , m roantree , g saake , f saltor",sigmod record,1999.0,"engineering federated information systems : report of efis '99 workshop . sigmod record ,",acms anthology,,1999.0
Yes,491,39188,1,"dwarf : shrinking the petacube y sismanis , a deligiannakis , n roussopoulos , y kotidis sigmod conference",,,2002.0,"dwarf : shrinkingthe petacube y sismanis , a deligiannakis , n roussopoulos , y proceedings of the 2002 acm sigmod conference ,",,,
Yes,495,42109,1,coordinating backup/recovery and data consistency between database and file systems sigmod conference,"s bhattacharya , c mohan , k brannon , i narang , h hsiao , m subramanian",,2002.0,"coordinated backup and recovery between dbms and file systems i narang , c mohan , k brannon ibm research report , ibm almaden research center , oct ,",,,
Yes,499,17509,1,"timer-driven database triggers and alerters : semantics and a challenge e hanson , l noronha",,sigmod record,1999.0,"timer-driven database triggers and alerters : semantics and a challenge sigmod record , 1999.0","en hanson , l noronha",,
Yes,502,23586,1,dynamic multidimensional histograms,"n thaper , s guha , p indyk , n koudas",sigmod conference,2002.0,dynamic multidimensional histograms,"s guha , p indyk , n koudas , n thaper","proc . acm sigmod ,",
Yes,505,62246,1,on views and xml s abiteboul sigmod record,,,1999.0,"on views and xml . sigmod record , 1999.0",s abiteboul,,
Yes,506,59316,1,efficient algorithms for minimizing tree pattern queries,p ramanan,sigmod conference,2002.0,efficient algorithms for minimizing tree pattern queries p ramanan 2002.0,,"sigmod conference ,",
Yes,510,46906,1,"continually evaluating similarity-based pattern queries on a streaming time series l gao , x wang sigmod conference",,,2002.0,"continually evaluating similarity-based pattern queries on a streaming time series l gao , xs wang sigmod conference , 2002.0",,,
Yes,511,5337,1,"sqlj-part 1 : sql routines using the java programming language a eisenberg , j melton sigmod record",,,1999.0,"sqlj-part 1 : sql routines using the java programming language . sigmod record ,",acms anthology,,1999.0
Yes,519,50886,1,"infering structure in semistructured data s nestorov , s abiteboul , r motwani sigmod record 1997",,,,inferring structure in semistructured data,"s nestorov , s abiteboul , r motwani","sigmod record ,",1997.0
Yes,521,25737,1,"statix : making xml count j freire , j haritsa , m ramanath , p roy , j simщon sigmod conference 2002",,,,"j er ome sim eon.â ?? statix : making xml countâ ?? proceedings of the 2002 acm sigmod intl. conf . on management & hellip ; ,","j freire , jr haritsa , m ramanath , p roy",,
Yes,524,51493,1,wrapper generation for semi-structured internet sources sigmod record,"n ashish , c knoblock",,1997.0,"craig knoblock-wrapper generation for semi-structured internet sourcesâ ?? proc workshop on management of semi-structured data , tucson , & hellip ; ,",n ashish,,
Yes,526,34865,1,storing and querying ordered xml using a relational database system sigmod conference,"i tatarinov , s viglas , k beyer , j shanmugasundaram , e shekita , c zhang",,2002.0,storing and querying ordered xml using a relational database system 2002.0,i tatarinov,"sigmod conference ,",
Yes,526,47498,1,storing and querying ordered xml using a relational database system sigmod conference,"i tatarinov , s viglas , k beyer , j shanmugasundaram , e shekita , c zhang",,2002.0,storing and querying ordered xml using a relational database system 2002.0,"j shanmugasundaram , i tatarinov , e viglas , k beyer",,
Yes,541,7797,1,"statistical synopses for graph-structured xml databases n polyzotis , m garofalakis",,sigmod conference,2002.0,"statistical synopses for graph-structured data proceedings of sigmod ,","n polyzotis , m garofalakis",,
