label_str,ltable_id,rtable_id,label,id_x,title_x,authors_x,venue_x,year_x,id_y,title_y,authors_y,venue_y,year_y
No,2113,36935,0,2113,"processing sliding window multi-joins in continuous queries over data streams l golab , m жzsu",,vldb,2003.0,36935,querying sliding windows over on-line data streams l golab,,,
No,2554,49400,0,2554,the aditi deductive database system,"j vaghani , k ramamohanarao , d kemp , z somogyi , p stuckey , t leask , j harland",vldb j.,1994.0,49400,an implementation overview of the aditi deductive database system k ramamohanarao 1993.0,,"lecture notes in computer science ,",
No,2022,17076,0,2022,"efficient query processing for multi-dimensionally clustered tables in db2 b bhattacharjee , s padmanabhan , t malkemus , t lai , l cranston , m huras",,vldb,2003.0,17076,"query processing using multidimensional clustering in db2 b bhattacharjee , s padmanabhan , t malkemus , l proceedings of vldb",,,
No,791,11813,0,791,"eddies : continuously adaptive query processing r avnur , j hellerstein sigmod conference 2000",,,,11813,"continuously adaptive continuous queries sm ms02 , m shah , jm hellerstein , v raman 2000.0",,,
No,798,4615,0,798,metu interoperable database system sigmod record 1995,"a dogac , c dengi , e kilic , g жzhan , f ozcan , s nural , c evrendilek , u halici , i arpinar , p koksal , n kesim , s mancuhan",,,4615,metu object-oriented database system a dogacâ ? ¦,,"demo description , in the proc . acm sigmod intl. conf . on & hellip ; ,",
No,1364,6850,0,1364,user-adaptive exploration of multidimensional data vldb,s sarawagi,,2000.0,6850,user adaptive exploration of olap data cubes s sarawagi,,proc . vldb,
No,1679,43199,0,1679,the query by image content ( qbic ) system sigmod conference,"j ashley , m flickner , j hafner , d lee , w niblack , d petkovic",,1995.0,43199,"andj . ashley , queryby imageand video content : theqbic system , '' m flickner , h sawhney , w niblack ieee computer ,",,,
No,1552,40839,0,1552,dtl 's dataspot : database exploration using plain language,"s dar , g entin , s geva , e palmon",vldb,1998.0,40839,"dtl 's dataspot : database exploration as easy as browsing the web s dar , g entin , s geva , e palmon sigmod conference ,",,,1998.0
No,760,17230,0,760,"domains , relations and religious wars r camps",,sigmod record,1996.0,17230,"'' domains , relations and religious wars sigmod record , 1996.0","r wars , s record",,
No,1090,57774,0,1090,catching the boat with strudel : experiences with a web-site management system,"m fernandez , d florescu , j kang , a levy , d suciu",sigmod conference,1998.0,57774,"strudel-a web-site management system proceedings acm sigmod international conference on & hellip ; ,","a levy , d florescu , d suciu , j kang , m fernandez",,
No,2280,9936,0,2280,guest editorial 2003,,,,9936,"guest editors note electronic markets ,","r alt , hd zimmermann",,
No,1229,11605,0,1229,microsoft index tuning wizard for sql server 7.0,"s chaudhuri , v narasayya",sigmod conference,1998.0,11605,"an efficient , cost-driven index tuning wizard for microsoft sql server s chaudhuri , v narasayya",,"23rd international conference on very large data bases , & hellip ; ,",
No,1828,53123,0,1828,optimization of queries with user-defined predicates 1996,"s chaudhuri , k shim",vldb,,53123,"optimization in the presence of user-defined predicates s chaudhuri , k shim",,"proceedings of the 22nd international conference on very & hellip ; ,",
No,299,48430,0,299,"dbcache : middle-tier database caching for highly scalable e-business architectures c bornhіvd , m altinel , s krishnamurthy , c mohan , h pirahesh , b reinwald",,sigmod conference,2003.0,48430,middle-tier database caching for e-business,"q luo , s krishnamurthy , c mohan , h pirahesh , h woo",,
No,52,3858,0,52,chair 's message,,,2002.0,3858,"needha chair 's message ieee edsoc/asee ee div . '' newsletter '' , spring",m hagler,,
No,507,62491,0,507,reminiscences on influential papers,,,1999.0,62491,reminiscences on influential papers,hgm stanlbrd,"sigmod record ,",1998.0
No,2483,5805,0,2483,guest editorial,,,2000.0,5805,guest editorial,p aplin,,
No,657,16624,0,657,"unisql 's next-generation object-relational database management system a d'andrea , p janus sigmod record",,,1996.0,16624,"unisql 's next-generation object-relational sigmod record ,",o foundation,,1996.0
No,433,34382,0,433,pix : exact and approximate phrase matching in xml 2003,"s amer-yahia , m fernandez , d srivastava , y xu",sigmod conference,,34382,"phrase matching in xml s amer-yahia , m fernandez , d srivastava , y xu proceedings of the international conference on very large & hellip ; ,",,,2003.0
No,2515,40897,0,2515,"data placement in shared-nothing parallel database systems m mehta , d dewitt 1997",,vldb j.,,40897,shared-nothing paralel database systems,"m manish , d dewitt","vldb journal ,",
No,570,2161,0,570,lore : a database management system for semistructured data,"j mchugh , s abiteboul , r goldman , d quass , j widom",sigmod record,1997.0,2161,lore : a lightweight object repository for semistructured data .,"acms anthology , p edition",,
No,1936,16304,0,1936,"generalizing gloss to vector-space databases and broker hierarchies l gravano , h garcia-molina 1995",,vldb,,16304,"gloss to vectorspace databases and broker hierarchies glgmh generalizing proc . of very large database conference , zurich . switzerland ,",,,
No,1703,32825,0,1703,a region splitting strategy for physical database design of multidimensional file organizations vldb,"j lee , y lee , k whang , i song",,1997.0,32825,a physical database design method for multidimensional file organizations,"jh lee , yk lee , ky whang",,
No,997,17313,0,997,join synopses for approximate query answering sigmod conference,"s acharya , p gibbons , v poosala , s ramaswamy",,1999.0,17313,"the aqua approximate query answering system . sigmod 1999 s acharya , pb gibbons , v poosala , s ramaswamy proceedings acm sigmod international conference on & hellip ; ,",,,
No,1611,47359,0,1611,"pm3 : an orthogonal persistent systems programming language - design , implementation , performance a hosking , j chen 1999",,vldb,,47359,"review - pm3 : an orthogonal persistent systems programming language - design , implementation , acm sigmod digital review ,",rt snodgrass,,
No,1015,8077,0,1015,performance evaluation of a new distributed deadlock detection algorithm sigmod record 1994,"c yeung , s hung , k lam",,,8077,"a new deadlock detection algorithms for distributed real-time database sys terns c yeung , s hung",,,
No,398,39339,0,398,reminiscences on influential papers,,,1998.0,39339,reminiscences on influential papers . acms anthology sigmod 1998.0,,,
No,494,9491,0,494,"a distributed scientific data archive using the web , xml and sql/med m papiani , j wason , a dunlop , d nicole sigmod record",,,1999.0,9491,"for archiving and post-processing large , distributed , scientific data using sql/med and xml m papiani , jl wason , da nicole",,,
No,1735,9731,0,1735,wavecluster : a multi-resolution clustering approach for very large spatial databases vldb 1998,"g sheikholeslami , s chatterjee , a zhang",,,9731,"wavecluster : a wavelet-based clustering approach for spatial data in very large databases the vldb journal the international journal on very large & hellip ; , 2000.0","g sheikholeslami , s chatterjee , a zhang",,
No,1663,46967,0,1663,"design , implementation , and performance of the lham log-structured history data access method vldb 1998","p muth , p o'neil , a pick , g weikum",,,46967,a log-structured history data access method ( lham ),", g weikum",,
No,927,5079,0,927,"serfing the web : web site management made easy e rundensteiner , k claypool , l chen , h su , k oenoki 2000",,sigmod conference,,5079,"serfing the web : a comprehensive approach for web site management ea rundensteiner , kt claypool , l chen , h su , k",,"demo session proceedings of sigmodâ ?? 00 ,",
No,1979,51743,0,1979,eager aggregation and lazy aggregation vldb 1995,"w yan , p larson",,,51743,"lazy aggregation wp yan , paea larson",,international conference on very large data bases ( vldbâ ?? 95,
No,399,58040,0,399,"continuously adaptive continuous queries over streams s madden , m shah , j hellerstein , v raman",,sigmod conference,2002.0,58040,eddies : continuously adaptive query processing,f lã ¶ sch,,
No,1332,8517,0,1332,"devise : integrated querying and visualization of large datasets m livny , r ramakrishnan , k beyer , g chen , d donjerkovic , s lawande , j myllymaki , r wenger",,sigmod conference,1997.0,8517,devise : integrated querying and visual exploration of large datasets ( demo abstract ),"m livny , r ramakrishnan , ks beyer , g chen , d","sigmod conference ,",1997.0
No,2565,3558,0,2565,an introduction to deductive database languages and systems,"k ramamohanarao , j harland",vldb j.,1994.0,3558,"the aditi deductive database system the vldb journal the international journal on very large & hellip ; ,","j vaghanl , k ramamohanarao , db kemp , z somogyi , pj",,1994.0
No,19,34662,0,19,mining generalized association rules vldb,"r srikant , r agrawal",,1995.0,34662,rsrikant . fast algorithms for mining association rules ra rr941,,"proceedings of the 20th international conference on very & hellip ; ,",41.0
No,422,9802,0,422,"timber : a native system for querying xml s paparizos , s al-khalifa , a chapman , h jagadish , l lakshmanan , a nierman , j patel , d srivastava , n wiwatwattana , y wu , c yu sigmod conference 2003",,,,9802,timber : a native xml database,h jagdishâ ? ¦,acm,
No,578,35097,0,578,webdb ' 98 : international workshop on the web and databases,,,1998.0,35097,international workshop on web and databases c san diego,,,
No,19,9393,0,19,mining generalized association rules vldb,"r srikant , r agrawal",,1995.0,9393,"fast algorithems for association rules r agrawal , r srikant",,"proc . of 20th vldb conference ,",
No,1802,7510,0,1802,answering queries with aggregation using views 1996,"d srivastava , s dar , h jagadish , a levy",vldb,,7510,"answering sql queries using views s dar , hv jagadish , ay levy , d srivastava",,"proc . of vldb ,",
No,1421,28214,0,1421,"query caching and optimization in distributed mediator systems s adali , k candan , y papakonstantinou , v subrahmanian sigmod conference",,,1996.0,28214,"query processing in distributed mediated systems s adali , ks candan , y papakonstantinou , vs",,"proc . 1996 acm sigmod conf. , montreal , canada , june ,",
No,2588,11202,0,2588,guest editor 's introduction,,,2002.0,11202,"guest editorial : introduction ld dierking , lmw martin science education ,",,,
No,960,18900,0,960,description logics for semantic query optimization in object-oriented database systems acm trans . database syst . 2003,"d beneventano , s bergamaschi , c sartori",,,18900,": a description logics based tool for schema validation and semantic query optimization in object s bergamaschi , c sartori , d beneventano , m vincini",,,
No,2533,57445,0,2533,"sleepers and workaholics : caching strategies in mobile environments d barbarс , t imielinski",,vldb j.,1995.0,57445,"sleepers and workoholics-cache invalidation strategies for mobile and wireless environments d barbara , t imielinski acm sigmod ,",,,
No,1724,24004,0,1724,the microsoft repository 1997,"p bernstein , b harry , p sanders , d shutt , j zander",vldb,,24004,versions and workspaces in microsoft repository,"tbpab shankar , pd shutt",,
No,1479,15319,0,1479,"data-driven , one-to-one web site generation for data-intensive applications 1999","s ceri , p fraternali , s paraboschi",vldb,,15319,one-to-one web site generation for data-intensive applications fp cs,,proceedings of the 25th international conference on very,
No,995,54474,0,995,"ripple joins for online aggregation p haas , j hellerstein sigmod conference 1999",,,,54474,join algorithms for online aggregation,"pj haas , jm hellerstein",,1998.0
No,2295,11202,0,2295,guest editorial,,,2003.0,11202,"guest editorial : introduction ld dierking , lmw martin science education ,",,,
No,1968,47937,0,1968,research issues for data communication in mobile ad-hoc network database systems sigmod record,"l fife , l gruenwald",,2003.0,47937,"le gruenwald , research issues for data communication in mobile ad-hoc network database system sigmod record ,",df leslie,,
No,2264,42127,0,2264,"solving satisfiability and implication problems in database systems s guo , w sun , m weiss 1996",,acm trans . database syst .,,42127,"â ?? solving satisfiability , implication , and equivalence problems involving conjunctive theta-joins s guo , w sun , m weiss",,ieee trans . on knowledge and data,
No,2279,42612,0,2279,an axiomatic model of dynamic schema evolution in objectbase systems acm trans . database syst .,"r peters , m жzsu",,1997.0,42612,"change propagation in an axiomatic model of schema evolution for objectbase management systems rj peters , k barker",,,
No,1526,36198,0,1526,explaining differences in multidimensional aggregates 1999,s sarawagi,vldb,,36198,idiff : informative summarization of differences in multidimensional aggregates s sarawagi 2001.0,,"data mining and knowledge discovery ,",
No,2345,12696,0,2345,"disjunctive datalog t eiter , g gottlob , h mannila 1997",,acm trans . database syst .,,12696,"adding disjunction to datalog t eiter , g gottlob , h mannila",,,
No,1459,58772,0,1459,"aqua : a fast decision support systems using approximate query answers s acharya , p gibbons , v poosala vldb 1999",,,,58772,"the aqua approximate query answering system proceedings of the 1999 acm sigmod international conference & hellip ; , 1999.0","s acharya , pb gibbons , v poosala , s ramaswamy",,
No,2579,63839,0,2579,"schemasql - a language for interoperability in relational multi-database systems l lakshmanan , f sadri , i subramanian",,vldb,1996.0,63839,"schemasql : an extension to sql for multidatabase interoperability lvs lakshmanan , f sadri , sn subramanian acm transactions on database systems , 2001.0",,,
No,367,31469,0,367,the design of an acquisitional query processor for sensor networks 2003,"s madden , m franklin , j hellerstein , w hong",sigmod conference,,31469,tinydb : an acquisitional query processing system for sensor networks,"sr madden , mj franklin , jm hellerstein , w hong","acm transactions on database systems ,",2005.0
No,1901,30332,0,1901,guest editor 's introduction,,,2003.0,30332,guest editor 's introduction : imaging in medical education,p dev,,
No,2365,4303,0,2365,an access control model supporting periodicity constraints and temporal reasoning acm trans . database syst . 1998,"e bertino , c bettini , e ferrari , p samarati",,,4303,"supporting periodic authorizations and temporal reasoning in database access control e bertino , c bettini , e ferrari , p samarati proceedings of the international conference on very large & hellip ; , 1996.0",,,
No,2549,15716,0,2549,realm-based spatial data types : the rose algebra vldb j.,"r gќting , m schneider",,1995.0,15716,", implementation of the rose algebra : efficient algorithms for realm-based spatial data types rh gã 1/4 ting",,"& hellip ; intl. symposium on large spatial databases ( portland , august",
No,2098,24090,0,2098,"maximizing the output rate of multi-way join queries over streaming information sources s viglas , j naughton , j burger",,vldb,2003.0,24090,rate-basedqueryoptimizationfor streaming information sources njf viglase,,"proceedings of acm sigmod , madison , wi ,",
No,1469,49249,0,1469,histogram-based approximation of set-valued query-answers 1999,"y ioannidis , v poosala",vldb,,49249,"approximate query answering using histograms v poosala , v ganti , ye ioannidis",,,
No,2455,53327,0,2455,answering queries using views : a survey a halevy 2001,,vldb j.,,53327,"theory of answering queries using views ay halevy sigmod record ,",,,2000.0
No,14,39339,0,14,reminiscences on influential papers,,,2002.0,39339,reminiscences on influential papers . acms anthology sigmod 1998.0,,,
No,402,18433,0,402,"a componentized architecture for dynamic electronic markets b reich , i ben-shaul sigmod record 1998",,,,18433,a componentized architecture for scalable market exchange,"b reich , i ben-shaul",,
No,615,50575,0,615,materialized views and data warehouses,n roussopoulos,sigmod record,1998.0,50575,materialized views in data warehouses dw quass,,,1998.0
No,406,28088,0,406,xquery : a query language for xml,,,2003.0,28088,xquery 1.0 : an xml query language,"d chamberlin , j clark , d florescu , j robie , j",,
No,722,17230,0,722,"a response to r. camps ' article `` domains , relations and religious wars '' c date sigmod record",,,1996.0,17230,"'' domains , relations and religious wars sigmod record , 1996.0","r wars , s record",,
No,1727,2364,0,1727,adaptive selectivity estimation using query feedback,"c chen , n roussopoulos",sigmod conference,1994.0,2364,"roussoploulos . adaptiveselectivity estimation using query feedback cm chenandn proc . of the acm sigmod conference ,",,,
No,2335,17835,0,2335,flexible support for multiple access control policies acm trans . database syst .,"s jajodia , p samarati , m sapino , v subrahmanian",,2001.0,17835,supporting multiple access control policies in database systems,"e bertino , s jajodia , p samarati",,
No,2592,41470,0,2592,emergent semantics and the multimedia semantic web sigmod record,"w grosky , d sreenath , f fotouhi",,2002.0,41470,"section on semantic web and data management : emergent semantics and the multimedia semantic web wi grotsky , dv sreenath , f fotouhi",,,2002.0
No,2275,40913,0,2275,"lh * - a scalable , distributed data structure w litwin , m neimat , d schneider acm trans . database syst .",,,1996.0,40913,"rp * : a family of order-preserving scalable distributed data structures , 20 thintl","w litwin , ma neimat , d schneider","conf . on very large databases ( vldbâ ?? 94 ) ,",
No,1411,4311,0,1411,"physical data independence , constraints , and optimization with universal plans vldb 1999","a deutsch , l popa , v tannen",,,4311,"optimization for physical independence in information integration components a deutsch , l popa , v tannen",,"proceedings of the international conference on very large & hellip ; ,",
No,1573,39901,0,1573,a quantitative analysis and performance study for similarity-search methods in high-dimensional spaces,"r weber , h schek , s blott",vldb,1998.0,39901,performance study for similarity-search methods in high-dimensional spaces,"r weber , hj schek , s blott , aq analysis",proceedings of the 24rd international conference on very,
No,1469,52155,0,1469,histogram-based approximation of set-valued query-answers 1999,"y ioannidis , v poosala",vldb,,52155,"histogram-based techniques for approximating set-valued query-answers y ioannidis , v poosala proc . 25th international conf . on very large databases ,",,,
No,2483,8559,0,2483,guest editorial,,,2000.0,8559,guest editor 's introduction portal.acm.org,,,
No,1439,13903,0,1439,mining quantitative association rules in large relational tables sigmod conference,"r srikant , r agrawal",,1996.0,13903,"fast algorithms for mining association rules in databases the 20th int &#39; l conf . on vldb , chile ,","r agrawal , r srikant",,
No,1481,29456,0,1481,"the garlic project m roth , m arya , l haas , m carey , w cody , r fagin , p schwarz , j ii , e wimmers sigmod conference",,,1996.0,29456,the garlic project .,"acms anthology , p edition",,
No,63,39695,0,63,book review column k aberer,,sigmod record,2002.0,39695,book review column,sm databases,"sigmod record ,",2002.0
No,506,35470,0,506,efficient algorithms for minimizing tree pattern queries,p ramanan,sigmod conference,2002.0,35470,minimization of tree pattem queries,"sa yahia , s cho , lvs lakshmananâ ? ¦",proc of the acm sigmod,
No,2086,11508,0,2086,"on the minimization of xpath queries s flesca , f furfaro , e masciari 2003",,vldb,,11508,"minimization of tree patterns queries s flesca , f furfaro , e masciari proceedings of the 29th vldb conf ,",,,
No,408,11202,0,408,guest editor 's introduction,,,1998.0,11202,"guest editorial : introduction ld dierking , lmw martin science education ,",,,
No,1439,30264,0,1439,mining quantitative association rules in large relational tables sigmod conference,"r srikant , r agrawal",,1996.0,30264,"mining association rules between sets of items in large database ra may proc . acm sigmod intâ ?? l conf . management of data , & hellip ; ,",,,
No,1342,21309,0,1342,"the a-tree : an index structure for high-dimensional spaces using relative approximation y sakurai , m yoshikawa , s uemura , h kojima vldb 2000",,,,21309,spatial indexing of high-dimensional data based on relative approximation 2002.0,"y sakurai , m yoshikawa , s uemura , h kojima","the vldb journal the international journal on very large & hellip ; ,",
