label_str,ltable_id,rtable_id,label,id_x,title_x,authors_x,venue_x,year_x,id_y,title_y,authors_y,venue_y,year_y
No,2525,615,0,2525,"estimating page fetches for index scans with finite lru buffers arun n. swami , k. bernhard schiefer sigmod conference",,,1994.0,615,estimating page fetches for index scans with finite lru buffers the vldb journal -- the international journal on very large data bases 1995,"arun swami , k. bernhard schiefer",,
No,1792,1296,0,1792,"views in a large-scale xml repository vincent aguilera , dan vodislav , pierangelo veltri , sophie cluet , tova milo 2002",,vldb j.,,1296,"views in a large scale xml repository sophie cluet , pierangelo veltri , dan vodislav 2001",,very large data bases,
Yes,2254,121,1,2254,"contextualizing the information space in federated digital libraries jeroen hoppenbrouwers , mike p. papazoglou sigmod record 1999",,,,121,contextualizing the information space in federated digital libraries acm sigmod record 1999,"m. p. papazoglou , j. hoppenbrouwers",,
Yes,871,2081,1,871,"qc-trees : an efficient summary structure for semantic olap laks v. s. lakshmanan , jian pei , yan zhao 2003",,sigmod conference,,2081,"qc-trees : an efficient summary structure for semantic olap laks v. s. lakshmanan , jian pei , yan zhao 2003",,international conference on management of data,
Yes,994,817,1,994,probabilistic optimization of top n queries,"donko donjerkovic , raghu ramakrishnan",vldb,1999.0,817,"probabilistic optimization of top n queries donko donjerkovic , raghu ramakrishnan very large data bases 1999",,,
Yes,1878,1252,1,1878,"a flexible and recoverable client/server database event notification system chun xu , eric n. hanson , roxana dastur , i.-cheng chen , vijay ramaswamy , wendy tan , kurt engel 1998",,vldb j.,,1252,"a flexible and recoverable client/server database event notification system eric n. hanson , i.-cheng chen , roxana dastur , kurt engel , vijay ramaswamy , wendy tan , chun xu",,the vldb journal -- the international journal on very large data bases,1998.0
Yes,1923,1733,1,1923,metadata for mixed-media access sigmod record,"julian kupiec , jan o. pedersen , lynn wilcox , marti a. hearst , francine chen",,1994.0,1733,"metadata for mixed-media access francine chen , marti hearst , julian kupiec , jan pedersen , lynn wilcox 1994",,acm sigmod record,
Yes,1599,1524,1,1599,"design and implementation of advanced knowledge processing in the kdms krisys ( demonstration description ) stefan deßloch , joachim thomas , nelson mendonça mattos sigmod conference 1995",,,,1524,design and implementation of advanced knowledge processing in the kbms krisys 1995,"j. thomas , s. de &#223; loch , n. mattos",international conference on management of data,
Yes,2141,861,1,2141,the evolution of the web and implications for an incremental crawler,"junghoo cho , hector garcia-molina",vldb,2000.0,861,"the evolution of the web and implications for an incremental crawler junghoo cho , hector garcia-molina 2000",,very large data bases,
Yes,380,1070,1,380,"koda - the architecture and interface of a data model independent kernel gopalan arun , ashok joshi",,vldb,1998.0,1070,"koda - the architecture and interface of a data model independent kernel gopalan arun , ashok joshi 1998",,very large data bases,
Yes,254,529,1,254,combining fuzzy information : an overview ronald fagin sigmod record,,,2002.0,529,combining fuzzy information : an overview ronald fagin acm sigmod record,,,2002.0
Yes,552,1538,1,552,integration approaches for cim sigmod conference,moira c. norrie,,1995.0,1538,integration approaches for cim moira c. norrie 1995,,international conference on management of data,
Yes,575,527,1,575,"reminiscences on influential papers theodore johnson , amr el abbadi , richard t. snodgrass , kenneth a. ross 2002",,sigmod record,,527,"reminiscences on influential papers kenneth a. ross , theodore johnson , richard thomas snodgrass acm sigmod record 2002",,,
No,726,927,0,726,"reminiscences on influential papers kenneth a. ross , anastassia ailamaki , alfred v. aho 2002",,sigmod record,,927,reminiscences on influential papers,kenneth a. ross,acm sigmod record,2003.0
No,1899,598,0,1899,book review column karl aberer sigmod record,,,2002.0,598,book review column acm sigmod record 2001,karl aberer,,
Yes,859,716,1,859,visual coko : a debugger for query optimizer development sigmod conference 2002,"daniel j. abadi , mitch cherniack",,,716,"visual coko : a debugger for query optimizer development daniel j. abadi , mitch cherniack",,international conference on management of data,2002.0
Yes,691,622,1,691,the p operator : discovering and ranking associations on the semantic web 2002,"kemafor anyanwu , amit p. sheth",sigmod record,,622,the &#961; operator : discovering and ranking associations on the semantic web acm sigmod record 2002,"kemafor anyanwu , amit sheth",,
Yes,110,336,1,110,multiway spatial joins,"dimitris papadias , nikos mamoulis",acm trans . database syst .,2001.0,336,"multiway spatial joins nikos mamoulis , dimitris papadias acm transactions on database systems ( tods ) 2001",,,
Yes,44,406,1,44,mocha : a database middleware system featuring automatic deployment of application-specific functionality,"manuel rodriguez-martinez , joseph jájá , john m. mcgann , nick roussopoulos , zhexuan song , stephen kelley , vadim katz",sigmod conference,2000.0,406,"mocha : a database middleware system featuring automatic deployment of application-specific functionality manuel rodr &#237; guez-mart &#237; nez , nick roussopoulos , john m. mcgann , stephen kelley , vadim katz , zhexuan song , joseph j &#225; j &#225; international conference on management of data",,,2000.0
Yes,2184,486,1,2184,"some remarks on variable independence , closure , and orthographic dimension in constraint databases leonid libkin sigmod record",,,1999.0,486,"some remarks on variable independence , closure , and orthographic dimension in constraint databases leonid libkin 1999",,acm sigmod record,
Yes,986,626,1,986,interviso : dealing with the complexity of federated database access 1995,"edward maros , darrel j. van buer , marjorie templeton , herbert henley",vldb j.,,626,interviso : dealing with the complexity of federated database access 1995,"marjorie templeton , herbert henley , edward maros , darrel j. van buer",the vldb journal -- the international journal on very large data bases,
Yes,1140,1547,1,1140,use of a component architecture in integrating relational and non-relational storage systems sigmod conference 1995,robert g. atkinson,,,1547,use of a component architecture in integrating relational and non-relational robert atkinson 1995,,international conference on management of data,
Yes,1884,1544,1,1884,cover your assets michael a. olson sigmod conference 1995,,,,1544,cover your assets international conference on management of data,michael a. olson,,1995.0
Yes,2045,1188,1,2045,designing wrapper components for e-services in integrating heterogeneous systems vldb j.,"barbara pernici , massimo mecella",,2001.0,1188,designing wrapper components for e-services in integrating heterogeneous systems,"massimo mecella , barbara pernici",the vldb journal -- the international journal on very large data bases,2001.0
Yes,1270,766,1,1270,data streams : fresh current or stagnant backwater ? ( panel ) sigmod conference 2002,"joseph m. hellerstein , jennifer widom",,,766,"data streams : fresh current or stagnant backwater ? ( panel ) joseph m. hellerstein , jennifer widom international conference on management of data",,,2002.0
Yes,568,827,1,568,"similarity search in high dimensions via hashing rajeev motwani , aristides gionis , piotr indyk",,vldb,1999.0,827,"similarity search in high dimensions via hashing aristides gionis , piotr indyk , rajeev motwani very large data bases 1999",,,
No,942,2124,0,942,book review column,karl aberer,sigmod record,2002.0,2124,book reviews karl aberer acm sigmod record,,,2003.0
Yes,1562,2274,1,1562,computing complete answers to queries in the presence of limited access patterns chen li 2003,,vldb j.,,2274,computing complete answers to queries in the presence of limited access patterns chen li the vldb journal -- the international journal on very large data bases,,,2003.0
Yes,2510,1065,1,2510,sting : a statistical information grid approach to spatial data mining,"wei wang , richard r. muntz , jiong yang",vldb,1997.0,1065,sting : a statistical information grid approach to spatial data mining very large data bases 1997,"wei wang , jiong yang , richard r. muntz",,
Yes,2288,1393,1,2288,information integration : the momis project demonstration vldb 2000,"michele melchiori , silvana castano , g. malvezzi , domenico beneventano , r. guidetti , alberto corni , sonia bergamaschi , maurizio vincini",,,1393,"information integration : the momis project demonstration domenico beneventano , sonia bergamaschi , silvana castano , alberto corni , r. guidetti , g. malvezzi , michele melchiori , maurizio vincini very large data bases 2000",,,
Yes,641,1043,1,641,how system 11 sql server became fast t. k. rengarajan 1996,,vldb,,1043,how system 11 sql server became fast t. k. rengarajan very large data bases 1996,,,
Yes,2028,556,1,2028,"detection and classification of intrusions and faults using sequences of system calls joão b. d. cabrera , raman k. mehra , lundy m. lewis",,sigmod record,2001.0,556,"detection and classification of intrusions and faults using sequences of system calls jo &#227; o b. d. cabrera , lundy lewis , raman k. mehra",,acm sigmod record,2001.0
Yes,1984,1705,1,1984,influencing database language standards leonard gallagher,,sigmod record,1994.0,1705,influencing database language standards,leonard gallagher,acm sigmod record,1994.0
Yes,1465,2262,1,1465,"fast and accurate text classification via multiple linear discriminant projections pp shourya roy , mahesh v. soundalgekar , soumen chakrabarti vldb j.",,,2003.0,2262,fast and accurate text classification via multiple linear discriminant projections,"soumen chakrabarti , shourya roy , mahesh v. soundalgekar",the vldb journal -- the international journal on very large data bases,2003.0
Yes,283,371,1,283,"cache investment : integrating query optimization and distributed data placement donald kossmann , gerhard drasch , michael j. franklin 2000",,acm trans . database syst .,,371,"cache investment : integrating query optimization and distributed data placement donald kossmann , michael j. franklin , gerhard drasch , wig ag acm transactions on database systems ( tods )",,,2000.0
No,49,1848,0,49,"an overview of data warehousing and olap technology surajit chaudhuri , umeshwar dayal",,sigmod record,1997.0,1848,"data warehousing and olap for decision support surajit chaudhuri , umeshwar dayal 1997",,international conference on management of data,
Yes,1307,1308,1,1307,visual web information extraction with lixto vldb,"georg gottlob , robert baumgartner , sergio flesca",,2001.0,1308,"visual web information extraction with lixto robert baumgartner , sergio flesca , georg gottlob 2001",,very large data bases,
Yes,2223,203,1,2223,"self-tuning histograms : building histograms without looking at data surajit chaudhuri , ashraf aboulnaga sigmod conference 1999",,,,203,"self-tuning histograms : building histograms without looking at data ashraf aboulnaga , surajit chaudhuri international conference on management of data",,,1999.0
Yes,2037,1954,1,2037,sql query optimization : reordering for a general class of queries sigmod conference,"piyush goel , balakrishna r. iyer",,1996.0,1954,"sql query optimization : reordering for a general class of queries piyush goel , bala iyer 1996",,international conference on management of data,
Yes,1572,1362,1,1572,"local dimensionality reduction : a new approach to indexing high dimensional spaces kaushik chakrabarti , sharad mehrotra",,vldb,2000.0,1362,local dimensionality reduction : a new approach to indexing high dimensional spaces,"kaushik chakrabarti , sharad mehrotra",very large data bases,2000.0
Yes,1978,479,1,1978,"infosphere project : system support for information flow applications calton pu , jonathan walpole , karsten schwan 2001",,sigmod record,,479,"infosphere project : system support for information flow applications calton pu , karsten schwan , jonathan walpole 2001",,acm sigmod record,
Yes,1611,631,1,1611,ordered shared locks for real-time databases,"richard jeffers , divyakant agrawal , amr el abbadi , lijing lin",vldb j.,1995.0,631,"ordered shared locks for real-time databases divyakant agrawal , amr el abbadi , richard jeffers , lijing lin the vldb journal -- the international journal on very large data bases 1995",,,
Yes,877,103,1,877,nsf workshop on industrial/academic cooperation in database systems sigmod record 1999,"leonard j. seligman , michael j. carey",,,103,"nsf workshop on industrial/academic cooperation in database systems mike carey , len seligman 1999",,acm sigmod record,
Yes,1044,258,1,1044,communication efficient distributed mining of association rules,"ran wolff , assaf schuster",sigmod conference,2001.0,258,"communication-efficient distributed mining of association rules assaf schuster , ran wolff",,international conference on management of data,2001.0
Yes,742,152,1,742,the araneus web-base management system sigmod conference,"giansalvatore mecca , paolo merialdo , alessandro masci , paolo atzeni , giuseppe sindoni",,1998.0,152,the araneus web-based management system international conference on management of data 1998,"g. mecca , p. atzeni , a. masci , g. sindoni , p. merialdo",,
No,263,1269,0,263,"online dynamic reordering for interactive data processing bhaskaran raman , joseph m. hellerstein , vijayshankar raman 1999",,vldb,,1269,"online dynamic reordering vijayshankar raman , bhaskaran raman , joseph m. hellerstein 2000",,the vldb journal -- the international journal on very large data bases,
Yes,1947,1779,1,1947,the pyramid-technique : towards breaking the curse of dimensionality,"christian böhm , hans-peter kriegel , stefan berchtold",sigmod conference,1998.0,1779,the pyramid-technique : towards breaking the curse of dimensionality international conference on management of data 1998,"stefan berchtold , christian b &#246; hm , hans-peter kriegal",,
Yes,2218,351,1,2218,the n-tier hub technology sigmod record,"rainer a. sommer , david bailey , thomas r. gulledge",,2002.0,351,the n-tier hub technology acm sigmod record 2002,"rainer a. sommer , thomas r. gulledge , david bailey",,
Yes,993,1010,1,993,rainforest - a framework for fast decision tree construction of large datasets vldb,"johannes gehrke , venkatesh ganti , raghu ramakrishnan",,1998.0,1010,"rainforest - a framework for fast decision tree construction of large datasets johannes gehrke , raghu ramakrishnan , venkatesh ganti 1998",,very large data bases,
Yes,1102,1669,1,1102,"relaxed transaction processing darrell woelk , munindar p. singh , christine tomlinson 1994",,sigmod conference,,1669,relaxed transaction processing 1994,"munindar p. singh , christine tomlinson , darrell woelk",international conference on management of data,
Yes,1040,353,1,1040,"fault-tolerant , load-balancing queries in telegraph mehul a. shah , sirish chandrasekaran 2001",,sigmod conference,,353,"fault-tolerant , load-balancing queries in telegraph international conference on management of data","mehul a. shah , sirish chandrasekaran",,2001.0
Yes,580,33,1,580,implementing the spirit of sql-99 sigmod conference 1999,paul brown,,,33,implementing the spirit of sql-99 paul brown,,international conference on management of data,1999.0
Yes,2199,833,1,2199,"histogram-based approximation of set-valued query-answers viswanath poosala , yannis e. ioannidis",,vldb,1999.0,833,histogram-based approximation of set-valued query-answers very large data bases,"yannis e. ioannidis , viswanath poosala",,1999.0
Yes,1156,1726,1,1156,"distributed file organization with scalable cost/performance yuri breitbart , gerhard weikum , radek vingralek",,sigmod conference,1994.0,1726,"distributed file organization with scalable cost/performance radek vingralek , yuri breitbart , gerhard weikum",,international conference on management of data,1994.0
Yes,1014,1624,1,1014,red brick warehouse : a read-mostly rdbms for open smp platforms,phillip m. fernandez,sigmod conference,1994.0,1624,red brick warehouse : a read-mostly rdbms for open smp platforms international conference on management of data,phillip m. fernandez,,1994.0
Yes,2169,1578,1,2169,"an annotated bibliography on active databases johann christoph freytag , ulrike jaeger sigmod record 1995",,,,1578,"an annotated bibliography on active databases ( short version ) ulrike jaeger , johann christoph freytag",,acm sigmod record,1995.0
Yes,2213,1835,1,2213,"a toolkit for negotiation support interfaces to multi-dimensional data matthias jarke , stephan jacobs , michael gebhardt sigmod conference",,,1997.0,1835,"a toolkit for negotiation support interfaces to multi-dimensional data michael gebhardt , matthias jarke , stephan jacobs international conference on management of data 1997",,,
Yes,336,2169,1,336,discovering web services : an overview vadim draluk vldb,,,2001.0,2169,discovering web services : an overview vadim draluk,,very large data bases,2001.0
Yes,2388,1514,1,2388,balancing histogram optimality and practicality for query result size estimation sigmod conference 1995,"yannis e. ioannidis , viswanath poosala",,,1514,balancing histogram optimality and practicality for query result size estimation 1995,"yannis e. ioannidis , viswanath poosala",international conference on management of data,
Yes,832,1412,1,832,"a sequential pattern query language for supporting instant data mining for e-services reza sadri , amir m. zarkesh , jafar adibi , carlo zaniolo vldb",,,2001.0,1412,"a sequential pattern query language for supporting instant data mining for e-services reza sadri , carlo zaniolo , amir m. zarkesh , jafar adibi",,very large data bases,2001.0
Yes,444,1854,1,444,delaunay : a database visualization system sigmod conference 1997,"kirby zhang , isabel f. cruz , michael averbuch , wendy t. lucas , melissa radzyminski",,,1854,"delaunay : a database visualization system isabel f. cruz , m. averbuch , wendy t. lucas , melissa radzyminski , kirby zhang",,international conference on management of data,1997.0
Yes,2226,875,1,2226,"identifying representative trends in massive time series data sets using sketches s. muthukrishnan , nick koudas , piotr indyk 2000",,vldb,,875,identifying representative trends in massive time series data sets using sketches 2000,"piotr indyk , nick koudas , s. muthukrishnan",very large data bases,
No,942,2133,0,942,book review column,karl aberer,sigmod record,2002.0,2133,book reviews acm sigmod record,,,2003.0
No,2250,901,0,2250,"xpath processing in a nutshell reinhard pichler , christoph koch , georg gottlob",,sigmod record,2003.0,901,xpath processing in a nutshell 2003,"georg gottlob , christoph koch , reinhard pichler",acm sigmod record,
Yes,1286,146,1,1286,user-oriented smart-cache for the web : what you seek is what you get ! sigmod conference 1998,"arnaud sahuguet , raman chandrasekar , zoé lacroix",,,146,user-oriented smart-cache for the web : what you seek is what you get ! 1998,"zo &#233; lacroix , arnaud sahuguet , raman chandrasekar",international conference on management of data,
No,2555,687,0,2555,"structure and value synopses for xml data graphs neoklis polyzotis , minos n. garofalakis vldb 2002",,,,687,statistical synopses for graph-structured xml databases 2002,"neoklis polyzotis , minos garofalakis",international conference on management of data,
Yes,1063,105,1,1063,"gloss : text-source discovery over the internet hector garcia-molina , luis gravano , anthony tomasic acm trans . database syst . 1999",,,,105,gloss : text-source discovery over the internet 1999,"luis gravano , h &#233; ctor garc &#237; a-molina , anthony tomasic",acm transactions on database systems ( tods ),
Yes,210,2154,1,210,report on fqas 2002 : fifth international conference on flexible query answering systems 2003,"amihai motro , troels andreasen",sigmod record,,2154,report on fqas 2002 : fifth international conference on flexible query answering systems acm sigmod record 2003,"amihai motro , troels andreasen",,
Yes,1691,324,1,1691,applying an update method to a set of receivers 2001,"jan van den bussche , marc andries , jan paredaens , luca cabibbo",acm trans . database syst .,,324,applying an update method to a set of receivers acm transactions on database systems ( tods ),"marc andries , luca cabibbo , jan paredaens , jan van den bussche",,2001.0
No,617,829,0,617,"o-o , what 's happening to db2 ? sigmod conference","richard swagerman , nelson mendonça mattos , michael j. carey , srinivasa narayanan , bennet vance , doug doole , serge rielau , donald d. chamberlin",,1999.0,829,"o-o , what have they done to db2 ? 1999","michael j. carey , donald d. chamberlin , srinivasa narayanan , bennet vance , doug doole , serge rielau , richard swagerman , nelson mendon &#231; a mattos",very large data bases,
Yes,562,235,1,562,bess : storage support for interactive visualization systems 1996,"william o'connell , thomas a. funkhouser , alexandros biliris , euthimios panagos",sigmod conference,,235,bess : storage support for interactive visualization systems international conference on management of data,"a. biliris , t. a. funkhouser , w. o'connell , e. panagos",,1996.0
Yes,1592,1110,1,1592,from vldb to vmldb ( very many large data bases ) : dealing with large-scale semantic heterogenity vldb 1995,stuart e. madnick,,,1110,from vldb to vmldb ( very many large data bases ) : dealing with large-scale semantic heterogenity stuart e. madnick very large data bases,,,1995.0
Yes,8,1759,1,8,"report on dart ' 96 : databases : active and real-time ( concepts meet practice ) nandit soparkar , krithi ramamritham sigmod record 1997",,,,1759,report on dart ' 96 : databases : active and real-time ( concepts meet practice ) 1997,"krithi ramamritham , nandit soparkar",acm sigmod record,
Yes,403,1894,1,403,the aggregate data problem : a system for their definition and management sigmod record,"leonardo tininini , antonia bezenchek , maurizio rafanelli",,1996.0,1894,"the aggregate data problem : a system for their definition and management m. rafanelli , a. bezenchek , l. tininini 1996",,acm sigmod record,
Yes,2329,1563,1,2329,normalization in oodb design byung suk lee sigmod record 1995,,,,1563,normalization in oodb design byung s. lee acm sigmod record,,,1995.0
No,1032,1221,0,1032,"ratio rules : a new paradigm for fast , quantifiable data mining yannis kotidis , christos faloutsos , flip korn , alexandros labrinidis vldb",,,1998.0,1221,quantifiable data mining using ratio rules the vldb journal -- the international journal on very large data bases,"flip korn , alexandros labrinidis , yannis kotidis , christos faloutsos",,2000.0
No,386,512,0,386,book review column karl aberer 2002,,sigmod record,,512,book reviews acm sigmod record 2002,karl aberer,,
Yes,1174,2044,1,1174,estimating compilation time of a query optimizer 2003,"dengfeng gao , eileen tien lin , jun rao , ihab f. ilyas , guy m. lohman",sigmod conference,,2044,estimating compilation time of a query optimizer,"ihab f. ilyas , jun rao , guy lohman , dengfeng gao , eileen lin",international conference on management of data,2003.0
Yes,554,153,1,554,"cq : a personalized update monitoring toolkit david buttler , tong zhou , ling liu , paul benninghoff , wei han , calton pu , fenghua yu , wei tang , john biggs sigmod conference 1998",,,,153,cq : a personalized update monitoring toolkit 1998,"ling liu , calton pu , wei tang , david buttler , john biggs , tong zhou , paul benninghoff , wei han , fenghua yu",international conference on management of data,
No,1492,2288,0,1492,a case for fractured mirrors vldb 2002,"ravishankar ramamurthy , qi su , david j. dewitt",,,2288,a case for fractured mirrors the vldb journal -- the international journal on very large data bases,"ravishankar ramamurthy , david j. dewitt , qi su",,2003.0
Yes,84,1627,1,84,database in crisis and transition : a technical agenda for the year 2001 sigmod conference,david vaskevitch,,1994.0,1627,database in crisis and transition : a technical agenda for the year 2001 david vaskevitch,,international conference on management of data,1994.0
Yes,72,1087,1,72,"finding data in the neighborhood andré eickler , alfons kemper , donald kossmann vldb",,,1997.0,1087,finding data in the neighborhood,"andr &#233; eickler , alfons kemper , donald kossmann",very large data bases,1997.0
Yes,1488,1991,1,1488,"query execution techniques for caching expensive methods joseph m. hellerstein , jeffrey f. naughton sigmod conference 1996",,,,1991,"query execution techniques for caching expensive methods joseph m. hellerstein , jeffrey f. naughton international conference on management of data",,,1996.0
Yes,778,1751,1,778,"infering structure in semistructured data rajeev motwani , serge abiteboul , svetlozar nestorov sigmod record",,,1997.0,1751,"inferring structure in semistructured data svetlozer nestorov , serge abiteboul , rajeev motwani 1997",,acm sigmod record,
Yes,196,712,1,196,"cougar : the network is the database wai fu fung , david sun , johannes gehrke sigmod conference",,,2002.0,712,cougar : the network is the database international conference on management of data,"wai fu fung , david sun , johannes gehrke",,2002.0
Yes,1596,230,1,1596,database techniques for the world-wide web : a survey 1998,"daniela florescu , alberto o. mendelzon , alon y. levy",sigmod record,,230,database techniques for the world-wide web : a survey acm sigmod record,"daniela florescu , alon levy , alberto mendelzon",,1998.0
Yes,2240,475,1,2240,"new tpc benchmarks for decision support and web commerce meikel pöss , chris floyd 2000",,sigmod record,,475,new tpc benchmarks for decision support and web commerce,"meikel poess , chris floyd",acm sigmod record,2000.0
Yes,199,543,1,199,silkroute : a framework for publishing relational data in xml acm trans . database syst .,"dan suciu , yana kadiyska , wang chiew tan , mary f. fernandez , atsuyuki morishima",,2002.0,543,silkroute : a framework for publishing relational data in xml acm transactions on database systems ( tods ),"mary fern &#225; ndez , yana kadiyska , dan suciu , atsuyuki morishima , wang-chiew tan",,2002.0
Yes,396,1377,1,396,rainbow : distributed database system for classroom education and experimental research vldb,"abdelsalam helal , hua li",,2000.0,1377,rainbow : distributed database system for classroom education and experimental research 2000,"abdelsalam helal , hua li",very large data bases,
No,1946,637,0,1946,"title , preface to the special issue on persistent object systems vldb j. 1995",?,,,637,"orthogonally persistent object systems malcolm atkinson , ronald morrison the vldb journal -- the international journal on very large data bases",,,1995.0
Yes,2550,1272,1,2550,guest editorial malcolm p. atkinson vldb j. 2000,,,,1272,guest editorial malcolm p. atkinson the vldb journal -- the international journal on very large data bases 2000,,,
Yes,1827,713,1,1827,"commix : towards effective web information extraction , integration and query answering jun gao , jian pei , tengjiao wang , shiwei tang , yuqing wu , dongqing yang sigmod conference 2002",,,,713,"commix : towards effective web information extraction , integration and query answering international conference on management of data","tengjiao wang , shiwei tang , dongqing yang , jun gao , yuqing wu , jian pei",,2002.0
Yes,695,420,1,695,a data model and data structures for moving objects databases sigmod conference,"markus schneider , enrico nardelli , luca forlizzi , ralf hartmut güting",,2000.0,420,"a data model and data structures for moving objects databases luca forlizzi , ralf hartmut g &#252; ting , enrico nardelli , markus schneider 2000",,international conference on management of data,
Yes,1959,1970,1,1959,random i/o scheduling in online tertiary storage systems sigmod conference 1996,"bruce hillyer , abraham silberschatz",,,1970,random i/o scheduling in online tertiary storage systems international conference on management of data 1996,"bruce k. hillyer , avi silberschatz",,
No,54,1349,0,54,"dynamic content acceleration : a caching solution to enable scalable dynamic web page generation debra e. vandermeer , krithi ramamritham , helen m. thomas , anindya datta , kaushik dutta 2001",,sigmod conference,,1349,"a comparative study of alternative middle tier caching solutions to support dynamic web content acceleration anindya datta , kaushik dutta , helen m. thomas , debra e. vandermeer , krithi ramamritham , dan fishman",,very large data bases,2001.0
Yes,486,1910,1,486,new standard for stored procedures in sql andrew eisenberg sigmod record,,,1996.0,1910,new standard for stored procedures in sql andrew eisenberg acm sigmod record 1996,,,
