label_str,ltable_id,rtable_id,label,id_x,title_x,authors_x,venue_x,year_x,id_y,title_y,authors_y,venue_y,year_y
No,1141,1807,0,1141,providing database-like access to the web using queries based on textual similarity sigmod conference,william w. cohen,,1998.0,1807,integration of heterogeneous databases without common domains using queries based on textual similarity,william w. cohen,international conference on management of data,1998.0
No,1178,613,0,1178,alphasort : a risc machine sort sigmod conference,"david b. lomet , jim gray , zarka cvetanovic , chris nyberg , tom barclay",,1994.0,613,alphasort : a cache-sensitive parallel external sort,"chris nyberg , tom barclay , zarka cvetanovic , jim gray , dave lomet",the vldb journal -- the international journal on very large data bases,1995.0
No,2271,1223,0,2271,wavecluster : a multi-resolution clustering approach for very large spatial databases vldb,"surojit chatterjee , gholamhosein sheikholeslami , aidong zhang",,1998.0,1223,wavecluster : a wavelet-based clustering approach for spatial data in very large databases the vldb journal -- the international journal on very large data bases 2000,"gholamhosein sheikholeslami , surojit chatterjee , aidong zhang",,
No,718,889,0,718,approximate query processing using wavelets vldb j.,"rajeev rastogi , minos n. garofalakis , kyuseok shim , kaushik chakrabarti",,2001.0,889,approximate query processing using wavelets,"kaushik chakrabarti , minos n. garofalakis , rajeev rastogi , kyuseok shim",very large data bases,2000.0
No,347,1008,0,347,"dynamic memory adjustment for external mergesort weiye zhang , per-åke larson 1997",,vldb,,1008,buffering and read-ahead strategies for external mergesort,"weiye zhang , per - &#197; ke larson",very large data bases,1998.0
No,1380,598,0,1380,book review column karl aberer,,sigmod record,2003.0,598,book review column acm sigmod record 2001,karl aberer,,
No,1880,1814,0,1880,devise : integrated querying and visual exploration of large datasets ( demo abstract ) sigmod conference,"jussi myllymaki , shilpa lawande , donko donjerkovic , raghu ramakrishnan , guangshun chen , kevin s. beyer , miron livny , r. kent wenger",,1997.0,1814,devise : integrated querying and visual exploration of large datasets international conference on management of data 1997,"m. livny , r. ramakrishnan , k. beyer , g. chen , d. donjerkovic , s. lawande , j. myllymaki , k. wenger",,
No,2583,513,0,2583,book review column 2001,karl aberer,sigmod record,,513,book review column karl aberer acm sigmod record 2002,,,
No,942,668,0,942,book review column,karl aberer,sigmod record,2002.0,668,book reviews karl aberer 2002,,acm sigmod record,
No,537,356,0,537,a comparative study of alternative middle tier caching solutions to support dynamic web content acceleration 2001,"anindya datta , kaushik dutta , helen m. thomas , debra e. vandermeer , krithi ramamritham , dan fishman",vldb,,356,dynamic content acceleration : a caching solution to enable scalable dynamic web page generation international conference on management of data 2001,"anindya datta , kaushik dutta , krithi ramamritham , helen thomas , debra vandermeer",,
No,2391,650,0,2391,reminiscences on influential papers sigmod record,"kenneth a. ross , beng chin ooi , frank neven",,2003.0,650,influential papers ken ross acm sigmod record,,,2002.0
No,779,2002,0,779,"efficacious data cube exploration by semantic summarization and compression jian pei , laks v. s. lakshmanan , yan zhao 2003",,vldb,,2002,socqet : semantic olap with compressed cube and summarization international conference on management of data,"laks v. s. lakshmanan , jian pei , yan zhao",,2003.0
No,62,2100,0,62,picodmbs : scaling down database techniques for the smartcard,"luc bouganim , patrick valduriez , philippe pucheral , christophe bobineau",vldb,2000.0,2100,picodbms : scaling down database techniques for the smartcard 2001,"philippe pucheral , luc bouganim , patrick valduriez , christophe bobineau",the vldb journal -- the international journal on very large data bases,
No,1291,455,0,1291,answering queries using views : a survey vldb j. 2001,alon y. halevy,,,455,theory of answering queries using views alon y. halevy acm sigmod record 2000,,,
No,1639,924,0,1639,reminiscences on influential papers sigmod record,"mitch cherniack , kenneth a. ross , gottfried vossen",,2003.0,924,influential papers ken ross 2003,,acm sigmod record,
No,339,390,0,339,"an ultra highly available dbms svein-olaf hvasshovd , svein erik bratsberg , øystein torbjørnsen vldb",,,2000.0,390,"designing an ultra highly available dbms ( tutorial session ) svein erik bratsberg , &#216; ystein torbj &#248; rnsen international conference on management of data",,,2000.0
No,1380,745,0,1380,book review column karl aberer,,sigmod record,2003.0,745,book reviews acm sigmod record 2002,karl aberer,,
No,387,650,0,387,reminiscences on influential papers sigmod record,"kenneth a. ross , kyuseok shim , mary f. fernandez",,2002.0,650,influential papers ken ross acm sigmod record,,,2002.0
No,2508,2133,0,2508,tods reviewers richard t. snodgrass sigmod record 2003,,,,2133,book reviews acm sigmod record,,,2003.0
No,54,1349,0,54,"dynamic content acceleration : a caching solution to enable scalable dynamic web page generation debra e. vandermeer , krithi ramamritham , helen m. thomas , anindya datta , kaushik dutta 2001",,sigmod conference,,1349,"a comparative study of alternative middle tier caching solutions to support dynamic web content acceleration anindya datta , kaushik dutta , helen m. thomas , debra e. vandermeer , krithi ramamritham , dan fishman",,very large data bases,2001.0
No,2206,720,0,2206,"middle-tier database caching for e-business hamid pirahesh , c. mohan , jeffrey f. naughton , sailesh krishnamurthy , honguk woo , qiong luo , bruce g. lindsay",,sigmod conference,2002.0,720,"dbcache : database caching for web application servers mehmet altinel , qiong luo , sailesh krishnamurthy , c. mohan , hamid pirahesh , bruce g. lindsay , honguk woo , larry brown international conference on management of data 2002",,,
No,942,2133,0,942,book review column,karl aberer,sigmod record,2002.0,2133,book reviews acm sigmod record,,,2003.0
No,1057,1724,0,1057,"alphasort : a cache-sensitive parallel external sort jim gray , zarka cvetanovic , tom barclay , chris nyberg , david b. lomet",,vldb j.,1995.0,1724,alphasort : a risc machine sort international conference on management of data,"chris nyberg , tom barclay , zarka cvetanovic , jim gray , dave lomet",,1994.0
No,2335,2266,0,2335,streaming queries over streaming data 2002,"michael j. franklin , sirish chandrasekaran",vldb,,2266,"psoup : a system for streaming queries over streaming data sirish chandrasekaran , michael j. franklin 2003",,the vldb journal -- the international journal on very large data bases,
No,705,745,0,705,book review column karl aberer sigmod record,,,2002.0,745,book reviews acm sigmod record 2002,karl aberer,,
No,1153,1268,0,1153,database architecture optimized for the new bottleneck : memory access vldb,"stefan manegold , peter a. boncz , martin l. kersten",,1999.0,1268,"optimizing database architecture for the new bottleneck : memory access stefan manegold , peter a. boncz , martin l. kersten the vldb journal -- the international journal on very large data bases 2000",,,
No,45,860,0,45,"fact : a learning based web query processing system zengping tian , hongjun lu , yanlei diao , songting chen 2000",,sigmod conference,,860,toward learning based web query processing 2000,"yanlei diao , hongjun lu , songting chen , zengping tian",very large data bases,
No,2371,342,0,2371,editorial richard t. snodgrass 2001,,acm trans . database syst .,,342,editorial,richard snodgrass,acm transactions on database systems ( tods ),2001.0
No,1872,1113,0,1872,"the hb-pi-tree : a multi-attribute index supporting concurrency , recovery and node consolidation betty salzberg , david b. lomet , georgios evangelidis 1997",,vldb j.,,1113,"the hbp-tree : a modified hb-tree supporting concurrency , recovery and node consolidation 1995","georgios evangelidis , david b. lomet , betty salzberg",very large data bases,
No,44,77,0,44,mocha : a database middleware system featuring automatic deployment of application-specific functionality,"manuel rodriguez-martinez , joseph jájá , john m. mcgann , nick roussopoulos , zhexuan song , stephen kelley , vadim katz",sigmod conference,2000.0,77,"mocha : a self-extensible database middleware system for distributed data sources manuel rodr &#237; guez-mart &#237; nez , nick roussopoulos international conference on management of data 2000",,,
No,49,1848,0,49,"an overview of data warehousing and olap technology surajit chaudhuri , umeshwar dayal",,sigmod record,1997.0,1848,"data warehousing and olap for decision support surajit chaudhuri , umeshwar dayal 1997",,international conference on management of data,
No,359,546,0,359,reminiscences on influential papers sigmod record,"daniel j. rosenkrantz , nick koudas , dan suciu , peter scheuermann , rajeev rastogi , jiawei han , kenneth a. ross",,2001.0,546,influential papers ken ross 2001,,acm sigmod record,
No,386,745,0,386,book review column karl aberer 2002,,sigmod record,,745,book reviews acm sigmod record 2002,karl aberer,,
No,665,2019,0,665,"watermarking relational data : framework , algorithms and analysis vldb j.","peter j. haas , rakesh agrawal , jerry kiernan",,2003.0,2019,a system for watermarking relational databases,"rakesh agrawal , peter j. haas , jerry kiernan",international conference on management of data,2003.0
No,1713,980,0,1713,datablitz storage manager : main memory database performance for critical applications sigmod conference 1999,"p. p. s. narayan , s. sudarshan , s. gogate , j. miller , abraham silberschatz , c. gupta , jerry baulier , m. wilder , henry f. korth , peter mcilroy , s. haldar , s. seshadri , philip bohannon , c. wei , a. khivesera , s. joshi , rajeev rastogi , m. nemeth",,,980,"datablitz : a high performance main-memory storage manager jerry baulier , philip bohannon , s. gogate , s. joshi , c. gupta , a. khivesera , henry f. korth , peter mcilroy , j. miller , p. p. s. narayan , m. nemeth , rajeev rastogi , abraham silberschatz , s. sudarshan",,very large data bases,1998.0
No,1645,551,0,1645,"reminiscences on influential papers christos h. papadimitriou , anant jhingran , yannis e. ioannidis , kenneth a. ross sigmod record 2000",,,,551,reminiscences on influential papers 2001,kenneth a. ross,acm sigmod record,
No,2601,526,0,2601,reminiscences on influential papers sigmod record,"kaladhar voruganti , renée j. miller , kenneth a. ross , flip korn",,2002.0,526,influential papers,ken ross,acm sigmod record,2002.0
No,688,189,0,688,"strudel : a web-site management system alon y. levy , mary f. fernandez , jaewoo kang , daniela florescu , dan suciu 1997",,sigmod conference,,189,catching the boat with strudel : experiences with a web-site management system 1998,"mary fern &#225; ndez , daniela florescu , jaewoo kang , alon levy , dan suciu",international conference on management of data,
No,1380,513,0,1380,book review column karl aberer,,sigmod record,2003.0,513,book review column karl aberer acm sigmod record 2002,,,
No,1388,756,0,1388,"database tuning : principles , experiments , and troubleshooting techniques ( part i ) 2002","dennis shasha , philippe bonnet",sigmod conference,,756,"database tuning : principles , experiments , and troubleshooting techniques ( part ii ) dennis shasha , philippe bonnet international conference on management of data",,,2002.0
No,1291,2105,0,1291,answering queries using views : a survey vldb j. 2001,alon y. halevy,,,2105,minicon : a scalable algorithm for answering queries using views the vldb journal -- the international journal on very large data bases,"rachel pottinger , alon halevy",,2001.0
No,2324,979,0,2324,an alternative storage organization for rolap aggregate views based on cubetrees 1998,"yannis kotidis , nick roussopoulos",sigmod conference,,979,the cubetree storage organization very large data bases,"nick roussopoulos , yannis kotidis",,1998.0
No,1899,669,0,1899,book review column karl aberer sigmod record,,,2002.0,669,book review column acm sigmod record,karl aberer,,2002.0
No,1452,512,0,1452,book review column,karl aberer,sigmod record,2003.0,512,book reviews acm sigmod record 2002,karl aberer,,
No,1452,2129,0,1452,book review column,karl aberer,sigmod record,2003.0,2129,book reviews acm sigmod record 2003,,,
No,864,828,0,864,"update propagation strategies to improve freshness in lazy master replicated databases eric simon , esther pacitti vldb j.",,,2000.0,828,fast algorithms for maintaining replica consistency in lazy master replicated databases very large data bases 1999,"esther pacitti , pascale minet , eric simon",,
No,2555,687,0,2555,"structure and value synopses for xml data graphs neoklis polyzotis , minos n. garofalakis vldb 2002",,,,687,statistical synopses for graph-structured xml databases 2002,"neoklis polyzotis , minos garofalakis",international conference on management of data,
No,1160,334,0,1160,"reminiscences on influential papers z. meral özsoyoglu , philip s. yu , nick roussopoulos , krithi ramamritham , alberto o. mendelzon , richard t. snodgrass , laura m. haas , jennifer widom , jan paredaens sigmod record",,,1998.0,334,reminiscences in influential papers 1998,richard snodgrass,acm sigmod record,
No,1452,745,0,1452,book review column,karl aberer,sigmod record,2003.0,745,book reviews acm sigmod record 2002,karl aberer,,
No,726,546,0,726,"reminiscences on influential papers kenneth a. ross , anastassia ailamaki , alfred v. aho 2002",,sigmod record,,546,influential papers ken ross 2001,,acm sigmod record,
No,1452,2133,0,1452,book review column,karl aberer,sigmod record,2003.0,2133,book reviews acm sigmod record,,,2003.0
No,367,939,0,367,"a database index to large biological sequences robert w. irving , ela hunt , malcolm p. atkinson",,vldb,2001.0,939,"database indexing for large dna and protein sequence collections ela hunt , malcolm p. atkinson , robert w. irving 2002",,the vldb journal -- the international journal on very large data bases,
No,726,927,0,726,"reminiscences on influential papers kenneth a. ross , anastassia ailamaki , alfred v. aho 2002",,sigmod record,,927,reminiscences on influential papers,kenneth a. ross,acm sigmod record,2003.0
No,705,744,0,705,book review column karl aberer sigmod record,,,2002.0,744,book review column,karl aberer,acm sigmod record,2002.0
No,2601,551,0,2601,reminiscences on influential papers sigmod record,"kaladhar voruganti , renée j. miller , kenneth a. ross , flip korn",,2002.0,551,reminiscences on influential papers 2001,kenneth a. ross,acm sigmod record,
No,1899,744,0,1899,book review column karl aberer sigmod record,,,2002.0,744,book review column,karl aberer,acm sigmod record,2002.0
No,387,927,0,387,reminiscences on influential papers sigmod record,"kenneth a. ross , kyuseok shim , mary f. fernandez",,2002.0,927,reminiscences on influential papers,kenneth a. ross,acm sigmod record,2003.0
No,942,513,0,942,book review column,karl aberer,sigmod record,2002.0,513,book review column karl aberer acm sigmod record 2002,,,
No,715,866,0,715,theory of answering queries using views alon y. halevy 2000,,sigmod record,,866,a scalable algorithm for answering queries using views,"rachel pottinger , alon y. levy",very large data bases,2000.0
No,1362,2017,0,1362,"timber : a native xml database andrew nierman , cong yu , jignesh m. patel , adriane chapman , nuwee wiwatwattana , h. v. jagadish , yuqing wu , laks v. s. lakshmanan , divesh srivastava , shurug al-khalifa , stelios paparizos vldb j.",,,2002.0,2017,timber : a native system for querying xml 2003,"stelios paparizos , shurug al-khalifa , adriane chapman , h. v. jagadish , laks v. s. lakshmanan , andrew nierman , jignesh m. patel , divesh srivastava , nuwee wiwatwattana , yuqing wu , cong yu",international conference on management of data,
No,1639,649,0,1639,reminiscences on influential papers sigmod record,"mitch cherniack , kenneth a. ross , gottfried vossen",,2003.0,649,reminiscences on influential papers 2002,kenneth a. ross,acm sigmod record,
No,2391,526,0,2391,reminiscences on influential papers sigmod record,"kenneth a. ross , beng chin ooi , frank neven",,2003.0,526,influential papers,ken ross,acm sigmod record,2002.0
No,1369,2125,0,1369,call for book reviews 2003,karl aberer,sigmod record,,2125,book review column karl aberer acm sigmod record,,,2003.0
No,2570,1521,0,2570,semantic integration in heterogeneous databases using neural networks vldb,"chris clifton , wen-syan li",,1994.0,1521,semint : a system prototype for semantic integration in heterogeneous databases international conference on management of data 1995,"wen-syan li , chris clifton",,
No,950,272,0,950,walking through a very large virtual environment in real-time vldb 2001,"yixin ruan , kian-lee tan , jason chionh , lidan shou , zhiyong huang",,,272,review : a real-time virtual walkthrough system 2001,"l. shou , c. h. chionh , z. huang , y. ruan , kian-lee tan",international conference on management of data,
No,705,668,0,705,book review column karl aberer sigmod record,,,2002.0,668,book reviews karl aberer 2002,,acm sigmod record,
No,1380,2125,0,1380,book review column karl aberer,,sigmod record,2003.0,2125,book review column karl aberer acm sigmod record,,,2003.0
No,705,2124,0,705,book review column karl aberer sigmod record,,,2002.0,2124,book reviews karl aberer acm sigmod record,,,2003.0
No,1380,904,0,1380,book review column karl aberer,,sigmod record,2003.0,904,book review column 2002,karl aberer,acm sigmod record,
No,958,564,0,958,reminiscences on influential papers sigmod record,"s. sudarshan , charu c. aggarwal , mihalis yannakakis , alfons kemper , kenneth a. ross , sunita sarawagi",,2000.0,564,reminiscences on influential papers acm sigmod record,kenneth a. ross,,2000.0
No,2018,1476,0,2018,"applying formal methods to semantic-based decomposition of transactions paul ammann , indrakshi ray , sushil jajodia 1997",,acm trans . database syst .,,1476,"using formal methods to reason about semantics-based decompositions of transactions paul ammann , sushil jajodia , indrakshi ray very large data bases",,,1995.0
No,614,88,0,614,"the need for distributed asynchronous transactions lyman do , prabhu ram , pamela drew",,sigmod conference,1999.0,88,"distributed transactions in practice prabhu ram , lyman do , pamela drew acm sigmod record",,,1999.0
No,135,2227,0,135,semint : a system prototype for semantic integration in heterogeneous databases,"wen-syan li , chris clifton",sigmod conference,1995.0,2227,semantic integration in heterogeneous databases using neural networks 1994,"wen-syan li , chris clifton",very large data bases,
No,726,924,0,726,"reminiscences on influential papers kenneth a. ross , anastassia ailamaki , alfred v. aho 2002",,sigmod record,,924,influential papers ken ross 2003,,acm sigmod record,
No,2144,516,0,2144,database principles column - introduction leonid libkin,,sigmod record,1999.0,516,database principles acm sigmod record 2002,leonid libkin,,
No,1963,2123,0,1963,"xpath processing in a nutshell georg gottlob , christoph koch , reinhard pichler 2003",,sigmod record,,2123,"xpath processing in a nutshell georg gottlob , christoph koch , reinhard pichler acm sigmod record 2003",,,
No,2525,615,0,2525,"estimating page fetches for index scans with finite lru buffers arun n. swami , k. bernhard schiefer sigmod conference",,,1994.0,615,estimating page fetches for index scans with finite lru buffers the vldb journal -- the international journal on very large data bases 1995,"arun swami , k. bernhard schiefer",,
No,206,1565,0,206,metu interoperable database system sigmod conference,"sema mancuhan , ismailcem budak arpinar , fatma ozcan , pinar koksal , asuman dogac , gökhan özhan , cevdet dengi , ugur halici , cem evrendilek , sena nural , ebru kilic",,1996.0,1565,metu interoperable database system acm sigmod record 1995,"a. dogac , c. dengi , e. kilic , g. ozhan , f. ozcan , s. nural , c. evrendilek , u. halici , b. arpinar , p. koksal , n. kesim , s. mancuhan",,
No,386,2202,0,386,book review column karl aberer 2002,,sigmod record,,2202,book review column,karl aberer,acm sigmod record,2003.0
No,479,2263,0,479,the gmap : a versatile tool for physical data independence,"yannis e. ioannidis , marvin h. solomon , odysseas g. tsatalos",vldb j.,1996.0,2263,the gmap : a versatile tool for physical data independence 1994,"odysseas g. tsatalos , marvin h. solomon , yannis e. ioannidis",very large data bases,
No,1177,1308,0,1177,supervised wrapper generation with lixto,"sergio flesca , robert baumgartner , georg gottlob",vldb,2001.0,1308,"visual web information extraction with lixto robert baumgartner , sergio flesca , georg gottlob 2001",,very large data bases,
No,2391,924,0,2391,reminiscences on influential papers sigmod record,"kenneth a. ross , beng chin ooi , frank neven",,2003.0,924,influential papers ken ross 2003,,acm sigmod record,
No,1452,2202,0,1452,book review column,karl aberer,sigmod record,2003.0,2202,book review column,karl aberer,acm sigmod record,2003.0
No,895,783,0,895,"join synopses for approximate query answering swarup acharya , viswanath poosala , phillip b. gibbons , sridhar ramaswamy sigmod conference",,,1999.0,783,"aqua : a fast decision support systems using approximate query answers swarup acharya , phillip b. gibbons , viswanath poosala very large data bases 1999",,,
No,705,598,0,705,book review column karl aberer sigmod record,,,2002.0,598,book review column acm sigmod record 2001,karl aberer,,
No,125,2183,0,125,review : a real time virtual walkthrough system sigmod conference 2001,"yixin ruan , zhiyong huang , kian-lee tan , jason chionh , lidan shou",,,2183,"walking through a very large virtual environment in real-time lidan shou , jason chionh , zhiyong huang , yixin ruan , kian-lee tan 2001",,very large data bases,
No,1312,997,0,1312,"on periodic resource scheduling for continuous-media databases minos n. garofalakis , banu özden , abraham silberschatz",,vldb j.,1998.0,997,"resource scheduling for composite multimedia objects minos n. garofalakis , yannis e. ioannidis , banu &#214; zden very large data bases 1998",,,
No,2608,552,0,2608,"adam : a testbed for exploring the use of data mining in intrusion detection daniel barbará , sushil jajodia , ningning wu , julia couto sigmod record 2001",,,,552,special section on data mining for intrusion detection and threat analysis daniel barbar &#225;,,acm sigmod record,2001.0
No,2608,553,0,2608,"adam : a testbed for exploring the use of data mining in intrusion detection daniel barbará , sushil jajodia , ningning wu , julia couto sigmod record 2001",,,,553,special issue on data mining for intrusion detection and threat analysis acm sigmod record,daniel barbar &#225;,,2001.0
No,1196,1183,0,1196,"integrating reliable memory in databases peter m. chen , wee teck ng vldb 1997",,,,1183,"integrating reliable memory in databases wee teck ng , peter m. chen 1998",,the vldb journal -- the international journal on very large data bases,
No,2391,927,0,2391,reminiscences on influential papers sigmod record,"kenneth a. ross , beng chin ooi , frank neven",,2003.0,927,reminiscences on influential papers,kenneth a. ross,acm sigmod record,2003.0
No,1051,1227,0,1051,"clustering categorical data : an approach based on dynamical systems prabhakar raghavan , david gibson , jon m. kleinberg",,vldb,1998.0,1227,clustering categorical data : an approach based on dynamical systems 2000,"david gibson , jon kleinberg , prabhakar raghavan",the vldb journal -- the international journal on very large data bases,
No,387,924,0,387,reminiscences on influential papers sigmod record,"kenneth a. ross , kyuseok shim , mary f. fernandez",,2002.0,924,influential papers ken ross 2003,,acm sigmod record,
No,2009,809,0,2009,"one-dimensional and multi-dimensional substring selectivity estimation raymond t. ng , divesh srivastava , h. v. jagadish , olga kapitskaia vldb j.",,,2000.0,809,multi-dimensional substring selectivity estimation very large data bases 1999,"h. v. jagadish , olga kapitskaia , raymond t. ng , divesh srivastava",,
No,1648,1518,0,1648,quickstore : a high performance mapped object store 1995,"seth j. white , david j. dewitt",vldb j.,,1518,implementing crash recovery in quickstore : a performance study international conference on management of data,"seth j. white , david j. dewitt",,1995.0
No,2188,1226,0,2188,"algorithms for mining distance-based outliers in large datasets raymond t. ng , edwin m. knorr vldb 1998",,,,1226,"distance-based outliers : algorithms and applications edwin m. knorr , raymond t. ng , vladimir tucakov the vldb journal -- the international journal on very large data bases",,,2000.0
No,617,829,0,617,"o-o , what 's happening to db2 ? sigmod conference","richard swagerman , nelson mendonça mattos , michael j. carey , srinivasa narayanan , bennet vance , doug doole , serge rielau , donald d. chamberlin",,1999.0,829,"o-o , what have they done to db2 ? 1999","michael j. carey , donald d. chamberlin , srinivasa narayanan , bennet vance , doug doole , serge rielau , richard swagerman , nelson mendon &#231; a mattos",very large data bases,
No,386,904,0,386,book review column karl aberer 2002,,sigmod record,,904,book review column 2002,karl aberer,acm sigmod record,
No,2022,195,0,2022,the aqua approximate query answering system,"sridhar ramaswamy , swarup acharya , phillip b. gibbons , viswanath poosala",sigmod conference,1999.0,195,"join synopses for approximate query answering swarup acharya , phillip b. gibbons , viswanath poosala , sridhar ramaswamy",,international conference on management of data,1999.0
No,1492,2288,0,1492,a case for fractured mirrors vldb 2002,"ravishankar ramamurthy , qi su , david j. dewitt",,,2288,a case for fractured mirrors the vldb journal -- the international journal on very large data bases,"ravishankar ramamurthy , david j. dewitt , qi su",,2003.0
No,726,526,0,726,"reminiscences on influential papers kenneth a. ross , anastassia ailamaki , alfred v. aho 2002",,sigmod record,,526,influential papers,ken ross,acm sigmod record,2002.0
No,575,526,0,575,"reminiscences on influential papers theodore johnson , amr el abbadi , richard t. snodgrass , kenneth a. ross 2002",,sigmod record,,526,influential papers,ken ross,acm sigmod record,2002.0
No,2385,1163,0,2385,"erratum : a database model for object dynamics mike p. papazoglou , bernd j. krämer vldb j.",,,1997.0,1163,a database model for object dynamics the vldb journal -- the international journal on very large data bases,"m. p. papazoglou , b. j. kr &#228; mer",,1997.0
No,1584,709,0,1584,"roadrunner : towards automatic data extraction from large web sites giansalvatore mecca , valter crescenzi , paolo merialdo vldb 2001",,,,709,roadrunner : automatic data extraction from data-intensive web sites international conference on management of data 2002,"valter crescenzi , giansalvatore mecca , paolo merialdo",,
No,942,904,0,942,book review column,karl aberer,sigmod record,2002.0,904,book review column 2002,karl aberer,acm sigmod record,
No,1452,2124,0,1452,book review column,karl aberer,sigmod record,2003.0,2124,book reviews karl aberer acm sigmod record,,,2003.0
No,2125,573,0,2125,efficient schemes for managing multiversionxml documents vldb j.,"shu-yao chien , carlo zaniolo , vassilis j. tsotras",,2002.0,573,"xml document versioning shu yao chien , vassilis j. tsotras , carlo zaniolo 2001",,acm sigmod record,
No,2151,998,0,2151,secure bufering in firm real-time database systems vldb j.,"jayant r. haritsa , binto george",,2000.0,998,"secure buffering in firm real-time database systems binto george , jayant r. haritsa very large data bases 1998",,,
No,2158,614,0,2158,implementing crash recovery in quickstore : a performance study 1995,"seth j. white , david j. dewitt",sigmod conference,,614,"quickstore : a high performance mapped object store seth j. white , david j. dewitt 1995",,the vldb journal -- the international journal on very large data bases,
No,386,513,0,386,book review column karl aberer 2002,,sigmod record,,513,book review column karl aberer acm sigmod record 2002,,,
No,942,512,0,942,book review column,karl aberer,sigmod record,2002.0,512,book reviews acm sigmod record 2002,karl aberer,,
No,413,1858,0,413,zoo : a desktop experiment management environment vldb,"miron livny , yannis e. ioannidis , nagavamsi ponnekanti , shivani gupta",,1996.0,1858,"zoo : a desktop experiment management environment yannis e. ioannidis , miron livny , anastassia ailamaki , anand narayanan , andrew therber 1997",,international conference on management of data,
No,87,455,0,87,a scalable algorithm for answering queries using views,"rachel pottinger , alon y. levy",vldb,2000.0,455,theory of answering queries using views alon y. halevy acm sigmod record 2000,,,
No,1103,1873,0,1103,"workshop report : the first international workshop on active and real-time database systems ( artdb-95 ) mikael berndtsson , jörgen hansson sigmod record 1996",,,,1873,"report on first international workshop on real-time database systems azer bestavros , kwei-jay lin , sang son",,acm sigmod record,1996.0
