label_str,ltable_id,rtable_id,label,id_x,title_x,authors_x,venue_x,year_x,id_y,title_y,authors_y,venue_y,year_y
Yes,2038,895,1,2038,controlling data warehouses with knowledge networks,"jan-dirk becker , matthias jarke , andreas boehmer , elvira schaefer",vldb,2000.0,895,controlling data warehouses with knowledge networks very large data bases 2000,"elvira schaefer , jan-dirk becker , andreas boehmer , matthias jarke",,
Yes,1989,1652,1,1989,databases for networks 1994,h. v. jagadish,sigmod conference,,1652,databases for networks international conference on management of data,h. v. jagadish,,1994.0
Yes,1196,1030,1,1196,"integrating reliable memory in databases peter m. chen , wee teck ng vldb 1997",,,,1030,integrating reliable memory in databases 1997,"wee teck ng , peter m. chen",very large data bases,
Yes,746,243,1,746,lore : a lightweight object repository for semistructured data 1996,"janet l. wiener , jason mchugh , serge abiteboul , qingshan luo , anand rajaraman , dallan quass , jeffrey d. ullman , roy goldman , hugo rivero , jennifer widom , svetlozar nestorov , kevin haas",sigmod conference,,243,lore : a lightweight object repository for semistructured data international conference on management of data,"dallan quass , jennifer widom , roy goldman , kevin haas , qingshan luo , jason mchugh , svetlozar nestorov , anand rajaraman , hugo rivero , serge abiteboul , jeff ullman , janet wiener",,1996.0
Yes,563,370,1,563,optimizing object queries using an effective calculus 2000,"leonidas fegaras , david maier",acm trans . database syst .,,370,"optimizing object queries using an effective calculus leonidas fegaras , david maier acm transactions on database systems ( tods )",,,2000.0
Yes,303,1911,1,303,"tcp-d - the challenges , issues and results",ramesh bhashyam,sigmod record,1996.0,1911,"tpc-d-the challenges , issues and results acm sigmod record 1996",ramesh bhashyam,,
Yes,836,933,1,836,parallel query scheduling and optimization with time - and space-shared resources vldb 1997,"yannis e. ioannidis , minos n. garofalakis",,,933,parallel query scheduling and optimization with time - and space-shared resources very large data bases,"minos n. garofalakis , yannis e. ioannidis",,1997.0
Yes,533,1008,1,533,buffering and read-ahead strategies for external mergesort 1998,"per-åke larson , weiye zhang",vldb,,1008,buffering and read-ahead strategies for external mergesort,"weiye zhang , per - &#197; ke larson",very large data bases,1998.0
Yes,23,1149,1,23,supporting periodic authorizations and temporal reasoning in database access control 1996,"elena ferrari , pierangela samarati , claudio bettini , elisa bertino",vldb,,1149,supporting periodic authorizations and temporal reasoning in database access control 1996,"elisa bertino , claudio bettini , elena ferrari , pierangela samarati",very large data bases,
Yes,369,1200,1,369,join algorithm costs revisited 1996,"kotagiri ramamohanarao , evan p. harris",vldb j.,,1200,join algorithm costs revisited the vldb journal -- the international journal on very large data bases 1996,"evan p. harris , kotagiri ramamohanarao",,
Yes,2473,451,1,2473,"research and practice in federated information systems , report of the efis ' 2000 international workshop ralf-detlef kutsche , geert-jan houben , mark roantree , bodo rieger , wilhelm hasselbring , kazimierz subieta , willem-jan van den heuvel sigmod record 2000",,,,451,research and practice in federated information systems acm sigmod record,"w. hasselbring , w.-j . van den heuvel , g. j. houben , r.-d . kutsche , b. rieger , m. roantree , k. subieta",,2000.0
Yes,774,826,1,774,user-defined table operators : enhancing extensibility for ordbms vldb 1999,"bernhard mitschang , michael jaedicke",,,826,"user-defined table operators : enhancing extensibility for ordbms michael jaedicke , bernhard mitschang very large data bases 1999",,,
Yes,1082,1535,1,1082,the naos system,"christine collet , thierry coupaye",sigmod conference,1995.0,1535,"the naos system c. collet , t. coupaye international conference on management of data",,,1995.0
Yes,972,1513,1,972,applying update streams in a soft real-time database system 1995,"brad adelberg , hector garcia-molina , ben kao",sigmod conference,,1513,"applying update streams in a soft real-time database system b. adelberg , h. garcia-molina , b. kao",,international conference on management of data,1995.0
Yes,1862,854,1,1862,loading a cache with query results,"ioana ursu , donald kossmann , laura m. haas",vldb,1999.0,854,loading a cache with query results very large data bases 1999,"laura m. haas , donald kossmann , ioana ursu",,
Yes,1296,609,1,1296,data modelling versus ontology engineering 2002,"mustafa jarrar , peter spyns , robert meersman",sigmod record,,609,data modelling versus ontology engineering acm sigmod record,"peter spyns , robert meersman , mustafa jarrar",,2002.0
Yes,942,744,1,942,book review column,karl aberer,sigmod record,2002.0,744,book review column,karl aberer,acm sigmod record,2002.0
Yes,2356,461,1,2356,theory of dependence values 2000,rosa meo,acm trans . database syst .,,461,theory of dependence values rosa meo acm transactions on database systems ( tods ) 2000,,,
Yes,441,1363,1,441,"hierarchical compact cube for range-max queries hua-gang li , sin yeung lee , tok wang ling 2000",,vldb,,1363,hierarchical compact cube for range-max queries 2000,"sin yeung lee , tok wang ling , hua-gang li",very large data bases,
Yes,1522,2065,1,1522,peer-to-peer : harnessing the power of disruptive technologies,mario a. nascimento,sigmod record,2003.0,2065,peer-to-peer : harnessing the power of disruptive technologies mario a. nascimento acm sigmod record 2003,,,
Yes,725,2141,1,725,microsoft english query 7.5 : automatic extraction of semantics from relational databases and olap cubes adam blum vldb 1999,,,,2141,microsoft english query 7.5 : automatic extraction of semantics from relational databases and olap cubes,adam blum,very large data bases,1999.0
Yes,539,762,1,539,tutorial : application servers and associated technologies c. mohan 2002,,sigmod conference,,762,tutorial : application servers and associated technologies international conference on management of data 2002,c. mohan,,
Yes,1133,1748,1,1133,extracting entity profiles from semistructured information spaces,"robert a. nado , scott b. huffman",sigmod record,1997.0,1748,"extracting entity profiles from semistructured information spaces robert a. nado , scott b. huffman acm sigmod record 1997",,,
Yes,1666,1158,1,1666,structured document storage and refined declarative and navigational access mechanisms in hyperstorm vldb j.,"karl aberer , xiaoya yang , klemens böhm , erich j. neuhold",,1997.0,1158,"structured document storage and refined declarative and navigational access mechanisms in hyperstorm klemens b &#246; hm , karl aberer , erich j. neuhold , xiaoya yang",,the vldb journal -- the international journal on very large data bases,1997.0
Yes,2079,666,1,2079,conceptual modeling and specification generation for b2b business process based on ebxml 2002,hyoungdo kim,sigmod record,,666,conceptual modeling and specification generation for b2b business processes based on ebxml,hyoungdo kim,acm sigmod record,2002.0
Yes,2522,348,1,2522,an active functionality service for e-business applications sigmod record 2002,"mariano cilia , alejandro p. buchmann",,,348,an active functionality service for e-business applications acm sigmod record,"m. cilia , a. p. buchmann",,2002.0
Yes,2046,582,1,2046,versioning and configuration management in an object-oriented data model,edward sciore,vldb j.,1994.0,582,versioning and configuration management in an object-oriented data model edward sciore the vldb journal -- the international journal on very large data bases 1994,,,
Yes,1770,1605,1,1770,the database group at national technical university of athens ( ntua ),"timos k. sellis , yannis vassiliou",sigmod record,1995.0,1605,the database group at national technical university of athens ( ntua ) corporate national technical univ. of athens,,acm sigmod record,1995.0
Yes,720,1248,1,720,"advanced data processing in krisys : modeling concepts , implementation techniques , and client/server issues","nelson mendonça mattos , joachim thomas , theo härder , stefan deßloch , bernhard mitschang",vldb j.,1998.0,1248,"advanced data processing in krisys : modeling concepts , implementation techniques , and client/server issues stefan de &#223; loch , theo h &#228; rder , nelson mattos , bernhard mitschang , joachim thomas",,the vldb journal -- the international journal on very large data bases,1998.0
Yes,1011,790,1,1011,quality-driven integration of heterogenous information systems vldb 1999,"johann christoph freytag , felix naumann , ulf leser",,,790,quality-driven integration of heterogenous information systems,"felix naumann , ulf leser , johann christoph freytag",very large data bases,1999.0
Yes,73,311,1,73,prefer : a system for the efficient execution of multi-parametric ranked queries sigmod conference,"yannis papakonstantinou , vagelis hristidis , nick koudas",,2001.0,311,"prefer : a system for the efficient execution of multi-parametric ranked queries vagelis hristidis , nick koudas , yannis papakonstantinou international conference on management of data 2001",,,
Yes,782,1941,1,782,"polymorphism and type inference in database programming atsushi ohori , peter buneman 1996",,acm trans . database syst .,,1941,polymorphism and type inference in database programming acm transactions on database systems ( tods ) 1996,"peter buneman , atsushi ohori",,
Yes,1106,1238,1,1106,adaptive algorithms for set containment joins acm trans . database syst .,"hector garcia-molina , sergey melnik",,2003.0,1238,adaptive algorithms for set containment joins acm transactions on database systems ( tods ) 2003,"sergey melnik , hector garcia-molina",,
Yes,963,931,1,963,efficient testing of high performance transaction processing systems 1997,"d. wildfogel , ramana yerneni",vldb,,931,efficient testing of high performance transaction processing systems 1997,"d. wildfogel , ramana yerneni",very large data bases,
Yes,545,1160,1,545,"data placement in shared-nothing parallel database systems manish mehta , david j. dewitt vldb j. 1997",,,,1160,"data placement in shared-nothing parallel database systems manish mehta , david j. dewitt the vldb journal -- the international journal on very large data bases 1997",,,
Yes,1377,518,1,1377,introduction to constraint databases - book review sigmod record 2002,bart kuijpers,,,518,introduction to constraint databases bart kuijpers acm sigmod record,,,2002.0
Yes,2535,40,1,2535,microsoft site server ( commerce edition ) 1999,bassel ojjeh,sigmod conference,,40,microsoft site server ( commerce ed . ) : talk-slides available at the conference international conference on management of data,bassel ojjeh,,1999.0
Yes,1276,1905,1,1276,management of data and services in the environmental information system ( uis ) of baden-württemberg,"wolf-fritz riekert , roland mayer-föll , gerlinde wiest",sigmod record,1997.0,1905,uis-management of data and services in the environmental information systems of baden-w &#252; rttemberg acm sigmod record 1997,"wolf-fritz riekert , roland mayer-f &#246; ll , gerlinde wiest",,
Yes,301,1968,1,301,providing better support for a class of decision support queries 1996,"antonio badia , dirk van gucht , sudhir rao",sigmod conference,,1968,providing better support for a class of decision support queries international conference on management of data 1996,"sudhir g. rao , antonio badia , dirk van gucht",,
Yes,618,1298,1,618,comparing hybrid peer-to-peer systems 2001,"beverly yang , hector garcia-molina",vldb,,1298,comparing hybrid peer-to-peer systems very large data bases 2001,"beverly yang , hector garcia-molina",,
Yes,1900,509,1,1900,a foundation for representing and quering moving objects acm trans . database syst .,"michael h. böhlen , christian s. jensen , michalis vazirgiannis , nikos a. lorentzos , markus schneider , ralf hartmut güting , martin erwig",,2000.0,509,a foundation for representing and querying moving objects acm transactions on database systems ( tods ) 2000,"ralf hartmut g &#252; ting , michael h. b &#246; hlen , martin erwig , christian s. jensen , nikos a. lorentzos , markus schneider , michalis vazirgiannis",,
Yes,546,1874,1,546,"the bess object storage manager : architecture overview alexandros biliris , euthimios panagos 1996",,sigmod record,,1874,"bess object storage manager : architecture overview alexandros biliris , euthimios panagos",,acm sigmod record,1996.0
Yes,2139,2220,1,2139,"bluetooth-based sensor networks philippe bonnet , allan beaufour , mads bondo dydensborg , martin leopold 2003",,sigmod record,,2220,bluetooth-based sensor networks acm sigmod record 2003,"philippe bonnet , allan beaufour , mads bondo dydensborg , martin leopold",,
Yes,62,1240,1,62,picodmbs : scaling down database techniques for the smartcard,"luc bouganim , patrick valduriez , philippe pucheral , christophe bobineau",vldb,2000.0,1240,picodmbs : scaling down database techniques for the smartcard,"christophe bobineau , luc bouganim , philippe pucheral , patrick valduriez",very large data bases,2000.0
Yes,2131,225,1,2131,"the trigs active object-oriented database system - an overview gerti kappel , werner retschitzegger 1998",,sigmod record,,225,the trigs active object-oriented database system - an overview,"g. kappel , w. retschitzegger",acm sigmod record,1998.0
Yes,1169,1195,1,1169,query processing and optimization in oracle rdb,"gennady antoshenkov , mohamed ziauddin",vldb j.,1996.0,1195,"query processing and optimization in oracle rdb gennady antoshenkov , mohamed ziauddin the vldb journal -- the international journal on very large data bases 1996",,,
Yes,2600,956,1,2600,integrating sql databases with content-specific search engines vldb,"stefan deßloch , nelson mendonça mattos",,1997.0,956,"integrating sql databases with content-specific search engines stefan de &#223; loch , nelson mendon &#231; a mattos very large data bases 1997",,,
Yes,1557,2226,1,1557,power efficient data gathering and aggregation in wireless sensor networks sigmod record 2003,"ibrahim korpeoglu , hüseyin özgür tan",,,2226,power efficient data gathering and aggregation in wireless sensor networks acm sigmod record 2003,"h &#252; seyin &#214; zg &#252; r tan , ibrahim k &#246; rpeo &#487; lu",,
Yes,1561,322,1,1561,"lifestreams : a storage model for personal data eric freeman , david gelernter 1996",,sigmod record,,322,"lifestreams : a storage model for personal data eric freeman , david gelernter",,acm sigmod record,1996.0
Yes,2355,1351,1,2355,intelligent rollups in multidimensional olap data vldb,"sunita sarawagi , gayatri sathe",,2001.0,1351,intelligent rollups in multidimensional olap data,"gayatri sathe , sunita sarawagi",very large data bases,2001.0
Yes,1358,2157,1,1358,using referential integrity to easily define consistent subset replicas brad hammond,,vldb,1996.0,2157,using referential integrity to easily define consistent subset replicas brad hammond,,very large data bases,1996.0
Yes,1992,227,1,1992,b-tree page size when caching is considered david b. lomet,,sigmod record,1998.0,227,b-tree page size when caching is considered david lomet acm sigmod record 1998,,,
Yes,229,576,1,229,"the aditi deductive database system kotagiri ramamohanarao , david b. kemp , jayen vaghani , tim s. leask , james harland , peter j. stuckey , zoltan somogyi 1994",,vldb j.,,576,"the aditi deductive database system jayen vaghani , kotagiri ramamohanarao , david b. kemp , zoltan somogyi , peter j. stuckey , tim s. leask , james harland",,the vldb journal -- the international journal on very large data bases,1994.0
Yes,1374,1842,1,1374,the context interchange mediator prototype,"kofi fynn , henry b. kon , cheng hian goh , thomas lee , stéphane bressan , stuart e. madnick , michael siegel , annie w. shum , marta jessica jakobisiak , tito pena , jessica qu , karim hussein",sigmod conference,1997.0,1842,the context interchange mediator prototype 1997,"s. bressan , c. h. goh , k. fynn , m. jakobisiak , k. hussein , h. kon , t. lee , s. madnick , t. pena , j. qu , a. shum , m. siegel",international conference on management of data,
Yes,2044,129,1,2044,keynote address,larry ellison,sigmod conference,1995.0,129,keynote address larry j. ellison international conference on management of data 1995,,,
Yes,935,1171,1,935,"integrating symbolic images into a multimedia database system using classification and abstraction approaches hanan samet , aya soffer vldb j.",,,1998.0,1171,integrating symbolic images into a multimedia database system using classification and abstraction approaches,"aya soffer , hanan samet",the vldb journal -- the international journal on very large data bases,1998.0
Yes,2415,1309,1,2415,amalgamating knowledge bases v. s. subrahmanian,,acm trans . database syst .,1994.0,1309,amalgamating knowledge bases v. s. subrahmanian acm transactions on database systems ( tods ),,,1994.0
Yes,280,2140,1,280,media360 workflow-implementing a workflow engine inside a database vldb 2000,carsten blecken,,,2140,media360 workflow-implementing a workflow engine inside a database very large data bases,carsten blecken,,2000.0
Yes,838,1490,1,838,parallel database systems 101 jim gray 1995,,sigmod conference,,1490,parallel database systems 101 1995,jim gray,international conference on management of data,
Yes,804,1648,1,804,metu object-oriented dbms,"cetin ozkan , cem evrendilek , yuksel saygin , ilker altintas , ismailcem budak arpinar , mehmet altinel , tansel okay , ilker durusoy , asuman dogac",sigmod conference,1994.0,1648,"metu object-oriented dbms asuman dogac , budak arpinar , cem evrendilek , cetin ozkan , ilker altintas , ilker durusoy , mehmet altinel , tansel okay , yuksel saygin international conference on management of data 1994",,,
Yes,1203,2158,1,1203,disnic-plan : a nicnet based distributed database for micro-level planning in india m. moni vldb 1996,,,,2158,disnic-plan : a nicnet based distributed database for micro-level planning in india,m. moni,very large data bases,1996.0
Yes,1781,784,1,1781,building light-weight wrappers for legacy web data-sources using w4f vldb 1999,"arnaud sahuguet , fabien azavant",,,784,"building light-weight wrappers for legacy web data-sources using w4f arnaud sahuguet , fabien azavant very large data bases 1999",,,
Yes,1508,1404,1,1508,"et tu , xml ? the downfall of the relational empire ( abstract )",philip wadler,vldb,2001.0,1404,"et tu , xml ? the downfall of the relational empire ( abstract )",philip wadler,very large data bases,2001.0
Yes,1519,1289,1,1519,a data warehousing architecture for enabling service provisioning process 2001,yannis kotidis,vldb,,1289,a data warehousing architecture for enabling service provisioning process 2001,yannis kotidis,very large data bases,
Yes,1241,1576,1,1241,information systems research at rwth aachen matthias jarke,,sigmod record,1995.0,1576,information systems research at rwth aachen 1995,matthias jarke,acm sigmod record,
Yes,788,1111,1,788,high-concurrency locking in r-trees 1995,"douglas banks , marcel kornacker",vldb,,1111,high-concurrency locking in r-trees very large data bases,"marcel kornacker , douglas banks",,1995.0
Yes,2265,2224,1,2265,an environmental sensor network to determine drinking water quality and security,"jeanne vanbriesen , paul s. fischbeck , christos faloutsos , anastassia ailamaki , mitchell j. small",sigmod record,2003.0,2224,an environmental sensor network to determine drinking water quality and security,"anastassia ailamaki , christos faloutos , paul s. fischbeck , mitchell j. small , jeanne vanbriesen",acm sigmod record,2003.0
Yes,759,1897,1,759,3d geographic network displays,"taosong he , stephen g. eick , kenneth c. cox",sigmod record,1996.0,1897,3d geographic network displays acm sigmod record 1996,"kenneth c. cox , stephen g. eick , taosong he",,
Yes,982,542,1,982,treasurer 's message sigmod record 2002,joachim hammer,,,542,treasurer 's message joachim hammer,,acm sigmod record,2002.0
Yes,1812,1138,1,1812,querying heterogeneous information sources using source descriptions,"anand rajaraman , alon y. levy , joann j. ordille",vldb,1996.0,1138,querying heterogeneous information sources using source descriptions very large data bases 1996,"alon y. levy , anand rajaraman , joann j. ordille",,
Yes,2424,620,1,2424,"agents , turst , and information access on the semantic web timothy w. finin , anupam joshi 2002",,sigmod record,,620,"agents , trust , and information access on the semantic web 2002","tim finin , anupam joshi",acm sigmod record,
Yes,483,977,1,483,starting ( and sometimes ending ) a database company vldb,jack a. orenstein,,1998.0,977,starting ( and sometimes ending ) a database company jack a. orenstein very large data bases 1998,,,
Yes,2396,1682,1,2396,"response to the march 1994 odmg-93 commentary written by dr. won kim of unisql , inc object database management group sigmod record 1994",,,,1682,"response to the odmg-93 commentary written by dr. won kim of unisql , inc. corporate object database management group",,acm sigmod record,1994.0
Yes,553,2232,1,553,toward network data independence joseph m. hellerstein sigmod record 2003,,,,2232,toward network data independence 2003,joseph m. hellerstein,acm sigmod record,
Yes,1024,1698,1,1024,research perspectives for time series management systems,"duri schmidt , angelika kotz dittrich , werner dreyer",sigmod record,1994.0,1698,research perspectives for time series management systems acm sigmod record,"werner dreyer , angelika kotz dittrich , duri schmidt",,1994.0
Yes,1766,1011,1,1766,design and analysis of parametric query optimization algorithms vldb 1998,sumit ganguly,,,1011,design and analysis of parametric query optimization algorithms very large data bases,sumit ganguly,,1998.0
Yes,735,1403,1,735,"a prototype content-based retrieval system that uses virtual images to save space leonard brown , le gruenwald 2001",,vldb,,1403,"a prototype content-based retrieval system that uses virtual images to save space leonard brown , le gruenwald 2001",,very large data bases,
Yes,2390,2273,1,2390,"fast incremental indexing for full-text information retrieval w. bruce croft , james p. callan , eric w. brown vldb 1994",,,,2273,fast incremental indexing for full-text information retrieval very large data bases,"eric w. brown , james p. callan , w. bruce croft",,1994.0
Yes,948,1706,1,948,text databases : a survey of text models and systems sigmod record 1994,arjan loeffen,,,1706,text databases : a survey of text models and systems acm sigmod record,arjan loeffen,,1994.0
Yes,1833,981,1,1833,small materialized aggregates : a light weight index structure for data warehousing guido moerkotte vldb 1998,,,,981,small materialized aggregates : a light weight index structure for data warehousing very large data bases 1998,guido moerkotte,,
Yes,1939,449,1,1939,object database evolution using separation of concerns 2000,"peter sawyer , awais rashid",sigmod record,,449,object database evolution using separation of concerns acm sigmod record 2000,"awais rashid , peter sawyer",,
Yes,1331,1700,1,1331,tsql2 language specification 1994,"wolfgang käfer , curtis e. dyreson , arie segev , krishna g. kulkarni , michael d. soo , don s. batory , ramez elmasri , nikos a. lorentzos , nick kline , john f. roddick , gad ariav , james clifford , richard t. snodgrass , suryanarayana m. sripada , t. y. cliff leung , fabio grandi , ilsoo ahn , christian s. jensen",sigmod record,,1700,tsql2 language specification 1994,"richard thomas snodgrass , ilsoo ahn , gadi ariav , don batory , james clifford , curtis e. dyreson , ramez elmasri , fabio grandi , christian s. jensen , wolfgang k &#228; fer , nick kline , krishna kulkarni , t. y. cliff leung , nikos lorentzos , john f. roddick , arie segev , michael d. soo , suryanarayana m. sripada",acm sigmod record,
Yes,204,167,1,204,transactional publish / subscribe : the proactive multicast of database changes,arvola chan,sigmod conference,1998.0,167,transactional publish/subscribe : the proactive multicast of database changes ( abstract ) arvola chan international conference on management of data 1998,,,
Yes,814,1102,1,814,obtaining complete answers from incomplete databases,alon y. levy,vldb,1996.0,1102,obtaining complete answers from incomplete databases,alon y. levy,very large data bases,1996.0
Yes,2505,1882,1,2505,"extended ehemeral logging : log storage management for applications with long lived transactions john s. keen , william j. dally 1997",,acm trans . database syst .,,1882,extended ephemeral logging : log storage management for applications with long lived transactions,"john s. keen , william j. dally",acm transactions on database systems ( tods ),1997.0
Yes,1861,1421,1,1861,hilbert r-tree : an improved r-tree using fractals vldb,"ibrahim kamel , christos faloutsos",,1994.0,1421,hilbert r-tree : an improved r-tree using fractals very large data bases 1994,"ibrahim kamel , christos faloutsos",,
Yes,162,1600,1,162,temporal database system implementations michael h. böhlen 1995,,sigmod record,,1600,temporal database system implementations michael h. b &#246; hlen,,acm sigmod record,1995.0
Yes,2232,1787,1,2232,query unnesting in object-oriented databases leonidas fegaras 1998,,sigmod conference,,1787,query unnesting in object-oriented databases international conference on management of data,leonidas fegaras,,1998.0
Yes,594,2143,1,594,mapinfo spatialware : a spatial information server for rdbms vldb,chebel mina,,1998.0,2143,mapinfo spatialware : a spatial information server for rdbms very large data bases 1998,chebel mina,,
Yes,398,1396,1,398,agflow : agent-based cross-enterprise workflow management system 2001,"boualem benatallah , anne h. h. ngu , phuong nguyen , liangzhao zeng",vldb,,1396,agflow : agent-based cross-enterprise workflow management system very large data bases,"liangzhao zeng , boualem benatallah , phuong nguyen , anne h. h. ngu",,2001.0
Yes,1727,1937,1,1727,ptool : a light weight persistent object manager 1995,"david hanley , robert l. grossman , xiao qin",sigmod conference,,1937,ptool : a light weight persistent object manager international conference on management of data,"r. l. grossman , d. hanley , x. qin",,1995.0
Yes,1777,79,1,1777,influence sets based on reverse nearest neighbor queries,"s. muthukrishnan , flip korn",sigmod conference,2000.0,79,influence sets based on reverse nearest neighbor queries international conference on management of data,"flip korn , s. muthukrishnan",,2000.0
Yes,2436,600,1,2436,"a pattern-based object calculus stanley y. w. su , nabil kamel , ping wu vldb j. 1994",,,,600,"a pattern-based object calculus nabil kamel , ping wu , stanley y. w. su the vldb journal -- the international journal on very large data bases 1994",,,
Yes,1462,290,1,1462,"filtering algorithms and implementation for very fast publish/subscribe kenneth a. ross , françoise fabret , françois llirbat , joão pereira , hans-arno jacobsen , dennis shasha sigmod conference 2001",,,,290,"filtering algorithms and implementation for very fast publish/subscribe systems fran &#231; oise fabret , h. arno jacobsen , fran &#231; ois llirbat , jo &#259; o pereira , kenneth a. ross , dennis shasha international conference on management of data 2001",,,
Yes,638,1006,1,638,"safely and efficiently updating references during on-line reorganization betty salzberg , chendong zou vldb 1998",,,,1006,safely and efficiently updating references during on-line reorganization very large data bases,"chendong zou , betty salzberg",,1998.0
Yes,2100,2213,1,2100,"building a laboratory information system around a c++ - based object-oriented dbms nathan goodman , steve rozen , lincoln stein 1994",,vldb,,2213,building a laboratory information system around a c++ - based object-oriented dbms very large data bases 1994,"nathan goodman , steve rozen , lincoln stein",,
Yes,2311,1143,1,2311,applying data mining techniques to a health insurance information system vldb 1996,"michael j. rothman , john p. nearhos , marisa s. viveros",,,1143,"applying data mining techniques to a health insurance information system marisa s. viveros , john p. nearhos , michael j. rothman",,very large data bases,1996.0
Yes,1843,81,1,1843,improving database design through the analysis of relationships 1999,"veda c. storey , terence m. barron , debabrata dey",acm trans . database syst .,,81,improving database design through the analysis of relationships acm transactions on database systems ( tods ) 1999,"debabrata dey , veda c. storey , terence m. barron",,
Yes,2320,1250,1,2320,data partitioning and load balancing in parallel disk systems vldb j.,"gerhard weikum , peter zabback , peter scheuermann",,1998.0,1250,"data partitioning and load balancing in parallel disk systems peter scheuermann , gerhard weikum , peter zabback the vldb journal -- the international journal on very large data bases 1998",,,
Yes,47,1133,1,47,bellcore 's adapt/x harness system for managing information on internet and intranets amit p. sheth vldb 1996,,,,1133,bellcore 's adapt/x harness system for managing information on internet and intranets amit p. sheth very large data bases 1996,,,
Yes,1300,1722,1,1300,spatial joins using seeded trees,"chinya v. ravishankar , ming-ling lo",sigmod conference,1994.0,1722,spatial joins using seeded trees international conference on management of data 1994,"ming-ling lo , chinya v. ravishankar",,
Yes,1298,1086,1,1298,evaluation of main memory join algorithms for joins with set comparison join predicates vldb,"guido moerkotte , sven helmer",,1997.0,1086,"evaluation of main memory join algorithms for joins with set comparison join predicates sven helmer , guido moerkotte very large data bases 1997",,,
Yes,783,2239,1,783,an effective deductive object-oriented database through language integration 1994,"m. howard williams , norman w. paton , andrew dinn , maria l. barja , alvaro a. a. fernandes",vldb,,2239,"an effective deductive object-oriented database through language integration maria l. barja , norman w. paton , alvaro a. a. fernandes , m. howard williams , andrew dinn very large data bases 1994",,,
Yes,673,1322,1,673,altruistic locking acm trans . database syst .,"jeannie shands , kenneth salem , hector garcia-molina",,1994.0,1322,"altruistic locking kenneth salem , h &#233; ctor garc &#237; a-molina , jeannie shands acm transactions on database systems ( tods )",,,1994.0
Yes,166,209,1,166,logical logging to extend recovery to new domains sigmod conference 1999,"david b. lomet , mark r. tuttle",,,209,logical logging to extend recovery to new domains international conference on management of data 1999,"david lomet , mark tuttle",,
Yes,449,586,1,449,management of multidimensional discrete data peter baumann,,vldb j.,1994.0,586,management of multidimensional discrete data peter baumann the vldb journal -- the international journal on very large data bases 1994,,,
