label_str,ltable_id,rtable_id,label,id_x,title_x,category_x,brand_x,modelno_x,price_x,id_y,title_y,category_y,brand_y,modelno_y,price_y
Yes,1457,8346,1,1457,avery metal rim key tags card stock metal 1-1 4 diameter 50 pack,accessories apparel,avery,,7.42,8346,avery 11025 - metal rim key tags card stock metal 1-1 4 diameter white 50 pack,,avery,,9.63
Yes,1651,13804,1,1651,inland proht iphone screen protector,electronics - general,inland,08563,9.99,13804,inland products 8563 iacc transparent iphone screen protector w wipe . high transparent material prevents scratching . no,audio video accessories,inland,,6.04
Yes,1614,11350,1,1614,kensington toshiba family laptop charger with usb power port,electronics - general,kensington,k38085us,43.88,11350,toshiba laptop charger with usb,,kensington,k38085us,37.99
No,2391,6753,0,2391,da-lite high power model b manual screen with csr - 96 x 96 av format,electronics - general,da-lite,85311,555.99,6753,da-lite advantage manual with csr - projection screen - 1 1 - high power,projection screens,da-lite,,
Yes,2344,4984,1,2344,hp scanjet 5590 digital flatbed scanner,printers,hp,hp sj5590,273.99,4984,hp scanjet 5590 digital flatbed scanner - flatbed scanner - letter - 2400 dpi x 2400 dpi - adf 50 sheets - hi-speed usb,,hp,5590 digital flatbed scanner,296.0
Yes,1936,18140,1,1936,v7 m42n01-7n 2.4 ghz wireless laser mouse with stoable nano receiver,mice,v7,m42n01-7n,24.84,18140,new-2 .4 ghz wireless laser mouse with storable nano receiver - bh1631,,v7,,26.49
No,1463,10238,0,1463,us brown bear large tilt low to profile mount for 32 to 63 displays in silver,furniture,us brown bear,,59.0,10238,us brown bear lm3-63s-slvr ultra low profile large fixed mount for 32 -63 displays silver,tv mounts,u.s. brown bear,lm3-63s-slvr,61.05
No,1228,13482,0,1228,sony cyber-shot dsc-t110 16mp digital camera violet w 4x optical zoom hd movie capture 3.0 touchscreen lcd w 50 bonus prints,digital cameras,sony,dsc-t110 / v,219.99,13482,sony cyber-shot dsc-t110 16.1 mp digital camera with 4x optical zoom and 3-inch touchscreen in silver 8gb accessory kit,point shoot digital cameras,sony,dsc-t110,209.95
Yes,1280,17949,1,1280,rolodex wood tone desk pad mahogany 24 x 19,stationery & office machinery,rolodex,23390,37.94,17949,new-rolodex 23390 - wood tone desk pad mahogany 24 x 19 - rol23390,shredders,rolodex,,51.0
Yes,1694,11026,1,1694,haier ptheatre 4gb pocket theater mp3 player,mp3,,ptheatre,46.26,11026,haier pocket theatre 2-inch mp3 player with video-ptheatre black,mp3 players,haier,ptheatre,34.99
Yes,832,19556,1,832,mukii tip-pu301cb 2-port usb 3.0 expresscard,electronics - general,mukii,tip-pu301cb,32.0,19556,mukii 2-port usb 3.0 expresscard 34 adapter,computers accessories,mukii,,21.25
No,1570,14952,0,1570,hon 10500 series curved return,furniture,hon,105817rnn,479.0,14952,hon 105817rcc - 10500 series curved return right 42w x 18-24d x 29-1 2h harvest,,hon,,402.29
Yes,1246,17191,1,1246,i-tec ipad anti-glare screen protector,mp3 accessories,i-tec electronics,t6020,17.88,17191,i-tec t6020 ipad r anti-glare screen protector,printers,i-tec,,
Yes,1489,2077,1,1489,quartet contour fabric bulletin board,stationery & office machinery,quartet,7693m,73.24,2077,quartet 7693m - contour fabric bulletin board 36 x 24 mauve plastic burgundy frame,cables interconnects,quartet,,
No,305,5266,0,305,v7 10 cat5e snagless network patch cable blue,electronics - general,v7,v7n3c5e-10f-blus,4.88,5266,v7 cat5e snagless molded network patch cable rj45 male to male blue 3-feet v7n3c5e-03f-blus,ethernet cables,v7,v7n3c5e-03f-blus,1.43
Yes,1607,13172,1,1607,maxell couleur series ear buds purple,mp3 accessories,maxell,190238,16.18,13172,new-purple couleur series ear buds - de6235,headphones,maxell,,21.0
No,1548,20194,0,1548,whistler laser radar detector with enhanced high performance improved ka band sensitivity ka max mode,automotive - general,whistler,xtr690 se,178.88,20194,whistler pro-78se high performance radar detector,radar detectors,whistler radar,pro-78se,149.99
Yes,2080,16295,1,2080,alera valencia series reversible return bridge shell,furniture,alera,va354824my,109.0,16295,new-alera va353624my - valencia series reversible return bridge shell 35w x 23-5 8d mahogany - aleva353624my,laminating supplies,alera,,
Yes,2106,1253,1,2106,xm xmp3i portable satellite radio and mp3 player with home kit,satellite radio,audiovox,xpmp3h1,149.0,1253,xm xpmp3h1 portable satellite radio and mp3 player xmp3i,handheld portable satellite radios,sirius satellite radio,xpmp3h1,147.02
Yes,1905,7800,1,1905,ocz technology 110gb revodrive pci express solid state drive,hard drives,ocz technologies,oczssdpx1rvd110,429.99,7800,ocz technology revodrive 110 gb pci express 4 gb-s slim solid state drive oczssdpx-1rvd0110,computer components,ocz,oczssdpx-1rvd0110,264.99
No,354,21296,0,354,avery 3 durable view binder with ez-turn ring black,stationery & office machinery,avery,17351,7.47,21296,avery 09300 - durable slant easy insert ring view binder 1 capacity black,,avery,,
No,1688,16652,0,1688,universal pressboard classification folder legal box of 10 red,stationery & office machinery,,82007,47.84,16652,pendaflex 2157r - pressboard classification folders legal four-section red 10 box,storage presentation materials,pendaflex,,
Yes,1560,19669,1,1560,pc treasures wireless optical mouse 2.4 ghz purple,mice,pc treasures,07227,17.82,19669,pc treasures mighty mini mouse - 2.4 ghz wireless,mice,pc treasures,07227,14.69
Yes,714,16478,1,714,vivitar high definition .43 x wide angle lens attachment,camera and camcorder accessories,vivitar,viv-43-58w,22.88,16478,vivitar high defifinition 43x wide angle 58mm,camera lenses,vivitar,viv-43-58w,17.99
Yes,1528,811,1,1528,innovera m4640 compatible remanufactured high-yield ink 484 page-yield black,printers,innovera,m4640,24.99,811,new-m4640 compatible remanufactured high-yield ink case pack 1 - 513508,computer accessories,innovera,,43.99
No,2391,809,0,2391,da-lite high power model b manual screen with csr - 96 x 96 av format,electronics - general,da-lite,85311,555.99,809,da-lite model b with csr high power - projection screen,projection screens,da-lite,high power,289.95
No,787,14949,0,787,da-lite light oak veneer model b manual screen with high power fabric - 60 x 60 av format,electronics - general,da-lite,99731,310.99,14949,honey maple veneer model b manual screen with high power fabric - av format size 60 x 60,projection screens,da-lite,,
Yes,898,15335,1,898,tp-link tl-sc3171g wireless day night surveillance camera,garden - general,tp link,tl-sc3171g,172.0,15335,tp-link tl-sc3171g wireless day and night surveillance camera,webcams,tp-link,tl-sc3171g,171.81
No,1699,20801,0,1699,pendaflex cutless watershed file folders 1 3 cut top tab letter manila 100 per box,stationery & office machinery,,48434,22.69,20801,smead 10343 - watershed cutless file folders 1 3 cut top tab letter manila 100 box,storage presentation materials,smead,,57.08
No,1269,10497,0,1269,comprehensive 1 4 standard stereo phone jack cable end set of 25,tv accessories,comprehensive,spj-s,35.75,10497,comprehensive mp 3.5 mm mini plug cable end set of 25,,comprehensive,,
Yes,1208,18170,1,1208,xantech 283dmw designer blink emitter single mini wire,stereos/audio,xantech,283dmw,11.88,18170,xantech 283dmw designer blink emitter single mini wire,printers,xantech,,
Yes,931,6451,1,931,crosley radio keepsake usb turntable tan,stereos/audio,arkon,cr249-ta,118.0,6451,crosley cr249-ta radio keepsake usb turntable-tan,turntables,crosley,cr249 ta,111.86
Yes,635,7145,1,635,nikon coolpix p500 12.1 mp black digital camera 4-144mm zoom nikkor lens 3 lcd display hd video w 50 bonus prints,digital cameras,nikon,26256,389.44,7145,nikon coolpix p500 12.1 cmos digital camera with 36x nikkor wide-angle optical zoom lens and full hd 1080p video black,point shoot digital cameras,nikon,p500 black,
No,1025,63,0,1025,kodak mini red video camera 1.8 lcd display,camcorders,kodak,mini video red,49.0,63,kodak mini video camera with sd card red,camcorders,kodak,8398513,62.5
Yes,2408,6808,1,2408,sima 2-in-1 lens cleaner,photography - general,sima,ple,9.88,6808,2-in-1 lens cleaner,,sima,,18.22
No,598,7630,0,598,roocase executive portfolio leather case for asus eee pad transformer tf101 10.1-inch,electronics - general,roocase,222056,43.99,7630,roocase executive portfolio magenta leather case cover with landscape portrait view for asus eee pad transformer 10.1-inch tf101 android tablet wi-fi,cases sleeves,roocase,,43.64
Yes,2364,17915,1,2364,tops classified colors notebook narrow rule 5-1 2 x 8-1 2 orchid 100 sheets,stationery & office machinery,tops business forms,99712,11.58,17915,new-tops 99712 - classified colors notebook narrow rule 5-1 2 x 8-1 2 orchid 100 sheets - top99712,storage presentation materials,tops,,19.0
Yes,862,5782,1,862,nokia travel charger,phone accessories,nokia,279044,20.53,5782,nokia ac-3u travel charger,wall chargers,nokia,,2.14
Yes,1790,19800,1,1790,lathem time vis6008 ribbon purple,stationery & office machinery,,vis6008,15.0,19800,new-lathem time vis6008 - vis6008 ribbon purple - lthvis6008,impact dot matrix printer ribbons,lanthem,,16.2
No,2297,11014,0,2297,da-lite medium oak veneer model b manual screen with matte white fabric - 60 x 60 diagonal video format,electronics - general,da-lite,73171,167.99,11014,heritage walnut veneer model b manual screen with matte white fabric - diagonal video format size 60 x 60 diagonal,projection screens,da-lite,,
Yes,2159,17899,1,2159,peerless plasma screen pedestal with rotation and tilt pedestal only,tv accessories,peerless,col510p,298.99,17899,6 feet peerless plasma screen pedestal with rotation and tilt,television stands entertainment centers,peerless,,
No,1966,10568,0,1966,cables unlimited 15 usb 2.0 a to b cable clear,electronics - general,cables unlimited,usb-5010-05m,8.88,10568,cables unlimited usb-5010-03m usb 2.0 a to b cable 10 feet clear,usb cables,cables unlimited,usb-5010-03m,5.69
No,853,768,0,853,da-lite matte white concord designer manual screen - 70 x 70 av format,electronics - general,da-lite,76454,923.99,768,matte white lexington designer manual screen - diagonal av format size 70 x 70,projection screens,da-lite,,
Yes,1716,17396,1,1716,post-it flags dispenser flags assorted-size assorted colors 340pk,stationery & office machinery,,ds420va,24.94,17396,new-post-it flags ds420va - dispenser flags blue red yellow green 340 assorted-size flags pack - mmmds420va,label makers,post-it,,
Yes,2440,6643,1,2440,targus red tg-ra1010 8-in-1 camera essentials kit,photography - general,targus,tg-ra1010,12.98,6643,targus red tg-ra1010 8-in-1 camera essentials kit,computer accessories,targus,,12.99
Yes,1525,12543,1,1525,cobra 16-mile range 22-channel gmrs 2-way radio,walkie-talkie/frs,cobra,cx-105,29.98,12543,cobra microtalk cx105 16-mile 22-channel frs gmrs two-way radio pair,gmrs-frs two-way radios,cobra,cbrcx105,22.84
No,1153,15202,0,1153,filemate imagine series m2810 usb standard mouse,computers,,,8.98,15202,wintec filemate imagine series m2210 standard mouse - blue lilac with white 3fmnm2210wpu-r,mice,wintec,3fmnm2210wpu-r,15.99
Yes,818,979,1,818,incipio ipod touch 4g silicrylic hard shell case with silicone core all black,mp3 accessories,incipio,ip-904,28.5,979,incipio silicrylic for ipod touch 4g black black,cases,incipio,ip-904,20.28
Yes,507,11953,1,507,case logic 10 tablet sleeve black,electronics - general,case logic,lapst110black,16.0,11953,case logic lapst-110 10-inch tablet sleeve black,cases sleeves,case logic,lapst-110,15.75
No,701,10754,0,701,da-lite high contrast matte white advantage manual with csr - av format 6 x 8 diagonal,electronics - general,da-lite,92695,765.45,10754,da-lite advantage manual with csr - projection screen - 1 1 - matte white,projection screens,da-lite,,542.95
Yes,239,10617,1,239,netgear wireless router for video and gaming,networking,netgear,wndr37av-100nas,129.0,10617,netgear wireless router for video and gaming wndr37av,routers,netgear,wndr37av-100nas,119.99
Yes,1621,16058,1,1621,smead capacity box bottom hanging file folders letter green 25 box,stationery & office machinery,,64259,30.94,16058,smead 64259 - 2 capacity box bottom hanging file folders letter green 25 box,,smead,,29.18
No,1702,16823,0,1702,pendaflex interior file folders top tab 100 box,stationery & office machinery,,421013bla,20.94,16823,new-pendaflex 421013 - interior file folders 1 3 cut top tab letter manila 100 box - ess421013,laminating supplies,pendaflex,,42.0
Yes,2052,6286,1,2052,georgetown hoyas iphone 4 case black shell,electronics - general,tribeca,fva3162,29.99,6286,georgetown hoyas iphone 4 case black shell,computers accessories,tribeca,,18.99
No,2030,20736,0,2030,energizer er-p240 cordless phone battery,computers,energizer,,11.88,20736,hqrp cordless phone battery compatible with energizer er-p240 erp240 replacement plus coaster,batteries,hqrp,,6.91
Yes,739,11687,1,739,read right pathkleen printer roller cleaner sheets 8 1 2 10pk,printers,read right,rr1237,9.84,11687,printer roller cleaner removes excess toner paper particles 8-1 2 x11 10 box rrtrr1237,dlt cleaning cartridges,read right,,7.06
Yes,1345,14257,1,1345,innovera softskin gel wrist rest black,electronics - general,innovera,51452,11.25,14257,softskin gel wrist rest black,wrist rests,innovera,,10.6
No,1531,9028,0,1531,hon 10700 series right pedestal credenza 72w x 24d x 29-1 2h mahogany,furniture,hon,10707rnn,799.0,9028,hon 10741nn - 10700 kneespace credenza full-height pedestals 72w x 24d x 29-1 2h mahogany,,hon,,
Yes,1508,19514,1,1508,canon cli-226 cyan ink tank,printers,canon,4547b001,13.97,19514,canon cli-226 cyan ink tank 4547b001,inkjet printer ink,canon,4547b001,11.99
Yes,1843,4900,1,1843,imation 46157 dc6250 data cartridge,mp3 accessories,imation,46157,38.88,4900,imation dc6250 250 500mb cartridge 3m 1-pack,data cartridges,imation,42482,29.0
Yes,415,20385,1,415,quartet magnetic dry-erase board mahogany frame,stationery & office machinery,quartet,2544m,419.0,20385,new-quartet 2544m - magnetic dry erase board porcelain 48 x 36 white solid mahogany frame - qrt2544m,radios,quartet,,426.29
Yes,2210,16560,1,2210,crown tire-track scraper needlepunch polypropylene vinyl mat 48 x 72 anthracite,rugs,crown,te0046ac,124.97,16560,new-crown te0046ac - tire-track scraper mat needlepunch polypropylene vinyl 48 x 72 anthracite - cwnte0046ac,laminating supplies,crown,,
Yes,2229,14755,1,2229,kodak easyshare c1550 purple 16mp digital camera bundle w 5x optical zoom 3.0 lcd display w 50 bonus prints,digital cameras,kodak,c1550 prpl bndl,89.0,14755,kodak easyshare c1550 16 mp digital camera with 5xoptical zoom - purple,point shoot digital cameras,kodak,c1550pr,99.63
No,1624,7991,0,1624,hp q3675a image transfer kit,printers,hp,q3675a,194.84,7991,color laserjet 4700 image transfer kit,printer transfer units,hp,4700/4730/cp4005,195.98
Yes,678,8962,1,678,ilive app-enhanced boom box with ipod iphone dock,electronics - general,ilive,ibp391b,63.88,8962,ilive ibp391b portable app-enhanced boombox am fm radio with dock for iphone ipod,speaker systems,ilive,ibp391b,41.24
No,2434,4727,0,2434,da-lite high power model b manual screen - 72 x 72 av format,electronics - general,da-lite,33424,229.99,4727,da-lite model b high power - projection screen - 72 in 183 mm,projection screens,da-lite,high power,174.95
No,1091,17121,0,1091,hon 600 series two-drawer lateral file black,stationery & office machinery,hon,682lp,449.94,17121,new-hon 692lp - 600 series two-drawer lateral file 42w x19-1 4d black - hon692lp,laminating supplies,hon,,772.0
No,433,12366,0,433,apc professional surgearrest 8 outlet 2 pairs phone line protection 120v,electronics - general,apc,pro8t2,25.0,12366,apc pro8 8-outlet surgearrest professional surge protector,power strips,apc,apc pro8,21.98
No,2082,6998,0,2082,da-lite cherry veneer model b manual screen with matte white fabric - 60 x 60 diagonal video format,electronics - general,da-lite,73179,167.99,6998,honey maple veneer model b manual screen with matte white fabric - diagonal video format size 60 x 60 diagonal,projection screens,da-lite,,
Yes,1984,1120,1,1984,gear head dual laptop cooling fan cf3000u,electronics - general,gear head,cf3000u,15.0,1120,gear head cf3000u dual-cool usb laptop cooling fan silver,computers accessories,gear head,cf3000u,14.17
Yes,1044,3009,1,1044,ifrogz ipod touch 4 luxe original case blue black,mp3 accessories,ifrogz,it4lo-blu/blk,29.99,3009,ifrogz it4lo-blu blk luxe original for ipod touch 4g - blue black,cases,ifrogz,it4lo-blu/blk,20.73
Yes,2125,16072,1,2125,scosche it4scbk tch 3 switchback,mp3 accessories,scosche,it4scbk,32.88,16072,scosche switchkase hybrid case for ipod touch 4g black,cases,scosche,it4scbk,15.25
No,2297,4739,0,2297,da-lite medium oak veneer model b manual screen with matte white fabric - 60 x 60 diagonal video format,electronics - general,da-lite,73171,167.99,4739,light oak veneer model b manual screen with matte white fabric - diagonal video format size 60 x 60 diagonal,projection screens,da-lite,,
No,1527,5049,0,1527,bic great erase grip chisel dry erase marker black 12pk,stationery & office machinery,bic,gdem11-blk,16.08,5049,bic great erase bold whiteboard dry erase black markers with chisel tip 12 pack dec11bk,computers accessories,unknown,,15.64
Yes,1987,10905,1,1987,iluv icc790blk universal windshield smartphone mount kit black,electronics - general,iluv,icc790blk,24.88,10905,iluv universal windshield mount kit for iphone1g iphone 3gs iphone 4 ipod touch and other smart phones icc790blk,audio car mounts,iluv,icc790blk,26.12
Yes,2523,10365,1,2523,apc line-r 1200va line conditioner with automatic voltage regulator le1200,tv accessories,apc,le1200,48.24,10365,apc le1200 line-r 1200va automatic voltage regulator,uninterrupted power supply ups,apc,le1200,47.99
Yes,317,1082,1,317,siig headrest ipad car mount,mp3 accessories,siig,ce-mt0e12-s1,40.88,1082,headrest ipad car mnt turns into rear seat entertainment sys,touch screen tablet accessories,siig,ce-mt0e12-s1,23.58
Yes,2231,17839,1,2231,jwin caf nites in-ear earphones pink,electronics - general,iluv,iep222pnk,9.88,17839,jwin caf nites in-ear earphones - compact stereo - pink - iep222pnk,video converters,jwin,,15.19
Yes,81,17194,1,81,innovera heavyweight photo paper matte 8-1 2 x 11 50 sheets pack,stationery & office machinery,innovera,99650,11.7,17194,innovera 99650 - heavyweight photo paper matte 8-1 2 x 11 50 sheets pack,antitheft,innovera,,29.73
Yes,2501,4362,1,2501,3m laptop lcd privacy computer filter pf14 .0 w,electronics - general,3m,pf14 .0 w,44.57,4362,3m privacy filter-3m pf14 .0 w widescreen laptop privacy screen 16 9,screen filters,3m,pf14 .0 w,40.95
Yes,1545,21374,1,1545,royal ds3 postal rate scale,stationery & office machinery,royal,ds3,24.54,21374,royal ds3 postal rate scale 17012y,postal scales,royal,ds-3 digital postal scale,16.0
