label_str,ltable_id,rtable_id,label,id_x,title_x,category_x,brand_x,modelno_x,price_x,id_y,title_y,category_y,brand_y,modelno_y,price_y
No,1995,7147,0,1995,epson 2000 hours uhe replacement projector lamp v13h010l38,monitors,epson,v13h010l38,291.84,7147,epson replacement lamp - 170w uhe projector lamp - 2000 hour,lamps,epson,,229.99
No,40,14686,0,40,da-lite 93163 model b manual wall and ceiling projection screen,electronics - general,da-lite,93163,149.88,14686,da-lite deluxe model b manual wall ceiling projection screen 50 x 67 video format video spectra 1.5 surface,projection screens,da-lite,video spectra 1.5,165.31
No,887,10741,0,887,da-lite dual vision tensioned advantage deluxe electrol - hdtv format 92 diagonal,electronics - general,da-lite,88285,4242.99,10741,da-lite tensioned advantage deluxe electrol - projection screen motorized - 92 in - 16 9 - high contrast audio vision,projection screens,da-lite,,4400.0
No,932,802,0,932,da-lite dual vision tensioned cosmopolitan electrol - av format 10 x 10 diagonal,electronics - general,da-lite,84992,2735.99,802,da-lite tensioned cosmopolitan electrol - projection screen motorized - 1 1 - dual vision,projection screens,da-lite,cosmopolitan electrol,
No,545,9656,0,545,roocase multi-angle leather case for lg g-slate 8.9-inch 4g tablet,electronics - general,roocase,222052,35.99,9656,roocase multi-angle magenta leather folio case cover for lg g-slate 8.9-inch 4g android tablet wi-fi 4g,cases sleeves,roocase,,29.93
No,1208,17215,0,1208,xantech 283dmw designer blink emitter single mini wire,stereos/audio,xantech,283dmw,11.88,17215,xantech 283d designer blink emitter single,amplifier installation,xantech,,
No,2112,4733,0,2112,da-lite video spectra 1.5 model c with csr manual screen - 7 x 9 av format,electronics - general,da-lite,82976,697.99,4733,da-lite advantage manual with csr - projection screen - 4 3 - video spectra 1.5 - white,projection screens,da-lite,,636.95
No,1869,8591,0,1869,centon 16gb datastick pro usb flash drive 2-pack bundle,computers,,,42.0,8591,centon 16 gb datastick pro usb 2.0 flash drive dsp16gb-009,computer components,centon,dsp16gb-009,21.4
No,1240,1303,0,1240,visioneer prw120-wu roadwarrior patriot sheetfed scanner,electronics - general,visioneer,prw120-wu,249.98,1303,visioneer roadwarrior mobile 600 dpi usb scanner rw120-wu,scanners,visioneer,rw120-wu,
No,598,7630,0,598,roocase executive portfolio leather case for asus eee pad transformer tf101 10.1-inch,electronics - general,roocase,222056,43.99,7630,roocase executive portfolio magenta leather case cover with landscape portrait view for asus eee pad transformer 10.1-inch tf101 android tablet wi-fi,cases sleeves,roocase,,43.64
No,611,2439,0,611,accell proultra 2m hdmi ethernet cable,tv accessories,accell,b116c-007b-40,22.88,2439,accell b124c-007b proultra elite high speed hdmi cable with ethernet - 2m 6.6 feet,hdmi cables,accell,b124c-007b,34.99
No,1699,20801,0,1699,pendaflex cutless watershed file folders 1 3 cut top tab letter manila 100 per box,stationery & office machinery,,48434,22.69,20801,smead 10343 - watershed cutless file folders 1 3 cut top tab letter manila 100 box,storage presentation materials,smead,,57.08
No,2126,19124,0,2126,pny 4gb sdhc memory card class 4,usb drives,pny,p-sdhc4g4-ef,8.98,19124,pny 4gb class 4 gray sd card,memory cards,pny,p-sdhc4g4-ef / gray,14.79
No,2201,13661,0,2201,pny 4gb micro swivel attache flash drive,printers,pny,,9.84,13661,pny micro swivel attach 4 gb usb 2.0 flash drive p-fdu4gbsv-ef sil silver,usb flash drives,pny,p-fdu4gbsv-ef / sil,11.2
No,585,19031,0,585,iluv ipod nano 6g clear glare-free screen film,mp3 accessories,iluv,icc1113clr,11.88,19031,iluv icc1112clr ipod nano 6g clear type protective film,screen protectors,apple,,9.0
No,497,3071,0,497,hon 310 series full-suspension file,storage,hon,315cpp,549.0,3071,hon 315cps - 310 series five-drawer full-suspension file legal 26-1 2d charcoal,,hon,,458.6
No,1527,5049,0,1527,bic great erase grip chisel dry erase marker black 12pk,stationery & office machinery,bic,gdem11-blk,16.08,5049,bic great erase bold whiteboard dry erase black markers with chisel tip 12 pack dec11bk,computers accessories,unknown,,15.64
No,1091,19597,0,1091,hon 600 series two-drawer lateral file black,stationery & office machinery,hon,682lp,449.94,19597,hon 582lp - 500 series two-drawer lateral file 36w x28-3 8h x19-1 4d black,,hon,,
No,887,8784,0,887,da-lite dual vision tensioned advantage deluxe electrol - hdtv format 92 diagonal,electronics - general,da-lite,88285,4242.99,8784,da-lite tensioned advantage deluxe electrol - projection screen motorized - 92 in - 16 9 - high contrast cinema vision,projection screens,da-lite,,2959.95
No,2248,20928,0,2248,arrowmounts cantilever retractable wall mount for flat panel tvs up to 27,tv accessories,arrowmounts,am-p16b,39.99,20928,arrowmounts am-p04b cantilever retractable wall mount for flat panel televisions up to 27-inch black,tv mounts,arrowmounts,am-p04b,28.44
No,342,21065,0,342,v7 5 cat6 snagless molded network patch cable red,electronics - general,v7,v7n2c6-05f-reds,4.88,21065,v7 cat6 snagless molded network patch cable rj45 male to male red 3-feet v7n2c6-03f-reds,ethernet cables,v7,v7n2c6-03f-reds,2.27
No,1570,14952,0,1570,hon 10500 series curved return,furniture,hon,105817rnn,479.0,14952,hon 105817rcc - 10500 series curved return right 42w x 18-24d x 29-1 2h harvest,,hon,,402.29
No,292,4497,0,292,case logic universal mp3 sport case - medium,mp3 accessories,case logic,120579,11.99,4497,caselogic uma-102pink medium universal mp3 sport case pink,armbands,case logic,uma-102pink,12.99
No,2030,20736,0,2030,energizer er-p240 cordless phone battery,computers,energizer,,11.88,20736,hqrp cordless phone battery compatible with energizer er-p240 erp240 replacement plus coaster,batteries,hqrp,,6.91
No,387,1160,0,387,evga 1gb geforce gt 520 ddr3 graphics card,electronics - general,evga,01gp31521kr,68.99,1160,evga geforce gt 520 graphics card video card 01g-p3-1526-kr,graphics cards,evga,01g-p3-1526-kr,50.09
No,2391,6753,0,2391,da-lite high power model b manual screen with csr - 96 x 96 av format,electronics - general,da-lite,85311,555.99,6753,da-lite advantage manual with csr - projection screen - 1 1 - high power,projection screens,da-lite,,
No,2461,7244,0,2461,filemate imagine series k2010 usb standard keyboard,computers,,,15.12,7244,wintec filemate imagine series k1010 usb mini keyboard - telemagenta 3fmnk1010umg-r,keyboards,wintec,3fmnk1010umg-r,13.99
No,2237,20493,0,2237,verbatim 4.7 gb 16x dvd-r whilte inkjet printable 50 packs spindle disc,mp3 accessories,verbatim,95079,16.14,20493,verbatim dvd-r 16x 4.7 gb 120min white inkjet printable 50 pk,blank media,verbatim,,
No,814,2813,0,814,da-lite dual vision tensioned cosmopolitan electrol - av format 7 x 9 diagonal,electronics - general,da-lite,84986,2346.99,2813,da-lite tensioned cosmopolitan electrol - projection screen motorized - 1 1 - dual vision,projection screens,da-lite,cosmopolitan electrol,
No,545,11634,0,545,roocase multi-angle leather case for lg g-slate 8.9-inch 4g tablet,electronics - general,roocase,222052,35.99,11634,roocase ultra slim magenta leather case cover with stand for lg g-slate 8.9-inch 4g android tablet wi-fi 4g,cases sleeves,roocase,,32.93
No,2236,3629,0,2236,roocase executive portfolio leather case w 2 screen protector for blackberry playbook,electronics - general,roocase,220761,35.99,3629,roocase 2n1 executive portfolio black leather case cover and 2-pack anti-glare screen protector for blackberry playbook tablet wi-fi 4g,cases sleeves,roocase,,39.54
No,889,8826,0,889,logitech wireless mouse m310 bundle,computers,,,29.88,8826,labtec logitech wireless mouse m310 - silver filament 910-002485,mice,labtec,910-002485,28.24
No,32,8236,0,32,da-lite da-mat deluxe fast fold complete front projection screen - 68 x 68,electronics - general,da-lite,88604,829.99,8236,da-lite fast-fold deluxe screen system - projection screen - 4 3 - da-mat,projection screens,da-lite,,529.25
No,2323,16958,0,2323,quartet prestige bulletin board graphite-blend cork maple frame,stationery & office machinery,quartet,b243ma,50.0,16958,quartet b244ma - prestige bulletin board graphite-blend cork 48 x 36 maple frame,printers,quartet,,
No,1973,8907,0,1973,iosafe solo - 1 tb fireproof waterproof external hard drive includes 1k disaster recovery service,hard drives,iosafe,sl1000gbusb20,199.58,8907,iosafe solopro 1 tb usb 2.0 esata fireproof and waterproof external hard drive with 1 year data recovery service sh1000gb1yr black,computers accessories,iosafe,sh1000gb1yr,234.85
No,249,18994,0,249,solidtek keyboard with touch pad black,electronics - general,solidtek,kb7070bu,59.99,18994,usb mini keyboard touch pad black with built-in,keyboards,solidtek,kb-3910bu,46.99
No,891,3545,0,891,sabrent sata to ide ultra ata mini converter board,electronics - general,sabrent,sbt-scide,10.88,3545,serial ata sata to sabrent ide ultra ata-100 133 port mini converter,computers accessories,sabrent,sbt-stdb,11.08
No,2115,6754,0,2115,da-lite high power model b manual screen with csr - 84 x 84 av format,electronics - general,da-lite,85303,372.99,6754,da-lite advantage manual with csr - projection screen - 1 1 - high power,projection screens,da-lite,,709.95
No,429,15214,0,429,western digital 2tb my book studio edition ii external hard drive,computers,western digital,wdh2q20000n,199.0,15214,western digital my book studio lx 2 tb firewire 800 usb 2.0 desktop external hard drive aluminum,external hard drives,western digital,wdbach0020hal-nesn,149.99
No,2394,5215,0,2394,western digital 750gb my passport essential se usb 3.0 silver portable hard drive,hard drives,western digital,wdbacx7500asl-nesn,96.98,5215,western digital my passport essential se 750 gb usb 3.0 2.0 ultra portable external hard drive black,external hard drives,western digital,wdbacx7500abk-nesn,79.0
No,1390,16162,0,1390,da-lite matte white scenic roller manual screen - 15 x 20,electronics - general,da-lite,40320,2285.99,16162,da-lite scenic roller - projection screen - 4 3 - matte white,projection screens,da-lite,,1795.99
No,1419,20145,0,1419,innovera softskin gel keyboard wrist rest black,electronics - general,innovera,51451,11.88,20145,innovera softskin gel wrist rest black,wrist rests,innovera,,13.17
No,2305,4470,0,2305,clickfree c2 500gb usb 3.0 portable external hard drive,hard drives,clickfree,hd527b3,84.98,4470,clickfree automatic backup c2 500 gb usb 2.0 portable external hard drive hd527b piano black,external hard drives,clickfree,hd527b-1004-100,
No,2297,11014,0,2297,da-lite medium oak veneer model b manual screen with matte white fabric - 60 x 60 diagonal video format,electronics - general,da-lite,73171,167.99,11014,heritage walnut veneer model b manual screen with matte white fabric - diagonal video format size 60 x 60 diagonal,projection screens,da-lite,,
No,433,12366,0,433,apc professional surgearrest 8 outlet 2 pairs phone line protection 120v,electronics - general,apc,pro8t2,25.0,12366,apc pro8 8-outlet surgearrest professional surge protector,power strips,apc,apc pro8,21.98
No,1809,21955,0,1809,da-lite da-mat tensioned advantage electrol - av format 8 x 10 diagonal,electronics - general,da-lite,84374,3077.99,21955,hc da-mat tensioned advantage electrol - wide format size wide 94 diagonal,projection screens,da-lite,,
No,1702,17898,0,1702,pendaflex interior file folders top tab 100 box,stationery & office machinery,,421013bla,20.94,17898,pendaflex 421013 - interior file folders 1 3 cut top tab letter manila 100 box,home audio theater,pendaflex,,
No,1025,63,0,1025,kodak mini red video camera 1.8 lcd display,camcorders,kodak,mini video red,49.0,63,kodak mini video camera with sd card red,camcorders,kodak,8398513,62.5
No,1887,3716,0,1887,philips vibe 4gb mp3 video player,mp3,philips,sa2vbe04kc/17,39.98,3716,philips gogear vibe 4 gb mp3 video player with 1.5-inch color screen black,mp3 players,philips,sa1vbe04k/17,63.99
No,2201,7699,0,2201,pny 4gb micro swivel attache flash drive,printers,pny,,9.84,7699,pny p-fd4gb mini-fs 4gb mini attache usb 2.0 flash drive,usb flash drives,pny,p-fd4gb / mini-rf,
No,29,8070,0,29,vantec nexstar mx dual 3.5 sata hard drive enclosure,electronics - general,vantec,nst-400mx-s2,49.71,8070,vantec nexstar mx nst-400mx-sr dual 3.5-inch sata to usb 2.0 and esata with jbod raid 0 1 external hard drive enclosure black,hard drive enclosures,vantec,nst-400mx-sr,91.99
No,1228,11499,0,1228,sony cyber-shot dsc-t110 16mp digital camera violet w 4x optical zoom hd movie capture 3.0 touchscreen lcd w 50 bonus prints,digital cameras,sony,dsc-t110 / v,219.99,11499,sony cyber-shot dsc-t110 16.1 mp digital still camera with carl zeiss vario-tessar 4x optical zoom lens and 3.0-inch touchscreen silver,point shoot digital cameras,sony,dsct110,189.95
No,517,4079,0,517,targus 15.4 corporate traveler laptop case,electronics - general,targus,146417,79.99,4079,targus checkpoint-friendly corporate traveler case for 15.4 inch laptops cuct02ua15s black,bags cases,targus,cuct02ua15s,66.27
No,702,21933,0,702,da-lite mahogany veneer model b manual screen with high power fabric - 60 x 60 av format,electronics - general,da-lite,99735,310.99,21933,medium oak veneer model b manual screen with high power fabric - av format size 60 x 60,projection screens,da-lite,,
No,1057,18582,0,1057,s j paper file jackets with 1 1 2 expansion letter 11 pt . manila 50 ctn,stationery & office machinery,s j paper,,45.69,18582,s j paper s11822 - reinforced file jackets two inch expansion legal 11 point manila 50 carton,printer accessories,s j paper,,
No,1153,7242,0,1153,filemate imagine series m2810 usb standard mouse,computers,,,8.98,7242,wintec filemate imagine series m2810 usb standard mouse - white with light green 3fmnm2810ugn-r,mice,wintec,3fmnm2810ugn-r,11.99
No,462,4733,0,462,da-lite video spectra 1.5 model c with csr manual screen - 69 x 92 video format,electronics - general,da-lite,82978,657.99,4733,da-lite advantage manual with csr - projection screen - 4 3 - video spectra 1.5 - white,projection screens,da-lite,,636.95
No,1120,17504,0,1120,da-lite pixmate 25 x 30 shelf large adjustable height television cart up to 54 height,electronics - general,da-lite,7020,199.99,17504,da-lite pixmate 48 height adjustable television cart,television stands entertainment centers,da-lite,,207.99
No,2126,21494,0,2126,pny 4gb sdhc memory card class 4,usb drives,pny,p-sdhc4g4-ef,8.98,21494,pny 4gb class 4 purple sd card,blank media,pny,p-sdhc4g4-ef / purple,14.99
No,1393,16924,0,1393,gbc design view presentation binding system covers clear 8-3 4,stationery & office machinery,,2514500,19.94,16924,gbc 2020025 - clear view presentation binding system cover 11 x 8-1 2 clear 100 box,storage presentation materials,gbc,,
No,2446,22043,0,2446,avery matte white cd labels for color laser printers and copiers 30 disc labels and 60 spine labels,stationery & office machinery,avery,6692,14.88,22043,avery cd dvd labels matte white 40 disc labels and 80 spine labels 8692,labels stickers,avery,8692,14.12
No,129,18649,0,129,bushnell backtrack personal locator tech gray,handheld gps,bushnell,,49.99,18649,bushnell backtrack point-5 personal gps locator gray,sports outdoor gps,bushnell,360200,60.09
No,555,18712,0,555,da-lite radio frequency wireless remote for horizon,electronics - general,da-lite,85566,629.99,18712,da-lite infrared frequency remote control for horizon electrol 110 volt,remote controls,da-lite,,629.99
No,2297,4739,0,2297,da-lite medium oak veneer model b manual screen with matte white fabric - 60 x 60 diagonal video format,electronics - general,da-lite,73171,167.99,4739,light oak veneer model b manual screen with matte white fabric - diagonal video format size 60 x 60 diagonal,projection screens,da-lite,,
No,1463,10238,0,1463,us brown bear large tilt low to profile mount for 32 to 63 displays in silver,furniture,us brown bear,,59.0,10238,us brown bear lm3-63s-slvr ultra low profile large fixed mount for 32 -63 displays silver,tv mounts,u.s. brown bear,lm3-63s-slvr,61.05
No,1153,15202,0,1153,filemate imagine series m2810 usb standard mouse,computers,,,8.98,15202,wintec filemate imagine series m2210 standard mouse - blue lilac with white 3fmnm2210wpu-r,mice,wintec,3fmnm2210wpu-r,15.99
No,889,12769,0,889,logitech wireless mouse m310 bundle,computers,,,29.88,12769,logitech wireless mouse m310 indigo scroll 910-002482,mice,logitech,910-002482,20.05
No,2541,14698,0,2541,da-lite matte white designer model b with fabric case in fawn - 70 x 70 av format,electronics - general,da-lite,73113,152.99,14698,da-lite designer model b - projection screen - 1 1 - matte white - fawn,projection screens,da-lite,,
No,570,9470,0,570,startech 70 coaxial high resolution monitor vga cable,electronics - general,startech,mxt101mmhq70,49.0,9470,startech 6-feet coax high resolution vga monitor cable - hd15 m m mxt101mmhq,cables interconnects,startech,mxt101mmhq,4.99
No,467,21605,0,467,universal quick set-up lift-off lid box ltr lgl fiberboard 12 x 10 x 15 blk we 12 ctn,storage,universal products,,30.59,21605,universal 95224 - quick set-up lift-off lid storage box letter legal fiberboard white 12 ctn,,universal,,63.0
No,612,4733,0,612,da-lite video spectra 1.5 advantage manual with csr - wide format 113 diagonal,electronics - general,da-lite,34716,888.99,4733,da-lite advantage manual with csr - projection screen - 4 3 - video spectra 1.5 - white,projection screens,da-lite,,636.95
No,869,10114,0,869,sylvania sdvd7027 7 portable dvd player black,dvd players,sylvania,sdvd7027-black,59.0,10114,sylvania sdvd7027 7-inch portable dvd player with car bag kit swivel screen usb sd card reader black,portable dvd players,curtis,sdvd7027bl-2pk,66.66
No,889,19565,0,889,logitech wireless mouse m310 bundle,computers,,,29.88,19565,logitech wireless mouse m310 flame red 910-002486,mice,logitech,910-002486,17.95
No,509,1798,0,509,panasonic lumix dmc-fh5v 16.1 mp violet digital camera w 4x optical zoom 2.7 lcd display,digital cameras,panasonic,panasonic dmc-fh5v,129.0,1798,panasonic lumix dmc-fh5 16.1 mp digital camera with 4x optical image stabilized zoom with 2.7-inch lcd purple,point shoot digital cameras,panasonic,dmc-fh5p-v,
No,2404,16729,0,2404,quartet premium dry-erase board in white with aluminum frame 48 w x 36 h,stationery & office machinery,quartet,,275.79,16729,quartet m4831 - magnetic dry erase board painted steel 48 x 31 white aluminum frame,printers,quartet,,
